id	96f709bd-23b2-46cd-b0a0-cc2ab74ff73e	09b3ad4d-5d6f-462e-b313-964b5fb76a04
284355	0.0	0.0
284353	23.0	13.0
284352	2623.0	2766.0
50813	4464.0	4763.0
50814	1715.0	1194.0
100129919	0.0	0.0
284349	473.0	258.0
2499	5.0	13.0
284348	62.0	64.0
2498	43.0	41.0
2497	53.0	43.0
284346	85.0	239.0
284340	21.0	552.0
23207	3511.0	5616.0
693121	0.0	0.0
100093625	0.0	0.0
23208	351.0	909.0
693122	4.0	2.0
100093626	0.0	0.0
23209	11.0	9.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	186.0	32.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	1.0
25862	1451.0	420.0
693129	0.0	0.0
23200	3783.0	2850.0
25861	886.0	529.0
644191	8.0	5.0
23201	5841.0	6942.0
25864	1950.0	1979.0
23203	2061.0	2804.0
25865	2515.0	5484.0
23204	12582.0	12341.0
23205	7.0	9.0
644192	38.0	10.0
11228	1547.0	1253.0
84166	874.0	996.0
11221	466.0	606.0
84168	13932.0	4801.0
11223	34.0	249.0
100093630	4101.0	3431.0
84167	648.0	564.0
11222	4202.0	3984.0
100093631	279.0	568.0
84162	9784.0	5464.0
11224	15159.0	23449.0
84164	4026.0	4683.0
11227	13.0	802.0
11226	215.0	997.0
84163	463.0	384.0
23218	895.0	3008.0
23219	2946.0	2845.0
402093	0.0	0.0
100862704	19.0	13.0
11230	1014.0	2847.0
23210	771.0	1095.0
25873	8777.0	19056.0
100379298	0.0	0.0
23211	3620.0	4098.0
25875	4933.0	3915.0
23212	505.0	725.0
23213	10458.0	11979.0
25874	1700.0	2096.0
23214	4057.0	3897.0
25876	267.0	72.0
23215	8372.0	9926.0
23216	9821.0	8794.0
25879	1525.0	1559.0
100379296	0.0	0.0
25878	3921.0	31103.0
23217	27.0	64.0
84159	1009.0	2410.0
25871	3702.0	3357.0
25870	11051.0	9994.0
142940	1853.0	1421.0
11232	493.0	447.0
11231	12692.0	12182.0
84154	1552.0	1385.0
11234	1831.0	1576.0
11236	2806.0	3611.0
11235	1684.0	1653.0
11238	705.0	649.0
84153	1176.0	1249.0
11237	1104.0	4311.0
84152	6.0	1441.0
693120	0.0	2.0
100093624	0.0	0.0
166929	6647.0	7650.0
25847	5291.0	3409.0
84182	144.0	291.0
84181	6582.0	6292.0
25849	23686.0	6528.0
25840	73629.0	27491.0
25842	1826.0	1705.0
25841	183.0	3470.0
25844	6183.0	9701.0
25843	1922.0	1807.0
11209	90.0	279.0
84188	4045.0	2327.0
84187	5175.0	1555.0
11201	6933.0	1607.0
11200	315.0	477.0
84189	8.0	8.0
11202	3.0	3.0
84186	1897.0	1625.0
25859	90.0	25.0
25858	1.0	0.0
84171	1061.0	1820.0
284391	3533.0	2635.0
284390	313.0	231.0
100862726	0.0	0.0
100862727	2.0	3.0
100862728	0.0	0.0
25851	1443.0	2249.0
25850	484.0	337.0
25853	3413.0	2649.0
25852	2671.0	1895.0
100862725	0.0	0.0
25855	1734.0	2396.0
25854	252.0	236.0
402077	0.0	0.0
11218	1330.0	781.0
11217	80.0	48.0
11219	34.0	15.0
139324	285.0	477.0
84176	9.0	11.0
11212	4429.0	3495.0
139322	2891.0	1777.0
84179	640.0	577.0
11211	20.0	15.0
84173	971.0	1043.0
11214	21088.0	15390.0
11213	441.0	275.0
84172	2446.0	1860.0
284385	468.0	682.0
11216	2610.0	1723.0
11215	5274.0	3907.0
84174	56.0	29.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	1774.0	2973.0
693166	0.0	1.0
25828	4663.0	4337.0
693167	0.0	0.0
25827	2038.0	1239.0
693168	0.0	0.0
693169	0.0	0.0
25829	2931.0	7183.0
441669	0.0	0.0
392214	3.0	2.0
25820	4943.0	5197.0
127343	0.0	72.0
25822	783.0	1523.0
25821	1620.0	1365.0
25824	15373.0	17829.0
441662	0.0	0.0
106479099	0.0	0.0
25823	8.0	3.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	1292.0	1789.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	3694.0	1751.0
115362	306.0	187.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	1.0	2.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	1.0	2.0
106480095	0.0	4.0
693174	4.0	4.0
693175	17.0	11.0
106480094	0.0	0.0
84191	3036.0	3412.0
25837	46.0	35.0
693154	1.0	0.0
84190	513.0	447.0
25836	7202.0	5490.0
693155	26.0	25.0
25839	3303.0	4940.0
84193	6289.0	4296.0
693156	1.0	0.0
693157	0.0	0.0
693158	17.0	8.0
693159	0.0	3.0
392225	0.0	0.0
25831	14474.0	9976.0
25830	0.0	0.0
441654	0.0	0.0
25833	142.0	783.0
100379250	0.0	0.0
106479089	2.0	2.0
25832	471.0	458.0
106479088	0.0	0.0
25834	5759.0	11885.0
106479087	0.0	0.0
100379251	12.0	21.0
106479086	0.0	0.0
115350	213.0	3.0
106479085	5.0	12.0
414061	0.0	0.0
106479084	0.0	0.0
115352	340.0	18.0
106479083	0.0	0.0
414062	149.0	17.0
115353	2004.0	2526.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	1.0	0.0
693160	0.0	0.0
693161	0.0	1.0
693162	0.0	0.0
84197	109.0	88.0
693163	2.0	1.0
84196	3893.0	3746.0
693164	1.0	3.0
25804	2661.0	4072.0
693143	0.0	0.0
25803	3.0	8.0
693144	7.0	14.0
25806	0.0	24.0
25805	60.0	15.0
693146	1.0	1.0
693147	0.0	0.0
25807	854.0	1147.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	702.0	587.0
100130995	1.0	1.0
100379287	2.0	0.0
100130994	4.0	0.0
441687	30.0	18.0
25800	5550.0	6312.0
25802	5459.0	853.0
25801	1552.0	1318.0
154907	0.0	0.0
106480075	1.0	3.0
106480074	2.0	0.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	2.0	7.0
106480078	0.0	0.0
142910	21.0	2.0
106480071	0.0	0.0
100380272	2.0	1.0
693151	0.0	0.0
142913	35.0	46.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	3.0	0.0
693153	301.0	200.0
106480072	0.0	0.0
693132	0.0	0.0
25814	6894.0	6206.0
693133	1.0	1.0
693134	0.0	0.0
25817	11.0	68.0
25816	2182.0	2169.0
100130988	3.0	0.0
693135	0.0	0.0
25819	119.0	90.0
693136	0.0	0.0
100129998	2.0	0.0
130940	224.0	685.0
25818	3.0	91.0
693137	0.0	0.0
693138	1.0	0.0
693139	1.0	0.0
100130980	7.0	4.0
25813	2454.0	2103.0
392209	9.0	8.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	32.0	46.0
106480087	1.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	2.0	37.0
106480082	0.0	0.0
693140	0.0	3.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	9143.0	16076.0
154881	1556.0	988.0
11182	112.0	164.0
11181	10.0	2.0
646770	0.0	0.0
11184	433.0	235.0
392133	0.0	0.0
11183	3043.0	2634.0
392132	1.0	0.0
11186	800.0	883.0
139249	0.0	0.0
11185	1052.0	40546.0
23166	431.0	1684.0
23167	6950.0	8760.0
106480049	0.0	0.0
23168	5320.0	5023.0
106479059	0.0	0.0
23169	2023.0	925.0
166863	93.0	2.0
392138	0.0	1.0
106479058	1.0	0.0
729920	160.0	178.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	5629.0	5305.0
106479054	0.0	0.0
142891	2447.0	2184.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2191.0	1784.0
106480055	0.0	0.0
106479051	1.0	1.0
23161	4433.0	2733.0
115286	1924.0	1939.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	2186.0	3607.0
106480057	0.0	0.0
23163	1636.0	2216.0
106480056	0.0	0.0
152217	708.0	718.0
23164	10439.0	16432.0
106480059	0.0	0.0
23165	2397.0	2490.0
106480058	0.0	0.0
11188	6079.0	7472.0
11187	1363.0	2853.0
11189	4.0	0.0
106480051	0.0	0.0
644109	1.0	0.0
106480050	0.0	0.0
646784	7.0	2.0
11191	96.0	48.0
392140	36.0	20.0
11190	2256.0	2027.0
404672	1810.0	1787.0
11193	1418.0	1040.0
154872	0.0	0.0
11194	1777.0	1614.0
11197	2.0	2.0
11196	3406.0	3056.0
23177	2475.0	1710.0
402016	7.0	15.0
23178	916.0	747.0
106479049	0.0	0.0
23179	799.0	2397.0
106479048	0.0	0.0
127255	176.0	42.0
106479047	1.0	0.0
127254	18.0	34.0
106479046	0.0	0.0
646780	4.0	8.0
127253	2249.0	1347.0
106479045	4.0	2.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	1.0	0.0
106480064	0.0	0.0
106479042	48.0	25.0
23170	1641.0	1905.0
115273	80.0	78.0
106480063	0.0	0.0
729909	6.0	1.0
106479041	0.0	0.0
23171	6747.0	2159.0
106479040	0.0	0.0
106480066	5.0	4.0
23172	1814.0	1318.0
106480065	0.0	0.0
23173	2445.0	2278.0
106480068	0.0	0.0
23174	3785.0	5455.0
106480067	0.0	0.0
23175	2485.0	2058.0
23176	2950.0	7339.0
106480069	0.0	0.0
11199	0.0	4.0
11198	7786.0	7478.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	10429.0	7133.0
644131	39.0	61.0
404663	0.0	0.0
11162	272.0	247.0
646799	0.0	0.0
11161	3173.0	4166.0
404665	5.0	5.0
11164	1810.0	2171.0
11163	7522.0	4424.0
23144	1515.0	2118.0
127247	0.0	0.0
106480028	0.0	0.0
23145	162.0	35.0
106480027	1.0	5.0
106480029	0.0	0.0
23148	59.0	283.0
106479079	0.0	0.0
646791	5.0	4.0
23149	135.0	751.0
441641	2.0	3.0
106479078	0.0	1.0
106479077	3.0	2.0
106479076	0.0	0.0
84108	306.0	268.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	2.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	4.0	3.0
84109	17.0	17.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4097.0	3297.0
115265	113.0	11.0
106480035	0.0	0.0
106479071	6.0	4.0
84103	0.0	0.0
23141	3575.0	6460.0
106480034	2.0	0.0
106479070	0.0	0.0
23142	3676.0	1864.0
84106	50.0	181.0
106480037	0.0	0.0
84105	1083.0	837.0
23143	1113.0	1310.0
106480036	0.0	0.0
84100	320.0	153.0
11166	2.0	3.0
140258	0.0	0.0
644129	0.0	0.0
11165	2249.0	2108.0
84102	1260.0	1522.0
11168	5116.0	4877.0
84101	332.0	80.0
11167	8440.0	11188.0
644128	82.0	99.0
11169	204.0	382.0
11171	6595.0	5298.0
11170	3867.0	1096.0
11173	56.0	381.0
441639	0.0	0.0
11172	0.0	2.0
343296	1.0	0.0
11174	31.0	39.0
644146	74.0	44.0
23155	1667.0	1182.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1147.0	752.0
23158	935.0	3044.0
106479069	0.0	0.0
441631	275.0	148.0
106479068	1.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	8097.0	5158.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	3175.0	1867.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	5900.0	8604.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1678.0	5417.0
106480047	0.0	0.0
11177	1128.0	1912.0
11176	5456.0	7345.0
11179	1821.0	1670.0
644138	2.0	1.0
11178	82.0	485.0
644139	0.0	2.0
139285	324.0	335.0
106480040	1.0	0.0
103695364	2.0	0.0
103695363	0.0	0.0
644153	1.0	0.0
11140	5807.0	8650.0
644159	1.0	0.0
103695365	0.0	0.0
11142	3070.0	3354.0
166824	1386.0	95.0
106479019	0.0	0.0
11141	22.0	1.0
130872	2197.0	2246.0
106479018	0.0	0.0
644157	50.0	96.0
23122	2469.0	1777.0
106480006	0.0	0.0
106479017	2.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	18.0	8.0
106479015	2.0	0.0
106480008	0.0	0.0
25787	40.0	34.0
23125	2531.0	3160.0
106480007	0.0	0.0
25786	65.0	136.0
106479014	0.0	0.0
25789	11.0	1666.0
644150	724.0	958.0
23126	7727.0	7714.0
106479013	3.0	2.0
25788	65.0	93.0
23127	394.0	845.0
106479012	0.0	0.0
106480009	1.0	0.0
106479011	0.0	0.0
23129	1765.0	13782.0
106479010	0.0	0.0
84129	42.0	49.0
106480011	3.0	1.0
106480010	0.0	0.0
84126	12.0	9.0
106480013	0.0	0.0
84125	433.0	124.0
25780	507.0	677.0
106480012	0.0	0.0
84128	1700.0	1741.0
23120	24.0	66.0
106480015	1.0	0.0
25782	3903.0	3009.0
106480014	0.0	0.0
11144	24.0	67.0
11143	5576.0	4682.0
139212	10.0	0.0
84124	1425.0	1249.0
11146	521.0	372.0
11145	2605.0	9347.0
11148	6.0	6.0
86781	32.0	28.0
11147	704.0	735.0
11149	204.0	30.0
392181	2.0	0.0
127294	8.0	35.0
644165	53.0	336.0
11151	2374.0	1418.0
166815	691.0	625.0
392188	0.0	0.0
106479009	0.0	0.0
11153	472.0	320.0
106479008	0.0	0.0
644168	0.0	5.0
11152	2628.0	4641.0
106479007	0.0	0.0
25796	1851.0	2832.0
130888	1137.0	479.0
23133	2472.0	3046.0
106479006	2.0	3.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	2936.0	2738.0
25798	3493.0	4156.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1925.0	720.0
25797	613.0	6565.0
106479003	0.0	0.0
106480018	0.0	1.0
23137	3544.0	3120.0
106479002	0.0	0.0
25799	847.0	639.0
402055	1810.0	1174.0
23138	229.0	615.0
106479001	0.0	0.0
23139	1774.0	2478.0
106479000	0.0	0.0
644160	1.0	1.0
106480020	0.0	0.0
25790	148.0	40.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4477.0	5828.0
106480024	0.0	0.0
25791	31.0	5777.0
23130	2509.0	3353.0
106480023	0.0	0.0
23131	3806.0	4677.0
25794	299.0	319.0
106480026	1.0	0.0
25793	21608.0	23879.0
23132	1859.0	2294.0
106480025	0.0	0.0
11155	299.0	148.0
11154	1249.0	819.0
11157	610.0	496.0
11156	327.0	3361.0
11159	670.0	597.0
139221	11106.0	1233.0
11158	1184.0	1215.0
392193	1.0	1.0
23108	1121.0	3206.0
23109	6.0	4.0
127281	969.0	1266.0
441608	0.0	0.0
154860	0.0	1.0
11120	1292.0	1529.0
343263	11.0	11.0
154865	414.0	306.0
25763	0.0	0.0
106479039	0.0	0.0
23101	27.0	93.0
106479038	23.0	9.0
23102	3032.0	3285.0
106479037	28.0	23.0
25764	92.0	119.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	7.0	140.0
25766	1106.0	807.0
106479034	0.0	0.0
25769	9.0	0.0
106479033	1.0	0.0
23107	4245.0	4077.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1370.0	2127.0
106479030	0.0	0.0
84148	3036.0	3001.0
84144	791.0	193.0
11122	35.0	3.0
84146	5321.0	2564.0
11124	3645.0	5459.0
11123	2865.0	3831.0
11126	25.0	17.0
84140	1177.0	468.0
11128	1283.0	1478.0
84142	1084.0	675.0
84141	85.0	2419.0
139231	6980.0	4699.0
11127	973.0	1091.0
23119	876.0	506.0
644186	10.0	24.0
11131	7.0	28.0
11130	526.0	720.0
106479029	0.0	0.0
23111	6279.0	1633.0
106479028	0.0	0.0
25774	1.0	1.0
23112	4129.0	3560.0
106479027	1.0	0.0
25776	1728.0	2058.0
23113	2757.0	2675.0
106479026	0.0	1.0
25775	1.0	6.0
23114	315.0	116.0
106479025	0.0	0.0
25778	2806.0	2897.0
106479024	0.0	0.0
25777	4782.0	5675.0
23116	2765.0	1396.0
106479023	2.0	0.0
23117	29.0	49.0
106479022	0.0	0.0
23118	7651.0	6394.0
106479021	0.0	0.0
115294	9581.0	5462.0
106479020	7.0	4.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	267.0	94.0
106480004	0.0	0.0
25771	2566.0	2930.0
84138	360.0	245.0
106480003	2.0	0.0
11133	213.0	189.0
84133	22.0	17.0
84132	1409.0	889.0
11132	743.0	1120.0
11135	807.0	9639.0
84135	917.0	629.0
84134	608.0	573.0
11137	3041.0	2860.0
115290	73.0	72.0
11136	49.0	17.0
84131	1154.0	969.0
11138	738.0	369.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	67.0	30.0
729993	6.0	2.0
50717	6460.0	7021.0
102465257	1.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	870.0	860.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	2.0	40.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	2.0	0.0
102465251	0.0	0.0
102465250	0.0	1.0
730974	0.0	0.0
392194	0.0	0.0
392197	3.0	1.0
646702	0.0	0.0
646701	8.0	0.0
646721	0.0	0.0
729962	0.0	0.0
729967	1517.0	799.0
2504	19.0	16.0
2503	43.0	43.0
284418	0.0	0.0
2502	21.0	16.0
284417	7.0	60.0
2501	72.0	74.0
2500	85.0	92.0
284415	0.0	6.0
404635	0.0	0.0
619190	0.0	1.0
404636	1078.0	1024.0
2509	25.0	22.0
646723	1.0	2.0
2508	55.0	52.0
2507	10.0	12.0
619189	1.0	1.0
164237	0.0	1.0
729956	2.0	0.0
140290	24.0	11.0
729952	2.0	1.0
2515	0.0	0.0
284408	266.0	233.0
2512	63749.0	86292.0
284406	807.0	458.0
2510	0.0	1.0
284403	87.0	127.0
284402	75.0	60.0
2519	3375.0	4210.0
2518	1.0	0.0
2517	10452.0	20349.0
2516	0.0	1.0
646755	11.0	18.0
646754	0.0	0.0
646753	0.0	1.0
260434	2.0	2.0
23189	4327.0	3731.0
260436	2705.0	1.0
23180	8534.0	7774.0
2526	494.0	269.0
23181	1598.0	1869.0
2525	1.0	187.0
2524	23.0	143.0
2523	162.0	342.0
23184	7222.0	9703.0
2521	10701.0	18497.0
23185	7158.0	5001.0
23186	1432.0	1612.0
2520	0.0	0.0
23187	3079.0	5070.0
2529	18.0	25.0
2528	2.0	5.0
2527	0.0	2.0
152273	413.0	1211.0
644100	1.0	33.0
646766	20.0	16.0
644101	8.0	6.0
23199	5471.0	8315.0
260425	3953.0	2631.0
729974	0.0	0.0
260429	0.0	0.0
2537	5707.0	11958.0
23191	5915.0	7938.0
23192	2354.0	2496.0
23193	25536.0	28841.0
2535	127.0	426.0
2534	4366.0	14516.0
23194	538.0	814.0
2533	876.0	363.0
23195	5761.0	3154.0
23196	10929.0	11377.0
2532	392.0	751.0
23197	4414.0	3986.0
2531	4962.0	4070.0
2530	2090.0	3751.0
23198	5170.0	4381.0
345829	2.0	0.0
646759	0.0	0.0
646758	0.0	2.0
2539	4315.0	4138.0
2538	1.0	3.0
23190	12021.0	12267.0
25903	632.0	516.0
25902	508.0	3668.0
25904	1424.0	1552.0
100129866	1.0	0.0
25907	9.0	81.0
100130855	272.0	84.0
25906	977.0	731.0
25909	4140.0	2516.0
100127206	0.0	1.0
100129867	0.0	1.0
2551	3843.0	2349.0
2550	923.0	1264.0
25901	4418.0	2807.0
25900	241.0	207.0
2548	7629.0	7813.0
223075	2.0	3.0
2547	13716.0	17505.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	70.0	307.0
2542	1222.0	1492.0
100874403	1.0	0.0
100874402	0.0	0.0
100874401	2.0	4.0
100874400	1.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1479.0	1828.0
100874404	0.0	0.0
25914	603.0	461.0
100130848	0.0	0.0
25913	2087.0	1374.0
100129858	82.0	71.0
25915	3859.0	4027.0
25917	2632.0	2711.0
2562	1025.0	121.0
2561	12.0	10006.0
2560	9.0	0.0
25912	8607.0	10170.0
25911	1060.0	930.0
2559	0.0	25.0
2558	22.0	2.0
2557	1.0	0.0
2556	0.0	4.0
2555	6.0	0.0
2554	1.0	7.0
2553	2894.0	2900.0
100129853	0.0	0.0
100874421	1.0	0.0
100874420	0.0	0.0
100129845	4.0	4.0
2572	0.0	2.0
2571	4.0	2.0
2570	30.0	11.0
2569	1.0	0.0
2568	10.0	6.0
2567	41.0	24.0
2566	0.0	1.0
2565	76.0	1.0
2564	363.0	787.0
2563	6.0	304.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	2.0
100129842	1882.0	1028.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	0.0	7.0
100129836	0.0	0.0
100874410	0.0	0.0
286676	1274.0	1349.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	318.0	587.0
2583	46.0	57.0
2582	320.0	4771.0
2581	4704.0	2161.0
2580	4186.0	5578.0
100874419	0.0	0.0
100874414	1.0	7.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	1.0
100874418	0.0	4.0
223082	1585.0	3651.0
100874417	1.0	0.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	6.0	0.0
100874443	3.0	5.0
100874442	2.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	1303.0	1417.0
2593	984.0	1080.0
100379300	0.0	0.0
2592	1276.0	1410.0
2591	3193.0	2690.0
441389	17.0	42.0
2590	4735.0	5969.0
441386	14.0	8.0
127617	0.0	0.0
2589	4872.0	5954.0
2588	1024.0	1477.0
2587	3.0	3.0
441391	17.0	6.0
284018	684.0	852.0
2585	1223.0	975.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	11.0	47.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	3.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	3.0	3.0
100874430	0.0	0.0
100129813	2.0	3.0
441377	7.0	2.0
441376	14.0	4.0
441381	0.0	0.0
127602	393.0	387.0
2597	39248.0	84243.0
2596	5.0	815.0
100874436	0.0	0.0
284004	1097.0	1647.0
100874435	0.0	0.0
100874434	14.0	7.0
100874433	0.0	1.0
284001	1730.0	1925.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	13.0	8.0
100874464	0.0	1.0
100874462	2.0	4.0
100129801	0.0	1.0
100874469	0.0	2.0
100874468	2.0	0.0
100874467	6.0	5.0
100874466	3.0	0.0
100874450	0.0	0.0
50937	5780.0	597.0
100874454	0.0	0.0
50939	19.0	19.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	2.0	1.0
50940	806.0	155.0
100874455	2.0	3.0
50943	90.0	112.0
50945	241.0	7.0
50944	17.0	7.0
100874459	0.0	0.0
23328	13410.0	7570.0
23329	198.0	130.0
84281	711.0	258.0
84280	1164.0	1677.0
644076	0.0	0.0
11340	1053.0	1077.0
644079	0.0	0.0
25983	1950.0	1618.0
127665	3.0	0.0
23321	13438.0	5397.0
115677	319.0	310.0
644070	0.0	0.0
23322	833.0	690.0
25984	2.0	3.0
23324	7720.0	8876.0
25987	3729.0	5407.0
23325	3573.0	3253.0
23326	15905.0	16028.0
25989	981.0	1838.0
23327	4807.0	6870.0
25988	1042.0	1347.0
25981	508.0	627.0
25980	2684.0	2724.0
11342	6126.0	4888.0
84287	1151.0	2825.0
84286	1073.0	1145.0
11341	11.0	12.0
284058	5419.0	4855.0
84289	2281.0	1630.0
11344	1109.0	3153.0
11343	702.0	3596.0
84288	1086.0	597.0
84283	236.0	662.0
11346	1649.0	10637.0
11345	6993.0	6045.0
84282	1848.0	2139.0
84285	1418.0	1871.0
84284	3221.0	3005.0
23339	5858.0	5726.0
84270	605.0	1351.0
23331	3156.0	2751.0
25994	3371.0	2529.0
23332	4920.0	5807.0
25996	1163.0	2747.0
23333	1035.0	3606.0
23334	3268.0	3450.0
25998	4731.0	3258.0
23335	2547.0	1921.0
23336	1281.0	455.0
441332	0.0	0.0
644082	1.0	0.0
23338	5119.0	4714.0
25999	218.0	2755.0
441331	1.0	0.0
84279	595.0	420.0
25992	4716.0	2208.0
84276	1860.0	1630.0
84275	889.0	133.0
284047	42.0	2.0
84278	148.0	149.0
84277	1530.0	1446.0
84272	5725.0	4127.0
84271	7306.0	7666.0
84274	1922.0	1613.0
84273	1986.0	2029.0
23306	1529.0	1111.0
23307	2544.0	2877.0
284040	71.0	102.0
23308	14.0	49.0
23309	2284.0	4024.0
25961	167.0	113.0
25960	571.0	563.0
25963	11126.0	11627.0
23300	5745.0	3978.0
23301	2718.0	3337.0
25962	4027.0	3237.0
23302	91.0	373.0
23303	4227.0	6585.0
644096	628.0	813.0
23304	4601.0	4074.0
25966	1252.0	971.0
23305	113.0	5.0
644094	1.0	0.0
11328	5296.0	7098.0
11329	1064.0	2695.0
11320	2169.0	1934.0
137012	1.0	10.0
113000	556.0	825.0
11322	502.0	6752.0
11321	1824.0	2391.0
284034	0.0	0.0
11326	225.0	855.0
11325	7971.0	8473.0
23317	5608.0	3349.0
84290	6.0	5.0
25979	1642.0	1710.0
23318	3699.0	2944.0
84292	413.0	468.0
25972	3083.0	2473.0
23310	1747.0	1205.0
441359	0.0	0.0
25974	379.0	390.0
23312	1496.0	1064.0
25973	370.0	391.0
23313	1705.0	1802.0
25976	2036.0	10969.0
23314	121.0	222.0
25975	8.0	36.0
441355	2.0	1.0
25978	5476.0	3908.0
23315	2767.0	2298.0
25977	2443.0	1649.0
23316	691.0	5.0
11339	12.0	34.0
11338	6388.0	8755.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	2.0
115650	473.0	36.0
127623	1.0	0.0
25970	4352.0	4342.0
284029	212.0	240.0
115653	0.0	0.0
84298	1243.0	1007.0
11331	8049.0	9274.0
11330	1.0	3.0
11333	4951.0	6072.0
152641	128.0	35.0
11332	221.0	1231.0
84299	1387.0	1839.0
11335	6103.0	9160.0
84294	2038.0	1113.0
11334	1952.0	1904.0
84293	8018.0	4373.0
84296	173.0	192.0
11337	4410.0	5216.0
284021	63.0	222.0
84295	2306.0	1777.0
11336	3533.0	3539.0
25946	2174.0	4481.0
25949	5279.0	5547.0
25948	2800.0	4138.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	4.0	19.0
25941	3671.0	5579.0
25940	2254.0	2197.0
100130892	30.0	13.0
25943	2487.0	2376.0
25942	8146.0	6515.0
100130890	139.0	132.0
25945	4037.0	2773.0
11309	1201.0	1055.0
284099	5.0	5.0
284098	467.0	497.0
25957	8799.0	7572.0
140609	4738.0	3285.0
25959	4744.0	9519.0
100130889	1.0	1.0
100130887	2.0	2.0
25950	398.0	308.0
25953	4259.0	4605.0
25956	255.0	330.0
11317	1.0	1.0
11316	5384.0	6946.0
11319	2045.0	2342.0
11318	19.0	4.0
