id	cdcc3039-166f-4f56-a4e3-7f4e5846c682	4a57d94c-6cce-43a6-97c5-7733da607c42
84630	28.0	1.0
60680	24.0	4.0
252953	0.0	0.0
252954	0.0	0.0
139189	2.0	0.0
252955	0.0	0.0
252956	1.0	0.0
57045	5077.0	1485.0
84669	2530.0	996.0
84668	1088.0	489.0
84665	4.0	0.0
57047	42.0	6.0
84664	0.0	0.0
84667	7.0	6.0
84666	0.0	4.0
84661	3569.0	4004.0
84660	31.0	39.0
84662	2765.0	483.0
648809	0.0	0.0
648822	0.0	0.0
57053	104.0	118.0
57054	0.0	0.0
57055	0.0	0.0
57050	2417.0	1452.0
166793	542.0	202.0
84658	3.0	4.0
84657	115.0	122.0
84659	7.0	5.0
84654	1.0	0.0
57057	3.0	0.0
84656	10404.0	4732.0
84650	1467.0	1351.0
84651	6.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	1360.0	844.0
441073	60.0	34.0
100132920	1.0	0.0
100132923	36.0	2.0
100132929	0.0	0.0
100288797	1.0	0.0
441056	0.0	0.0
441066	2.0	2.0
252995	230.0	186.0
441061	0.0	0.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	1.0	0.0
441094	209.0	192.0
100132940	0.0	0.0
252968	1.0	0.0
252969	2259.0	1151.0
100132948	8.0	7.0
100132949	0.0	0.0
286310	9.0	18.0
404093	3672.0	581.0
286319	2481.0	1055.0
100288772	0.0	0.0
441027	2035.0	2042.0
441026	3.0	0.0
441024	1609.0	1258.0
441032	244.0	316.0
84803	3304.0	6591.0
164091	1051.0	836.0
100132963	1.0	3.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	177.0	85.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	1.0	0.0
100132979	2.0	0.0
359803	6.0	10.0
359804	1.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	651.0	430.0
359800	0.0	1.0
84818	4570.0	4068.0
441046	50.0	25.0
84817	1787.0	2945.0
359802	0.0	0.0
84823	3164.0	1553.0
57205	2669.0	774.0
441054	403.0	341.0
84824	7.0	1.0
441051	4.0	0.0
441050	47.0	9.0
84820	437.0	250.0
100132987	8.0	9.0
57209	3538.0	2349.0
100288739	0.0	2.0
84809	2324.0	1252.0
84808	16.0	160.0
57210	2831.0	2727.0
84804	878.0	608.0
100288730	243.0	172.0
84807	633.0	519.0
441034	43.0	23.0
84812	275.0	289.0
57215	2684.0	1282.0
84811	1888.0	960.0
57216	3315.0	958.0
57217	6310.0	4676.0
84814	71.0	67.0
100132992	0.0	0.0
57211	109.0	160.0
100132994	0.0	0.0
57212	3960.0	1831.0
57213	1069.0	1023.0
100132995	0.0	1.0
57214	465.0	120.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	11.0	8.0
648791	123.0	31.0
359822	1.0	0.0
100129347	37.0	2.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	4.0	0.0
130728	1.0	1.0
286380	2.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	4.0	1.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	15.0	9.0
100130311	154.0	188.0
100130310	2.0	0.0
130733	762.0	781.0
359844	2.0	1.0
359845	1361.0	2361.0
727914	3.0	0.0
727915	1.0	0.0
100129325	3.0	0.0
100129320	4.0	21.0
646168	26.0	196.0
100129319	1.0	0.0
100130307	6.0	0.0
100129315	0.0	2.0
100130302	1.0	0.0
727910	415.0	416.0
100130301	2.0	6.0
345193	36.0	42.0
130749	111.0	178.0
646164	0.0	0.0
727909	261.0	2.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	41.0	3.0
646175	0.0	0.0
646174	2.0	0.0
115123	127.0	136.0
286333	17.0	8.0
286336	258.0	152.0
115106	875.0	1035.0
100306975	2.0	1.0
115111	115552.0	44112.0
286343	257.0	49.0
286348	1.0	1.0
646193	1.0	1.0
100886964	5975.0	1756.0
646192	0.0	0.0
646196	6.0	7.0
646195	158.0	229.0
100534599	3.0	0.0
130700	0.0	0.0
100306951	374.0	352.0
100534595	70.0	13.0
100132911	0.0	0.0
100534592	4.0	0.0
100534593	148.0	187.0
286362	1.0	0.0
100132916	2.0	2.0
100240709	2.0	0.0
129684	1.0	2.0
57180	593.0	311.0
129685	3213.0	1656.0
100240707	1.0	3.0
727982	1.0	0.0
57185	9074.0	4128.0
727987	0.0	0.0
57186	7996.0	1311.0
57187	5764.0	2677.0
57188	871.0	33.0
57181	5338.0	4091.0
94122	8.0	701.0
57182	2445.0	1959.0
727984	10.0	12.0
94121	2233.0	356.0
94120	3596.0	2132.0
57184	1580.0	1227.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	2.0	1.0
57189	5523.0	2539.0
359792	2.0	1.0
127018	1992.0	2312.0
359793	0.0	0.0
100240711	0.0	3.0
100240712	0.0	0.0
100240710	3.0	2.0
345258	0.0	0.0
100240713	0.0	1.0
94115	0.0	1.0
57190	11968.0	6653.0
727970	4.0	3.0
57191	174.0	116.0
166614	655.0	239.0
57198	4050.0	513.0
57192	1337.0	796.0
359799	0.0	0.0
57194	198.0	84.0
727969	0.0	0.0
84798	4288.0	3000.0
140004	0.0	0.0
84793	12.0	71.0
84792	1921.0	817.0
84795	2261.0	5237.0
84791	1300.0	1363.0
84790	3047.0	855.0
154661	47.0	71.0
154664	393.0	1.0
166647	9098.0	4866.0
127003	24.0	4.0
127002	830.0	982.0
115019	281.0	71.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	66.0	10.0
100130391	0.0	1.0
115024	5882.0	4848.0
142679	541.0	348.0
648729	4.0	1.0
142678	3919.0	3534.0
347894	0.0	0.0
102465436	0.0	0.0
94137	10.0	3.0
727991	11.0	0.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	1.0	0.0
102465430	0.0	0.0
100130388	13.0	14.0
100130386	0.0	0.0
94134	4313.0	2036.0
100130384	0.0	0.0
100130383	1.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	67.0	58.0
100129394	6.0	5.0
142683	0.0	0.0
142686	65.0	74.0
142685	5.0	4.0
152007	2288.0	201.0
152006	6718.0	1784.0
142689	18.0	27.0
140028	0.0	0.0
152002	1191.0	1145.0
100129396	0.0	0.0
102465447	2.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	139.0	83.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	10.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	1.0
127069	0.0	0.0
94161	11.0	6.0
100130376	0.0	0.0
94160	2.0	0.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	1.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1181.0	861.0
100129385	22.0	8.0
100129387	4073.0	2387.0
102465458	0.0	0.0
102465457	1.0	0.0
94158	15.0	19.0
102465456	1.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	2.0	0.0
102465451	1.0	0.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	9.0	0.0
102465469	0.0	0.0
102465468	1.0	2.0
102465467	0.0	0.0
347862	5363.0	4374.0
102465466	0.0	0.0
102465465	1.0	0.0
100130359	0.0	0.0
102465464	0.0	1.0
102465463	15.0	53.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	333.0	184.0
727964	0.0	0.0
100129361	2751.0	2952.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	15.0	17.0
100129368	0.0	0.0
347853	9.0	2.0
102465479	0.0	0.0
102465478	1.0	0.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	99.0	90.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	10428.0	5990.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	9.0	0.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	1.0	0.0
100129357	72.0	140.0
100129351	0.0	0.0
100129354	12.0	8.0
102465489	0.0	1.0
102465488	2.0	0.0
100288726	0.0	0.0
102465487	2.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	1.0	0.0
164045	572.0	391.0
57105	227.0	91.0
57106	1452.0	1301.0
84726	11436.0	2246.0
57107	2280.0	1062.0
84725	769.0	419.0
57108	6.0	2.0
57101	106.0	69.0
84720	3927.0	1151.0
57102	1120.0	815.0
57103	255.0	295.0
84722	409.0	129.0
57104	5284.0	7014.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2050.0	1663.0
102465499	0.0	0.0
100288713	4.0	18.0
102465496	1.0	0.0
102465495	0.0	0.0
100288711	2.0	0.0
84709	41.0	20.0
57110	198.0	78.0
57111	4969.0	5354.0
84706	1470.0	1301.0
84705	1135.0	737.0
84708	2217.0	1328.0
84707	8003.0	3203.0
57116	8.0	3.0
57117	1774.0	829.0
57118	7013.0	1331.0
57119	25.0	14.0
57113	0.0	1.0
57115	0.0	0.0
102465494	0.0	0.0
102465493	2.0	0.0
102465492	0.0	0.0
102465491	3.0	3.0
102465490	0.0	0.0
152065	1.0	3.0
100288702	0.0	0.0
57120	5668.0	3911.0
57121	172.0	86.0
57122	2099.0	1139.0
201456	195.0	115.0
127086	0.0	0.0
57127	6.0	1.0
57128	1602.0	1323.0
57129	1380.0	2287.0
84747	6324.0	2366.0
57124	1293.0	1620.0
57125	272.0	725.0
57126	3.0	0.0
84740	11.0	3.0
152078	725.0	339.0
127074	0.0	0.0
57130	5906.0	6055.0
57132	6961.0	5819.0
84727	964.0	754.0
127077	0.0	0.0
84735	42.0	343.0
84734	504.0	1849.0
57139	8360.0	12170.0
115098	3968.0	5382.0
201475	1815.0	1512.0
57134	8352.0	711.0
57135	0.0	0.0
57136	23676.0	16281.0
84733	118.0	148.0
57142	15862.0	7735.0
57143	854.0	1098.0
57144	30.0	2.0
201477	1.0	0.0
57140	3184.0	4881.0
57149	2114.0	1688.0
84767	1.0	0.0
140032	0.0	0.0
84769	889.0	1795.0
57146	2432.0	1832.0
57147	1595.0	994.0
84766	119.0	67.0
84765	2037.0	3132.0
57148	5966.0	3394.0
152015	60.0	251.0
57152	0.0	0.0
57153	13829.0	9370.0
166655	1.0	0.0
57154	1734.0	567.0
84749	2000.0	799.0
57150	875.0	639.0
57151	0.0	0.0
84759	1142.0	1293.0
140043	0.0	0.0
57156	81.0	11.0
57157	1013.0	616.0
139060	1.0	0.0
84752	5205.0	3563.0
57158	33.0	46.0
57159	28.0	138.0
84750	1051.0	234.0
152024	1.0	1.0
139067	0.0	0.0
139065	128.0	46.0
94104	3406.0	3499.0
94103	7953.0	15576.0
96764	1699.0	747.0
94107	2908.0	2547.0
57165	197.0	51.0
94101	3394.0	3889.0
57161	762.0	178.0
57162	564.0	746.0
57167	701.0	379.0
57168	201.0	43.0
57169	5185.0	3027.0
84787	572.0	565.0
57175	8660.0	8782.0
57176	2216.0	2065.0
57171	950.0	844.0
57172	2.0	0.0
84779	1.0	0.0
57178	21965.0	8221.0
139081	4.0	0.0
84775	1023.0	593.0
57179	8365.0	5025.0
84777	188.0	356.0
84771	17.0	23.0
113655	2916.0	2162.0
732538	2.0	0.0
353323	0.0	0.0
353322	941.0	483.0
353324	5.0	2.0
100996279	3.0	5.0
149603	10192.0	6905.0
341333	3.0	0.0
343990	1042.0	359.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	1.0	3.0
343981	0.0	0.0
162605	0.0	0.0
353345	10.0	4.0
84900	127.0	81.0
84902	1998.0	1201.0
149628	78.0	8.0
84901	2461.0	1918.0
341315	192.0	45.0
113622	71.0	56.0
353355	519.0	324.0
149643	8.0	12.0
150622	7.0	24.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	2.0	0.0
100852407	2.0	0.0
642513	2.0	0.0
100852405	0.0	0.0
642517	468.0	457.0
100852410	92.0	66.0
84919	7519.0	3567.0
84918	3695.0	5947.0
389322	47.0	16.0
390311	1.0	0.0
389320	4.0	4.0
390313	0.0	0.0
84915	87.0	82.0
84914	1503.0	496.0
497190	25.0	90.0
84916	2901.0	1760.0
84922	1991.0	1626.0
390318	0.0	0.0
84924	943.0	442.0
84923	994.0	453.0
84920	242.0	55.0
123016	3679.0	2576.0
497189	18.0	0.0
642521	0.0	0.0
390320	0.0	0.0
84908	2987.0	3406.0
390321	0.0	0.0
353376	15.0	2.0
390322	0.0	0.0
390323	1.0	0.0
654502	0.0	1.0
84909	2628.0	2296.0
390324	0.0	0.0
654503	3.0	0.0
84904	61.0	106.0
654504	0.0	0.0
390326	1.0	2.0
654505	0.0	0.0
390327	0.0	0.0
654506	10.0	1.0
84905	595.0	514.0
84911	675.0	369.0
390329	0.0	0.0
84910	3325.0	1736.0
84913	5996.0	5766.0
84912	1186.0	578.0
113691	33.0	38.0
642538	0.0	0.0
113675	3759.0	3326.0
84937	5753.0	5479.0
84936	1787.0	1508.0
84939	4160.0	2860.0
84938	1568.0	1229.0
84944	37.0	1.0
57325	2099.0	983.0
57326	27381.0	28980.0
84946	1329.0	1127.0
84945	1818.0	639.0
84940	8799.0	2188.0
389336	3.0	15.0
389337	717.0	80.0
84942	795.0	353.0
84941	426.0	40.0
642546	0.0	0.0
343930	0.0	0.0
84929	3.0	6.0
389333	156.0	253.0
84926	7621.0	3117.0
84925	1203.0	633.0
84928	2076.0	1041.0
57336	528.0	258.0
84933	405.0	651.0
84932	2458.0	1756.0
57337	2644.0	1539.0
84935	623.0	97.0
57338	31.0	7.0
84934	2288.0	1442.0
57332	506.0	1913.0
57333	761.0	458.0
84931	0.0	0.0
84930	666.0	585.0
57335	397.0	204.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	9.0	2.0
390352	6.0	4.0
390354	634.0	931.0
389362	1863.0	2523.0
150677	2306.0	22667.0
150678	3012.0	6052.0
377381	139.0	334.0
162655	635.0	238.0
390363	2.0	4.0
147040	2620.0	1595.0
343901	0.0	2.0
149699	1.0	1.0
150684	2087.0	2145.0
150681	0.0	0.0
159013	2650.0	1900.0
221504	2.0	4.0
103752581	1.0	0.0
389386	0.0	0.0
389383	2.0	2.0
389384	0.0	0.0
123041	31.0	13.0
162681	162.0	106.0
123036	2501.0	1234.0
103752587	0.0	2.0
150696	8346.0	3090.0
103752588	29.0	38.0
103752589	1.0	0.0
103752583	0.0	0.0
103752584	65.0	138.0
103752585	13.0	0.0
103752586	4.0	2.0
390340	0.0	0.0
389376	32.0	0.0
221527	717.0	306.0
390394	4.0	9.0
149647	0.0	0.0
389396	0.0	0.0
123099	1116.0	1661.0
389395	1.0	0.0
123096	67729.0	144557.0
137682	1376.0	1336.0
390378	1.0	1.0
221545	1724.0	2229.0
221547	6.0	1.0
147011	123.0	85.0
147007	1329.0	932.0
100996295	5.0	4.0
137695	1605.0	1129.0
162632	107.0	117.0
149685	198.0	263.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	275.0	74.0
100996280	1.0	0.0
94240	413.0	121.0
94241	2610.0	2083.0
94236	0.0	0.0
94235	1.0	0.0
94234	500.0	283.0
94239	10511.0	7883.0
94233	3.0	26.0
390294	0.0	0.0
390297	0.0	0.0
390298	0.0	1.0
221584	90.0	65.0
150590	413.0	236.0
94274	218.0	367.0
94298	0.0	0.0
94297	0.0	0.0
414768	1.0	0.0
642451	2.0	1.0
414766	51.0	11.0
414767	0.0	0.0
654434	842.0	684.0
400123	1.0	0.0
400121	0.0	0.0
57221	1415.0	286.0
84838	3336.0	2360.0
400120	97.0	0.0
84837	654.0	708.0
84839	1.0	1.0
57226	4526.0	2607.0
84844	1545.0	1310.0
84847	2.0	4.0
57228	306.0	206.0
57222	15345.0	7163.0
402779	0.0	0.0
402778	51.0	191.0
57223	7245.0	3885.0
57224	206.0	303.0
84842	214.0	2071.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	0.0
642448	0.0	1.0
642461	0.0	0.0
642460	0.0	0.0
414777	2765.0	1105.0
414778	18.0	54.0
57231	4779.0	3638.0
400110	7.0	6.0
57232	616.0	583.0
654427	10.0	11.0
84826	0.0	0.0
654429	32.0	0.0
84833	3561.0	7795.0
84836	8598.0	16825.0
84830	62.0	590.0
57234	111.0	346.0
84832	0.0	0.0
654433	2367.0	692.0
9001	493.0	183.0
9002	498.0	121.0
642475	158.0	319.0
84859	2362.0	1144.0
84867	45.0	4.0
84866	3112.0	1011.0
84869	3275.0	4344.0
84868	228.0	51.0
654463	256.0	2.0
84865	589.0	185.0
84864	5442.0	6524.0
84861	3458.0	2170.0
9014	1112.0	597.0
9015	632.0	118.0
9013	3583.0	2919.0
9019	5056.0	1882.0
9016	715.0	405.0
341392	3.0	2.0
84848	568.0	325.0
84856	24.0	8.0
84858	1750.0	2086.0
84852	519.0	160.0
102725176	1.0	0.0
84851	2106.0	1046.0
642477	1.0	3.0
84850	18.0	9.0
105376946	0.0	0.0
9025	1294.0	668.0
9026	2907.0	3159.0
9023	127.0	37.0
113612	881.0	169.0
9024	191.0	519.0
642493	1.0	2.0
9027	5.0	3.0
9028	74.0	97.0
400165	0.0	1.0
9021	2851.0	709.0
9022	22743.0	69012.0
9020	1024.0	413.0
84889	4.0	2.0
84888	4026.0	2348.0
654483	10.0	29.0
84885	1331.0	1987.0
654486	0.0	0.0
84886	6075.0	5396.0
84881	1385.0	722.0
642489	67.0	54.0
84883	2585.0	2482.0
654480	5.0	0.0
9037	513.0	501.0
9034	73.0	125.0
9038	0.0	2.0
9039	3029.0	1885.0
400156	7.0	1.0
9032	0.0	0.0
9033	4.0	1.0
9031	7959.0	4117.0
84878	1569.0	1024.0
84879	787.0	25.0
84874	2470.0	1489.0
84873	0.0	0.0
84876	1612.0	1092.0
84875	4514.0	3991.0
84870	471.0	97.0
84872	1290.0	646.0
84871	138.0	35.0
9047	72.0	69.0
9048	93.0	179.0
9045	29001.0	52300.0
9046	175.0	30.0
9049	4975.0	8417.0
106480985	1.0	1.0
9040	3892.0	3689.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	8.0	3.0
9043	8678.0	3953.0
400141	95.0	59.0
106480989	2.0	2.0
9044	4732.0	1866.0
106480988	0.0	0.0
57282	6.0	1.0
106480990	19.0	1.0
106480992	1.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	3.0	6.0
414753	0.0	0.0
414754	1.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	1.0	0.0
341356	0.0	0.0
9058	4.0	0.0
9056	588.0	587.0
9057	1231.0	1393.0
341350	9.0	4.0
9050	181.0	65.0
106480996	0.0	0.0
9051	169.0	28.0
106480995	1.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	3205.0	6090.0
9054	1903.0	1481.0
9055	233.0	271.0
106480999	0.0	0.0
9052	18091.0	13910.0
9053	3975.0	1725.0
84899	1916.0	1363.0
282569	0.0	0.0
400129	2.0	5.0
84896	3812.0	2098.0
84895	3174.0	3833.0
400128	4.0	8.0
84898	3639.0	1247.0
84897	2934.0	1529.0
400126	20.0	13.0
654499	0.0	0.0
84892	2651.0	470.0
414764	16.0	2.0
84891	0.0	2.0
414765	63.0	31.0
84894	167.0	273.0
84893	4211.0	2304.0
414760	39.0	82.0
414761	108.0	3.0
84890	3326.0	1457.0
341346	1.0	3.0
9069	3027.0	1322.0
414926	1.0	0.0
9068	7850.0	1192.0
106479979	2.0	0.0
729004	11.0	2.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	1.0	0.0
106479975	25.0	28.0
9061	3273.0	2081.0
106480963	1.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	7225.0	1335.0
106480964	0.0	0.0
106479971	0.0	0.0
106479970	2.0	0.0
106480967	1.0	0.0
9066	717.0	2186.0
106480966	0.0	0.0
9063	2817.0	2161.0
729009	140.0	46.0
106480969	0.0	0.0
9064	1258.0	1269.0
106480968	0.0	0.0
106480970	0.0	3.0
106480972	0.0	0.0
106480971	1.0	0.0
113540	59.0	45.0
106479969	3.0	0.0
9079	2956.0	3919.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	1.0
106479965	0.0	0.0
106479964	1.0	0.0
106479963	0.0	0.0
106480974	7.0	3.0
9073	3388.0	7597.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3049.0	1308.0
106479961	2.0	1.0
106480976	4.0	3.0
9071	3.0	0.0
106479960	3.0	0.0
106480975	0.0	0.0
9076	870.0	974.0
390402	0.0	0.0
106480978	1.0	7.0
9077	277.0	532.0
390403	0.0	0.0
106480977	0.0	0.0
9074	4.0	2.0
9075	101.0	13.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	3.0
106480983	0.0	0.0
106480982	2.0	11.0
729025	4.0	2.0
106480949	0.0	0.0
106480948	1.0	1.0
730013	27.0	51.0
137529	2.0	0.0
730010	6.0	6.0
106479999	0.0	1.0
729020	0.0	0.0
113510	1311.0	617.0
106479998	0.0	0.0
729023	2.0	0.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	2.0	2.0
106479995	0.0	0.0
106480940	1.0	0.0
9081	0.0	0.0
106479994	2.0	1.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	1.0	0.0
9087	1.0	0.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	23.0	59.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	8533.0	14226.0
57403	3743.0	4328.0
57404	3676.0	3086.0
57405	12.0	32.0
389416	9.0	7.0
149501	66.0	72.0
9080	23.0	36.0
106480950	0.0	0.0
57406	1139.0	1640.0
57407	2593.0	3667.0
57408	2.0	3.0
730005	16.0	6.0
57409	1166.0	796.0
106480959	0.0	0.0
729013	1873.0	2029.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	5.0	3.0
106479986	0.0	0.0
9094	2192.0	725.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	172.0	98.0
106479984	10.0	6.0
106480951	11.0	14.0
9092	4884.0	6369.0
106479983	0.0	1.0
106480954	0.0	0.0
9093	4471.0	2268.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	158.0	364.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	925.0	117.0
106479980	2.0	0.0
106480955	0.0	0.0
9096	163.0	31.0
106480958	0.0	0.0
9097	4393.0	2072.0
106480957	0.0	0.0
57413	123.0	73.0
57414	10190.0	11436.0
57415	616.0	338.0
389404	5.0	2.0
9091	6860.0	7813.0
57410	7579.0	7281.0
389400	0.0	0.0
106480961	0.0	0.0
57412	70.0	11.0
106480960	0.0	0.0
57418	1912.0	3577.0
57419	1118.0	353.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	1.0
106479935	7.0	0.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	2.0	1.0
106479931	0.0	0.0
390431	2.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	702.0	805.0
390433	0.0	0.0
106480921	9.0	1.0
106480920	4.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	3.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	1.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	59.0	62.0
389434	210157.0	101364.0
642402	4.0	1.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	4.0	2.0
106480938	1.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	6.0	1.0
106479922	0.0	0.0
106479921	0.0	1.0
390440	0.0	1.0
106479920	0.0	0.0
390441	3.0	1.0
353497	128.0	150.0
390442	0.0	1.0
106480930	2.0	3.0
390443	0.0	2.0
389432	94.0	6.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	1.0
100996348	53.0	218.0
106480935	12.0	0.0
389428	4.0	1.0
341405	1.0	0.0
389422	26.0	19.0
642413	1.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	4.0	0.0
106480904	1.0	3.0
106480907	14.0	2.0
106479958	2.0	0.0
106479957	2.0	0.0
106480906	1.0	0.0
106480909	2.0	0.0
106479956	1.0	0.0
106479955	1.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	0.0
106479952	0.0	2.0
654412	1.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	1.0
106480901	0.0	0.0
390413	4.0	2.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	0.0
106480902	0.0	0.0
57446	3409.0	1655.0
57447	8555.0	6267.0
390418	0.0	0.0
100996331	0.0	0.0
57448	8809.0	2982.0
390419	0.0	2.0
57449	664.0	442.0
389458	0.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	254.0	156.0
106479949	0.0	0.0
106480916	3.0	2.0
106479948	0.0	0.0
106480915	1.0	0.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	2.0	1.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	9.0	5.0
642443	7.0	0.0
106479942	2.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	3.0	7.0
57451	272.0	569.0
106480910	0.0	0.0
57452	584.0	232.0
390423	0.0	0.0
414919	1688.0	2070.0
390424	0.0	2.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	1499.0	1755.0
106480913	0.0	0.0
57458	3128.0	573.0
390429	0.0	0.0
57459	3494.0	1944.0
57453	156.0	34.0
57455	2001.0	1603.0
57456	2322.0	1435.0
106479939	6.0	0.0
390472	0.0	0.0
162540	0.0	0.0
150554	14.0	1.0
729082	5542.0	4934.0
729085	259.0	6.0
729079	2.0	0.0
390483	0.0	0.0
730061	3.0	2.0
150568	3.0	2.0
729073	17.0	2.0
497258	774.0	462.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1323.0	713.0
730092	1502.0	1120.0
730091	1192.0	1091.0
150577	1.0	1.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	6.0	13.0
102546227	0.0	1.0
106479902	2.0	0.0
730087	172.0	61.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	3.0	2.0
729097	12.0	3.0
389493	801.0	244.0
221613	0.0	1.0
729096	25.0	13.0
729092	52.0	16.0
729046	31.0	40.0
729042	5.0	0.0
729041	222.0	858.0
730029	135.0	45.0
730023	9.0	3.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
