id	a69e1384-d0ce-4ad7-b1b1-fe5c38aa6cb8	108c8f50-ed04-436c-b49e-dcdb1da0b827
399827	1.0	0.0
4904	20058.0	16141.0
4905	2698.0	2128.0
4907	2221.0	10065.0
4908	41.0	5.0
4909	34.0	234.0
145788	160.0	95.0
4900	570.0	1525.0
4901	410.0	290.0
4902	6.0	7.0
155100	0.0	3.0
157769	3902.0	1889.0
399839	0.0	0.0
4914	14.0	5.0
4915	82590.0	84895.0
387867	14.0	21.0
4916	372.0	169.0
4917	6.0	0.0
4919	208.0	169.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	788.0	809.0
50507	266.0	378.0
399888	523.0	9.0
100421046	0.0	0.0
50506	30778.0	49273.0
100421047	0.0	0.0
50509	1040.0	1273.0
50508	0.0	0.0
157713	2.0	0.0
100506457	3.0	1.0
133746	4002.0	3424.0
100506451	562.0	391.0
4925	9139.0	5492.0
4926	24005.0	26911.0
4927	2818.0	2625.0
4928	10017.0	7018.0
4929	1797.0	1064.0
387895	6.0	3.0
387893	4219.0	3292.0
50512	930.0	1809.0
50511	16.0	15.0
4920	3373.0	1118.0
4921	5936.0	1479.0
50514	2.0	0.0
4922	147.0	17.0
4923	0.0	2.0
4924	25301.0	30808.0
50515	989.0	2286.0
100421045	1.0	1.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	3.0	3.0
387890	4716.0	1306.0
157708	0.0	0.0
4938	531.0	694.0
4939	771.0	972.0
387885	16.0	74.0
387882	462.0	285.0
4931	1424.0	1783.0
100421055	1.0	1.0
4935	181.0	218.0
100506475	0.0	0.0
157739	145.0	80.0
4947	9004.0	8941.0
4948	758.0	40.0
145741	3.0	79.0
100132100	0.0	0.0
101928827	0.0	0.0
100132101	6.0	7.0
100132103	2.0	0.0
100132104	0.0	0.0
169714	2470.0	2363.0
4940	1191.0	1327.0
145748	372.0	457.0
4942	8287.0	4272.0
4943	1496.0	1436.0
4946	27675.0	28341.0
399876	34.0	5.0
100506465	0.0	0.0
157724	0.0	0.0
100506469	1334.0	1093.0
131118	2212.0	1895.0
100506462	36.0	33.0
4958	1911.0	23.0
100132116	53.0	26.0
4951	0.0	0.0
100421072	0.0	0.0
4952	5115.0	3068.0
4953	11485.0	40050.0
399881	2.0	2.0
100421075	0.0	0.0
4954	2.0	5.0
4956	0.0	1.0
4957	2085.0	2489.0
100847022	2.0	2.0
100847023	3.0	0.0
100847020	1.0	0.0
286887	0.0	0.0
100847021	0.0	0.0
100847026	1.0	1.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	8.0	50.0
100847025	0.0	0.0
100847028	2.0	0.0
100847029	0.0	0.0
4969	4152.0	41.0
2306	24.0	47.0
2305	58.0	180.0
2304	29931.0	19169.0
2303	141.0	54.0
2302	1041.0	87.0
284217	2437.0	3592.0
2301	0.0	1.0
2300	61.0	24.0
284215	0.0	0.0
2309	5023.0	3772.0
4967	19349.0	8949.0
2308	9526.0	3206.0
4968	1505.0	3764.0
2307	144.0	147.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	17572.0	1487.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	1.0	3.0
100847036	0.0	0.0
100862664	0.0	1.0
100862665	0.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	34845.0	21193.0
2316	43794.0	46865.0
2315	25.0	9.0
2314	7094.0	12862.0
100862662	0.0	2.0
2313	1399.0	750.0
284207	2692.0	3171.0
2312	119.0	77.0
2311	4.0	0.0
2310	65.0	34.0
284203	0.0	0.0
4973	121.0	490.0
4974	92.0	18.0
4975	3.0	0.0
4976	4979.0	2787.0
2319	6447.0	9966.0
4978	36.0	4112.0
2318	1859.0	92.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	0.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	10.0	6.0
100847043	0.0	0.0
2331	17684.0	5980.0
100862678	0.0	0.0
100847048	1.0	0.0
2330	251.0	372.0
100862679	0.0	0.0
100847049	0.0	0.0
100847046	3.0	2.0
100847047	0.0	0.0
100862675	2.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	164.0	16.0
100862670	0.0	0.0
2327	2779.0	37.0
2326	213.0	24.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	3162.0	1790.0
2323	112.0	179.0
259239	0.0	0.0
2322	60.0	2.0
2321	10566.0	6408.0
4983	1441.0	385.0
4985	20.0	19.0
4986	8.0	0.0
4987	118.0	196.0
4988	1.0	0.0
2329	795.0	310.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	1.0	0.0
2342	735.0	922.0
100847059	2.0	0.0
2341	0.0	0.0
100847057	1.0	0.0
100847058	0.0	0.0
2339	4282.0	4463.0
2335	12599.0	181587.0
2334	94.0	303.0
104502416	5.0	3.0
259249	0.0	0.0
2332	5649.0	4898.0
100862680	0.0	0.0
4994	0.0	0.0
4995	0.0	1.0
104502417	2.0	4.0
4998	32.0	397.0
4999	2164.0	1376.0
260294	171.0	188.0
100847062	0.0	0.0
260293	674.0	124.0
100847063	0.0	0.0
284260	10.0	6.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	280631.0	63968.0
2352	112.0	9.0
100847068	0.0	0.0
2350	367.0	569.0
100847069	0.0	0.0
100862692	3.0	0.0
2348	2996.0	540.0
2346	51.0	399.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	1552.0	2219.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	2.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	1.0	0.0
100847078	0.0	0.0
100847075	1.0	0.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	50.0	48.0
729798	2.0	4.0
2359	368.0	268.0
2358	7.0	1.0
2357	106.0	177.0
2356	3153.0	5700.0
2355	10708.0	4805.0
2354	101620.0	15633.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	159.0	117.0
100847084	0.0	0.0
259282	5481.0	2593.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	1.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	0.0	0.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	3.0	2.0
284233	54.0	46.0
284232	0.0	1.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	14.0	9.0
259293	1.0	0.0
259292	2.0	0.0
100847093	0.0	0.0
259290	20.0	6.0
259296	0.0	0.0
259295	24.0	27.0
646913	13.0	18.0
646912	1.0	3.0
646910	0.0	0.0
50700	0.0	0.0
646915	1.0	0.0
59082	0.0	0.0
2395	764.0	673.0
59084	6826.0	6702.0
441584	0.0	0.0
11108	2902.0	2284.0
11107	1052.0	434.0
11100	17659.0	17375.0
11102	2388.0	1701.0
11101	3887.0	2058.0
139411	36.0	73.0
11104	1417.0	1656.0
11103	3457.0	2167.0
284297	597.0	568.0
11105	2.0	1.0
693231	0.0	1.0
25759	1647.0	2273.0
693232	37.0	24.0
284293	25.0	29.0
693233	0.0	0.0
693234	1.0	0.0
693235	0.0	0.0
115426	2442.0	2143.0
25758	19.0	51.0
100379174	0.0	0.0
11119	1758.0	1807.0
11118	1352.0	1663.0
441581	0.0	0.0
127406	4.0	12.0
84034	1026.0	3378.0
84033	4539.0	6448.0
11113	271.0	429.0
11112	7142.0	6138.0
139422	0.0	0.0
284288	3.0	1.0
139420	0.0	0.0
11117	1025.0	595.0
11116	1763.0	1267.0
693220	42.0	12.0
693221	0.0	0.0
84061	20064.0	10432.0
693222	0.0	0.0
84060	1222.0	820.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	9.0	1.0
139425	0.0	0.0
693227	0.0	1.0
693228	1.0	0.0
693229	0.0	0.0
115416	1425.0	1458.0
84067	3847.0	4482.0
84066	3.0	2.0
84069	9.0	202.0
84068	887.0	441.0
84063	1.0	1.0
284276	335.0	473.0
84062	1231.0	2359.0
139431	1.0	0.0
84065	4048.0	5948.0
284274	0.0	0.0
84064	3985.0	2867.0
284273	4911.0	2791.0
693230	1.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	1.0
693213	1.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	75.0	20.0
84059	3001.0	399.0
84056	920.0	546.0
84055	9.0	8.0
84058	632.0	1392.0
84057	16.0	49.0
284266	10.0	730.0
84054	11.0	5.0
84081	3875.0	2959.0
84080	1045.0	1486.0
84083	608.0	373.0
441549	394.0	303.0
441548	12.0	6.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	13.0	21.0
84089	0.0	0.0
84088	2.0	1.0
84085	3460.0	687.0
84084	12.0	5.0
84087	0.0	0.0
84086	0.0	0.0
84070	99.0	69.0
84072	0.0	24.0
84071	354.0	210.0
392100	0.0	1.0
100379132	0.0	0.0
392106	1.0	1.0
441533	8.0	13.0
441531	3.0	3.0
84078	1972.0	857.0
84077	18.0	11.0
84079	3830.0	2288.0
84074	523.0	272.0
84073	167.0	66.0
84076	1.0	0.0
84075	0.0	2.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	1.0	0.0
201931	3950.0	2766.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	1.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	1.0	6.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	0.0	0.0
127435	6358.0	151.0
106480190	1.0	0.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	7.0	32.0
343099	162.0	130.0
103695431	0.0	0.0
100847012	0.0	1.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	1.0	0.0
100847010	1.0	0.0
103695436	2.0	7.0
100847015	0.0	0.0
103695435	3.0	34.0
100847016	0.0	0.0
100847013	2.0	0.0
100847014	0.0	0.0
441554	13.0	13.0
100847019	0.0	0.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	1113.0	716.0
84096	0.0	0.0
84097	0.0	0.0
11061	501.0	985.0
646892	6.0	8.0
441509	1.0	3.0
646891	1.0	0.0
11060	5494.0	5487.0
11063	21.0	29.0
619279	4253.0	2665.0
646898	0.0	0.0
11062	742.0	539.0
11065	12.0	69.0
441505	1.0	0.0
11064	1572.0	1798.0
23046	253.0	123.0
441502	1.0	3.0
23047	3240.0	2147.0
441501	12.0	58.0
23048	6401.0	4295.0
106479179	0.0	0.0
23049	9949.0	4103.0
106479178	0.0	1.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	25.0	4.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	5771.0	2817.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	11049.0	7995.0
106480177	0.0	0.0
23043	684.0	3200.0
106480179	0.0	0.0
104384744	1.0	0.0
11067	6274.0	3144.0
50674	1.0	1.0
11066	1654.0	1853.0
11069	829.0	330.0
11068	2044.0	2392.0
139378	11.0	0.0
106480170	0.0	0.0
152330	1883.0	1192.0
106480172	2.0	0.0
106480171	0.0	0.0
11070	5518.0	6052.0
404550	317.0	465.0
644242	45.0	54.0
404552	0.0	0.0
11072	5228.0	3974.0
11074	21.0	27.0
644246	176.0	188.0
11073	2067.0	1501.0
166979	7.0	1.0
11076	4588.0	892.0
11075	2.0	31.0
201965	1434.0	665.0
379027	0.0	0.0
23057	2056.0	256.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	2526.0	2735.0
164312	1.0	6.0
106479168	1.0	0.0
106479167	0.0	0.0
106479166	2.0	5.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	7420.0	3541.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3002.0	6081.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	6341.0	5605.0
115399	241.0	576.0
23054	4799.0	3518.0
11078	3074.0	3326.0
11077	55.0	50.0
644237	0.0	0.0
11079	6049.0	6077.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	3.0	0.0
106480182	0.0	0.0
11041	3747.0	4119.0
11040	1011.0	972.0
11043	1093.0	512.0
23023	2545.0	2756.0
441525	0.0	0.0
106480149	0.0	0.0
23024	450.0	25.0
106480148	0.0	0.0
23025	19.0	9.0
23026	24.0	1.0
441521	0.0	0.0
23028	5265.0	5641.0
106479199	0.0	0.0
23029	146.0	126.0
106479198	0.0	0.0
201973	1102.0	938.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	1.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	1.0	0.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	18348.0	15550.0
106480155	0.0	1.0
106479191	0.0	0.0
729817	3.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	15320.0	14529.0
106480157	0.0	0.0
11045	2.0	1.0
11044	2382.0	1960.0
11047	4238.0	5344.0
644248	1.0	0.0
11046	3005.0	1848.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	19.0	17.0
343171	326.0	162.0
343170	3.0	0.0
441519	0.0	0.0
11052	4940.0	3860.0
441518	901.0	920.0
11051	8240.0	4941.0
11054	3087.0	4072.0
23034	2723.0	1781.0
23035	2434.0	1101.0
106480159	0.0	0.0
23036	3452.0	1720.0
729816	0.0	2.0
23037	500.0	334.0
23038	9207.0	10017.0
106479189	0.0	0.0
23039	7320.0	6328.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	0.0	2.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	4801.0	3808.0
106479181	0.0	0.0
106480167	1.0	1.0
23031	906.0	1406.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	5588.0	2989.0
106480169	0.0	0.0
729809	0.0	1.0
23033	2569.0	1991.0
106480168	0.0	0.0
11056	1434.0	1692.0
11055	23.0	8.0
343169	0.0	0.0
11057	7204.0	3809.0
11059	5005.0	1784.0
106480161	0.0	0.0
106480160	0.0	0.0
693200	0.0	0.0
693201	42.0	6.0
693202	0.0	0.0
693203	0.0	0.0
11021	2525.0	2362.0
693204	0.0	0.0
11020	3981.0	2701.0
693205	0.0	0.0
106479139	0.0	0.0
23001	5698.0	2697.0
106480127	0.0	0.0
693206	1258.0	54.0
106479138	0.0	0.0
23002	3373.0	1277.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	2.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	2827.0	2282.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	2559.0	1259.0
106479132	0.0	0.0
23008	6360.0	4346.0
106479131	2.0	0.0
106479130	14.0	13.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	1.0
106480135	0.0	0.0
11023	1.0	0.0
84000	1308.0	869.0
11022	1127.0	1967.0
11025	68.0	71.0
11024	25.0	14.0
84002	834.0	606.0
139334	0.0	0.0
11027	34.0	34.0
11029	0.0	0.0
11030	8501.0	10565.0
106479129	0.0	0.0
11031	4399.0	3624.0
106479128	0.0	0.0
106479127	2.0	0.0
106480138	0.0	0.0
23012	2325.0	1334.0
23013	9181.0	6600.0
106479126	0.0	1.0
106480137	0.0	0.0
23014	6502.0	6952.0
106479125	1.0	0.0
23015	2577.0	4994.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	2855.0	3574.0
106479123	0.0	0.0
23017	209.0	35.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	12037.0	6906.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	6521.0	4267.0
106480146	0.0	0.0
11034	41468.0	23789.0
152302	786.0	835.0
11033	183.0	300.0
11036	1.0	0.0
11035	1366.0	1654.0
11037	544.0	359.0
139341	1185.0	1338.0
644297	7.0	1.0
166968	2534.0	1087.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	2.0	0.0
106479158	0.0	0.0
106480107	1.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	55.0	85.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	1.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	660.0	1070.0
11000	903.0	1056.0
11005	29.0	12.0
11004	233.0	475.0
11007	247.0	856.0
11006	186.0	486.0
127391	0.0	0.0
11010	749.0	527.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	2.0	1.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	379.0	149.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	1674.0	1640.0
106479143	0.0	0.0
106479142	1.0	0.0
106479141	0.0	0.0
11019	790.0	740.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	0.0
11012	3.0	76.0
11011	2593.0	2041.0
11014	19964.0	15154.0
11013	64.0	23.0
11016	2837.0	1859.0
11015	562.0	2870.0
11018	1548.0	2105.0
11017	2022.0	1210.0
139363	0.0	0.0
106144608	0.0	0.0
646808	14.0	23.0
106144606	5.0	8.0
106144607	0.0	0.0
345778	2731.0	1740.0
646802	0.0	0.0
730861	0.0	2.0
729873	0.0	0.0
106144601	0.0	1.0
106144602	0.0	0.0
164395	73.0	70.0
729877	0.0	0.0
259308	4.0	0.0
259307	21.0	192.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	5.0	3.0
50604	1.0	0.0
106479119	0.0	1.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	1.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1317.0	1148.0
50613	0.0	0.0
50612	0.0	0.0
50615	65.0	154.0
50614	783.0	264.0
50617	0.0	1.0
729894	0.0	0.0
50616	1.0	0.0
50619	649.0	1510.0
50618	18046.0	6513.0
106479109	0.0	0.0
106479108	0.0	1.0
106479107	0.0	0.0
106479106	0.0	2.0
106479105	19.0	21.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	1.0
729898	0.0	7.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	40.0	55.0
646839	3.0	3.0
50626	3875.0	6536.0
646837	4.0	2.0
50628	3156.0	3118.0
646851	362.0	304.0
260332	0.0	0.0
23089	1844.0	1635.0
260334	21.0	35.0
260337	0.0	0.0
260338	0.0	0.0
23081	1685.0	2063.0
23082	2858.0	2835.0
100272228	207.0	296.0
23085	6027.0	3983.0
23086	297.0	339.0
23087	1543.0	1151.0
50631	43.0	32.0
50632	4.0	4.0
646849	0.0	0.0
23080	4131.0	2827.0
50636	50.0	173.0
50639	0.0	0.0
729830	917.0	508.0
644202	12.0	22.0
646864	0.0	0.0
646862	0.0	4.0
729838	34.0	50.0
23092	1594.0	754.0
23093	2045.0	1922.0
23094	5381.0	3340.0
23095	5882.0	5455.0
23096	1310.0	1176.0
23097	1947.0	1553.0
729828	0.0	0.0
23098	828.0	770.0
50640	3909.0	1827.0
23099	1620.0	1147.0
730811	0.0	0.0
23090	979.0	322.0
23091	8349.0	4686.0
11081	3.0	1.0
50649	3186.0	1584.0
11080	5626.0	1416.0
11083	7165.0	5305.0
729862	0.0	0.0
11082	250.0	1358.0
11085	0.0	0.0
644213	3.0	1.0
100286844	174.0	98.0
646875	1.0	0.0
644214	2.0	1.0
11086	0.0	0.0
646873	0.0	0.0
23067	3783.0	2663.0
23060	3608.0	2899.0
23061	14575.0	11248.0
23062	10915.0	11296.0
23063	5526.0	3136.0
23064	11729.0	7948.0
23065	4478.0	4189.0
50651	121.0	126.0
100272205	89.0	11.0
23066	1014.0	498.0
50650	2838.0	1527.0
50652	0.0	0.0
11092	1716.0	1603.0
644220	2.0	3.0
11091	2718.0	2450.0
11094	2612.0	6025.0
729852	2737.0	1739.0
11093	401.0	402.0
11096	2202.0	1420.0
11095	168.0	42.0
11098	4688.0	29670.0
11097	1712.0	1379.0
646884	0.0	1.0
23078	2566.0	1288.0
729857	33.0	2.0
23070	4023.0	3657.0
23071	6699.0	6681.0
23072	99.0	13.0
164380	0.0	0.0
23074	1711.0	1049.0
23075	8121.0	4268.0
23076	2760.0	1837.0
23077	6453.0	3671.0
11099	6580.0	3339.0
646879	1.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	2.0	0.0
100379220	3.0	0.0
100130970	0.0	0.0
284339	9.0	76.0
284338	47.0	79.0
100129983	0.0	0.0
100129982	4.0	11.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	16.0	19.0
100129976	0.0	0.0
100130963	0.0	0.0
100130962	1.0	0.0
284325	1089.0	720.0
100129972	0.0	0.0
284323	1684.0	956.0
100129969	2.0	0.0
100130958	41.0	142.0
693187	2.0	0.0
693188	0.0	0.0
693189	0.0	2.0
100130954	256.0	3.0
2444	664.0	97.0
100379249	0.0	0.0
693190	0.0	0.0
100129961	153.0	123.0
284312	229.0	101.0
693191	0.0	0.0
100129960	1.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	1.0
693177	0.0	0.0
693178	1.0	1.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	1644.0	1133.0
284307	1091.0	837.0
284306	283.0	182.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	2.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	1.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	80.0	54.0
100130933	4.0	0.0
100130932	10.0	4.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	596.0	415.0
284370	1238.0	709.0
100130923	2.0	0.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	0.0	0.0
2483	1800.0	2145.0
284369	0.0	0.0
2475	4300.0	3242.0
284367	7.0	11.0
284366	0.0	0.0
284361	15723.0	28031.0
50801	1.0	0.0
50804	297.0	1375.0
50805	0.0	0.0
100129926	4.0	4.0
50808	8272.0	5765.0
100129921	1.0	0.0
50807	2371.0	1613.0
100129920	11.0	7.0
50809	22327.0	10360.0
2496	4.0	2.0
2495	23914.0	39489.0
2494	75.0	63.0
2492	0.0	0.0
100129929	0.0	0.0
2491	24.0	32.0
2488	0.0	0.0
2487	2053.0	692.0
284359	7.0	5.0
284358	98.0	108.0
284355	0.0	0.0
284353	22.0	35.0
284352	3687.0	3092.0
50813	6253.0	6400.0
50814	1714.0	1961.0
100129919	0.0	0.0
284349	515.0	268.0
2499	4.0	10.0
284348	117.0	234.0
2498	34.0	70.0
2497	17.0	50.0
284346	162.0	247.0
284340	25.0	576.0
23207	5056.0	7018.0
693121	0.0	0.0
100093625	0.0	0.0
23208	946.0	584.0
693122	5.0	0.0
100093626	0.0	0.0
23209	21.0	4.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	193.0	408.0
693126	0.0	0.0
693127	1.0	0.0
693128	0.0	0.0
25862	1084.0	533.0
693129	0.0	0.0
23200	3485.0	2934.0
25861	756.0	634.0
644191	8.0	2.0
23201	7016.0	6030.0
25864	2050.0	3279.0
23203	3728.0	4305.0
25865	3196.0	5931.0
23204	11235.0	9988.0
23205	18.0	12.0
644192	111.0	29.0
11228	1999.0	787.0
84166	1338.0	1606.0
11221	453.0	425.0
84168	15254.0	5005.0
11223	99.0	237.0
100093630	4344.0	6950.0
84167	782.0	886.0
11222	5263.0	4721.0
100093631	321.0	334.0
84162	9760.0	4308.0
11224	26791.0	41562.0
84164	5655.0	6066.0
11227	33.0	81.0
11226	514.0	839.0
84163	695.0	538.0
23218	1478.0	2081.0
23219	2700.0	2122.0
402093	1.0	0.0
100862704	31.0	29.0
11230	1572.0	2126.0
23210	1804.0	1748.0
25873	14301.0	28501.0
100379298	0.0	0.0
23211	3417.0	3547.0
25875	5731.0	6082.0
23212	779.0	989.0
23213	15383.0	16826.0
25874	1933.0	2914.0
23214	7599.0	5751.0
25876	223.0	344.0
23215	9470.0	6031.0
23216	11172.0	8313.0
25879	1972.0	1812.0
100379296	1.0	0.0
25878	7380.0	8721.0
23217	33.0	38.0
84159	2212.0	987.0
25871	3379.0	3041.0
25870	12762.0	12882.0
142940	1990.0	857.0
11232	593.0	641.0
11231	16567.0	12011.0
84154	2276.0	2303.0
11234	2130.0	1303.0
11236	3483.0	3881.0
11235	2248.0	2022.0
11238	1231.0	960.0
84153	1613.0	2144.0
11237	1767.0	4195.0
84152	19.0	944.0
693120	0.0	1.0
100093624	0.0	0.0
166929	4573.0	3189.0
25847	5943.0	3951.0
84182	235.0	254.0
84181	7211.0	3974.0
25849	43260.0	15787.0
25840	51489.0	27894.0
25842	2335.0	1790.0
25841	529.0	1722.0
25844	9150.0	12066.0
25843	2629.0	1527.0
11209	79.0	134.0
84188	4112.0	1743.0
84187	6156.0	2747.0
11201	5810.0	2375.0
11200	434.0	592.0
84189	27.0	91.0
11202	0.0	5.0
84186	1658.0	1311.0
25859	209.0	22.0
25858	2.0	1.0
84171	1212.0	903.0
284391	4169.0	2125.0
284390	391.0	313.0
100862726	0.0	0.0
100862727	3.0	5.0
100862728	1.0	0.0
25851	2832.0	3234.0
25850	472.0	278.0
25853	3958.0	2276.0
25852	3426.0	2133.0
100862725	0.0	0.0
25855	3036.0	3850.0
25854	366.0	150.0
402077	0.0	0.0
11218	1530.0	1163.0
11217	84.0	7.0
11219	45.0	46.0
139324	320.0	267.0
84176	7.0	7.0
11212	5294.0	4513.0
139322	2690.0	1184.0
84179	555.0	703.0
11211	96.0	55.0
84173	1765.0	1861.0
11214	13201.0	10412.0
11213	807.0	150.0
84172	3391.0	1914.0
284385	553.0	708.0
11216	3041.0	1831.0
11215	5441.0	2140.0
84174	115.0	67.0
284383	1.0	0.0
25826	0.0	0.0
693165	1.0	0.0
25825	2992.0	4271.0
693166	0.0	0.0
25828	7942.0	7743.0
