id	47807887-8bda-45be-a466-4970f198ce4d	5d2510c8-c5a0-439d-8111-357824c00c2b
2964	5.0	1.0
2963	2067.0	934.0
2962	11312.0	5551.0
2961	1970.0	1615.0
84502	16.0	14.0
2960	671.0	325.0
84501	1541.0	562.0
2969	5834.0	833.0
2968	213.0	352.0
2967	2364.0	742.0
2980	0.0	1.0
2977	527.0	445.0
2976	4858.0	2332.0
2975	11459.0	3694.0
2974	14.0	5.0
2972	2427.0	1525.0
2971	2588.0	2343.0
2970	159.0	52.0
2979	34.0	14.0
2978	1.0	0.0
154442	7.0	2.0
2990	5017.0	3102.0
225689	1538.0	1208.0
84519	894.0	217.0
84518	11.0	60.0
60559	7828.0	3410.0
100500914	0.0	0.0
2987	6260.0	7181.0
60558	2075.0	729.0
84525	9748.0	9063.0
100500915	0.0	0.0
2986	1.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	2405.0	633.0
100500917	2.0	1.0
2984	68.0	11.0
84522	2322.0	1592.0
100500918	0.0	0.0
2983	267.0	1007.0
100500919	0.0	0.0
84524	1143.0	572.0
2982	680.0	581.0
2981	0.0	0.0
84520	669.0	286.0
100500910	0.0	0.0
100500911	1.0	0.0
2989	11.0	8.0
100500913	0.0	0.0
2999	98.0	50.0
84515	661.0	257.0
100500903	0.0	0.0
2998	24.0	6.0
84514	4832.0	3269.0
100500904	12.0	3.0
2997	2501.0	1346.0
84517	197.0	42.0
100500905	0.0	0.0
84516	4143.0	1820.0
2996	19.0	16.0
100500906	0.0	0.0
2995	926.0	828.0
2994	1.0	0.0
100500908	0.0	1.0
84513	2445.0	1600.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2103.0	884.0
60561	1317.0	541.0
60560	1939.0	700.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	1.0	1.0
154467	233.0	170.0
130497	683.0	35.0
84548	719.0	280.0
84547	336.0	180.0
100500938	1.0	1.0
84549	1622.0	810.0
84546	0.0	0.0
84545	5502.0	3799.0
84542	425.0	260.0
84541	107.0	42.0
727795	29.0	21.0
84529	350.0	173.0
84536	263.0	101.0
84539	0.0	0.0
84532	7267.0	2795.0
84530	13.0	13.0
23729	212.0	242.0
201288	0.0	0.0
201283	1030.0	518.0
23738	23.0	7.0
23731	37455.0	8527.0
23732	155.0	24.0
201299	2.0	22.0
201292	925.0	1263.0
201294	440.0	365.0
23704	727.0	981.0
23705	17821.0	7882.0
23708	913.0	364.0
252840	0.0	2.0
252841	0.0	0.0
100288897	35.0	6.0
23710	11343.0	3353.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	16.0	1.0
100288861	0.0	0.0
84701	102.0	714.0
252884	676.0	217.0
84700	7.0	0.0
129841	0.0	0.0
94086	8.0	20.0
117854	363.0	139.0
100130450	5.0	1.0
154807	3147.0	1348.0
100129460	358.0	237.0
359710	0.0	0.0
94081	1757.0	953.0
115201	1163.0	487.0
100129468	0.0	1.0
100129464	2.0	3.0
286256	4177.0	12761.0
286257	1446.0	1853.0
100129459	2.0	0.0
100130447	0.0	0.0
129831	740.0	407.0
646269	4.0	3.0
646262	1.0	0.0
286262	842.0	621.0
142827	52.0	6.0
100129452	0.0	0.0
646278	366.0	22.0
100130435	0.0	0.0
727800	443.0	946.0
646270	17.0	3.0
154822	5.0	4.0
23782	0.0	0.0
23783	5.0	0.0
23784	0.0	0.0
23786	5384.0	1475.0
23787	38830.0	11052.0
646273	0.0	0.0
23788	4196.0	1926.0
359730	2.0	0.0
359731	0.0	0.0
23780	1980.0	908.0
23781	0.0	0.0
345079	541.0	229.0
154810	4519.0	1042.0
100129438	0.0	0.0
94097	745.0	468.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	1.0
646282	1.0	0.0
359736	0.0	1.0
359740	1.0	1.0
359741	0.0	0.0
359742	0.0	0.0
359743	24.0	6.0
139201	15.0	1.0
129804	2759.0	485.0
129807	15.0	13.0
129880	1331.0	774.0
23768	1485.0	269.0
23769	351.0	21.0
129881	514.0	39.0
100130418	128.0	7.0
345062	0.0	2.0
286204	79.0	16.0
100129428	2.0	0.0
286205	934.0	611.0
100129427	0.0	0.0
23760	4433.0	1151.0
359748	0.0	0.0
100862854	0.0	0.0
286207	152.0	30.0
359749	0.0	0.0
23761	2923.0	971.0
100862855	0.0	0.0
23762	1172.0	255.0
23764	8814.0	1464.0
359744	2.0	2.0
100862850	0.0	0.0
23765	2041.0	833.0
359745	1.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1248.0	1111.0
100862853	1.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	205.0	25.0
129870	1.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	4694.0	1339.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	2.0	0.0
23770	21192.0	21878.0
359761	28.0	10.0
129868	0.0	0.0
23746	2.0	0.0
102465502	5.0	3.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	1.0	0.0
286223	76.0	17.0
23749	0.0	0.0
100129403	2.0	2.0
345041	3.0	1.0
100129405	192.0	101.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	18318.0	8781.0
102465507	0.0	0.0
23742	90.0	30.0
359766	0.0	0.0
23743	1560.0	551.0
359767	2.0	1.0
102465505	0.0	0.0
130813	62.0	12.0
23744	0.0	0.0
102465504	0.0	0.0
130814	1606.0	530.0
102465503	0.0	0.0
359774	12.0	1.0
359775	1.0	1.0
359776	0.0	0.0
359770	0.0	1.0
359771	0.0	0.0
359772	1.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	1.0	1.0
23759	5678.0	1555.0
102465511	0.0	0.0
286234	0.0	1.0
102465510	0.0	0.0
129852	74.0	10.0
347694	12.0	4.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	23.0	4.0
23753	853.0	494.0
115207	4944.0	2148.0
359777	0.0	0.0
102465517	0.0	0.0
130827	308.0	106.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1771.0	917.0
23755	1.0	1.0
359779	0.0	0.0
102465515	1.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	73.0	16.0
347688	50.0	33.0
102465524	0.0	0.0
94005	4889.0	1233.0
102465523	1.0	0.0
102465522	0.0	1.0
102465521	0.0	1.0
102465520	0.0	0.0
94009	108.0	18.0
727866	1.0	0.0
57060	1007.0	1284.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	21350.0	7408.0
102465526	0.0	0.0
727865	15.0	14.0
102465525	1.0	0.0
84687	2779.0	4099.0
727859	2.0	1.0
84689	40.0	60.0
84688	35.0	13.0
139135	0.0	0.0
84684	0.0	0.0
84681	1601.0	1037.0
84680	2304.0	1384.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	2.0	0.0
727851	28.0	5.0
102465539	2.0	1.0
102465538	0.0	0.0
102465537	1.0	1.0
102465536	0.0	0.0
84679	2709.0	1222.0
84676	153.0	147.0
84675	86.0	71.0
140123	0.0	0.0
84678	1591.0	728.0
84677	0.0	0.0
84672	0.0	0.0
84671	1381.0	508.0
84674	1216.0	554.0
84673	0.0	0.0
152101	0.0	0.0
152100	790.0	496.0
94027	2.0	7.0
94026	7.0	2.0
94025	279.0	110.0
129787	3816.0	1310.0
57088	5036.0	709.0
127124	0.0	0.0
57089	392.0	136.0
57082	188.0	108.0
57084	0.0	0.0
57085	1966.0	2818.0
152118	0.0	0.0
152110	95.0	12.0
154790	19.0	3.0
154791	1275.0	1020.0
646201	0.0	0.0
57091	87.0	17.0
94015	1726.0	366.0
57092	13474.0	4840.0
646202	38.0	7.0
57097	1656.0	516.0
57099	352.0	366.0
727879	1.0	0.0
57093	0.0	0.0
166752	5.0	10.0
57094	4.0	0.0
57095	3260.0	1945.0
57096	37.0	20.0
139163	0.0	0.0
84698	668.0	242.0
84699	1.0	1.0
84694	0.0	0.0
84693	443.0	312.0
100499563	4.0	0.0
84696	94.0	65.0
84695	225.0	149.0
84690	4.0	0.0
84692	4.0	0.0
84691	6.0	0.0
130752	521.0	111.0
646213	0.0	0.0
100130495	12.0	2.0
646208	18.0	13.0
94039	557.0	390.0
94031	2601.0	1109.0
94030	44.0	119.0
100130484	0.0	0.0
94033	0.0	0.0
94032	4.0	46.0
727810	2.0	1.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	640.0	381.0
727805	4.0	0.0
139105	5.0	0.0
646218	0.0	0.0
347744	56.0	13.0
347741	0.0	0.0
646231	0.0	0.0
154743	1260.0	485.0
130773	2.0	1.0
727842	2.0	0.0
100129480	55.0	69.0
100129482	1755.0	939.0
727837	0.0	0.0
347736	124.0	64.0
347733	89.0	11.0
347732	43.0	27.0
347735	1711.0	4277.0
347734	3093.0	2009.0
347731	1.0	1.0
646243	0.0	0.0
94059	64.0	164.0
347730	24.0	7.0
646249	0.0	1.0
201305	39.0	13.0
100130466	0.0	1.0
727833	0.0	0.0
727835	0.0	1.0
100130462	0.0	0.0
94056	5211.0	2264.0
100130461	1.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	82.0	48.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	5873.0	3298.0
347717	0.0	0.0
347716	15.0	14.0
101154644	0.0	0.0
152195	1546.0	257.0
100288831	0.0	0.0
164153	1.0	1.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	881.0	868.0
347705	1.0	1.0
347702	3.0	0.0
152185	1573.0	535.0
347701	0.0	1.0
100288827	6.0	6.0
100288825	0.0	0.0
57000	60.0	31.0
57001	693.0	370.0
84618	0.0	7.0
84617	4428.0	2925.0
84619	522.0	282.0
57007	4090.0	1356.0
84624	12365.0	1727.0
84627	59.0	129.0
84626	685.0	399.0
57002	791.0	583.0
57003	9187.0	2396.0
84620	1666.0	3604.0
84623	5.0	3.0
57004	35.0	23.0
84622	1235.0	560.0
100288814	2.0	1.0
57010	28.0	32.0
57017	3716.0	1970.0
84614	2013.0	754.0
57018	12421.0	5016.0
57019	1956.0	1028.0
84616	0.0	0.0
84612	1444.0	773.0
57016	23.0	0.0
96626	0.0	0.0
100288805	73.0	120.0
100288801	0.0	0.0
100288802	0.0	0.0
57020	5115.0	2586.0
164127	4.0	0.0
166785	710.0	405.0
84639	0.0	0.0
84647	1.0	277.0
84649	1193.0	480.0
60678	1325.0	699.0
60677	9.0	8.0
84648	0.0	0.0
60676	180.0	8.0
84643	0.0	0.0
60675	2.0	0.0
139170	93.0	13.0
101154686	0.0	0.0
84645	275.0	52.0
60674	8450.0	9521.0
57026	3.0	13.0
60673	1906.0	728.0
152138	0.0	0.0
60672	1229.0	2260.0
152137	7766.0	3615.0
252946	0.0	0.0
84641	4305.0	2323.0
252948	0.0	0.0
84640	2743.0	1080.0
252949	0.0	0.0
154796	1872.0	647.0
96610	161.0	32.0
164118	14.0	0.0
84629	8044.0	6712.0
84628	62.0	37.0
727897	6.0	1.0
57030	138.0	35.0
84636	22.0	1.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	5377.0	8033.0
84632	29296.0	7152.0
60686	1359.0	725.0
84631	62.0	1.0
57037	2089.0	682.0
84634	0.0	19.0
60685	8109.0	2759.0
105370183	1.0	0.0
57038	2305.0	1070.0
60684	3040.0	1144.0
60682	832.0	296.0
60681	6967.0	4992.0
84630	12.0	14.0
60680	17.0	27.0
252953	0.0	0.0
252954	0.0	0.0
139189	2.0	3.0
252955	0.0	0.0
252956	1.0	1.0
57045	5857.0	2140.0
84669	2968.0	791.0
84668	1180.0	379.0
84665	1.0	1.0
57047	26.0	10.0
84664	0.0	0.0
84667	18.0	43.0
84666	0.0	0.0
84661	3484.0	2388.0
84660	23.0	7.0
84662	2012.0	1599.0
648809	0.0	0.0
648822	3.0	1.0
57053	80.0	55.0
57054	0.0	0.0
57055	0.0	0.0
57050	2676.0	1206.0
166793	546.0	295.0
84658	6.0	2.0
84657	111.0	43.0
84659	4.0	1.0
84654	3.0	0.0
57057	2.0	0.0
84656	7955.0	3535.0
84650	1383.0	747.0
84651	4.0	9.0
100132917	0.0	0.0
100132918	1.0	0.0
252983	1035.0	424.0
441073	76.0	36.0
100132920	1.0	1.0
100132923	9.0	4.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	180.0	68.0
441061	0.0	2.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	1.0	3.0
441094	177.0	519.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1602.0	617.0
100132948	18.0	3.0
100132949	0.0	0.0
286310	4.0	53.0
404093	3615.0	855.0
286319	1311.0	796.0
100288772	3.0	0.0
441027	1449.0	1050.0
441026	1.0	0.0
441024	1608.0	1011.0
441032	475.0	278.0
84803	5576.0	738.0
164091	826.0	874.0
100132963	3.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	244.0	46.0
100288757	1.0	0.0
100132973	1.0	0.0
100132978	0.0	0.0
100132979	0.0	0.0
359803	1.0	3.0
359804	1.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	585.0	220.0
359800	0.0	0.0
84818	2520.0	2332.0
441046	39.0	17.0
84817	1139.0	1039.0
359802	1.0	0.0
84823	2110.0	1443.0
57205	2516.0	414.0
441054	681.0	87.0
84824	9.0	6.0
441051	9.0	0.0
441050	67.0	10.0
84820	463.0	232.0
100132987	1.0	7.0
57209	3241.0	1220.0
100288739	0.0	1.0
84809	2677.0	1663.0
84808	28.0	351.0
57210	1669.0	1111.0
84804	677.0	183.0
100288730	209.0	136.0
84807	834.0	334.0
441034	53.0	38.0
84812	269.0	159.0
57215	1875.0	817.0
84811	2264.0	922.0
57216	2983.0	1327.0
57217	4617.0	2078.0
84814	48.0	69.0
100132992	1.0	1.0
57211	454.0	133.0
100132994	0.0	0.0
57212	3935.0	1484.0
57213	1294.0	783.0
100132995	2.0	1.0
57214	347.0	129.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	24.0	12.0
648791	43.0	39.0
359822	0.0	0.0
100129347	22.0	1.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	9.0	2.0
130728	0.0	2.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	2.0	0.0
404024	0.0	0.0
404026	0.0	0.0
100129329	0.0	1.0
100130313	0.0	0.0
441009	9.0	3.0
100130311	232.0	357.0
100130310	0.0	0.0
130733	703.0	192.0
359844	0.0	0.0
359845	1070.0	1061.0
727914	1.0	0.0
727915	0.0	0.0
100129325	3.0	1.0
100129320	5.0	7.0
646168	6.0	50.0
100129319	2.0	0.0
100130307	10.0	1.0
100129315	0.0	0.0
100130302	0.0	0.0
727910	487.0	261.0
100130301	2.0	8.0
345193	21.0	25.0
130749	58.0	19.0
646164	1.0	0.0
727909	55.0	0.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	1.0	0.0
646171	7.0	1.0
646175	0.0	0.0
646174	0.0	0.0
115123	187.0	146.0
286333	7.0	18.0
286336	266.0	163.0
115106	771.0	519.0
100306975	2.0	0.0
115111	102987.0	3942.0
286343	118.0	239.0
286348	0.0	3.0
646193	0.0	0.0
100886964	2955.0	429.0
646192	13.0	12.0
646196	18.0	0.0
646195	7353.0	7141.0
100534599	2.0	0.0
130700	0.0	0.0
100306951	321.0	189.0
100534595	28.0	19.0
100132911	0.0	0.0
100534592	10.0	1.0
100534593	184.0	91.0
286362	1.0	0.0
100132916	2.0	1.0
100240709	3.0	3.0
129684	1.0	0.0
57180	446.0	240.0
129685	3779.0	1215.0
100240707	1.0	5.0
727982	0.0	0.0
57185	6753.0	3647.0
727987	0.0	0.0
57186	10230.0	1542.0
57187	5803.0	1977.0
57188	1396.0	198.0
57181	5905.0	5222.0
94122	50.0	1110.0
57182	2073.0	712.0
727984	16.0	15.0
94121	3361.0	653.0
94120	5580.0	643.0
57184	1148.0	582.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	3.0	0.0
57189	6155.0	1874.0
359792	13.0	3.0
127018	2345.0	924.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	1.0	0.0
100240710	1.0	0.0
345258	0.0	0.0
100240713	0.0	0.0
94115	0.0	0.0
57190	10225.0	4754.0
727970	9.0	3.0
57191	193.0	95.0
166614	720.0	233.0
57198	4058.0	990.0
57192	1165.0	894.0
359799	0.0	0.0
57194	442.0	1034.0
727969	0.0	0.0
84798	4261.0	1434.0
140004	0.0	0.0
84793	51.0	87.0
84792	1929.0	499.0
84795	1666.0	820.0
84791	1097.0	420.0
84790	2946.0	783.0
154661	65.0	109.0
154664	1646.0	93.0
166647	8334.0	919.0
127003	47.0	3.0
127002	965.0	599.0
115019	715.0	250.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	16.0	80.0
100130391	0.0	1.0
115024	4594.0	1628.0
142679	305.0	122.0
648729	6.0	2.0
142678	2881.0	2804.0
347894	0.0	0.0
102465436	0.0	0.0
94137	15.0	7.0
727991	41.0	5.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	2.0
102465430	0.0	0.0
100130388	6.0	7.0
100130386	2.0	0.0
94134	3536.0	2074.0
100130384	0.0	0.0
100130383	2.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	51.0	34.0
100129394	5.0	6.0
142683	1.0	1.0
142686	78.0	36.0
142685	0.0	0.0
152007	2956.0	1099.0
152006	7047.0	2544.0
142689	6.0	15.0
140028	0.0	0.0
152002	650.0	591.0
100129396	0.0	0.0
102465447	1.0	0.0
127062	0.0	0.0
102465446	1.0	0.0
345222	104.0	80.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	3.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	7.0	3.0
100130376	0.0	0.0
94160	0.0	2.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	1.0	0.0
727936	1483.0	1011.0
100129385	19.0	1.0
100129387	2390.0	989.0
102465458	0.0	1.0
102465457	1.0	1.0
94158	7.0	5.0
102465456	1.0	0.0
102465455	1.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	12.0	0.0
102465451	1.0	2.0
127059	0.0	0.0
94151	0.0	0.0
94150	2.0	1.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	2.0	1.0
102465469	0.0	0.0
102465468	3.0	0.0
102465467	0.0	0.0
347862	5286.0	3155.0
102465466	0.0	0.0
102465465	0.0	1.0
100130359	1.0	0.0
102465464	1.0	0.0
102465463	12.0	7.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	290.0	144.0
727964	0.0	0.0
100129361	1675.0	1410.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	14.0	1.0
100129368	0.0	0.0
347853	2.0	3.0
102465479	0.0	0.0
102465478	2.0	1.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	60.0	91.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	8535.0	4354.0
100009667	2.0	0.0
100130342	0.0	0.0
100009668	21.0	7.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	9.0
100129357	86.0	68.0
100129351	0.0	0.0
100129354	18.0	5.0
102465489	0.0	0.0
102465488	1.0	0.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	2.0
102465484	1.0	2.0
164045	534.0	41.0
57105	307.0	941.0
57106	1374.0	1552.0
84726	11337.0	2700.0
57107	1879.0	652.0
84725	546.0	300.0
57108	6.0	1.0
57101	79.0	43.0
84720	4077.0	1064.0
57102	1131.0	416.0
57103	337.0	144.0
84722	94.0	98.0
57104	7758.0	5711.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2044.0	1410.0
102465499	0.0	0.0
100288713	3.0	5.0
102465496	2.0	0.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	45.0	28.0
57110	124.0	33.0
57111	4581.0	3899.0
84706	685.0	598.0
84705	687.0	577.0
84708	3082.0	1168.0
84707	8951.0	3054.0
57116	7.0	6.0
57117	2184.0	762.0
57118	5590.0	1457.0
57119	72.0	2.0
57113	0.0	0.0
57115	0.0	0.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	0.0	0.0
102465490	0.0	0.0
152065	3.0	0.0
100288702	0.0	0.0
57120	4624.0	1985.0
57121	152.0	3312.0
57122	2584.0	1118.0
201456	220.0	47.0
127086	0.0	0.0
57127	2.0	0.0
57128	1709.0	844.0
57129	1604.0	1007.0
84747	7284.0	1598.0
57124	790.0	2613.0
57125	373.0	2344.0
57126	0.0	2.0
84740	12.0	5.0
152078	256.0	10.0
127074	0.0	0.0
57130	4755.0	3547.0
57132	10286.0	2776.0
84727	743.0	634.0
127077	0.0	0.0
84735	32.0	22.0
84734	211.0	760.0
57139	6405.0	10189.0
115098	2607.0	2798.0
201475	3020.0	1772.0
57134	5306.0	1164.0
57135	0.0	0.0
57136	24666.0	9661.0
84733	42.0	166.0
57142	15549.0	9116.0
57143	560.0	316.0
57144	31.0	0.0
201477	0.0	0.0
57140	2337.0	2685.0
57149	2923.0	1642.0
84767	0.0	0.0
140032	0.0	0.0
84769	461.0	514.0
57146	1420.0	1132.0
57147	1480.0	494.0
84766	202.0	69.0
84765	1984.0	1131.0
57148	5998.0	2365.0
152015	93.0	19.0
57152	2.0	0.0
57153	11616.0	11980.0
166655	1.0	0.0
57154	1924.0	796.0
84749	1574.0	668.0
57150	912.0	315.0
57151	0.0	0.0
84759	1099.0	845.0
140043	0.0	0.0
57156	96.0	52.0
57157	1736.0	723.0
139060	5.0	2.0
84752	3119.0	1851.0
57158	145.0	153.0
57159	23.0	68.0
84750	429.0	130.0
152024	1.0	0.0
139067	0.0	1.0
139065	161.0	147.0
94104	3156.0	1894.0
94103	8020.0	9561.0
96764	2003.0	651.0
94107	2186.0	1856.0
57165	85.0	388.0
94101	2979.0	2813.0
57161	1217.0	376.0
57162	1310.0	2530.0
57167	304.0	42.0
57168	197.0	47.0
57169	6388.0	2134.0
84787	435.0	644.0
57175	6031.0	6024.0
57176	3062.0	2234.0
57171	649.0	333.0
57172	7.0	16.0
84779	0.0	0.0
57178	24208.0	7091.0
139081	7.0	17.0
84775	724.0	434.0
57179	10187.0	4686.0
84777	251.0	232.0
84771	125.0	105.0
113655	811.0	1063.0
732538	0.0	0.0
353323	0.0	0.0
353322	1342.0	261.0
353324	6.0	5.0
100996279	5.0	1.0
149603	9150.0	5389.0
341333	3.0	2.0
343990	791.0	1457.0
353332	0.0	0.0
149620	0.0	17.0
353333	0.0	0.0
100996266	4.0	11.0
343981	0.0	0.0
162605	0.0	0.0
353345	17.0	4.0
84900	137.0	682.0
84902	2387.0	1024.0
149628	78.0	13.0
84901	2499.0	1407.0
341315	110.0	3.0
113622	33.0	8.0
353355	221.0	172.0
149643	2.0	0.0
150622	1.0	0.0
100852408	0.0	0.0
100852409	1.0	0.0
100852406	0.0	0.0
100852407	2.0	4.0
642513	1.0	0.0
100852405	0.0	0.0
642517	538.0	281.0
100852410	149.0	22.0
84919	12706.0	2260.0
84918	3978.0	2572.0
389322	90.0	34.0
390311	0.0	1.0
389320	1.0	1.0
390313	0.0	0.0
84915	186.0	40.0
84914	1733.0	635.0
497190	8.0	2.0
84916	3323.0	1508.0
84922	1736.0	1232.0
390318	0.0	0.0
84924	687.0	428.0
84923	1020.0	460.0
84920	281.0	74.0
123016	3232.0	1257.0
497189	14.0	2.0
642521	0.0	0.0
390320	0.0	0.0
84908	1811.0	1421.0
390321	0.0	0.0
353376	10.0	5.0
390322	0.0	0.0
390323	0.0	0.0
654502	1.0	0.0
84909	5624.0	4698.0
390324	0.0	0.0
654503	2.0	1.0
84904	63.0	54.0
654504	0.0	0.0
390326	0.0	0.0
654505	1.0	0.0
390327	0.0	0.0
654506	33.0	21.0
84905	324.0	322.0
84911	555.0	275.0
390329	0.0	0.0
84910	2800.0	1457.0
84913	9430.0	5044.0
84912	821.0	525.0
113691	31.0	3.0
642538	0.0	0.0
113675	2514.0	742.0
84937	2937.0	2207.0
84936	1326.0	1268.0
84939	2538.0	1244.0
84938	1214.0	367.0
84944	23.0	18.0
57325	1701.0	648.0
57326	37153.0	18712.0
84946	1192.0	706.0
84945	2048.0	624.0
84940	8628.0	1842.0
389336	7.0	35.0
389337	417.0	107.0
84942	778.0	332.0
84941	188.0	369.0
642546	8.0	0.0
343930	1.0	0.0
84929	5.0	101.0
389333	207.0	270.0
84926	6315.0	3772.0
84925	1215.0	463.0
84928	2001.0	669.0
57336	478.0	267.0
84933	329.0	244.0
84932	3023.0	1197.0
57337	3230.0	1525.0
84935	2657.0	467.0
57338	31.0	51.0
84934	914.0	650.0
57332	421.0	289.0
57333	659.0	954.0
84931	0.0	1.0
84930	874.0	389.0
57335	640.0	274.0
103752554	0.0	0.0
103752555	7.0	0.0
642559	15.0	3.0
390352	8.0	1.0
390354	377.0	191.0
389362	1090.0	686.0
150677	1437.0	40.0
150678	1814.0	1372.0
377381	193.0	204.0
162655	321.0	148.0
390363	6.0	5.0
147040	3162.0	1732.0
343901	2.0	0.0
149699	0.0	4.0
150684	2066.0	1128.0
150681	0.0	0.0
159013	3106.0	1149.0
221504	6.0	2.0
103752581	1.0	0.0
389386	0.0	0.0
389383	2.0	10.0
389384	1.0	1.0
123041	23.0	17.0
162681	239.0	121.0
123036	4446.0	168.0
103752587	0.0	2.0
150696	4257.0	1876.0
103752588	7.0	37.0
103752589	1.0	6.0
103752583	0.0	0.0
103752584	62.0	100.0
103752585	3.0	0.0
103752586	9.0	3.0
390340	0.0	0.0
389376	16.0	40.0
221527	285.0	268.0
390394	0.0	5.0
149647	2.0	0.0
389396	0.0	0.0
123099	353.0	596.0
389395	1.0	1.0
123096	21859.0	19368.0
137682	1261.0	842.0
390378	0.0	0.0
221545	962.0	875.0
221547	11.0	4.0
147011	118.0	198.0
147007	1200.0	726.0
100996295	8.0	4.0
137695	1464.0	804.0
162632	7.0	0.0
149685	35.0	1.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	97.0	44.0
100996280	0.0	0.0
94240	593.0	273.0
94241	2028.0	2310.0
94236	0.0	0.0
94235	1.0	8.0
94234	656.0	847.0
94239	11530.0	4293.0
94233	3.0	21.0
390294	1.0	0.0
390297	0.0	0.0
390298	0.0	0.0
221584	46.0	31.0
150590	306.0	205.0
94274	116.0	691.0
94298	1.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	2.0	3.0
414766	44.0	7.0
414767	0.0	0.0
654434	863.0	588.0
400123	2.0	0.0
400121	0.0	0.0
57221	552.0	176.0
84838	4435.0	1826.0
400120	339.0	1.0
84837	372.0	284.0
84839	0.0	1.0
57226	4579.0	1605.0
