id	1ab1536f-cc6c-499c-b555-96c62327471d	1789335d-a47c-438f-baf3-09aa990bdf7e
23195	750.0	1352.0
23196	4835.0	4499.0
2532	867.0	6184.0
23197	1416.0	1628.0
2531	1620.0	1526.0
2530	507.0	778.0
23198	2212.0	1788.0
345829	3.0	9.0
646759	0.0	0.0
646758	1.0	0.0
2539	6186.0	3654.0
2538	2.0	1.0
23190	2529.0	2458.0
25903	769.0	873.0
25902	815.0	679.0
25904	1022.0	1202.0
100129866	1.0	0.0
25907	27.0	89.0
100130855	48.0	65.0
25906	996.0	776.0
25909	755.0	846.0
100127206	0.0	0.0
100129867	0.0	4.0
2551	578.0	946.0
2550	196.0	558.0
25901	2461.0	1920.0
25900	389.0	1015.0
2548	6291.0	4684.0
223075	0.0	0.0
2547	12044.0	14554.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	159.0	51.0
2542	985.0	807.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	1.0
2549	226.0	425.0
100874404	0.0	0.0
25914	88.0	269.0
100130848	0.0	0.0
25913	566.0	684.0
100129858	35.0	66.0
25915	6204.0	4444.0
25917	736.0	688.0
2562	1191.0	517.0
2561	17.0	7.0
2560	2.0	0.0
25912	9287.0	4970.0
25911	1208.0	841.0
2559	0.0	0.0
2558	2.0	7.0
2557	0.0	3.0
2556	0.0	0.0
2555	0.0	1.0
2554	0.0	0.0
2553	911.0	1699.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	2.0	16.0
2572	0.0	0.0
2571	6.0	8.0
2570	1.0	1.0
2569	0.0	1.0
2568	4.0	9.0
2567	1.0	34.0
2566	1.0	0.0
2565	4.0	6.0
2564	18.0	63.0
2563	548.0	76.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	157.0	195.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	3.0	0.0
100129836	2.0	1.0
100874410	0.0	0.0
286676	637.0	367.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	1016.0	1142.0
2583	10.0	65.0
2582	706.0	495.0
2581	751.0	837.0
2580	5291.0	4667.0
100874419	0.0	0.0
100874414	0.0	1.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	0.0	0.0
223082	610.0	752.0
100874417	2.0	5.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	3.0	24.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	1.0	0.0
2595	470.0	424.0
2593	2362.0	1559.0
100379300	0.0	0.0
2592	1332.0	1509.0
2591	1043.0	431.0
441389	1.0	2.0
2590	2492.0	1942.0
441386	7.0	38.0
127617	0.0	0.0
2589	1505.0	1863.0
2588	808.0	699.0
2587	1.0	2.0
441391	3.0	3.0
284018	483.0	343.0
2585	842.0	395.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	175.0	154.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	1.0	4.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	0.0	0.0
100874430	0.0	0.0
100129813	0.0	2.0
441377	1.0	3.0
441376	4.0	19.0
441381	1.0	0.0
127602	114.0	62.0
2597	105316.0	74447.0
2596	8.0	11.0
100874436	0.0	0.0
284004	885.0	2073.0
100874435	0.0	0.0
100874434	3.0	4.0
100874433	0.0	0.0
284001	725.0	1418.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	0.0	1.0
100874464	0.0	1.0
100874462	0.0	0.0
100129801	1.0	1.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	0.0	2.0
100874466	0.0	6.0
100874450	0.0	0.0
50937	643.0	1054.0
100874454	0.0	0.0
50939	1.0	19.0
100874453	0.0	0.0
100874452	0.0	1.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	0.0
50940	98.0	56.0
100874455	2.0	1.0
50943	70.0	537.0
50945	1.0	13.0
50944	2.0	9.0
100874459	0.0	0.0
23328	1824.0	1062.0
23329	168.0	82.0
84281	279.0	181.0
84280	588.0	593.0
644076	0.0	0.0
11340	427.0	950.0
644079	0.0	2.0
25983	954.0	1436.0
127665	0.0	0.0
23321	3017.0	2496.0
115677	257.0	420.0
644070	0.0	0.0
23322	146.0	137.0
25984	2.0	0.0
23324	3810.0	3180.0
25987	984.0	1836.0
23325	481.0	1001.0
23326	5262.0	5396.0
25989	1166.0	1391.0
23327	1179.0	1436.0
25988	671.0	849.0
25981	124.0	414.0
25980	1714.0	1699.0
11342	1753.0	1374.0
84287	1003.0	1129.0
84286	1592.0	1561.0
11341	0.0	3.0
284058	977.0	1527.0
84289	931.0	1236.0
11344	2707.0	4275.0
11343	1086.0	1105.0
84288	390.0	271.0
84283	223.0	319.0
11346	2248.0	2749.0
11345	5088.0	4509.0
84282	1292.0	1221.0
84285	793.0	942.0
84284	1295.0	1227.0
23339	3009.0	2900.0
84270	902.0	651.0
23331	1014.0	950.0
25994	2144.0	1360.0
23332	1012.0	1132.0
25996	1021.0	1002.0
23333	350.0	489.0
23334	1286.0	1523.0
25998	1313.0	1158.0
23335	785.0	671.0
23336	568.0	655.0
441332	0.0	0.0
644082	1.0	1.0
23338	3024.0	3033.0
25999	119.0	674.0
441331	0.0	0.0
84279	1402.0	1101.0
25992	815.0	1064.0
84276	1347.0	917.0
84275	382.0	380.0
284047	6.0	1.0
84278	48.0	68.0
84277	1468.0	1116.0
84272	1564.0	1969.0
84271	3435.0	4359.0
84274	1416.0	1328.0
84273	990.0	1220.0
23306	295.0	449.0
23307	1927.0	2040.0
284040	7.0	14.0
23308	42.0	120.0
23309	1247.0	1478.0
25961	49.0	89.0
25960	444.0	585.0
25963	2687.0	2164.0
23300	1536.0	1736.0
23301	485.0	590.0
25962	1047.0	1564.0
23302	174.0	174.0
23303	1924.0	1240.0
644096	1090.0	1153.0
23304	1265.0	1446.0
25966	690.0	964.0
23305	17.0	154.0
644094	0.0	1.0
11328	2327.0	1581.0
11329	811.0	1918.0
11320	850.0	1271.0
137012	0.0	0.0
113000	1060.0	1473.0
11322	2204.0	5311.0
11321	1214.0	1270.0
284034	0.0	0.0
11326	1767.0	625.0
11325	2525.0	3301.0
23317	1300.0	1307.0
84290	7.0	0.0
25979	2436.0	1298.0
23318	265.0	686.0
84292	450.0	684.0
25972	1522.0	1337.0
23310	752.0	629.0
441359	0.0	0.0
25974	351.0	323.0
23312	335.0	371.0
25973	120.0	231.0
23313	2765.0	5045.0
25976	540.0	942.0
23314	39.0	34.0
25975	125.0	6.0
441355	0.0	1.0
25978	2077.0	1422.0
23315	771.0	933.0
25977	892.0	694.0
23316	181.0	39.0
11339	19.0	85.0
11338	4906.0	6699.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	7.0
115650	144.0	3069.0
127623	0.0	0.0
25970	2378.0	3115.0
284029	289.0	437.0
115653	3.0	0.0
84298	759.0	991.0
11331	8077.0	9429.0
11330	2.0	4.0
11333	5738.0	6228.0
152641	34.0	44.0
11332	918.0	1359.0
84299	3788.0	2279.0
11335	2656.0	4816.0
84294	310.0	443.0
11334	1871.0	1868.0
84293	3890.0	2252.0
84296	27.0	70.0
11337	5255.0	3497.0
284021	144.0	385.0
84295	441.0	806.0
11336	2956.0	3144.0
25946	3739.0	2849.0
25949	3047.0	3574.0
25948	1010.0	1074.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	4.0	7.0
25941	1906.0	1960.0
25940	1437.0	1190.0
100130892	16.0	28.0
25943	767.0	400.0
25942	1814.0	2461.0
100130890	104.0	81.0
25945	334.0	514.0
11309	1905.0	2993.0
284099	0.0	2.0
284098	136.0	165.0
25957	1087.0	2551.0
140609	572.0	926.0
25959	2097.0	1841.0
100130889	0.0	13.0
100130887	35.0	55.0
25950	144.0	202.0
25953	5596.0	4416.0
25956	42.0	445.0
11317	1.0	1.0
11316	14385.0	10909.0
11319	809.0	777.0
11318	4.0	68.0
100379378	0.0	0.0
11311	1509.0	1416.0
11313	2485.0	3103.0
140603	0.0	0.0
11315	15373.0	13334.0
284086	633.0	740.0
11314	391.0	886.0
25925	101.0	259.0
284085	2.0	2.0
25924	34.0	151.0
25927	207.0	443.0
284083	0.0	2.0
100130879	1.0	0.0
25926	970.0	1340.0
139628	1.0	0.0
25929	405.0	594.0
25928	3.0	24.0
441328	0.0	0.0
127687	3085.0	1747.0
100130873	0.0	1.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	2.0
441324	0.0	0.0
25921	3924.0	3269.0
441323	0.0	0.0
25920	3750.0	4531.0
25923	2909.0	2635.0
140612	119.0	166.0
100129880	0.0	0.0
284076	1.0	13.0
100129882	7.0	14.0
25936	576.0	900.0
25938	343.0	343.0
25937	1053.0	1163.0
284071	3.0	3.0
100130866	0.0	0.0
25939	3488.0	6503.0
113026	673.0	375.0
441317	0.0	0.0
441315	0.0	0.0
25930	3373.0	2339.0
441314	0.0	0.0
441313	0.0	0.0
25932	1538.0	2308.0
127671	0.0	0.0
25934	906.0	604.0
127670	0.0	4.0
284069	29.0	103.0
140623	16.0	59.0
140625	0.0	0.0
284067	0.0	1.0
100129871	0.0	0.0
140628	752.0	20.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	0.0
406983	1.0	1.0
406986	0.0	0.0
406985	0.0	0.0
406988	0.0	0.0
406987	0.0	0.0
23287	287.0	366.0
23288	1289.0	1148.0
406980	0.0	0.0
84206	21.0	50.0
23281	284.0	9.0
84203	1.0	4.0
23283	936.0	1385.0
23284	1.0	11.0
140596	0.0	0.0
23285	63.0	56.0
152579	436.0	458.0
140597	11.0	904.0
23286	2415.0	1302.0
152578	1.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	63.0	55.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	620.0	1121.0
201725	198.0	307.0
23291	1111.0	1173.0
23293	382.0	302.0
23294	1076.0	938.0
23295	3538.0	2692.0
406968	0.0	2.0
406967	0.0	0.0
646658	27.0	13.0
152586	0.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	0.0	1.0
406962	0.0	1.0
646672	3.0	6.0
11280	5.0	20.0
406961	0.0	0.0
11283	0.0	0.0
406964	0.0	0.0
11282	3623.0	3004.0
406963	0.0	0.0
644016	2.0	1.0
11285	1949.0	1715.0
406966	0.0	0.0
11284	2063.0	1757.0
406965	0.0	1.0
23265	1724.0	1536.0
23266	1047.0	1156.0
23268	352.0	437.0
23269	680.0	1066.0
84229	1.0	11.0
164592	6.0	7.0
59269	552.0	670.0
84225	211.0	194.0
23261	2007.0	1598.0
84224	143.0	175.0
23262	422.0	721.0
23263	1109.0	723.0
23264	4213.0	4143.0
84226	60.0	42.0
84221	501.0	682.0
406957	0.0	0.0
84220	0.0	0.0
406956	1.0	0.0
84223	296.0	384.0
406959	0.0	0.0
406958	0.0	0.0
84222	141.0	200.0
646685	0.0	0.0
644022	0.0	1.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	4.0	15.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	522.0	591.0
23277	2745.0	2524.0
23279	690.0	972.0
59277	205.0	230.0
59272	160.0	77.0
59271	611.0	1016.0
59274	633.0	1044.0
84218	0.0	0.0
84217	332.0	176.0
23270	631.0	690.0
23271	953.0	693.0
84219	1105.0	1052.0
23272	1301.0	1875.0
23274	1119.0	1214.0
84216	137.0	89.0
84215	29.0	48.0
23275	1097.0	1178.0
406946	0.0	0.0
84210	0.0	0.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	1.0
11261	5328.0	2949.0
644037	0.0	12.0
11260	2044.0	1628.0
646698	1.0	2.0
11262	405.0	1960.0
23243	803.0	953.0
23244	2385.0	2904.0
59286	8019.0	8443.0
23245	148.0	101.0
23246	2355.0	3071.0
23247	921.0	856.0
59283	4.0	3.0
23248	1723.0	1573.0
644030	0.0	1.0
59285	9.0	19.0
59284	0.0	0.0
84247	643.0	810.0
23240	495.0	2603.0
84246	787.0	1138.0
84249	3.0	5.0
23241	2420.0	2498.0
23242	783.0	596.0
84248	2318.0	1943.0
84243	2170.0	2306.0
11264	1880.0	1533.0
84245	395.0	619.0
11267	3316.0	3465.0
11266	380.0	669.0
11269	903.0	942.0
84240	363.0	643.0
11270	378.0	1000.0
644042	1.0	1.0
11272	13.0	15.0
11274	202.0	118.0
11273	2737.0	2924.0
23254	321.0	247.0
23255	15.0	35.0
23256	2046.0	1744.0
23258	1044.0	1089.0
23259	590.0	803.0
644041	0.0	0.0
84239	708.0	740.0
23250	1529.0	956.0
84236	1075.0	1029.0
23251	24.0	26.0
23252	173.0	216.0
140564	230.0	762.0
23253	708.0	1298.0
84232	6060.0	6684.0
11276	1291.0	2183.0
11275	921.0	547.0
84231	3137.0	2351.0
49861	0.0	0.0
11278	114.0	684.0
49860	0.0	1.0
84233	764.0	695.0
11277	0.0	0.0
11279	79.0	99.0
84230	456.0	875.0
23229	626.0	583.0
49856	932.0	1212.0
644054	0.0	0.0
49855	679.0	490.0
644059	0.0	0.0
49854	255.0	358.0
11240	154.0	257.0
23221	5525.0	2786.0
25884	30.0	31.0
23223	2030.0	1366.0
25886	161.0	382.0
23224	3599.0	4126.0
25885	1127.0	1147.0
23225	1610.0	4593.0
25888	233.0	327.0
23228	276.0	848.0
644050	8.0	12.0
201780	0.0	8.0
84269	2457.0	1590.0
152559	134.0	172.0
25880	447.0	552.0
84268	933.0	931.0
23220	4246.0	2048.0
140576	4316.0	2462.0
84265	1341.0	1945.0
11243	1955.0	1907.0
139599	2.0	6.0
84264	559.0	489.0
140578	21.0	59.0
84267	558.0	552.0
11245	172.0	363.0
84266	4699.0	4197.0
11244	953.0	866.0
84261	570.0	552.0
11247	41.0	48.0
139596	382.0	381.0
84260	536.0	625.0
84263	1377.0	1376.0
11249	0.0	0.0
84262	1247.0	1545.0
11248	142.0	168.0
345557	4.0	199.0
406993	0.0	0.0
406992	0.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	0.0	2.0
406997	0.0	0.0
406996	0.0	0.0
11252	3361.0	3479.0
406999	0.0	0.0
11251	2.0	12.0
406998	0.0	0.0
23232	168.0	149.0
25895	559.0	363.0
23233	884.0	412.0
25894	151.0	335.0
25897	590.0	1225.0
23234	278.0	514.0
25896	611.0	550.0
23235	1063.0	1146.0
23236	54.0	107.0
25898	627.0	700.0
23237	42.0	13.0
644063	6.0	11.0
406991	0.0	0.0
23239	385.0	515.0
406990	0.0	0.0
25891	354.0	268.0
84258	0.0	12.0
25890	71.0	1380.0
25893	166.0	66.0
23230	421.0	581.0
23231	4552.0	7019.0
84259	588.0	739.0
84254	1029.0	655.0
11254	90.0	21.0
84253	239.0	272.0
11253	3842.0	3719.0
406989	0.0	0.0
84256	1715.0	1768.0
11255	0.0	0.0
84255	700.0	638.0
84250	118.0	188.0
11258	3650.0	3349.0
11257	1822.0	886.0
84251	146.0	116.0
11259	252.0	519.0
100874483	0.0	0.0
100874482	1.0	1.0
100874480	0.0	1.0
406900	0.0	1.0
100874484	1.0	3.0
201799	97.0	433.0
201798	23.0	5.0
50831	0.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	5.0	13.0
50835	0.0	0.0
50834	0.0	1.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	1.0	3.0
102465138	0.0	0.0
50839	1.0	0.0
100874470	0.0	0.0
102465137	0.0	1.0
50838	0.0	0.0
102465136	1.0	0.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	1.0
50840	14.0	45.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	31.0	26.0
100499183	20.0	22.0
50848	4203.0	4160.0
2601	5.0	6.0
100499177	532.0	725.0
102465141	0.0	0.0
50853	317.0	607.0
2609	0.0	1.0
102465140	0.0	0.0
50852	58.0	284.0
50855	251.0	358.0
50854	8145.0	7462.0
100499171	0.0	0.0
50856	72.0	225.0
50859	6.0	3.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	1.0
100874498	0.0	0.0
646600	0.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	44.0	835.0
2613	1.0	3.0
2611	8.0	8.0
50862	1036.0	1139.0
50861	9585.0	5616.0
2619	62.0	351.0
50863	45.0	13.0
100874499	0.0	0.0
2618	1184.0	1645.0
50865	5778.0	4099.0
2617	3860.0	3273.0
2616	691.0	567.0
2615	1031.0	755.0
406940	2.0	1.0
406942	0.0	3.0
646612	10.0	31.0
406941	0.0	0.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	368.0	1045.0
2624	204.0	197.0
2623	0.0	0.0
2622	1476.0	950.0
2621	9315.0	8919.0
2620	9.0	14.0
406935	0.0	0.0
406934	0.0	0.0
646603	4.0	0.0
406937	0.0	0.0
406936	0.0	0.0
2629	2432.0	1561.0
406939	0.0	0.0
646609	0.0	0.0
2628	1411.0	1142.0
406938	0.0	0.0
2627	127.0	247.0
2626	0.0	17.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	2.0
406932	0.0	0.0
646620	0.0	2.0
2636	0.0	0.0
2635	1220.0	1200.0
2634	8817.0	7646.0
2633	3506.0	3830.0
2632	697.0	593.0
2631	2746.0	1863.0
2630	41.0	86.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	1.0	4.0
406928	0.0	0.0
2639	1446.0	1521.0
406927	0.0	0.0
646619	0.0	9.0
2638	0.0	1.0
2637	3.0	0.0
406929	1.0	1.0
646630	0.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1518.0	935.0
2647	2615.0	2888.0
2646	1.0	5.0
2645	3.0	33.0
2644	479.0	382.0
2643	317.0	554.0
2642	5.0	33.0
2641	1.0	0.0
406913	1.0	3.0
646627	1.0	17.0
406912	0.0	0.0
646625	0.0	6.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	228.0	246.0
406919	0.0	0.0
2648	1043.0	2230.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	0.0
406911	0.0	0.0
406910	0.0	0.0
2661	19.0	20.0
2660	2.0	4.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	496.0	321.0
2652	0.0	0.0
2651	124.0	232.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	0.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	10.0	7.0
2672	131.0	265.0
106144578	0.0	0.0
2671	1041.0	1211.0
2670	16.0	26.0
106144575	0.0	0.0
2669	78.0	299.0
2668	1.0	0.0
2667	0.0	1.0
100874529	0.0	3.0
2665	7205.0	9717.0
2664	5567.0	5266.0
2662	12.0	212.0
100874524	4.0	9.0
100874523	0.0	2.0
100129743	0.0	0.0
100874522	0.0	0.0
100874528	0.0	0.0
100129738	1.0	5.0
100129739	0.0	3.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	5043.0	4679.0
106144568	0.0	0.0
2681	499.0	880.0
2679	15.0	7.0
2678	1544.0	899.0
100874519	0.0	0.0
2677	1061.0	1249.0
100874518	0.0	0.0
2676	3.0	10.0
2675	165.0	1722.0
2674	16.0	676.0
2673	3978.0	2138.0
101056700	0.0	0.0
100874512	0.0	0.0
100874511	0.0	0.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	0.0	0.0
100130718	1.0	3.0
100874515	0.0	0.0
100130717	45.0	25.0
100874514	0.0	0.0
100129727	1.0	0.0
100129726	9.0	10.0
100129723	0.0	0.0
100129722	17.0	41.0
2694	0.0	0.0
2693	0.0	0.0
2692	0.0	4.0
2691	0.0	0.0
2690	49.0	100.0
2689	0.0	0.0
2688	5.0	4.0
2687	3983.0	7394.0
2686	1186.0	1303.0
100130708	0.0	0.0
100129716	25.0	28.0
106144540	0.0	0.0
100874531	1.0	1.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	0.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	0.0	0.0
106144538	7.0	6.0
2697	1655.0	3429.0
106144539	0.0	0.0
2696	51.0	106.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	1.0	0.0
284131	891.0	775.0
115509	413.0	504.0
259197	56.0	475.0
284129	1054.0	867.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	8.0	11.0
106144595	0.0	1.0
286749	7.0	7.0
106144598	0.0	0.0
106144599	0.0	2.0
284119	7098.0	9809.0
284116	1.0	0.0
284114	601.0	742.0
284111	7.0	76.0
284110	30.0	39.0
259173	1322.0	1486.0
106144584	1.0	1.0
286753	4.0	5.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	3462.0	2149.0
284100	4.0	10.0
284184	1688.0	1439.0
127544	1683.0	1321.0
23443	720.0	481.0
115557	120.0	332.0
127540	0.0	0.0
23446	5578.0	3692.0
115560	63.0	87.0
23440	0.0	0.0
127534	0.0	0.0
139538	0.0	0.0
23452	569.0	421.0
441459	1.0	0.0
441457	6.0	9.0
23456	308.0	524.0
115548	887.0	551.0
23457	177.0	314.0
441452	0.0	0.0
441461	86.0	38.0
152503	911.0	718.0
23450	4339.0	5262.0
23451	3980.0	6062.0
139542	0.0	0.0
284167	100.0	117.0
23428	1211.0	1132.0
284161	104.0	66.0
23429	862.0	1195.0
100130799	0.0	1.0
23420	2106.0	1057.0
23421	151.0	432.0
23423	9636.0	5515.0
23424	517.0	639.0
23426	102.0	101.0
152519	33.0	48.0
152518	182.0	244.0
441490	0.0	0.0
23438	1032.0	1166.0
23439	1.0	0.0
100130786	0.0	4.0
23430	2.0	39.0
100130785	0.0	0.0
23431	238.0	331.0
23432	92.0	110.0
23433	2762.0	1400.0
441478	130.0	35.0
23434	0.0	1.0
23435	3304.0	4265.0
441476	3.0	20.0
23436	0.0	0.0
441484	0.0	1.0
441481	18.0	26.0
140545	52.0	61.0
100129795	0.0	2.0
139562	0.0	0.0
100129792	48.0	158.0
100129794	160.0	111.0
100129793	0.0	0.0
23405	795.0	1196.0
23406	11264.0	26328.0
23408	874.0	721.0
23409	73.0	81.0
100130776	113.0	127.0
100130775	1.0	12.0
441425	0.0	0.0
23400	2774.0	2558.0
100130771	8.0	8.0
23401	519.0	824.0
23403	699.0	1325.0
441420	0.0	0.0
23404	506.0	852.0
127579	16.0	51.0
100129784	2.0	0.0
100129781	7.0	16.0
100129782	0.0	0.0
23416	120.0	327.0
23417	698.0	675.0
23418	11.0	10.0
100129777	0.0	0.0
441416	1.0	0.0
23410	751.0	1071.0
23411	337.0	470.0
23412	778.0	1411.0
23413	1857.0	2030.0
441410	0.0	0.0
23414	15.0	161.0
23415	6.0	12.0
100129772	0.0	0.0
100130758	5.0	4.0
100130756	1.0	1.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	1.0
115584	2.0	16.0
379024	0.0	0.0
379025	672.0	1517.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	2.0
100874504	0.0	0.0
100874503	1.0	1.0
284196	0.0	0.0
284194	1.0	10.0
139516	0.0	0.0
100129755	0.0	0.0
100130742	6.0	13.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	0.0	0.0
441432	0.0	0.0
441430	0.0	0.0
115572	721.0	201.0
379011	0.0	0.0
379012	0.0	0.0
379013	0.0	2.0
284186	10.0	9.0
284185	65.0	25.0
646531	17.0	12.0
100463285	1.0	2.0
84328	602.0	506.0
84327	914.0	630.0
84329	317.0	1527.0
84324	115.0	140.0
84326	2064.0	2458.0
84320	1270.0	1221.0
100500797	0.0	0.0
646527	6.0	27.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	1.0	0.0
84322	0.0	0.0
84321	356.0	316.0
100499227	47.0	12.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	5.0	26.0
127495	203.0	23.0
84309	3493.0	2194.0
84317	2102.0	2168.0
84316	4336.0	3432.0
84319	450.0	548.0
84318	150.0	276.0
84313	1987.0	2159.0
84312	200.0	226.0
84315	1018.0	705.0
84314	695.0	585.0
646538	0.0	2.0
343069	0.0	3.0
84311	1377.0	1375.0
84310	8946.0	6033.0
343068	0.0	0.0
343066	0.0	0.0
100996939	134.0	197.0
23386	2867.0	3306.0
23387	1890.0	1641.0
23389	880.0	1300.0
441400	2.0	5.0
100996930	3.0	2.0
201853	3.0	1.0
23380	397.0	811.0
23381	4622.0	3875.0
23382	1573.0	1220.0
23383	1249.0	1541.0
23384	2240.0	2147.0
23385	3599.0	2932.0
106866914	0.0	0.0
84342	924.0	953.0
106866913	0.0	0.0
84343	457.0	556.0
60370	667.0	380.0
84340	695.0	582.0
106866915	0.0	0.0
646567	0.0	3.0
100996928	3.0	2.0
23397	64.0	322.0
23398	390.0	780.0
23399	5402.0	6682.0
23390	347.0	595.0
23392	4152.0	3191.0
84335	2868.0	2113.0
23394	1744.0	2485.0
84334	1235.0	1153.0
23395	775.0	660.0
84337	3022.0	2937.0
84336	2345.0	2231.0
23396	2906.0	2046.0
60386	255.0	426.0
84331	2795.0	1826.0
60385	5.0	27.0
84330	822.0	952.0
84333	1394.0	1860.0
84332	0.0	2.0
152485	446.0	469.0
646575	0.0	0.0
646572	10.0	7.0
343045	0.0	0.0
646577	0.0	0.0
646576	3.0	7.0
23365	2946.0	2461.0
23366	77.0	76.0
23367	7901.0	4895.0
23368	3330.0	2387.0
23369	2808.0	4065.0
23360	814.0	1531.0
23361	1274.0	1163.0
140432	0.0	0.0
23362	960.0	233.0
23363	5658.0	5276.0
84364	4504.0	5421.0
84366	16.0	0.0
84365	791.0	1266.0
343035	0.0	1.0
139452	3.0	3.0
646583	0.0	1.0
23376	835.0	810.0
23378	1206.0	1127.0
23379	678.0	1001.0
646581	0.0	1.0
23370	198.0	296.0
23371	3555.0	3422.0
23373	1017.0	1239.0
100499261	0.0	1.0
646597	0.0	0.0
646595	1.0	0.0
100499258	0.0	0.0
23344	4932.0	4682.0
23345	1319.0	3254.0
201895	4257.0	4389.0
23347	598.0	1443.0
646592	0.0	0.0
23348	1627.0	1150.0
23349	0.0	94.0
140453	0.0	0.0
23341	539.0	689.0
140456	0.0	1.0
140458	0.0	0.0
100499252	0.0	0.0
140459	1032.0	1207.0
100499251	0.0	0.0
23353	1874.0	1861.0
23354	456.0	924.0
23355	874.0	965.0
23357	732.0	713.0
23358	694.0	1836.0
23359	9.0	143.0
140460	363.0	495.0
140461	1040.0	1288.0
140462	240.0	67.0
23350	1184.0	1899.0
140464	0.0	0.0
23351	1056.0	1340.0
140465	3497.0	2789.0
23352	3949.0	3099.0
140467	4384.0	3388.0
140468	0.0	0.0
140469	111.0	72.0
84376	1000.0	1328.0
