id	b9e52e4e-4f2b-446d-8065-b399f9fec644	4ae6d828-f8b3-4c8b-8d6a-575ef51e329b
100129801	1.0	0.0
100874469	1.0	0.0
100874468	0.0	0.0
100874467	1.0	0.0
100874466	3.0	1.0
100874450	0.0	0.0
50937	7135.0	448.0
100874454	0.0	0.0
50939	23.0	27.0
100874453	0.0	0.0
100874452	2.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	1.0	2.0
50940	429.0	44.0
100874455	3.0	2.0
50943	86.0	108.0
50945	242.0	0.0
50944	45.0	23.0
100874459	0.0	0.0
23328	13712.0	5039.0
23329	356.0	167.0
84281	328.0	137.0
84280	1392.0	1669.0
644076	0.0	0.0
11340	1259.0	1292.0
644079	0.0	1.0
25983	2186.0	1623.0
127665	5.0	0.0
23321	11529.0	3648.0
115677	385.0	366.0
644070	0.0	0.0
23322	751.0	543.0
25984	1.0	3.0
23324	7196.0	4771.0
25987	4520.0	4351.0
23325	2925.0	2082.0
23326	16147.0	10120.0
25989	2799.0	3383.0
23327	5872.0	5124.0
25988	1439.0	1314.0
25981	902.0	815.0
25980	3440.0	2590.0
11342	6205.0	4286.0
84287	1819.0	2636.0
84286	2437.0	1540.0
11341	15.0	3.0
284058	5842.0	3113.0
84289	3246.0	2183.0
11344	2426.0	3042.0
11343	2425.0	2407.0
84288	1861.0	697.0
84283	355.0	1605.0
11346	5512.0	11100.0
11345	8597.0	6829.0
84282	2066.0	1664.0
84285	1757.0	1705.0
84284	3517.0	1977.0
23339	8058.0	5248.0
84270	1293.0	1522.0
23331	3632.0	1612.0
25994	4124.0	2746.0
23332	5950.0	3564.0
25996	2049.0	2846.0
23333	1080.0	2960.0
23334	4856.0	2867.0
25998	4792.0	2388.0
23335	2737.0	1263.0
23336	2375.0	379.0
441332	0.0	0.0
644082	2.0	0.0
23338	6525.0	4103.0
25999	380.0	1994.0
441331	0.0	0.0
84279	1799.0	637.0
25992	7368.0	1412.0
84276	3430.0	1882.0
84275	1002.0	237.0
284047	9.0	4.0
84278	296.0	120.0
84277	2266.0	1625.0
84272	5044.0	3476.0
84271	10009.0	6704.0
84274	2587.0	1493.0
84273	1744.0	1396.0
23306	1252.0	1019.0
23307	3581.0	2653.0
284040	63.0	103.0
23308	16.0	24.0
23309	4225.0	4088.0
25961	217.0	116.0
25960	2330.0	792.0
25963	8090.0	8122.0
23300	6072.0	3520.0
23301	2776.0	2512.0
25962	3866.0	2425.0
23302	296.0	311.0
23303	5256.0	4850.0
644096	1187.0	821.0
23304	5230.0	2949.0
25966	1606.0	992.0
23305	123.0	7.0
644094	0.0	0.0
11328	6600.0	5514.0
11329	1876.0	3216.0
11320	1753.0	2049.0
137012	1.0	6.0
113000	1250.0	964.0
11322	725.0	6736.0
11321	2345.0	2217.0
284034	3.0	1.0
11326	205.0	771.0
11325	9751.0	7178.0
23317	5179.0	2409.0
84290	15.0	7.0
25979	2999.0	1861.0
23318	4477.0	2509.0
84292	749.0	433.0
25972	3745.0	3032.0
23310	1896.0	930.0
441359	0.0	0.0
25974	804.0	382.0
23312	1479.0	1147.0
25973	513.0	278.0
23313	3269.0	2530.0
25976	1709.0	6486.0
23314	193.0	128.0
25975	4.0	127.0
441355	2.0	1.0
25978	5277.0	3827.0
23315	3405.0	1774.0
25977	2948.0	1910.0
23316	486.0	4.0
11339	25.0	14.0
11338	10515.0	8110.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	2.0
115650	0.0	29.0
127623	1.0	1.0
25970	7851.0	5207.0
284029	204.0	241.0
115653	0.0	0.0
84298	1571.0	1096.0
11331	11417.0	9581.0
11330	5.0	9.0
11333	8492.0	5674.0
152641	200.0	41.0
11332	385.0	1461.0
84299	3246.0	2501.0
11335	7070.0	8892.0
84294	1881.0	809.0
11334	3192.0	2427.0
84293	8675.0	3951.0
84296	200.0	114.0
11337	6926.0	5626.0
284021	30.0	219.0
84295	2059.0	1216.0
11336	4868.0	3841.0
25946	6477.0	5105.0
25949	5820.0	5282.0
25948	2764.0	3849.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	6.0	34.0
25941	4151.0	4212.0
25940	4039.0	2479.0
100130892	10.0	17.0
25943	3372.0	2052.0
25942	8529.0	4460.0
100130890	173.0	119.0
25945	4145.0	1449.0
11309	1932.0	1382.0
284099	4.0	1.0
284098	658.0	466.0
25957	9840.0	9570.0
140609	3269.0	2601.0
25959	8641.0	10265.0
100130889	1.0	0.0
100130887	155.0	61.0
25950	444.0	475.0
25953	8615.0	6645.0
25956	501.0	547.0
11317	2.0	1.0
11316	10267.0	7704.0
11319	2183.0	2075.0
11318	96.0	7.0
100379378	0.0	0.0
11311	3518.0	2279.0
11313	4182.0	7489.0
140603	10.0	7.0
11315	20478.0	11478.0
284086	1575.0	1158.0
11314	82.0	336.0
25925	1308.0	309.0
284085	0.0	5.0
25924	330.0	203.0
25927	368.0	212.0
284083	9.0	4.0
100130879	2.0	0.0
25926	2605.0	1865.0
139628	0.0	0.0
25929	1904.0	1232.0
25928	181.0	9.0
441328	0.0	0.0
127687	2334.0	2221.0
100130873	2.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	9.0	0.0
441324	0.0	0.0
25921	9407.0	7954.0
441323	0.0	0.0
25920	5003.0	4527.0
25923	6715.0	4160.0
140612	799.0	533.0
100129880	0.0	0.0
284076	17.0	0.0
100129882	3.0	6.0
25936	1573.0	953.0
25938	1527.0	1022.0
25937	5730.0	2273.0
284071	32.0	9.0
100130866	0.0	0.0
25939	2873.0	3716.0
113026	1036.0	9427.0
441317	0.0	0.0
441315	0.0	0.0
25930	6126.0	4454.0
441314	0.0	0.0
441313	0.0	0.0
25932	3407.0	3244.0
127671	0.0	0.0
25934	1509.0	1111.0
127670	6.0	3.0
284069	337.0	462.0
140623	10.0	16.0
140625	0.0	0.0
284067	2.0	2.0
100129871	0.0	0.0
140628	44.0	53.0
406982	0.0	0.0
406981	0.0	0.0
406984	2.0	5.0
406983	10.0	10.0
406986	0.0	1.0
406985	3.0	1.0
406988	0.0	0.0
406987	0.0	0.0
23287	1025.0	779.0
23288	4468.0	1837.0
406980	0.0	0.0
84206	133.0	80.0
23281	63.0	25.0
84203	4.0	3.0
23283	3209.0	1654.0
23284	45.0	182.0
140596	0.0	0.0
23285	679.0	442.0
152579	1173.0	710.0
140597	5918.0	1997.0
23286	7007.0	4412.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	125.0	354.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	1.0
23299	3228.0	2275.0
201725	686.0	334.0
23291	3975.0	2939.0
23293	2895.0	1467.0
23294	4326.0	2119.0
23295	8463.0	7563.0
406968	3.0	0.0
406967	0.0	0.0
646658	5.0	239.0
152586	0.0	0.0
406969	2.0	0.0
406960	0.0	0.0
11281	4.0	3.0
406962	24.0	14.0
646672	3.0	0.0
11280	38.0	25.0
406961	0.0	1.0
11283	1.0	1.0
406964	0.0	0.0
11282	6733.0	12268.0
406963	0.0	0.0
644016	3.0	1.0
11285	2795.0	2244.0
406966	0.0	0.0
11284	2149.0	2588.0
406965	0.0	0.0
23265	6468.0	4633.0
23266	10174.0	4009.0
23268	2661.0	1374.0
23269	4442.0	2101.0
84229	20.0	2.0
164592	25.0	7.0
59269	2278.0	1247.0
84225	103.0	296.0
23261	2280.0	2467.0
84224	503.0	204.0
23262	2933.0	1868.0
23263	2408.0	1771.0
23264	19723.0	9404.0
84226	160.0	169.0
84221	514.0	535.0
406957	0.0	0.0
84220	0.0	0.0
406956	1.0	3.0
84223	1227.0	345.0
406959	0.0	0.0
406958	0.0	0.0
84222	164.0	172.0
646685	0.0	0.0
644022	3.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	6.0	5.0
406952	0.0	0.0
406955	0.0	0.0
406954	1.0	4.0
23276	2436.0	1802.0
23277	5028.0	2452.0
23279	4622.0	2298.0
59277	1176.0	1228.0
59272	233.0	110.0
59271	988.0	1317.0
59274	930.0	1155.0
84218	0.0	3.0
84217	556.0	243.0
23270	4366.0	2354.0
23271	4742.0	2657.0
84219	1337.0	1089.0
23272	6344.0	3931.0
23274	2901.0	4877.0
84216	357.0	861.0
84215	127.0	9.0
23275	3832.0	2731.0
406946	0.0	0.0
84210	8.0	0.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	8101.0	8356.0
644037	11.0	14.0
11260	6004.0	2899.0
646698	1.0	0.0
11262	38.0	56.0
23243	4541.0	3505.0
23244	8779.0	6206.0
59286	9034.0	7841.0
23245	270.0	364.0
23246	4002.0	2487.0
23247	7233.0	2059.0
59283	6.0	16.0
23248	6437.0	3707.0
644030	0.0	0.0
59285	0.0	0.0
59284	1.0	1.0
84247	4196.0	1768.0
23240	728.0	1578.0
84246	1238.0	1025.0
84249	13.0	206.0
23241	4740.0	4263.0
23242	3763.0	2111.0
84248	4015.0	3189.0
84243	3961.0	3356.0
11264	5089.0	1618.0
84245	2167.0	1343.0
11267	4302.0	3131.0
11266	952.0	749.0
11269	1530.0	1397.0
84240	1393.0	1198.0
11270	688.0	657.0
644042	0.0	0.0
11272	74.0	71.0
11274	524.0	354.0
11273	6262.0	5590.0
23254	1924.0	1256.0
23255	149.0	57.0
23256	4500.0	3188.0
23258	3876.0	2837.0
23259	3276.0	2011.0
644041	0.0	0.0
84239	7179.0	8292.0
23250	7237.0	12086.0
84236	2487.0	1767.0
23251	96.0	68.0
23252	1528.0	1321.0
140564	142.0	89.0
23253	5213.0	1983.0
84232	8039.0	7858.0
11276	4500.0	3239.0
11275	1595.0	2284.0
84231	4302.0	3830.0
49861	26.0	11.0
11278	543.0	802.0
49860	0.0	1.0
84233	1031.0	717.0
11277	0.0	0.0
11279	530.0	677.0
84230	602.0	686.0
23229	2430.0	1233.0
49856	1447.0	1575.0
644054	0.0	0.0
49855	2564.0	1607.0
644059	0.0	0.0
49854	2028.0	717.0
11240	28.0	267.0
23221	6385.0	4699.0
25884	6.0	38.0
23223	2242.0	2179.0
25886	139.0	244.0
23224	28514.0	11990.0
25885	3319.0	1938.0
23225	2538.0	1377.0
25888	1028.0	556.0
23228	479.0	220.0
644050	1.0	0.0
201780	18.0	19.0
84269	1938.0	1380.0
152559	806.0	400.0
25880	965.0	573.0
84268	1699.0	1673.0
23220	3867.0	33349.0
140576	3848.0	9740.0
84265	3327.0	1842.0
11243	2381.0	2340.0
139599	5.0	15.0
84264	81.0	236.0
140578	102.0	37.0
84267	2400.0	1515.0
11245	442.0	607.0
84266	4196.0	2687.0
11244	5444.0	2947.0
84261	913.0	723.0
11247	7.0	13.0
139596	1138.0	843.0
84260	1930.0	996.0
84263	4876.0	2395.0
11249	1.0	0.0
84262	1356.0	1343.0
11248	283.0	112.0
345557	308.0	61.0
406993	0.0	0.0
406992	2.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	12.0	0.0
406997	0.0	0.0
406996	0.0	0.0
11252	9216.0	6405.0
406999	0.0	0.0
11251	5.0	2.0
406998	0.0	0.0
23232	725.0	689.0
25895	1361.0	624.0
23233	2497.0	3176.0
25894	605.0	2410.0
25897	2541.0	2299.0
23234	865.0	653.0
25896	1401.0	1095.0
23235	5699.0	2167.0
23236	221.0	180.0
25898	2433.0	1524.0
23237	482.0	514.0
644063	33.0	20.0
406991	0.0	0.0
23239	2035.0	1062.0
406990	0.0	0.0
25891	1564.0	198.0
84258	34.0	16.0
25890	7871.0	511.0
25893	2953.0	195.0
23230	3302.0	1896.0
23231	2018.0	15953.0
84259	865.0	632.0
84254	2459.0	2345.0
11254	3.0	227.0
84253	1128.0	394.0
11253	5796.0	5489.0
406989	0.0	0.0
84256	2992.0	1832.0
11255	1.0	0.0
84255	3210.0	2585.0
84250	391.0	271.0
11258	4575.0	2846.0
11257	1192.0	1227.0
84251	1110.0	102.0
11259	1034.0	662.0
100874483	0.0	0.0
100874482	3.0	1.0
100874480	1.0	0.0
406900	6.0	1.0
100874484	16.0	1.0
201799	68.0	363.0
201798	82.0	79.0
50831	1.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	43.0	33.0
50835	0.0	0.0
50834	1.0	2.0
50837	0.0	0.0
102465139	1.0	0.0
50836	0.0	0.0
100874471	1.0	3.0
102465138	0.0	0.0
50839	9.0	7.0
100874470	0.0	0.0
102465137	1.0	0.0
50838	1.0	1.0
102465136	3.0	13.0
100874476	1.0	2.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	1.0
50840	81.0	86.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	28.0	44.0
100499183	209.0	174.0
50848	11222.0	13526.0
2601	6.0	5.0
100499177	2820.0	2310.0
102465141	0.0	1.0
50853	1838.0	1045.0
2609	0.0	0.0
102465140	0.0	0.0
50852	6.0	9.0
50855	240.0	145.0
50854	10369.0	10944.0
100499171	0.0	1.0
50856	41.0	132.0
50859	3.0	77.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	1.0	0.0
646600	0.0	8.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	1.0
223117	8542.0	96.0
2613	0.0	2.0
2611	1.0	0.0
50862	3387.0	2432.0
50861	10683.0	4602.0
2619	904.0	78.0
50863	85.0	646.0
100874499	0.0	1.0
2618	3466.0	2606.0
50865	9965.0	4497.0
2617	4120.0	6112.0
2616	48.0	28.0
2615	2407.0	2737.0
406940	6.0	1.0
406942	0.0	0.0
646612	26.0	32.0
406941	1.0	1.0
406944	0.0	0.0
406943	1.0	0.0
100996876	1.0	1.0
2625	957.0	1322.0
2624	486.0	329.0
2623	5.0	5.0
2622	3415.0	1997.0
2621	13866.0	32854.0
2620	119.0	64.0
406935	4.0	1.0
406934	0.0	0.0
646603	6.0	2.0
406937	0.0	0.0
406936	0.0	0.0
2629	4647.0	2881.0
406939	0.0	0.0
646609	0.0	0.0
2628	5304.0	677.0
406938	0.0	0.0
2627	647.0	976.0
2626	0.0	3.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	1.0
406932	1.0	0.0
646620	4.0	2.0
2636	1.0	0.0
2635	1637.0	3629.0
2634	749.0	3540.0
2633	3457.0	2289.0
2632	2607.0	1219.0
2631	10485.0	3842.0
2630	111.0	92.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	1.0	0.0
406925	7.0	6.0
406928	0.0	0.0
2639	2356.0	970.0
406927	0.0	0.0
646619	17.0	8.0
2638	0.0	0.0
2637	0.0	109.0
406929	17.0	8.0
646630	1.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	3261.0	4684.0
2647	2595.0	2262.0
2646	3.0	18.0
2645	92.0	6.0
2644	217.0	325.0
2643	310.0	352.0
2642	2.0	35.0
2641	1.0	0.0
406913	5.0	2.0
646627	0.0	0.0
406912	1.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	1207.0	1104.0
406919	0.0	0.0
2648	2663.0	4383.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	1.0	1.0
406910	0.0	0.0
2661	109.0	40.0
2660	23.0	27.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	1614.0	350.0
2652	0.0	0.0
2651	536.0	442.0
406902	0.0	0.0
406901	1.0	0.0
406904	0.0	0.0
406903	0.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	61.0	69.0
2672	56.0	43.0
106144578	0.0	1.0
2671	1304.0	1160.0
2670	72.0	181.0
106144575	0.0	1.0
2669	407.0	882.0
2668	1.0	9.0
2667	0.0	0.0
100874529	0.0	2.0
2665	14891.0	12534.0
2664	7982.0	7990.0
2662	1317.0	3.0
100874524	9.0	26.0
100874523	0.0	0.0
100129743	1.0	0.0
100874522	0.0	0.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	2.0	3.0
100129736	0.0	0.0
100130721	1.0	0.0
2683	16517.0	16742.0
106144568	0.0	0.0
2681	538.0	205.0
2679	57.0	291.0
2678	3429.0	2118.0
100874519	0.0	0.0
2677	3902.0	2588.0
100874518	1.0	0.0
2676	31.0	7.0
2675	2979.0	2943.0
2674	758.0	45.0
2673	12034.0	6167.0
101056700	26.0	3.0
100874512	0.0	0.0
100874511	0.0	0.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	1.0
100874516	2.0	1.0
100130718	0.0	0.0
100874515	3.0	2.0
100130717	48.0	15.0
100874514	0.0	0.0
100129727	7.0	1.0
100129726	39.0	9.0
100129723	0.0	0.0
100129722	84.0	57.0
2694	0.0	0.0
2693	1.0	0.0
2692	2.0	1.0
2691	0.0	0.0
2690	658.0	114.0
2689	0.0	0.0
2688	0.0	2.0
2687	4125.0	3641.0
2686	2994.0	2164.0
100130708	0.0	0.0
100129716	73.0	32.0
106144540	0.0	0.0
100874531	0.0	2.0
100874530	5.0	0.0
100130700	0.0	0.0
100129714	1.0	0.0
106144541	0.0	2.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	5.0	1.0
106144538	16.0	11.0
2697	25914.0	18903.0
106144539	0.0	0.0
2696	18.0	286.0
2695	0.0	1.0
100129706	1.0	0.0
100129708	1.0	0.0
284131	1666.0	1327.0
115509	1375.0	607.0
259197	4.0	9.0
284129	2944.0	3841.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	17.0	17.0
106144595	4.0	0.0
286749	27.0	20.0
106144598	1.0	0.0
106144599	0.0	0.0
284119	23193.0	34974.0
284116	0.0	1.0
284114	794.0	675.0
284111	10.0	8.0
284110	12.0	250.0
259173	4435.0	12225.0
106144584	1.0	3.0
286753	13.0	0.0
106144585	0.0	0.0
106144586	1.0	0.0
284106	3598.0	1877.0
284100	12.0	108.0
284184	1155.0	1115.0
127544	1618.0	2345.0
23443	3219.0	2264.0
115557	490.0	408.0
127540	0.0	0.0
23446	14282.0	9813.0
115560	401.0	199.0
23440	1.0	0.0
127534	3.0	160.0
139538	0.0	0.0
23452	1373.0	1903.0
441459	12.0	5.0
441457	14.0	7.0
23456	1265.0	624.0
115548	2807.0	3080.0
23457	382.0	407.0
441452	0.0	0.0
441461	124.0	74.0
152503	5259.0	3660.0
23450	10327.0	9181.0
23451	21392.0	20704.0
139542	0.0	0.0
284167	106.0	103.0
23428	10685.0	9981.0
284161	406.0	161.0
23429	3348.0	3148.0
100130799	1.0	0.0
23420	2228.0	2300.0
23421	536.0	505.0
23423	12306.0	11022.0
23424	1431.0	1214.0
23426	872.0	444.0
152519	477.0	561.0
152518	1353.0	670.0
441490	0.0	0.0
23438	2237.0	2088.0
23439	0.0	1.0
100130786	0.0	0.0
23430	2.0	5.0
100130785	0.0	0.0
23431	1053.0	822.0
23432	419.0	981.0
23433	4461.0	3354.0
441478	176.0	370.0
23434	0.0	0.0
23435	9684.0	7438.0
441476	107.0	44.0
23436	1.0	0.0
441484	1.0	0.0
441481	28.0	41.0
140545	173.0	115.0
100129795	3.0	0.0
139562	0.0	2.0
100129792	183.0	225.0
100129794	388.0	191.0
100129793	1.0	0.0
23405	6152.0	2132.0
23406	3825.0	4016.0
23408	1972.0	1351.0
23409	211.0	63.0
100130776	136.0	123.0
100130775	1.0	1.0
441425	1.0	0.0
23400	3613.0	2733.0
100130771	18.0	34.0
23401	821.0	323.0
23403	1886.0	1208.0
441420	0.0	0.0
23404	1416.0	929.0
127579	66.0	94.0
100129784	0.0	2.0
100129781	34.0	4.0
100129782	0.0	0.0
23416	201.0	172.0
23417	1915.0	849.0
23418	34.0	19.0
100129777	0.0	0.0
441416	11.0	5.0
23410	2287.0	2315.0
23411	2250.0	1534.0
23412	1074.0	1293.0
23413	12536.0	3490.0
441410	0.0	0.0
23414	2153.0	263.0
23415	8.0	12.0
100129772	0.0	1.0
100130758	35.0	22.0
100130756	7.0	1.0
100129769	1.0	0.0
441442	0.0	1.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	3.0	4.0
115584	30.0	9.0
379024	0.0	0.0
379025	3242.0	3627.0
100874502	3.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	14.0	4.0
100874504	0.0	0.0
100874503	0.0	1.0
284196	3.0	0.0
284194	1.0	0.0
139516	1.0	2.0
100129755	0.0	0.0
100130742	57.0	62.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	6.0	2.0
441432	0.0	0.0
441430	0.0	0.0
115572	682.0	329.0
379011	0.0	0.0
379012	0.0	0.0
379013	5.0	2.0
284186	7.0	187.0
284185	211.0	76.0
646531	16.0	10.0
100463285	22.0	3.0
84328	1972.0	889.0
84327	5198.0	1714.0
84329	150.0	273.0
84324	183.0	196.0
84326	2178.0	2558.0
84320	2189.0	1882.0
100500797	0.0	0.0
646527	10.0	13.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	539.0	506.0
100499227	82.0	23.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	1.0	0.0
127495	76.0	57.0
84309	3060.0	2643.0
84317	5065.0	3673.0
84316	3200.0	2292.0
84319	1175.0	986.0
84318	643.0	431.0
84313	3427.0	2405.0
84312	921.0	624.0
84315	1239.0	663.0
84314	1409.0	1007.0
646538	1.0	0.0
343069	2.0	1.0
84311	2563.0	2156.0
84310	10238.0	6344.0
343068	0.0	0.0
343066	2.0	5.0
100996939	173.0	188.0
23386	6613.0	6616.0
23387	6806.0	2879.0
23389	7801.0	2265.0
441400	6.0	2.0
100996930	44.0	44.0
201853	4.0	11.0
23380	607.0	1527.0
23381	7652.0	6331.0
23382	8598.0	3108.0
23383	5255.0	3916.0
23384	5013.0	2481.0
23385	10492.0	9749.0
106866914	0.0	0.0
84342	2523.0	1285.0
106866913	3.0	0.0
84343	2164.0	1782.0
60370	1178.0	1727.0
84340	1799.0	1319.0
106866915	0.0	0.0
646567	2.0	3.0
100996928	3.0	0.0
23397	18.0	60.0
23398	1692.0	1504.0
23399	6432.0	6410.0
23390	2516.0	2419.0
23392	8827.0	6032.0
84335	4174.0	2900.0
23394	8967.0	6147.0
84334	1511.0	1488.0
23395	1880.0	1026.0
84337	3675.0	3210.0
84336	3150.0	2555.0
23396	5397.0	4374.0
60386	346.0	427.0
84331	3549.0	1487.0
60385	35.0	2.0
84330	1093.0	677.0
84333	5687.0	1955.0
84332	10.0	5.0
152485	3066.0	1327.0
646575	0.0	0.0
646572	9.0	10.0
343045	0.0	1.0
646577	0.0	0.0
646576	83.0	18.0
23365	20940.0	11300.0
23366	535.0	272.0
23367	23143.0	11276.0
23368	12163.0	3811.0
23369	12150.0	8809.0
23360	5220.0	5214.0
23361	3586.0	2158.0
140432	3.0	1.0
23362	2703.0	3876.0
23363	16685.0	11560.0
84364	8423.0	6252.0
84366	0.0	0.0
84365	1771.0	1982.0
343035	1.0	0.0
139452	2.0	1.0
646583	2.0	0.0
23376	4002.0	2112.0
23378	1809.0	1276.0
23379	3788.0	2084.0
646581	2.0	8.0
23370	542.0	387.0
23371	11810.0	7386.0
23373	3553.0	3677.0
100499261	0.0	0.0
646597	0.0	0.0
646595	8.0	8.0
100499258	0.0	0.0
23344	6988.0	9091.0
23345	29263.0	2666.0
201895	7720.0	9055.0
23347	3235.0	1991.0
646592	0.0	2.0
23348	7283.0	18694.0
23349	117.0	25.0
140453	0.0	0.0
23341	2423.0	1494.0
140456	1.0	0.0
140458	4.0	1.0
100499252	8.0	0.0
140459	1983.0	1375.0
100499251	0.0	0.0
23353	8639.0	7014.0
23354	1200.0	1222.0
23355	2568.0	1897.0
23357	2142.0	1714.0
23358	3916.0	2522.0
23359	1949.0	36.0
140460	1490.0	960.0
140461	2991.0	1394.0
140462	222.0	141.0
23350	5945.0	4844.0
140464	0.0	0.0
23351	3805.0	3624.0
140465	4135.0	3228.0
23352	13365.0	7859.0
140467	3594.0	3729.0
140468	0.0	0.0
140469	484.0	453.0
84376	7538.0	6050.0
2702	310.0	957.0
2701	1357.0	5305.0
2700	5.0	62.0
2709	25.0	60.0
2707	13.0	1490.0
2706	395.0	573.0
2705	43.0	8.0
2703	1.0	0.0
345651	1.0	139.0
2712	0.0	0.0
106866981	0.0	0.0
2710	445.0	218.0
106866980	0.0	0.0
2719	2775.0	53.0
2717	1026.0	802.0
50964	8.0	2.0
345643	163.0	61.0
345645	0.0	0.0
286826	264.0	133.0
286827	157.0	285.0
286828	0.0	0.0
59307	2056.0	2359.0
2720	7759.0	6799.0
2729	4795.0	1950.0
100500737	1.0	0.0
345630	10.0	46.0
2735	384.0	12.0
2734	18268.0	15281.0
2733	2541.0	1763.0
2732	8.0	0.0
2731	2295.0	49.0
2730	2877.0	3100.0
2739	5969.0	4667.0
2738	805.0	385.0
2737	2126.0	322.0
2736	231.0	84.0
106144534	5.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	15.0	8.0
106144533	0.0	0.0
2746	12922.0	11664.0
2745	618.0	1305.0
2744	6699.0	14614.0
2743	76.0	239.0
60314	3472.0	2914.0
2742	0.0	0.0
60313	10908.0	8406.0
106144527	0.0	0.0
2741	2.0	3.0
259217	3032.0	814.0
60312	3614.0	4883.0
106144528	4.0	2.0
2740	56.0	159.0
106144529	4.0	2.0
259215	6.0	5.0
2749	117.0	64.0
345611	2.0	2.0
50999	5725.0	4163.0
2747	90.0	46.0
259236	153.0	207.0
2760	2707.0	3648.0
106144524	1.0	0.0
259234	0.0	0.0
106144526	4.0	1.0
259232	310.0	699.0
259230	3693.0	4148.0
59339	5725.0	1944.0
59338	3858.0	1998.0
59335	1.0	0.0
2752	76999.0	32081.0
59336	0.0	0.0
2750	0.0	0.0
2771	17950.0	21522.0
59342	21120.0	6761.0
59341	149.0	277.0
2770	2548.0	591.0
59344	18.0	40.0
59343	3689.0	2481.0
59340	1.0	3.0
84306	293.0	238.0
2768	3227.0	2696.0
2767	9362.0	6252.0
59349	3767.0	2299.0
84305	2913.0	2046.0
2766	378.0	499.0
2765	0.0	0.0
84307	3187.0	1807.0
84302	980.0	1429.0
2764	3335.0	2603.0
59345	1003.0	1208.0
84301	3113.0	1862.0
2762	1223.0	1092.0
84304	2312.0	1882.0
59348	958.0	652.0
84303	1113.0	997.0
59347	0.0	0.0
2761	0.0	0.0
84300	2543.0	1580.0
646508	0.0	0.0
2769	61.0	562.0
646507	0.0	0.0
646520	2.0	3.0
2782	20620.0	19170.0
59353	92.0	93.0
2781	387.0	829.0
59352	1559.0	1870.0
2780	0.0	0.0
59351	0.0	1.0
59350	91.0	47.0
2779	0.0	1.0
2778	187189.0	116653.0
2777	19.0	4.0
2776	6928.0	5708.0
2775	523.0	289.0
2774	1615.0	675.0
2773	4273.0	3343.0
60343	5260.0	3659.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	6.0
105370308	0.0	0.0
2793	51.0	115.0
100379584	0.0	0.0
2792	0.0	0.0
2791	3154.0	1223.0
2790	544.0	464.0
105369316	0.0	271.0
2789	0.0	0.0
2788	1798.0	817.0
2787	4749.0	6778.0
2786	42.0	12.0
441194	572.0	367.0
2785	9.0	13.0
2784	181.0	299.0
