id	c739af4b-e4b6-46c4-8131-a9fe926468c6	99946511-4d29-4d85-9789-6b326261eb0c
9034	104.0	115.0
9038	2.0	0.0
9039	3497.0	887.0
400156	2.0	7.0
9032	0.0	0.0
9033	3.0	12.0
9031	7739.0	2332.0
84878	892.0	778.0
84879	1983.0	1320.0
84874	1996.0	525.0
84873	1.0	2.0
84876	1679.0	1895.0
84875	4877.0	2725.0
84870	577.0	33.0
84872	810.0	647.0
84871	170.0	41.0
9047	119.0	103.0
9048	78.0	68.0
9045	35981.0	52738.0
9046	316.0	376.0
9049	5388.0	8899.0
106480985	2.0	0.0
9040	3901.0	5717.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	6.0	0.0
9043	13173.0	1493.0
400141	103.0	389.0
106480989	0.0	0.0
9044	4558.0	186.0
106480988	0.0	0.0
57282	2.0	0.0
106480990	3.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	3.0	0.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	4.0	1.0
341356	0.0	0.0
9058	3.0	0.0
9056	1045.0	477.0
9057	2846.0	122.0
341350	13.0	2.0
9050	282.0	75.0
106480996	1.0	0.0
9051	326.0	449.0
106480995	1.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	4019.0	1220.0
9054	1960.0	506.0
9055	378.0	18.0
106480999	0.0	0.0
9052	63402.0	8471.0
9053	4240.0	983.0
84899	1890.0	222.0
282569	0.0	0.0
400129	5.0	1.0
84896	3187.0	1425.0
84895	2884.0	1631.0
400128	7.0	7.0
84898	5097.0	1441.0
84897	3090.0	678.0
400126	26.0	3.0
654499	0.0	0.0
84892	1950.0	1358.0
414764	45.0	24.0
84891	2.0	0.0
414765	66.0	6.0
84894	123.0	147.0
84893	4720.0	1001.0
414760	11.0	13.0
414761	122.0	5.0
84890	1620.0	1069.0
341346	2.0	2.0
9069	2841.0	824.0
414926	1.0	0.0
9068	6816.0	406.0
106479979	0.0	0.0
729004	7.0	4.0
106479978	0.0	0.0
106479977	1.0	0.0
106479976	0.0	0.0
106479975	24.0	14.0
9061	4135.0	2031.0
106480963	0.0	0.0
106479974	1.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	4912.0	101.0
106480964	2.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	570.0	299.0
106480966	2.0	0.0
9063	3144.0	697.0
729009	151.0	320.0
106480969	0.0	0.0
9064	1417.0	3560.0
106480968	0.0	0.0
106480970	0.0	9.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	53.0	7.0
106479969	4.0	0.0
9079	2633.0	347.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	4.0	0.0
9073	2157.0	425.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3142.0	1577.0
106479961	2.0	0.0
106480976	0.0	0.0
9071	22.0	2660.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	11356.0	14967.0
390402	0.0	0.0
106480978	3.0	0.0
9077	957.0	1302.0
390403	0.0	0.0
106480977	0.0	0.0
9074	1047.0	60.0
9075	66.0	2183.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	1.0	0.0
106480981	0.0	0.0
106480980	1.0	0.0
106480983	0.0	0.0
106480982	3.0	1.0
729025	4.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	16.0	57.0
137529	1.0	0.0
730010	5.0	9.0
106479999	0.0	0.0
729020	1.0	0.0
113510	1737.0	506.0
106479998	0.0	0.0
729023	10.0	4.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	1.0	2.0
106479992	1.0	0.0
106480945	1.0	0.0
9088	41.0	42.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	8754.0	11849.0
57403	4003.0	1205.0
57404	3866.0	1999.0
57405	24.0	6.0
389416	5.0	9.0
149501	231.0	46.0
9080	454.0	1344.0
106480950	0.0	0.0
57406	1140.0	198.0
57407	2760.0	3647.0
57408	2.0	0.0
730005	15.0	31.0
57409	1392.0	1299.0
106480959	0.0	0.0
729013	1481.0	406.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	2.0	2.0
106479986	0.0	0.0
9094	1925.0	620.0
106479985	1.0	0.0
106480952	0.0	0.0
9095	210.0	94.0
106479984	7.0	0.0
106480951	8.0	0.0
9092	5052.0	6890.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	3697.0	825.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	167.0	36.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	797.0	119.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	145.0	7.0
106480958	0.0	0.0
9097	5321.0	1393.0
106480957	2.0	0.0
57413	35.0	222.0
57414	10526.0	24238.0
57415	562.0	328.0
389404	3.0	27.0
9091	6812.0	9913.0
57410	7277.0	7569.0
389400	1.0	1.0
106480961	0.0	0.0
57412	56.0	0.0
106480960	0.0	0.0
57418	1236.0	1673.0
57419	1210.0	30.0
106480927	0.0	3.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	2.0	0.0
106480928	1.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	1.0	0.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	2821.0	173.0
390433	0.0	0.0
106480921	7.0	0.0
106480920	4.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	1.0	0.0
106480924	0.0	0.0
390438	0.0	3.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	49.0	3.0
389434	140495.0	2860.0
642402	9.0	2.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	3.0	9.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	2.0	0.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	1.0	0.0
390441	11.0	0.0
353497	90.0	57.0
390442	0.0	0.0
106480930	2.0	0.0
390443	1.0	0.0
389432	1126.0	25.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	1.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	53.0	14.0
106480935	7.0	0.0
389428	5.0	2.0
341405	1.0	0.0
389422	18.0	0.0
642413	0.0	1.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	9.0	0.0
106479958	0.0	0.0
106479957	1.0	0.0
106480906	0.0	0.0
106480909	1.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	1.0	0.0
106479953	0.0	0.0
106479952	0.0	0.0
654412	1.0	0.0
106479951	0.0	0.0
390411	1.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	3.0	11.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	0.0
106480902	0.0	0.0
57446	3558.0	1203.0
57447	8428.0	1356.0
390418	0.0	2.0
100996331	0.0	0.0
57448	8558.0	1158.0
390419	0.0	0.0
57449	1006.0	367.0
389458	1.0	0.0
642425	0.0	0.0
642424	6.0	1.0
100125556	263.0	84.0
106479949	0.0	0.0
106480916	3.0	0.0
106479948	0.0	0.0
106480915	4.0	0.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	6.0	0.0
642443	9.0	2.0
106479942	2.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	1.0	1.0
57451	435.0	32.0
106480910	0.0	0.0
57452	765.0	315.0
390423	0.0	0.0
414919	1337.0	1612.0
390424	0.0	3.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	1706.0	3481.0
106480913	0.0	0.0
57458	2858.0	1028.0
390429	0.0	0.0
57459	3337.0	971.0
57453	429.0	123.0
57455	1894.0	439.0
57456	2507.0	623.0
106479939	6.0	0.0
390472	0.0	2.0
162540	0.0	0.0
150554	20.0	0.0
729082	5004.0	1281.0
729085	155.0	10.0
729079	2.0	2.0
390483	0.0	0.0
730061	0.0	2.0
150568	6.0	0.0
729073	25.0	2.0
497258	486.0	94.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1554.0	242.0
730092	1743.0	276.0
730091	792.0	97.0
150577	2.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	5.0	0.0
102546227	1.0	0.0
106479902	0.0	1.0
730087	198.0	49.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	3.0	8.0
729097	12.0	27.0
389493	386.0	409.0
221613	0.0	0.0
729096	16.0	14.0
729092	20.0	0.0
729046	36.0	82.0
729042	3.0	1.0
729041	235.0	13.0
730029	129.0	62.0
730023	8.0	0.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	2.0	1.0
730051	1765.0	827.0
221662	301.0	8.0
150538	4.0	0.0
162515	1483.0	830.0
162517	13.0	6.0
729059	2.0	0.0
162514	47.0	7.0
730041	15.0	0.0
149563	179.0	0.0
221656	7401.0	490.0
729050	2.0	2.0
221687	350.0	23.0
221692	366.0	34.0
162494	43.0	0.0
654391	3.0	6.0
198437	6.0	18.0
257629	3.0	1.0
267004	7.0	6.0
149499	25.0	0.0
162466	59.0	7.0
255022	4.0	4.0
162461	2.0	454.0
267010	0.0	0.0
267012	1.0	0.0
267013	0.0	5.0
150472	1377.0	245.0
255031	452.0	177.0
255025	0.0	0.0
101101692	35.0	15.0
255027	1184.0	550.0
267002	940.0	115.0
150483	37.0	32.0
282617	0.0	0.0
282618	1.0	0.0
282616	0.0	0.0
644990	58.0	19.0
9103	194.0	28.0
9100	4394.0	1101.0
9101	6480.0	1161.0
644994	1.0	0.0
9107	3298.0	699.0
9104	2675.0	699.0
400242	497.0	344.0
84959	223.0	69.0
255061	12.0	1.0
84958	2057.0	6516.0
654319	5.0	1.0
100996315	11.0	0.0
84966	24.0	102.0
57348	39.0	22.0
282679	228.0	83.0
84968	179.0	123.0
84967	1815.0	2703.0
84962	3479.0	1393.0
57343	1327.0	184.0
654320	0.0	0.0
255057	60.0	78.0
84961	1852.0	476.0
654321	2.0	0.0
400238	0.0	0.0
654322	4.0	0.0
84964	305.0	169.0
400236	261.0	473.0
644988	2.0	4.0
84960	242.0	159.0
642326	0.0	0.0
9113	3226.0	478.0
9114	9040.0	6804.0
9111	824.0	460.0
9112	5624.0	1117.0
9117	4152.0	995.0
9118	14.0	6.0
414899	2.0	0.0
100996307	156.0	836.0
100996306	0.0	0.0
84948	688.0	1230.0
9110	4502.0	483.0
84947	877.0	281.0
84955	1208.0	388.0
84954	1398.0	2259.0
84957	236.0	279.0
100996301	12.0	0.0
84951	2955.0	25.0
84950	6443.0	2015.0
84953	282.0	8.0
400224	687.0	2.0
84952	11306.0	849.0
644998	0.0	0.0
9108	355.0	101.0
642337	2.0	1.0
644997	4.0	2.0
9124	17967.0	15850.0
9125	2295.0	811.0
9122	1422.0	435.0
9123	1300.0	1700.0
9128	2363.0	860.0
9129	4649.0	1444.0
9126	4273.0	311.0
9127	13.0	21.0
94304	0.0	0.0
255043	170.0	424.0
9120	187.0	111.0
9121	1741.0	281.0
57369	3.0	0.0
84988	1958.0	4340.0
84987	3935.0	6493.0
84989	105.0	67.0
84984	557.0	50.0
84983	3.0	0.0
84986	726.0	387.0
84985	282.0	49.0
642345	3.0	0.0
9119	0.0	0.0
84981	11172.0	563.0
9135	5023.0	1492.0
9136	1210.0	1826.0
9133	167.0	75.0
9134	91.0	18.0
9139	3919.0	516.0
267014	2.0	0.0
267015	4.0	5.0
9138	7201.0	2404.0
267017	1.0	0.0
9131	2420.0	1387.0
9132	68.0	40.0
84969	324.0	183.0
9130	5882.0	9678.0
400208	2.0	0.0
84976	1110.0	607.0
400209	62.0	20.0
400206	1.0	0.0
84978	56.0	36.0
84973	5069.0	9331.0
84975	1383.0	2895.0
57379	52.0	0.0
642357	9.0	23.0
84971	1427.0	517.0
84970	1.0	0.0
267020	3.0	6.0
9146	4592.0	431.0
9147	3272.0	166.0
9144	5736.0	10906.0
9145	1825.0	407.0
9148	23.0	49.0
106479899	0.0	0.0
9149	1374.0	1507.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	2.0	0.0
106479895	1.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	2375.0	576.0
9143	27.0	15.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1461.0	195.0
9140	2893.0	962.0
106479891	0.0	0.0
9141	2808.0	2553.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	64.0	86.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	1.0	0.0
9158	3820.0	6106.0
9156	36.0	7.0
106479889	0.0	0.0
9159	2219.0	178.0
106479888	0.0	0.0
106479887	1.0	0.0
654346	4.0	0.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1293.0	1089.0
106480896	1.0	0.0
106479885	2.0	0.0
57396	3232.0	508.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	12.0	12.0
106479882	0.0	0.0
9154	8.0	8.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	286.0	73.0
9152	1.0	0.0
654350	0.0	0.0
84996	623.0	822.0
84991	6812.0	3469.0
84993	3702.0	3217.0
84992	0.0	0.0
9168	24956.0	221265.0
9169	9612.0	1355.0
9166	4228.0	1015.0
642395	11.0	4.0
9167	6016.0	2917.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	2.0	0.0
255082	835.0	141.0
106480867	0.0	0.0
9162	4320.0	31.0
106480869	1.0	0.0
654383	0.0	0.0
106480871	3.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	53.0	4.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1651.0	1642.0
9177	0.0	0.0
106480875	0.0	0.0
9172	500.0	402.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	1187.0	879.0
106480876	0.0	0.0
9175	5794.0	1132.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	26498.0	1436.0
106480880	9.0	0.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	0.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	1.0	5.0
137868	0.0	0.0
730112	43.0	11.0
106480849	0.0	0.0
729123	1.0	0.0
9188	5231.0	484.0
106479859	0.0	0.0
106479858	1.0	0.0
9189	2789.0	1434.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	1754.0	26.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1086.0	306.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1766.0	468.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	5443.0	4701.0
106479850	3.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1894.0	250.0
106480845	0.0	0.0
9184	4719.0	1468.0
106480848	0.0	0.0
9185	952.0	286.0
106480847	0.0	0.0
57501	52.0	28.0
57502	62.0	24.0
57504	2598.0	830.0
125875	108.0	253.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	4244.0	1150.0
730109	0.0	0.0
137872	1218.0	147.0
102546175	0.0	0.0
57505	1651.0	487.0
644903	24.0	14.0
57506	7280.0	3402.0
57507	1758.0	500.0
57508	1282.0	57.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	470.0	15.0
106479841	0.0	0.0
106480852	0.0	1.0
9191	2372.0	904.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	5347.0	867.0
106480857	0.0	0.0
106480856	3.0	0.0
106480859	0.0	0.0
729119	2.0	6.0
9196	201.0	28.0
106480858	0.0	0.0
57512	212.0	10.0
57513	3070.0	2429.0
57514	5650.0	997.0
123207	1788.0	791.0
57515	35662.0	6892.0
106480860	0.0	0.0
57510	3088.0	1604.0
106480862	0.0	0.0
57511	2830.0	276.0
106480861	0.0	0.0
644911	1.0	0.0
644914	11.0	4.0
57519	964.0	68.0
729146	3.0	15.0
106480828	0.0	0.0
113878	623.0	864.0
135228	328.0	730.0
106480827	0.0	0.0
729148	87.0	1.0
106480829	0.0	0.0
137886	2965.0	613.0
106479879	1.0	0.0
730130	5.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	13.0	0.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	1.0	0.0
106480822	0.0	0.0
106479872	0.0	2.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	2.0
106479870	3.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	3009.0	1202.0
57524	91.0	2.0
57526	110.0	3.0
644928	2.0	2.0
57520	1123.0	120.0
57521	2525.0	956.0
57522	2798.0	458.0
57528	711.0	2.0
57529	56.0	16.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	17.0	3.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	0.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	2.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	3033.0	302.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	12.0	0.0
106480836	0.0	0.0
57534	5625.0	868.0
57535	4300.0	33.0
343727	0.0	0.0
57536	823.0	190.0
57537	2121.0	1470.0
150864	1121.0	337.0
57530	3676.0	348.0
57531	1139.0	54.0
57532	10127.0	1920.0
106480840	0.0	0.0
57533	1673.0	37.0
57538	1618.0	337.0
57539	2575.0	383.0
106479817	0.0	0.0
106480806	3.0	12.0
106479816	1.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	1.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	1.0	2.0
123263	818.0	408.0
106480800	1.0	0.0
123264	18.0	0.0
57540	8.0	4.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	1.0	0.0
106480803	0.0	0.0
57545	1944.0	415.0
57546	1668.0	819.0
57547	181.0	85.0
57541	605.0	477.0
57542	2111.0	672.0
353132	0.0	1.0
57544	922.0	48.0
353131	0.0	0.0
644943	10.0	5.0
57549	538.0	1114.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	56.0	0.0
106479807	0.0	0.0
137835	168.0	30.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	28.0	3.0
106479802	8.0	0.0
106479801	0.0	0.0
644962	12.0	0.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	1.0
106480811	0.0	0.0
57551	6533.0	781.0
353135	0.0	2.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	9.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	2257.0	156.0
57558	837.0	353.0
57559	339.0	58.0
57552	2106.0	188.0
353141	0.0	0.0
353140	0.0	0.0
57553	2929.0	194.0
57554	1034.0	28.0
353143	0.0	0.0
57555	1435.0	523.0
353142	0.0	0.0
343702	2.0	5.0
729102	3.0	0.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	0.0	0.0
106479837	0.0	0.0
106479836	11.0	0.0
106479835	4.0	0.0
644972	91.0	210.0
106479834	1.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	3.0	9.0
102465906	0.0	0.0
57560	2123.0	558.0
106479830	0.0	0.0
353144	0.0	0.0
57561	6405.0	4732.0
57562	1656.0	214.0
149830	0.0	0.0
57567	1216.0	417.0
57568	2703.0	1852.0
57569	1698.0	66.0
57563	4997.0	560.0
57565	4081.0	820.0
106479829	1.0	0.0
106479828	0.0	0.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	2.0	0.0
106479824	2.0	0.0
106479823	0.0	0.0
106479822	1.0	0.0
106479821	0.0	0.0
57570	1329.0	447.0
125893	356.0	160.0
106479820	1.0	0.0
57571	1774.0	1839.0
57572	4602.0	2579.0
149840	398.0	222.0
57573	1654.0	202.0
102465910	0.0	0.0
57578	70.0	11.0
57579	1071.0	123.0
149837	283.0	48.0
123228	525.0	151.0
57574	1.0	9.0
353163	13.0	0.0
57575	168.0	16.0
102465909	1.0	0.0
57576	385.0	127.0
102465908	0.0	0.0
57577	2116.0	276.0
353164	0.0	0.0
102465907	0.0	0.0
644974	43.0	2.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	1.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	0.0
390116	0.0	0.0
389120	16.0	0.0
390117	0.0	0.0
147276	0.0	0.0
389118	6.0	5.0
389119	66.0	290.0
353174	35.0	85.0
389114	794.0	261.0
135293	3632.0	475.0
135295	210.0	85.0
729196	0.0	0.0
729198	0.0	0.0
730180	1.0	0.0
353189	33.0	4.0
392752	28.0	0.0
389144	1.0	0.0
389141	3.0	5.0
123283	1719.0	507.0
102465944	0.0	0.0
353194	5.0	0.0
353196	0.0	0.0
389136	1108.0	33.0
389137	5.0	0.0
390102	0.0	0.0
100526416	1.0	0.0
389125	6.0	0.0
389160	6.0	2.0
390151	0.0	0.0
390152	0.0	0.0
729163	1.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	40.0	0.0
390158	7.0	8.0
389161	2.0	4.0
147226	12.0	1.0
389158	0.0	0.0
147228	6.0	2.0
135250	18.0	25.0
102465975	0.0	0.0
729156	8.0	4.0
102465974	2.0	0.0
730144	7.0	6.0
390162	0.0	0.0
390166	0.0	0.0
389156	6.0	16.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	1.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	1.0	0.0
730138	8.0	14.0
102465985	0.0	0.0
730174	5.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	3.0
390136	0.0	0.0
390137	0.0	0.0
221303	118.0	52.0
390138	0.0	0.0
221302	624.0	171.0
390139	0.0	0.0
729182	3.0	0.0
135270	0.0	0.0
389170	355.0	34.0
729178	88.0	13.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	1.0	2.0
390144	0.0	0.0
729176	5.0	1.0
389179	27.0	13.0
389177	3.0	1.0
390148	0.0	0.0
729171	67.0	2.0
390072	11.0	0.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	0.0	3.0
221322	730.0	55.0
642290	8.0	0.0
389084	41.0	62.0
390081	0.0	0.0
390082	0.0	0.0
389072	689.0	4.0
390083	0.0	3.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	44.0	0.0
105616982	2.0	0.0
390053	0.0	3.0
390054	0.0	0.0
390058	0.0	0.0
390059	2.0	0.0
390061	0.0	0.0
390063	2.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	1.0	0.0
390067	0.0	0.0
221336	141.0	84.0
147199	4.0	0.0
257313	26.0	0.0
221357	0.0	0.0
196120	1.0	0.0
9201	1010.0	48.0
9202	5218.0	1174.0
9200	366.0	189.0
9205	1902.0	208.0
9206	2.0	0.0
9203	4865.0	1182.0
9204	1348.0	348.0
221391	2.0	1.0
221393	3.0	0.0
221395	5546.0	769.0
9212	49.0	39.0
9213	3277.0	3593.0
9210	0.0	0.0
9211	58.0	13.0
9217	9723.0	1616.0
9214	483.0	103.0
9215	1063.0	423.0
284904	1.0	0.0
284900	1229.0	877.0
9209	6464.0	851.0
159195	27269.0	836.0
9207	18.0	0.0
9208	12059.0	3650.0
9223	8336.0	744.0
9221	9185.0	1807.0
9227	1281.0	570.0
644873	2077.0	1041.0
9228	195.0	4.0
644871	0.0	0.0
57460	1283.0	152.0
57461	1710.0	2692.0
57462	534.0	142.0
257364	2890.0	1523.0
57463	1468.0	671.0
9220	122.0	6.0
57468	29.0	369.0
57469	335.0	484.0
57464	98.0	7.0
257358	9.0	3.0
57465	2068.0	830.0
57466	3445.0	690.0
57467	4213.0	2015.0
9218	13723.0	4092.0
9219	4134.0	2551.0
113802	221.0	147.0
9235	2381.0	1141.0
644881	2.0	0.0
9232	3499.0	2289.0
9238	1978.0	1965.0
9236	2355.0	804.0
57471	27.0	12.0
101101773	29.0	0.0
57472	2452.0	671.0
101101772	0.0	0.0
57473	4575.0	521.0
57474	114.0	8.0
9230	21523.0	10186.0
9231	5564.0	272.0
101101776	0.0	0.0
101101775	234.0	57.0
57470	4931.0	3418.0
57479	3405.0	431.0
791114	180.0	0.0
791115	2.0	0.0
57475	23365.0	349.0
105616916	0.0	0.0
57476	2344.0	118.0
57477	589.0	2652.0
57478	781.0	123.0
644877	18.0	0.0
9229	320.0	45.0
9245	200.0	2.0
9246	2917.0	1630.0
9244	739.0	50833.0
644890	42.0	30.0
9249	7547.0	31297.0
644896	0.0	4.0
9247	0.0	0.0
9248	0.0	0.0
57482	14.0	2.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	2825.0	181.0
106480789	8.0	0.0
106480788	0.0	0.0
9241	44.0	73.0
9242	229.0	77.0
57480	1157.0	511.0
9240	3307.0	1715.0
57481	0.0	1.0
106480790	0.0	0.0
284958	3.0	1.0
106480792	0.0	0.0
106480791	0.0	1.0
57486	1509.0	348.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	10753.0	1313.0
106480796	36507.0	1472.0
57489	3265.0	614.0
106480795	19.0	0.0
9256	5115.0	306.0
9254	972.0	132.0
9255	4477.0	2181.0
137814	0.0	0.0
341152	0.0	0.0
9258	3004.0	939.0
57493	21621.0	4727.0
106480798	0.0	0.0
57494	4663.0	777.0
106480797	2.0	1.0
57495	223.0	0.0
57496	4320.0	845.0
106480799	0.0	0.0
