id	4bc9290d-823f-4c98-8cca-f683588cbd49	1590bb02-832b-4594-a1a8-ffc0dc3b0c96
92682	55.0	47.0
146434	535.0	41.0
146433	769.0	49.0
146439	683.0	1484.0
90019	166.0	287.0
65062	885.0	1244.0
158431	248.0	290.0
65061	99.0	31.0
90011	17.0	7.0
92675	1267.0	1764.0
65078	276.0	412.0
134466	150.0	30.0
90007	4599.0	7818.0
65072	97.0	44.0
100289019	912.0	364.0
100289017	0.0	0.0
100133172	7.0	9.0
55601	3626.0	8780.0
55600	61.0	5.0
55605	989.0	2610.0
55604	2076.0	4504.0
55603	1701.0	4840.0
55602	2089.0	1963.0
55609	445.0	412.0
55608	6585.0	4449.0
55607	1097.0	345.0
254528	1.0	1.0
349334	0.0	0.0
9910	5429.0	2645.0
100133180	7.0	2.0
641924	0.0	1.0
9908	9279.0	14603.0
9909	6478.0	6979.0
55612	214.0	13825.0
55611	4521.0	6512.0
55610	1951.0	1465.0
254531	1851.0	4210.0
9902	5350.0	4455.0
55616	1575.0	1031.0
171482	0.0	0.0
9903	2385.0	3667.0
55615	506.0	370.0
55614	1461.0	2136.0
9900	438.0	60.0
55613	86.0	51.0
340990	4.0	0.0
9901	490.0	469.0
9906	274.0	159.0
55619	5774.0	577.0
9907	2528.0	1915.0
9904	2005.0	986.0
171484	10.0	2.0
55617	645.0	915.0
9905	3973.0	2657.0
641922	11.0	8.0
171483	0.0	0.0
9920	1108.0	101.0
9921	8585.0	6202.0
100133190	386.0	79.0
102723449	0.0	0.0
100133193	0.0	0.0
9919	8091.0	12025.0
55623	4138.0	2823.0
55622	1199.0	1185.0
55621	2077.0	1744.0
55620	614.0	1693.0
9913	3101.0	3765.0
55627	2920.0	5410.0
340980	1.0	1.0
9914	1979.0	1219.0
55626	2358.0	3018.0
9911	261.0	128.0
55625	5528.0	9429.0
9912	2412.0	95.0
55624	3510.0	6753.0
9917	4227.0	14328.0
9918	5458.0	10875.0
9915	1458.0	2114.0
55629	6485.0	3429.0
55628	1120.0	1227.0
9931	4358.0	8178.0
55630	664.0	1730.0
301	19643.0	29105.0
55634	934.0	717.0
55633	1220.0	1118.0
302	44981.0	93031.0
55632	1471.0	2302.0
303	14.0	22.0
55631	1198.0	620.0
304	307.0	586.0
9924	3624.0	3576.0
55638	805.0	105.0
305	1.0	4.0
306	6252.0	1765.0
9925	1624.0	1434.0
340970	0.0	0.0
9922	8131.0	1775.0
55636	2797.0	1656.0
307	9593.0	7787.0
55635	278.0	779.0
308	26345.0	8889.0
9923	4079.0	2773.0
9928	315.0	1128.0
309	18696.0	2189.0
9929	3899.0	9832.0
9926	3680.0	10123.0
9927	6189.0	14418.0
9942	152.0	285.0
9943	3413.0	4297.0
266553	0.0	101.0
101927396	0.0	0.0
9940	880.0	29.0
101927399	0.0	0.0
9941	638.0	341.0
339983	84.0	11.0
102723423	0.0	0.0
102723426	0.0	0.0
339977	25.0	10.0
55640	2243.0	221.0
310	8829.0	6663.0
311	15924.0	16290.0
312	1.0	10.0
79612	1413.0	1265.0
55644	2739.0	1599.0
79611	1460.0	117.0
313	2440.0	365.0
314	101.0	22.0
55643	4427.0	7189.0
79613	1135.0	1385.0
494197	0.0	0.0
79616	742.0	157.0
316	1729.0	107.0
9935	2831.0	4961.0
317	2036.0	1232.0
9936	1919.0	128.0
9933	1460.0	2323.0
55647	1720.0	1119.0
79618	1472.0	786.0
318	1021.0	911.0
55646	1224.0	1835.0
9934	847.0	83.0
319	3.0	2.0
9939	4878.0	10178.0
9937	945.0	1752.0
9938	6015.0	664.0
9950	2688.0	4309.0
9953	944.0	232.0
9951	7.0	18.0
339970	5.0	10.0
339976	0.0	1.0
55652	1878.0	1848.0
320	364.0	546.0
55651	1747.0	2102.0
339967	4.0	1093.0
321	633.0	244.0
55650	1114.0	1577.0
322	2316.0	229.0
323	2950.0	1905.0
55656	2579.0	2965.0
55655	660.0	81.0
324	2843.0	1351.0
79600	1807.0	830.0
494188	1.0	0.0
79603	2362.0	262.0
325	0.0	0.0
55654	6314.0	9671.0
79602	5265.0	8271.0
55653	1737.0	575.0
326	105.0	1.0
327	5192.0	2889.0
79605	221.0	2279.0
9946	1390.0	1098.0
55659	395.0	540.0
328	5831.0	8749.0
9947	1.0	0.0
55658	1463.0	2322.0
329	4187.0	4301.0
79607	1683.0	742.0
9945	399.0	518.0
55657	1232.0	1811.0
79609	744.0	564.0
79608	405.0	15.0
9948	20620.0	26234.0
9949	852.0	1772.0
9960	3025.0	2374.0
9961	15873.0	12251.0
7301	504.0	1154.0
651302	72.0	17.0
7300	0.0	0.0
9965	0.0	1.0
9962	3723.0	4878.0
9963	147.0	17.0
7302	3.0	11.0
339965	12.0	11.0
330	14183.0	3311.0
55663	400.0	622.0
79630	774.0	324.0
331	4531.0	5408.0
55662	4656.0	6639.0
332	702.0	2703.0
79632	1314.0	179.0
55661	3574.0	4608.0
333	162.0	180.0
79631	1408.0	2089.0
55660	6351.0	9308.0
334	51677.0	60985.0
55667	4850.0	2771.0
79634	1104.0	2097.0
335	28.0	3.0
55666	6756.0	13623.0
79633	1483.0	376.0
55665	2361.0	3799.0
336	6.0	4.0
55664	1164.0	871.0
337	0.0	0.0
79635	400.0	196.0
340947	5.0	1.0
9957	597.0	1655.0
338	8.0	5.0
339	0.0	0.0
79637	1026.0	962.0
9958	4913.0	3974.0
9955	181.0	280.0
55669	3337.0	4674.0
55668	3269.0	3515.0
9956	325.0	103.0
79639	890.0	650.0
641977	871.0	398.0
9971	73.0	1.0
9972	4452.0	6714.0
7310	2.0	5.0
9970	22.0	78.0
100422600	0.0	0.0
9975	2358.0	2209.0
9976	1559.0	2532.0
7311	27938.0	33978.0
100422602	0.0	0.0
7314	35555.0	15532.0
9973	1776.0	1461.0
100422603	12.0	4.0
100422605	2.0	0.0
100422608	0.0	0.0
55670	2789.0	3833.0
341	11776.0	1462.0
342	14.0	2.0
343	6.0	1.0
79621	2533.0	2375.0
55672	786.0	834.0
55671	5990.0	5791.0
344	4.0	1.0
345	1.0	0.0
79623	354.0	53.0
254552	179.0	876.0
79622	1326.0	1602.0
55677	3373.0	4178.0
346	0.0	0.0
55676	2008.0	3960.0
79625	8677.0	400.0
347	1076.0	139.0
348	18794.0	5519.0
79624	2465.0	976.0
7305	10512.0	1392.0
79627	4565.0	1632.0
9968	4383.0	3790.0
9969	4948.0	6606.0
79626	1529.0	175.0
79629	1120.0	568.0
7307	168.0	159.0
9966	1103.0	231.0
9967	10630.0	15233.0
55679	3748.0	240.0
7306	128.0	47.0
79628	35.0	17.0
254559	193.0	334.0
9982	194.0	2880.0
7321	1831.0	1999.0
9980	1891.0	3794.0
7320	3879.0	1933.0
101927350	2.0	4.0
7323	17422.0	19890.0
9986	821.0	1587.0
7322	5197.0	3129.0
9987	14536.0	11540.0
101927352	19.0	84.0
9984	1596.0	1690.0
7325	1663.0	447.0
9985	1494.0	665.0
7324	4891.0	4605.0
350	198.0	0.0
351	30917.0	85824.0
353	4182.0	5843.0
100133210	0.0	0.0
354	0.0	0.0
355	2603.0	913.0
100133212	0.0	0.0
356	200.0	142.0
357	618.0	8373.0
358	29358.0	2136.0
359	1.0	1.0
7316	26140.0	25894.0
7315	9.0	2.0
7318	7656.0	3616.0
9978	3306.0	3317.0
7317	19718.0	29907.0
7319	4013.0	4686.0
9993	6279.0	11272.0
101927360	0.0	0.0
9994	2138.0	1510.0
9991	9169.0	18816.0
7332	4425.0	5796.0
9992	8.0	34.0
9997	716.0	2256.0
7334	5604.0	8332.0
101927364	33.0	0.0
7333	4.0	2.0
7336	2524.0	2093.0
9995	0.0	0.0
100422505	0.0	0.0
7335	611.0	733.0
494150	17.0	14.0
9990	4980.0	5563.0
360	17782.0	14689.0
361	19148.0	385.0
362	440.0	0.0
363	2.0	2.0
100133220	4.0	4.0
364	180.0	6.0
366	1577.0	336.0
367	501.0	141.0
368	1104.0	129.0
369	4966.0	5075.0
494143	247.0	233.0
7327	7002.0	6105.0
7326	3336.0	4225.0
7329	6197.0	7135.0
9988	5062.0	3007.0
9989	4620.0	11613.0
7328	7252.0	14787.0
7341	4821.0	4605.0
7343	8937.0	9892.0
7342	6154.0	3379.0
7345	324.0	388.0
100422514	0.0	0.0
7347	234.0	464.0
100422517	1.0	0.0
372	9576.0	12575.0
373	1155.0	863.0
374	148.0	1218.0
375	23244.0	26858.0
377	10350.0	19042.0
100133234	2.0	1.0
378	8112.0	6463.0
379	310.0	5470.0
100652740	10.0	8.0
7337	4890.0	7245.0
7339	0.0	1.0
100652748	307.0	608.0
101927380	8.0	11.0
100652749	0.0	0.0
7352	163.0	71.0
7351	18018.0	2272.0
101927381	18.0	1.0
7353	2679.0	3513.0
100422523	0.0	0.0
7356	20928.0	7.0
7355	1370.0	4076.0
7358	1831.0	3611.0
7357	6722.0	8797.0
100422527	0.0	0.0
380	1.0	0.0
381	4608.0	7809.0
382	9649.0	12109.0
7350	0.0	0.0
383	18.0	2.0
384	72.0	1131.0
387	42776.0	19851.0
388	8061.0	5568.0
389	4545.0	6393.0
100652730	3.0	0.0
7349	40.0	36.0
7348	13.0	80.0
100652736	48.0	53.0
100652739	1.0	3.0
101927390	0.0	0.0
7363	11.0	2.0
100422531	2.0	1.0
100422532	7.0	3.0
352954	791.0	203.0
7365	0.0	0.0
100422533	1.0	1.0
352957	1.0	1.0
7364	18.0	10.0
7367	191.0	7.0
100422535	0.0	0.0
7366	12.0	5.0
100422536	7.0	3.0
7369	0.0	0.0
7368	432.0	31.0
390	1280.0	9543.0
391	5174.0	3237.0
392	6422.0	11880.0
393	6989.0	816.0
394	4530.0	8906.0
100133251	0.0	0.0
395	814.0	98.0
7360	7490.0	6008.0
396	11451.0	7199.0
397	30450.0	9310.0
494115	1508.0	1120.0
398	9.0	1.0
399	3310.0	251.0
100133259	0.0	0.0
388906	20.0	87.0
388907	20.0	6.0
494119	0.0	0.0
494118	0.0	0.0
7374	1606.0	3124.0
352966	40.0	25.0
7373	4330.0	399.0
352965	27.0	9.0
7376	5507.0	5892.0
7375	4995.0	3061.0
352967	1.0	0.0
100422545	0.0	0.0
7378	2039.0	1457.0
101927320	1.0	0.0
100422546	2.0	1.0
101929983	0.0	0.0
100422547	0.0	0.0
7379	9.0	26.0
101927324	0.0	0.0
101927323	7.0	8.0
352962	1162.0	1535.0
101927327	0.0	1.0
7372	1557.0	5593.0
352964	3.0	0.0
100133262	0.0	0.0
7371	1069.0	11317.0
352963	1.0	1.0
100133265	5.0	2.0
100133268	0.0	0.0
105377532	3.0	0.0
102723495	0.0	0.0
100422540	0.0	0.0
7385	8080.0	5517.0
7384	5399.0	4422.0
7386	2478.0	2370.0
7389	2966.0	2948.0
376940	1573.0	886.0
7388	4463.0	11498.0
100422558	9.0	19.0
101927332	0.0	0.0
7381	8615.0	5222.0
102723489	156.0	302.0
7380	38.0	9.0
102723487	2.0	0.0
102723483	0.0	3.0
100422550	0.0	0.0
388925	0.0	0.0
7398	3456.0	2709.0
7399	12.0	18.0
7390	1805.0	2334.0
101927347	0.0	0.0
7392	7937.0	7048.0
7391	4560.0	6495.0
100133285	0.0	0.0
102723475	60.0	1.0
388910	0.0	0.0
102723472	0.0	0.0
352999	3.0	4.0
352990	8.0	3.0
374308	8.0	0.0
122402	75.0	21.0
122409	3.0	2.0
388948	10.0	1.0
388946	0.0	0.0
100422588	0.0	0.0
100422589	0.0	0.0
92579	2054.0	2407.0
388931	21.0	21.0
388939	122.0	4.0
100422581	8.0	8.0
100422582	2.0	3.0
100422598	0.0	0.0
408187	3.0	0.0
388965	0.0	0.0
388962	477.0	954.0
388963	481.0	256.0
388960	0.0	0.0
100422591	1.0	0.0
100422595	0.0	7.0
388969	2377.0	3041.0
92597	2703.0	1876.0
92595	589.0	537.0
134429	3384.0	1119.0
92591	159.0	93.0
388951	2.0	1.0
134430	2522.0	2492.0
100147811	0.0	0.0
100147812	0.0	0.0
100147813	1.0	0.0
100147814	0.0	0.0
101362076	109.0	43.0
100147815	0.0	0.0
100147816	0.0	0.0
100147817	0.0	1.0
100147821	0.0	0.0
100147822	0.0	0.0
100147824	0.0	0.0
100147825	0.0	0.0
350383	33.0	1.0
100147827	2.0	5.0
100147828	0.0	0.0
100147830	0.0	0.0
100147832	4.0	14.0
100147833	0.0	0.0
103724390	6.0	3.0
100147834	1.0	0.0
100147835	2.0	2.0
100147836	2.0	4.0
100147837	0.0	0.0
100505385	103.0	310.0
100505383	0.0	0.0
374354	2744.0	2909.0
374355	0.0	0.0
103724389	11.0	0.0
103724388	3.0	46.0
103724387	19.0	13.0
103724386	3.0	0.0
100133203	0.0	0.0
100133204	23.0	23.0
100133205	40.0	191.0
100133206	0.0	1.0
122416	516.0	4437.0
65121	0.0	0.0
677837	11.0	28.0
677838	0.0	0.0
65123	5787.0	11088.0
677835	0.0	0.0
65122	0.0	0.0
677836	1.0	1.0
65125	16937.0	24222.0
677833	0.0	2.0
102723508	74.0	50.0
92745	1083.0	2533.0
65124	1444.0	9926.0
677834	15.0	11.0
100505566	105.0	58.0
677831	1.0	0.0
677832	4.0	10.0
100505567	0.0	0.0
80759	100.0	180.0
80758	94.0	173.0
80757	99.0	198.0
144165	793.0	202.0
100505561	5.0	0.0
677839	4.0	27.0
79770	3868.0	1236.0
80762	8276.0	5244.0
79772	1214.0	334.0
80761	1702.0	163.0
80760	5124.0	94.0
388667	0.0	2.0
79774	303.0	1503.0
79777	976.0	342.0
79776	43.0	23.0
80765	288.0	668.0
80764	1338.0	1699.0
80763	103.0	2.0
79778	1290.0	3675.0
92737	236.0	37.0
677840	1.0	4.0
92736	2.0	0.0
158798	151.0	0.0
677848	0.0	0.0
677849	2.0	3.0
677846	0.0	2.0
677847	0.0	0.0
100505557	1.0	0.0
677844	0.0	0.0
677845	0.0	0.0
677842	0.0	0.0
677843	8.0	11.0
388662	4.0	2.0
80746	521.0	354.0
80745	621.0	805.0
653857	169.0	88.0
79760	736.0	801.0
79762	2983.0	437.0
79763	1385.0	2307.0
80755	316.0	264.0
79768	1596.0	1977.0
79767	913.0	2768.0
677850	0.0	0.0
677815	4.0	3.0
677816	0.0	0.0
677813	0.0	1.0
677814	6.0	19.0
677811	1.0	1.0
90102	2366.0	10408.0
677812	0.0	0.0
677810	19.0	17.0
388695	394.0	2001.0
80778	395.0	331.0
79791	1795.0	1883.0
677819	1.0	2.0
100505583	0.0	0.0
677817	0.0	1.0
79792	6067.0	5982.0
677818	0.0	0.0
79794	6146.0	2357.0
79797	623.0	1209.0
79796	623.0	678.0
80781	4803.0	8754.0
79799	0.0	0.0
79798	725.0	669.0
388685	190.0	260.0
119180	0.0	0.0
677826	2.0	6.0
219833	259.0	465.0
677827	2.0	6.0
100505576	157.0	64.0
100505573	577.0	376.0
677825	0.0	0.0
92755	57.0	99.0
677822	0.0	0.0
677823	3.0	18.0
677820	0.0	1.0
677821	0.0	0.0
144193	87.0	54.0
79780	2933.0	1535.0
79782	64.0	2.0
144195	2.0	31.0
677828	1.0	1.0
79781	309.0	28.0
677829	0.0	0.0
79784	6641.0	14386.0
79783	137.0	246.0
80772	1235.0	1909.0
79786	5207.0	7189.0
79785	192.0	1.0
80777	4453.0	4899.0
79788	246.0	170.0
80776	457.0	316.0
388677	29.0	30.0
80775	324.0	738.0
80774	7845.0	732.0
79789	1996.0	1693.0
92749	493.0	3.0
92747	34231.0	5.0
90121	2487.0	2669.0
219844	302.0	393.0
90120	1971.0	4590.0
158763	0.0	1.0
651249	3.0	2.0
220832	3.0	6.0
146779	0.0	0.0
677885	7.0	15.0
677882	1.0	0.0
677883	2.0	2.0
651250	577.0	430.0
132141	1.0	0.0
219855	1723.0	2276.0
219854	1199.0	1235.0
90113	8.0	9.0
653895	2.0	6.0
80789	1913.0	2732.0
144132	1706.0	357.0
144124	0.0	0.0
388698	3.0	2.0
388699	0.0	0.0
388697	11.0	52.0
100505518	3.0	0.0
80790	5688.0	28198.0
89122	3717.0	2294.0
158787	314.0	58.0
100505540	0.0	0.0
219865	1.0	0.0
100505547	0.0	5.0
132158	412.0	121.0
100505545	5.0	0.0
90141	367.0	526.0
132160	3287.0	949.0
90139	2328.0	240.0
340665	3.0	12.0
219858	0.0	0.0
100505532	18.0	31.0
90134	8.0	2.0
219875	0.0	0.0
90133	287.0	910.0
92799	5388.0	3697.0
219874	0.0	0.0
651258	3.0	0.0
90135	3013.0	5537.0
219873	0.0	0.0
100505536	2.0	2.0
92797	1319.0	729.0
219870	0.0	0.0
339674	1.0	12.0
339669	0.0	0.0
100505538	167.0	129.0
340654	14.0	55.0
219869	0.0	0.0
339665	156.0	220.0
100133053	0.0	0.0
55722	287.0	788.0
55721	229.0	606.0
55720	2137.0	4378.0
55726	1333.0	2019.0
55723	663.0	2132.0
55729	7439.0	6107.0
55728	1314.0	1371.0
55727	2877.0	4518.0
105377108	0.0	0.0
219899	1714.0	1185.0
220869	228.0	257.0
102723578	0.0	0.0
100133064	0.0	0.0
102723574	7.0	19.0
55733	699.0	701.0
400	4917.0	3737.0
641808	42.0	17.0
55732	343.0	1108.0
401	0.0	0.0
55731	1439.0	1904.0
402	1948.0	1387.0
403	1246.0	1037.0
55737	7843.0	11584.0
205251	653.0	714.0
405	4550.0	5847.0
55735	1706.0	3437.0
406	2055.0	1716.0
55734	910.0	1804.0
407	33.0	10.0
408	5257.0	697.0
409	6804.0	1475.0
55739	2600.0	3954.0
55738	3667.0	4215.0
327658	0.0	0.0
327657	665.0	0.0
327659	0.0	7.0
653808	1.0	1.0
100133074	0.0	0.0
55740	4047.0	12926.0
102723562	2.0	0.0
100133079	0.0	0.0
410	3471.0	3659.0
55744	2867.0	3270.0
411	1704.0	718.0
80700	4677.0	4151.0
79711	136.0	480.0
55743	2599.0	1412.0
412	2426.0	3566.0
79710	1055.0	6072.0
79713	349.0	79.0
55742	3730.0	5137.0
414	3543.0	10196.0
55741	3879.0	1672.0
79712	1412.0	1679.0
55748	13250.0	13380.0
415	201.0	76.0
100505506	8.0	11.0
416	3.0	73.0
79714	699.0	944.0
55746	3393.0	3920.0
79717	3044.0	2968.0
417	19.0	0.0
55745	2966.0	1986.0
79716	750.0	915.0
418	8.0	0.0
79719	2600.0	3162.0
419	5.0	21.0
79718	7349.0	27228.0
55749	4544.0	6103.0
102723555	2.0	1.0
220885	12.0	5.0
55751	2199.0	3737.0
55750	1950.0	2387.0
420	852.0	15.0
102723553	0.0	0.0
421	808.0	522.0
55755	4115.0	5766.0
340618	0.0	0.0
55754	16658.0	9697.0
55753	6.0	130.0
55752	8502.0	3443.0
79701	1798.0	876.0
55759	1272.0	1248.0
427	31856.0	5073.0
55758	3041.0	2242.0
79703	727.0	831.0
205272	2.0	0.0
55757	893.0	1874.0
79706	1624.0	1884.0
55756	1518.0	1153.0
429	23.0	1.0
79705	4217.0	2833.0
79707	1793.0	2189.0
79709	9626.0	18232.0
256815	101.0	55.0
101927273	0.0	0.0
101927275	107.0	71.0
7402	12888.0	2895.0
7401	1.0	1.0
80714	196.0	34.0
101927279	66.0	49.0
653820	68.0	62.0
100133093	0.0	1.0
80712	0.0	0.0
102723547	1.0	1.0
55762	684.0	492.0
55761	5451.0	5713.0
430	77.0	346.0
55760	1960.0	4114.0
79731	1293.0	995.0
432	627.0	48.0
79730	545.0	173.0
340602	10.0	0.0
79733	295.0	888.0
433	122.0	15.0
55766	2012.0	1258.0
434	15.0	3.0
55765	392.0	10403.0
79735	3432.0	2589.0
435	1653.0	1381.0
55764	1780.0	1826.0
55763	3294.0	4518.0
79734	932.0	840.0
436	36.0	21.0
55769	3226.0	2043.0
79736	380.0	395.0
438	17.0	2.0
79739	725.0	78.0
55768	2830.0	959.0
439	3537.0	3742.0
79738	1469.0	899.0
340600	0.0	0.0
677804	0.0	0.0
677805	0.0	0.0
677802	0.0	16.0
80709	12948.0	1997.0
677803	2.0	1.0
7411	2385.0	2648.0
677800	4.0	0.0
7410	3612.0	5875.0
677801	1.0	1.0
101927289	105.0	47.0
7412	6854.0	958.0
101927288	53.0	20.0
80704	1239.0	79.0
102723538	0.0	0.0
80701	1.0	0.0
677808	3.0	9.0
677809	0.0	0.0
677806	2.0	0.0
80705	496.0	118.0
677807	5.0	3.0
55773	2573.0	4563.0
440	1378.0	3263.0
100652997	1.0	2.0
55771	564.0	1862.0
79720	2778.0	2349.0
443	343.0	9.0
55770	2660.0	2603.0
79722	105.0	5.0
444	8860.0	8547.0
55777	1094.0	1059.0
55776	1034.0	470.0
445	2447.0	4054.0
55775	1236.0	1536.0
79724	1292.0	3873.0
79723	489.0	813.0
447	7.0	9.0
79726	2409.0	2659.0
7404	0.0	0.0
7403	3163.0	4264.0
79725	310.0	248.0
449	1.0	0.0
79728	829.0	2352.0
55779	1293.0	1279.0
55778	737.0	899.0
79727	1.0	0.0
7405	3243.0	1281.0
7408	10563.0	5860.0
7407	4044.0	9119.0
79729	374.0	576.0
7409	4377.0	565.0
101927295	0.0	0.0
7422	8126.0	12153.0
100422711	1.0	0.0
7421	1778.0	3322.0
100422712	34.0	21.0
7424	502.0	387.0
7423	3911.0	4224.0
80737	319.0	193.0
80736	3414.0	844.0
100422716	0.0	0.0
65109	1014.0	1036.0
65108	8432.0	15782.0
55780	1419.0	992.0
80739	104.0	18.0
450	1.0	0.0
55784	2022.0	1128.0
79751	868.0	2259.0
80740	2.0	1.0
451	0.0	0.0
79750	250.0	16.0
55783	2858.0	2221.0
79753	1294.0	2061.0
55781	1513.0	773.0
79752	2280.0	1500.0
454	0.0	0.0
79755	419.0	1495.0
55788	5383.0	1630.0
455	1.0	2.0
55787	2391.0	4943.0
79754	2501.0	3105.0
55786	322.0	21.0
80742	870.0	1597.0
55785	1706.0	3045.0
80741	157.0	50.0
92715	1296.0	1836.0
7415	18521.0	14899.0
79759	193.0	379.0
7414	7638.0	13028.0
79758	783.0	364.0
7417	2640.0	6288.0
55789	288.0	1080.0
92714	2602.0	2786.0
7416	6317.0	9407.0
7419	4510.0	2726.0
7418	0.0	0.0
65110	2009.0	1643.0
7431	91635.0	11524.0
7430	30072.0	15944.0
7433	2554.0	342.0
7432	79.0	4.0
7434	72.0	5.0
80726	763.0	483.0
65117	4812.0	3758.0
80725	308.0	167.0
80724	1756.0	1089.0
80723	287.0	194.0
102723518	0.0	0.0
55791	1183.0	1207.0
55790	2273.0	379.0
80728	365.0	881.0
460	167.0	0.0
102723513	5.0	3.0
80727	4437.0	8980.0
462	8.0	1.0
55795	2820.0	3888.0
79740	356.0	3.0
463	1858.0	2585.0
55794	887.0	909.0
55793	1495.0	1353.0
79742	1710.0	321.0
102723510	22.0	6.0
79744	706.0	662.0
466	1918.0	2365.0
55799	227.0	39.0
467	687.0	1536.0
55798	1185.0	1566.0
468	14748.0	15820.0
79746	858.0	884.0
80731	62.0	0.0
55796	3374.0	598.0
79745	3173.0	1676.0
469	0.0	0.0
79748	2.0	1.0
79747	166.0	0.0
7425	1.0	7.0
7428	3672.0	1744.0
92703	1856.0	1835.0
7429	5.0	6.0
7442	9.0	11.0
7441	1.0	0.0
7444	1380.0	1023.0
7443	966.0	1045.0
101927233	124.0	24.0
254251	684.0	466.0
471	3595.0	3504.0
472	11771.0	3112.0
473	8210.0	7782.0
103689844	0.0	0.0
474	0.0	1.0
103689843	0.0	0.0
475	2569.0	1023.0
103689846	2.0	0.0
476	35591.0	36702.0
103689845	0.0	1.0
477	409.0	12.0
478	183.0	32.0
479	73.0	13.0
100135756	0.0	0.0
7436	1348.0	1661.0
7439	530.0	108.0
7451	100.0	29.0
7450	40262.0	7374.0
7453	17580.0	17752.0
7455	4.0	0.0
100147744	0.0	0.0
7454	4442.0	463.0
100422624	0.0	0.0
101927242	0.0	0.0
100147745	0.0	0.0
100422625	0.0	0.0
100147746	3.0	0.0
7456	14378.0	1921.0
100147747	0.0	0.0
100147749	0.0	0.0
101927249	3.0	1.0
254263	49.0	187.0
480	83.0	53.0
481	7055.0	33868.0
482	245.0	11.0
483	4896.0	23834.0
484	0.0	4.0
100133100	0.0	0.0
485	3.0	9.0
486	59.0	6.0
487	89.0	71.0
488	12422.0	44505.0
100133103	0.0	0.0
489	14559.0	1004.0
7448	285.0	9.0
7447	113.0	212.0
7462	5118.0	453.0
100147751	3.0	0.0
7461	2057.0	1200.0
100147752	5.0	0.0
7464	2572.0	10027.0
100147754	0.0	0.0
7466	4842.0	2134.0
100147755	0.0	0.0
7465	1595.0	5546.0
100422635	0.0	0.0
100147756	0.0	0.0
7468	4154.0	13802.0
100147757	0.0	0.0
100422636	0.0	0.0
100147758	0.0	1.0
256892	0.0	0.0
101927258	18.0	1.0
100147759	0.0	0.0
490	5548.0	6879.0
491	26.0	5.0
492	1.0	1.0
493	11690.0	17213.0
495	51.0	0.0
254225	1266.0	1788.0
496	1.0	2.0
254228	517.0	167.0
498	22205.0	19906.0
7458	10469.0	16244.0
100147750	14.0	6.0
7473	126.0	1088.0
100147762	0.0	0.0
7472	429.0	73.0
100422642	4.0	0.0
7475	22.0	3.0
134701	5.0	0.0
7474	1261.0	427.0
100422644	0.0	0.0
7477	529.0	7154.0
100147766	1.0	2.0
101927265	0.0	0.0
7476	291.0	21.0
100147767	0.0	0.0
7479	11.0	1.0
100147768	0.0	0.0
7478	1.0	0.0
100147769	0.0	0.0
254240	0.0	1.0
7471	11.0	5.0
100133121	0.0	0.0
100133122	0.0	0.0
100133123	2.0	1.0
7469	1688.0	3449.0
100147760	1.0	0.0
100147761	0.0	2.0
7484	5.0	1.0
7483	626.0	820.0
7486	1096.0	952.0
7485	1595.0	1874.0
100422656	2.0	0.0
100422657	0.0	0.0
100422658	0.0	0.0
254295	1239.0	68.0
7480	51.0	11.0
100419004	0.0	0.0
7482	499.0	269.0
100419006	0.0	0.0
7481	155.0	7.0
100419005	0.0	0.0
100133139	1.0	0.0
100147770	0.0	0.0
100147771	0.0	0.0
7495	22.0	8.0
7494	0.0	0.0
100422666	9.0	21.0
7499	69.0	617.0
7498	72.0	415.0
7490	24.0	139.0
100420005	4.0	0.0
100420003	1.0	4.0
100422674	1.0	2.0
100419023	1.0	1.0
254272	3.0	0.0
100419029	0.0	0.0
101927215	33.0	4.0
101927217	12.0	23.0
100419028	15.0	18.0
101927219	0.0	0.0
55700	6776.0	10887.0
254268	6.0	2.0
55704	5105.0	763.0
55703	736.0	512.0
122706	2.0	1.0
55702	1079.0	579.0
55701	1571.0	1356.0
55707	8142.0	5414.0
55706	1920.0	3753.0
122704	1788.0	2238.0
55705	4588.0	8404.0
100420012	0.0	0.0
100422686	1.0	0.0
55709	706.0	706.0
101927221	580.0	147.0
101927220	5.0	4.0
100419031	27.0	35.0
101927222	0.0	0.0
101927224	0.0	0.0
100133161	70.0	66.0
100133162	1.0	2.0
100133163	0.0	0.0
100419038	0.0	0.0
100133168	28.0	0.0
55711	1308.0	108.0
55715	2786.0	1818.0
55714	424.0	373.0
55713	296.0	178.0
100420028	7.0	2.0
102723590	0.0	1.0
55719	3471.0	3277.0
55718	2150.0	3921.0
55717	5781.0	4589.0
55716	2196.0	1421.0
100420033	0.0	2.0
100420030	1.0	1.0
100419040	0.0	0.0
100419042	0.0	5.0
677798	0.0	0.0
158724	0.0	0.0
677799	7.0	4.0
100419041	0.0	0.0
120103	897.0	875.0
65080	1586.0	1043.0
65082	1323.0	579.0
100422690	0.0	2.0
100422691	22.0	40.0
122769	573.0	696.0
65084	1214.0	1111.0
65083	2815.0	4749.0
100420044	0.0	0.0
100420043	0.0	0.0
100419054	0.0	0.0
100420042	0.0	0.0
100419056	1.0	2.0
92691	113.0	21.0
100420049	1.0	0.0
65095	2608.0	4055.0
65094	549.0	722.0
100420047	0.0	0.0
100420046	1.0	0.0
100420055	0.0	0.0
132112	0.0	0.0
100419068	0.0	0.0
158747	2861.0	1276.0
100420051	12.0	10.0
