id	c3479764-edbf-49ba-afd0-9d7981b715c0	9f78aa72-143a-4277-bfdf-e1677822f8b7
84812	231.0	258.0
57215	1331.0	3149.0
84811	794.0	1825.0
57216	786.0	7821.0
57217	4150.0	3257.0
84814	123.0	57.0
100132992	1.0	0.0
57211	2412.0	80.0
100132994	0.0	0.0
57212	1133.0	607.0
57213	531.0	703.0
100132995	0.0	0.0
57214	4892.0	4112.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	9.0	7.0
648791	95.0	104.0
359822	0.0	3.0
100129347	6.0	4.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	4.0	1.0
130728	0.0	0.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	2.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	0.0	7.0
100130311	1002.0	351.0
100130310	0.0	0.0
130733	223.0	21.0
359844	1.0	0.0
359845	3305.0	1868.0
727914	0.0	0.0
727915	1.0	0.0
100129325	1.0	1.0
100129320	4.0	0.0
646168	4.0	2.0
100129319	0.0	8.0
100130307	0.0	7.0
100129315	0.0	0.0
100130302	5.0	2.0
727910	983.0	1442.0
100130301	1.0	0.0
345193	1.0	6.0
130749	3.0	5.0
646164	0.0	0.0
727909	1.0	4.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	5.0	19.0
646175	0.0	1.0
646174	2.0	3.0
115123	392.0	728.0
286333	45.0	35.0
286336	1176.0	393.0
115106	543.0	1276.0
100306975	1.0	0.0
115111	4.0	24.0
286343	1170.0	110.0
286348	0.0	1.0
646193	0.0	1.0
100886964	31.0	4.0
646192	2.0	44.0
646196	1.0	2.0
646195	4788.0	10356.0
100534599	3.0	2.0
130700	0.0	0.0
100306951	87.0	193.0
100534595	34.0	64.0
100132911	0.0	0.0
100534592	3.0	1.0
100534593	14.0	18.0
286362	1.0	0.0
100132916	0.0	5.0
100240709	3.0	10.0
129684	0.0	76.0
57180	178.0	561.0
129685	1420.0	2641.0
100240707	1.0	0.0
727982	0.0	110.0
57185	2633.0	2717.0
727987	0.0	0.0
57186	6047.0	1712.0
57187	2485.0	8211.0
57188	1618.0	240.0
57181	1654.0	2499.0
94122	29.0	58.0
57182	2432.0	4898.0
727984	0.0	1.0
94121	743.0	1498.0
94120	580.0	216.0
57184	673.0	740.0
359795	1.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	1.0	1.0
57189	2277.0	2675.0
359792	4.0	5.0
127018	619.0	2447.0
359793	1.0	0.0
100240711	0.0	3.0
100240712	0.0	3.0
100240710	1.0	1.0
345258	8.0	0.0
100240713	0.0	0.0
94115	0.0	0.0
57190	13859.0	11444.0
727970	1.0	1.0
57191	28.0	87.0
166614	433.0	253.0
57198	5361.0	2064.0
57192	4329.0	1827.0
359799	0.0	0.0
57194	1818.0	796.0
727969	0.0	0.0
84798	1091.0	4926.0
140004	0.0	0.0
84793	105.0	317.0
84792	633.0	1057.0
84795	389.0	392.0
84791	201.0	323.0
84790	5168.0	23816.0
154661	247.0	19.0
154664	219.0	3591.0
166647	1056.0	1699.0
127003	33.0	14.0
127002	169.0	353.0
115019	2129.0	17.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	2.0	20.0
100130391	0.0	0.0
115024	1056.0	2268.0
142679	191.0	570.0
648729	3.0	4.0
142678	1267.0	1547.0
347894	0.0	0.0
102465436	3.0	1.0
94137	51.0	29.0
727991	3.0	6.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	1.0	0.0
102465430	0.0	0.0
100130388	3.0	24.0
100130386	4.0	1.0
94134	1576.0	3282.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	28.0	97.0
100129394	0.0	2.0
142683	137.0	5.0
142686	18.0	26.0
142685	0.0	0.0
152007	5299.0	1036.0
152006	2565.0	4210.0
142689	6.0	15.0
140028	0.0	0.0
152002	988.0	14647.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	16.0	11.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	5.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	1.0	9.0
100130376	1.0	0.0
94160	1.0	1.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1078.0	992.0
100129385	0.0	2.0
100129387	200.0	972.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	11.0	16.0
102465456	1.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	2.0	8.0
102465451	3.0	3.0
127059	0.0	0.0
94151	0.0	1.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	7.0	0.0
102465469	0.0	0.0
102465468	0.0	2.0
102465467	0.0	0.0
347862	2035.0	1977.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	2.0	0.0
102465463	2.0	2.0
646114	0.0	10.0
102465462	0.0	0.0
100009676	129.0	206.0
727964	0.0	0.0
100129361	1015.0	2341.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	3.0	7.0
100129368	0.0	2.0
347853	0.0	14.0
102465479	0.0	0.0
102465478	0.0	10.0
102465477	0.0	2.0
102465476	0.0	0.0
100130348	22.0	58.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2715.0	2949.0
100009667	0.0	1.0
100130342	0.0	0.0
100009668	0.0	0.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	1.0	1.0
100129357	15.0	39.0
100129351	0.0	0.0
100129354	1.0	10.0
102465489	0.0	0.0
102465488	0.0	1.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	13.0	8.0
57105	222.0	193.0
57106	555.0	613.0
84726	10478.0	32662.0
57107	1107.0	988.0
84725	508.0	870.0
57108	1.0	5.0
57101	173.0	51.0
84720	1905.0	6318.0
57102	981.0	1562.0
57103	655.0	754.0
84722	179.0	796.0
57104	4966.0	2633.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1114.0	3107.0
102465499	0.0	0.0
100288713	4.0	0.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	1.0	117.0
84709	49.0	22.0
57110	10.0	52.0
57111	1473.0	4526.0
84706	350.0	1693.0
84705	515.0	3425.0
84708	241.0	251.0
84707	426.0	4146.0
57116	1.0	138.0
57117	818.0	804.0
57118	1925.0	8502.0
57119	2.0	0.0
57113	0.0	4.0
57115	4.0	85.0
102465494	0.0	0.0
102465493	0.0	1.0
102465492	0.0	0.0
102465491	0.0	2.0
102465490	0.0	0.0
152065	0.0	3.0
100288702	0.0	0.0
57120	1919.0	2665.0
57121	445.0	2037.0
57122	1026.0	3975.0
201456	22.0	12.0
127086	0.0	1.0
57127	1.0	4.0
57128	960.0	1867.0
57129	875.0	6925.0
84747	1688.0	4372.0
57124	8177.0	2997.0
57125	685.0	1116.0
57126	240.0	918.0
84740	196.0	4188.0
152078	180.0	12.0
127074	0.0	0.0
57130	4653.0	11878.0
57132	5217.0	4251.0
84727	377.0	1008.0
127077	0.0	0.0
84735	0.0	9.0
84734	902.0	142.0
57139	383.0	85.0
115098	1941.0	4082.0
201475	1602.0	1421.0
57134	2582.0	490.0
57135	0.0	0.0
57136	6620.0	15817.0
84733	196.0	2551.0
57142	13854.0	17794.0
57143	516.0	561.0
57144	12.0	969.0
201477	1.0	0.0
57140	8537.0	4433.0
57149	1125.0	994.0
84767	0.0	0.0
140032	0.0	0.0
84769	574.0	1601.0
57146	1376.0	4419.0
57147	468.0	1057.0
84766	311.0	159.0
84765	174.0	143.0
57148	3126.0	7182.0
152015	5.0	2.0
57152	1.0	5.0
57153	15204.0	11608.0
166655	0.0	0.0
57154	2785.0	4622.0
84749	759.0	937.0
57150	200.0	614.0
57151	0.0	0.0
84759	417.0	1017.0
140043	0.0	0.0
57156	106.0	70.0
57157	1398.0	2947.0
139060	2.0	0.0
84752	1351.0	2384.0
57158	816.0	555.0
57159	10.0	13.0
84750	350.0	792.0
152024	1.0	2.0
139067	0.0	0.0
139065	65.0	205.0
94104	486.0	1146.0
94103	4220.0	3599.0
96764	1036.0	2791.0
94107	1106.0	3383.0
57165	146.0	54.0
94101	1013.0	2356.0
57161	999.0	1041.0
57162	4424.0	3713.0
57167	37.0	113.0
57168	203.0	232.0
57169	6980.0	3783.0
84787	251.0	710.0
57175	5857.0	5846.0
57176	1468.0	1288.0
57171	725.0	2199.0
57172	109.0	31.0
84779	0.0	0.0
57178	9862.0	10803.0
139081	0.0	0.0
84775	120.0	830.0
57179	4685.0	5001.0
84777	134.0	189.0
84771	64.0	61.0
113655	459.0	792.0
732538	0.0	0.0
353323	0.0	0.0
353322	486.0	110.0
353324	48.0	27.0
100996279	0.0	0.0
149603	5128.0	14430.0
341333	0.0	1.0
343990	646.0	228.0
353332	0.0	0.0
149620	35.0	0.0
353333	0.0	0.0
100996266	1.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	97.0	49.0
84900	86.0	123.0
84902	1051.0	3583.0
149628	228.0	70.0
84901	1476.0	5202.0
341315	109.0	106.0
113622	78.0	244.0
353355	18.0	22.0
149643	2.0	2.0
150622	8.0	3.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	0.0	1.0
642513	0.0	0.0
100852405	0.0	0.0
642517	62.0	83.0
100852410	13.0	10.0
84919	14262.0	5655.0
84918	1949.0	4105.0
389322	23.0	42.0
390311	0.0	0.0
389320	0.0	2.0
390313	1.0	0.0
84915	275.0	184.0
84914	493.0	749.0
497190	3.0	25.0
84916	1371.0	5050.0
84922	706.0	946.0
390318	0.0	0.0
84924	261.0	515.0
84923	715.0	1338.0
84920	139.0	484.0
123016	512.0	927.0
497189	58.0	12.0
642521	0.0	0.0
390320	0.0	0.0
84908	889.0	2260.0
390321	0.0	0.0
353376	10.0	12.0
390322	0.0	0.0
390323	0.0	0.0
654502	1.0	1.0
84909	1435.0	7792.0
390324	0.0	0.0
654503	0.0	1.0
84904	61.0	1718.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	32.0
654506	29.0	34.0
84905	303.0	347.0
84911	86.0	161.0
390329	0.0	0.0
84910	2341.0	4939.0
84913	1289.0	113.0
84912	1095.0	1708.0
113691	14.0	76.0
642538	0.0	0.0
113675	903.0	259.0
84937	1241.0	1936.0
84936	944.0	1726.0
84939	1581.0	2246.0
84938	827.0	516.0
84944	10.0	477.0
57325	593.0	1975.0
57326	11565.0	6623.0
84946	716.0	1633.0
84945	1007.0	837.0
84940	57.0	285.0
389336	9.0	164.0
389337	1051.0	557.0
84942	144.0	324.0
84941	600.0	366.0
642546	5.0	21.0
343930	1.0	3.0
84929	162.0	23.0
389333	273.0	503.0
84926	4118.0	5337.0
84925	907.0	2528.0
84928	960.0	2669.0
57336	169.0	170.0
84933	191.0	271.0
84932	1116.0	1224.0
57337	691.0	661.0
84935	1569.0	618.0
57338	16.0	61.0
84934	775.0	1487.0
57332	220.0	512.0
57333	3172.0	2603.0
84931	0.0	6.0
84930	442.0	3327.0
57335	142.0	431.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	4.0	10.0
390352	1.0	15.0
390354	329.0	965.0
389362	407.0	703.0
150677	0.0	0.0
150678	1145.0	766.0
377381	51.0	79.0
162655	90.0	266.0
390363	1.0	6.0
147040	1340.0	1603.0
343901	2.0	0.0
149699	2.0	1.0
150684	951.0	1441.0
150681	0.0	0.0
159013	1112.0	808.0
221504	4.0	1.0
103752581	23.0	10.0
389386	0.0	0.0
389383	0.0	5.0
389384	21.0	4.0
123041	233.0	10.0
162681	172.0	598.0
123036	1853.0	549.0
103752587	0.0	1.0
150696	981.0	475.0
103752588	1.0	5.0
103752589	13.0	5.0
103752583	0.0	0.0
103752584	14.0	25.0
103752585	1.0	1.0
103752586	3.0	5.0
390340	0.0	0.0
389376	3348.0	56.0
221527	158.0	401.0
390394	0.0	0.0
149647	3.0	0.0
389396	0.0	0.0
123099	179.0	111.0
389395	0.0	1.0
123096	883.0	803.0
137682	310.0	447.0
390378	0.0	2.0
221545	355.0	904.0
221547	3.0	10.0
147011	86.0	139.0
147007	641.0	1028.0
100996295	24.0	33.0
137695	494.0	984.0
162632	2.0	1.0
149685	0.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	150.0	234.0
100996280	0.0	0.0
94240	1399.0	1107.0
94241	5577.0	2815.0
94236	0.0	0.0
94235	0.0	2.0
94234	711.0	1223.0
94239	5567.0	7818.0
94233	7.0	1.0
390294	1.0	2.0
390297	0.0	0.0
390298	0.0	1.0
221584	126.0	95.0
150590	32.0	45.0
94274	1059.0	303.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	0.0	1.0
414766	2.0	13.0
414767	0.0	0.0
654434	82.0	458.0
400123	0.0	1.0
400121	0.0	0.0
57221	2657.0	513.0
84838	2056.0	2593.0
400120	25.0	2.0
84837	101.0	231.0
84839	1.0	0.0
57226	1370.0	2768.0
84844	846.0	1959.0
84847	13.0	24.0
57228	695.0	983.0
57222	12498.0	6781.0
402779	0.0	0.0
402778	946.0	700.0
57223	3653.0	8100.0
57224	2484.0	5386.0
84842	19.0	196.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	2.0
642448	1.0	1.0
642461	0.0	0.0
642460	0.0	0.0
414777	862.0	1002.0
414778	6.0	1.0
57231	2173.0	1556.0
400110	3.0	15.0
57232	108.0	212.0
654427	6.0	18.0
84826	0.0	0.0
654429	1.0	2.0
84833	1224.0	2368.0
84836	3898.0	2269.0
84830	1170.0	100.0
57234	143.0	207.0
84832	0.0	0.0
654433	911.0	2268.0
9001	46.0	389.0
9002	526.0	203.0
642475	469.0	178.0
84859	1425.0	9416.0
84867	33.0	28.0
84866	828.0	585.0
84869	453.0	704.0
84868	3151.0	1023.0
654463	18.0	227.0
84865	236.0	624.0
84864	880.0	1472.0
84861	1110.0	1529.0
9014	512.0	1125.0
9015	114.0	485.0
9013	1296.0	3481.0
9019	7033.0	12146.0
9016	215.0	789.0
341392	4.0	2.0
84848	13.0	48.0
84856	140.0	524.0
84858	1020.0	1203.0
84852	75.0	75.0
102725176	0.0	0.0
84851	336.0	534.0
642477	6.0	70.0
84850	11.0	0.0
105376946	0.0	1.0
9025	671.0	2443.0
9026	2121.0	2093.0
9023	4438.0	1516.0
113612	931.0	394.0
9024	15.0	34.0
642493	0.0	0.0
9027	3.0	4.0
9028	46.0	146.0
400165	2.0	0.0
9021	77905.0	6870.0
9022	918.0	128.0
9020	1984.0	757.0
84889	0.0	0.0
84888	3514.0	3975.0
654483	13.0	25.0
84885	1602.0	5503.0
654486	0.0	0.0
84886	6360.0	6386.0
84881	754.0	1360.0
642489	20.0	31.0
84883	948.0	1622.0
654480	1.0	2.0
9037	1792.0	695.0
9034	1480.0	209.0
9038	0.0	0.0
9039	1749.0	2428.0
400156	0.0	1.0
9032	0.0	0.0
9033	191.0	38.0
9031	4591.0	16250.0
84878	627.0	1187.0
84879	4706.0	558.0
84874	268.0	784.0
84873	0.0	1.0
84876	2037.0	2866.0
84875	4144.0	3759.0
84870	355.0	153.0
84872	367.0	544.0
84871	5.0	15.0
9047	462.0	540.0
9048	62.0	653.0
9045	17684.0	20529.0
9046	2877.0	437.0
9049	3228.0	2077.0
106480985	2.0	1.0
9040	2272.0	3907.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	3.0	2.0
9043	5850.0	7126.0
400141	8.0	0.0
106480989	1.0	2.0
9044	1539.0	2662.0
106480988	0.0	0.0
57282	20.0	0.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	6.0	6.0
414753	0.0	0.0
414754	3.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	3.0	1.0
341356	1.0	0.0
9058	4.0	11.0
9056	5920.0	1352.0
9057	699.0	1409.0
341350	77.0	6.0
9050	657.0	434.0
106480996	0.0	0.0
9051	717.0	227.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	854.0	2172.0
9054	773.0	2429.0
9055	428.0	8925.0
106480999	0.0	0.0
9052	36633.0	1299.0
9053	1095.0	5255.0
84899	572.0	1092.0
282569	0.0	0.0
400129	0.0	3.0
84896	1893.0	3198.0
84895	892.0	1905.0
400128	0.0	0.0
84898	14575.0	13068.0
84897	1161.0	1733.0
400126	44.0	88.0
654499	0.0	0.0
84892	1065.0	884.0
414764	11.0	12.0
84891	0.0	3.0
414765	13.0	33.0
84894	140.0	736.0
84893	3704.0	7201.0
414760	2.0	2.0
414761	11.0	49.0
84890	1405.0	2464.0
341346	14.0	30.0
9069	1286.0	1331.0
414926	2.0	1.0
9068	612.0	220.0
106479979	0.0	0.0
729004	0.0	0.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	3.0	7.0
9061	3570.0	4090.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	7284.0	1076.0
106480964	1.0	0.0
106479971	6.0	0.0
106479970	0.0	0.0
106480967	2.0	6.0
9066	697.0	310.0
106480966	0.0	0.0
9063	1026.0	2097.0
729009	141.0	97.0
106480969	0.0	0.0
9064	3257.0	4608.0
106480968	0.0	0.0
106480970	1.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	37.0	55.0
106479969	0.0	8.0
9079	5284.0	701.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	1.0	5.0
9073	22.0	69.0
106479962	0.0	0.0
106480973	0.0	1.0
9070	2107.0	3934.0
106479961	0.0	0.0
106480976	0.0	0.0
9071	152.0	278.0
106479960	0.0	1.0
106480975	0.0	0.0
9076	5542.0	67429.0
390402	0.0	0.0
106480978	1.0	4.0
9077	208.0	48.0
390403	1.0	0.0
106480977	0.0	0.0
9074	12.0	4.0
9075	781.0	153.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	0.0	1.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	3.0	6.0
729025	1.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	41.0	1.0
137529	0.0	1.0
730010	9.0	2.0
106479999	0.0	0.0
729020	0.0	3.0
113510	501.0	485.0
106479998	0.0	0.0
729023	1.0	0.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	71.0	12.0
106479992	0.0	1.0
106480945	0.0	0.0
9088	174.0	3101.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	845.0	166.0
106480946	0.0	0.0
57402	2248.0	4430.0
57403	2027.0	2524.0
57404	1884.0	3902.0
57405	38.0	877.0
389416	2.0	0.0
149501	7.0	32.0
9080	42.0	0.0
106480950	0.0	0.0
57406	898.0	496.0
57407	1584.0	3900.0
57408	0.0	1.0
730005	615.0	36.0
57409	1469.0	1693.0
106480959	1.0	1.0
729013	359.0	760.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	1.0	4.0
106479986	0.0	0.0
9094	1041.0	2741.0
106479985	0.0	0.0
106480952	0.0	1.0
9095	176.0	201.0
106479984	1.0	2.0
106480951	0.0	2.0
9092	3910.0	6130.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	1579.0	4853.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	40.0	73.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	435.0	62.0
106479980	2.0	0.0
106480955	5.0	0.0
9096	6.0	112.0
106480958	0.0	0.0
9097	2611.0	4509.0
106480957	0.0	0.0
57413	731.0	443.0
57414	6049.0	11086.0
57415	287.0	298.0
389404	2.0	2.0
9091	2565.0	2937.0
57410	4756.0	5683.0
389400	0.0	0.0
106480961	0.0	0.0
57412	20.0	28.0
106480960	0.0	1.0
57418	1243.0	5596.0
57419	1089.0	937.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	1.0
106479936	0.0	0.0
106480929	4.0	0.0
106479935	0.0	5.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	215.0	300.0
390433	0.0	0.0
106480921	3.0	5.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	2.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	18.0
100996350	0.0	2.0
389434	107.0	2.0
642402	1.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	1.0	0.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	0.0	13.0
353497	37.0	34.0
390442	0.0	2.0
106480930	0.0	0.0
390443	0.0	0.0
389432	526.0	503.0
106480932	0.0	1.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	22.0	9.0
106480935	0.0	1.0
389428	0.0	0.0
341405	0.0	0.0
389422	10.0	793.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	0.0	2.0
106479958	0.0	0.0
106479957	0.0	1.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	3.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	1.0
106479952	0.0	1.0
654412	1.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	1.0	1.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	0.0
106480902	0.0	0.0
57446	2186.0	3056.0
57447	4066.0	2529.0
390418	3.0	1.0
100996331	0.0	0.0
57448	4875.0	6900.0
390419	0.0	0.0
57449	824.0	1593.0
389458	2.0	3.0
642425	1.0	0.0
642424	8.0	8.0
100125556	50.0	603.0
106479949	0.0	0.0
106480916	0.0	9.0
106479948	0.0	0.0
106480915	3.0	3.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	1.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	1.0
642443	4.0	5.0
106479942	0.0	1.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	1.0	3.0
57451	140.0	14778.0
106480910	0.0	3.0
57452	566.0	103.0
390423	0.0	0.0
414919	649.0	1384.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	1.0	0.0
414918	456.0	367.0
106480913	0.0	0.0
57458	1531.0	1529.0
390429	0.0	0.0
57459	2114.0	4809.0
57453	59.0	11.0
57455	1916.0	4616.0
57456	1090.0	1588.0
106479939	0.0	1.0
390472	0.0	0.0
162540	1.0	0.0
150554	5.0	31.0
729082	4309.0	9955.0
729085	342.0	75.0
729079	1.0	2.0
390483	0.0	0.0
730061	1.0	1.0
150568	0.0	0.0
729073	14.0	16.0
497258	89.0	79.0
106479916	0.0	0.0
106479915	0.0	1.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	660.0	753.0
730092	135.0	354.0
730091	87.0	88.0
150577	2.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	4.0
102546227	1.0	0.0
106479902	0.0	0.0
730087	34.0	267.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	1.0	2.0
729097	11.0	11.0
389493	13.0	3.0
221613	0.0	0.0
729096	5.0	36.0
729092	5.0	10.0
729046	29.0	29.0
729042	1.0	1.0
729041	7.0	8.0
730029	17.0	7.0
730023	0.0	3.0
729032	0.0	0.0
730016	0.0	4.0
730058	0.0	0.0
730052	5.0	1.0
730051	361.0	789.0
221662	84.0	30.0
150538	0.0	21.0
162515	124.0	389.0
162517	19.0	26.0
729059	0.0	6.0
162514	54.0	72.0
730041	24.0	14.0
149563	0.0	3.0
221656	1193.0	1837.0
729050	0.0	1.0
221687	136.0	5.0
221692	2939.0	254.0
162494	30.0	151.0
654391	0.0	1.0
198437	0.0	3.0
257629	1.0	1.0
267004	2.0	1.0
149499	18.0	5.0
162466	209.0	35.0
255022	2.0	2.0
162461	382.0	98.0
267010	0.0	0.0
267012	0.0	0.0
267013	7.0	8.0
150472	321.0	823.0
255031	163.0	113.0
255025	0.0	0.0
101101692	16.0	231.0
255027	255.0	392.0
267002	228.0	418.0
150483	13.0	2.0
282617	0.0	1.0
282618	0.0	3.0
282616	0.0	1.0
644990	8.0	0.0
9103	166.0	105.0
9100	2611.0	9332.0
9101	2619.0	3618.0
644994	0.0	1.0
9107	2459.0	1303.0
9104	681.0	41.0
400242	68.0	153.0
84959	1676.0	550.0
255061	4.0	20.0
84958	1176.0	3158.0
654319	1.0	2.0
100996315	5.0	0.0
84966	166.0	158.0
57348	5.0	86.0
282679	44.0	63.0
84968	53.0	114.0
84967	1326.0	908.0
84962	956.0	7868.0
57343	665.0	817.0
654320	0.0	0.0
255057	100.0	22.0
84961	1545.0	1697.0
654321	3.0	6.0
400238	0.0	0.0
654322	3.0	4.0
84964	46.0	298.0
400236	115.0	240.0
644988	6.0	6.0
84960	29.0	47.0
642326	0.0	0.0
9113	1645.0	3482.0
9114	10462.0	7129.0
9111	1017.0	1687.0
9112	1970.0	4084.0
9117	2258.0	1797.0
9118	6.0	830.0
414899	1.0	0.0
100996307	51.0	76.0
100996306	0.0	0.0
84948	317.0	1347.0
9110	1598.0	2811.0
84947	485.0	755.0
84955	908.0	1241.0
84954	1338.0	1638.0
84957	1254.0	614.0
100996301	2.0	16.0
84951	238.0	12397.0
84950	1873.0	1902.0
84953	391.0	43.0
400224	16.0	42.0
84952	4617.0	914.0
644998	0.0	1.0
9108	41.0	56.0
642337	12.0	2.0
644997	6.0	5.0
9124	15184.0	25139.0
9125	2090.0	4108.0
9122	762.0	167.0
9123	5405.0	3893.0
9128	1432.0	6358.0
9129	1158.0	2971.0
9126	2189.0	6938.0
9127	49.0	66.0
94304	0.0	0.0
255043	63.0	44.0
9120	1244.0	220.0
9121	1013.0	827.0
57369	0.0	0.0
