id	fc2fcb44-c5cb-4b1a-822d-552f32866fe3	a80301cb-eca4-4d79-99f9-d32a29c39b6b
408029	0.0	0.0
220979	213.0	60.0
219986	0.0	0.0
90268	1128.0	1476.0
219983	1.0	0.0
219982	0.0	0.0
219981	0.0	0.0
220972	1915.0	2349.0
220974	0.0	0.0
28231	1615.0	1688.0
28232	4669.0	17280.0
28234	6.0	23.0
158674	5.0	6.0
340784	0.0	0.0
220965	221.0	155.0
349114	208.0	494.0
219995	5450.0	133.0
146691	5982.0	3693.0
219990	0.0	0.0
339799	309.0	785.0
220963	120.0	4384.0
501	1945.0	259.0
651144	0.0	1.0
90249	29.0	53.0
504	0.0	1.0
506	19044.0	61493.0
100505659	0.0	0.0
507	0.0	0.0
509	4975.0	9974.0
101927195	0.0	1.0
168090	519.0	1.0
100505601	7.0	102.0
101978785	13.0	0.0
339781	5.0	5.0
594840	0.0	1.0
594842	17.0	98.0
220992	77.0	177.0
339788	0.0	1.0
339789	4.0	1.0
339779	1.0	0.0
79810	294.0	1007.0
55843	301.0	112.0
55841	8052.0	3591.0
79812	4078.0	578.0
513	2678.0	4695.0
79811	4826.0	8064.0
55840	62.0	361.0
79814	22.0	124.0
55847	791.0	978.0
514	12056.0	17864.0
55846	1138.0	2957.0
515	4499.0	6457.0
79813	2361.0	7358.0
79816	166.0	152.0
516	1930.0	9064.0
55845	7351.0	8579.0
79815	1033.0	680.0
517	8992.0	21994.0
55844	1717.0	2290.0
518	4813.0	13846.0
79818	490.0	530.0
79817	953.0	1017.0
256949	1440.0	198.0
55848	612.0	1525.0
79819	1313.0	83.0
220988	11456.0	42780.0
594837	7.0	14.0
594838	16.0	33.0
594839	40.0	99.0
220980	7.0	2.0
339778	82.0	345.0
55850	943.0	2029.0
339768	41.0	208.0
520	1.0	0.0
55854	2326.0	6782.0
521	3383.0	4806.0
522	3264.0	6586.0
55853	5.0	13.0
523	3766.0	9333.0
55852	3227.0	5657.0
79801	93.0	1113.0
79800	333.0	737.0
55851	3232.0	2776.0
525	163.0	532.0
55858	4717.0	5545.0
79803	1430.0	1300.0
55857	588.0	1355.0
79802	14.0	29.0
526	6347.0	6621.0
55856	1410.0	5985.0
79805	131.0	277.0
527	2170.0	3211.0
528	2733.0	3991.0
55855	1.0	32.0
79804	0.0	1.0
529	6608.0	14388.0
79807	237.0	887.0
79809	873.0	2337.0
256957	4.0	15.0
55859	42.0	8097.0
100505624	9.0	68.0
100505621	2.0	17.0
7500	0.0	3.0
339761	15.0	66.0
80818	682.0	1119.0
80817	433.0	1076.0
80816	37.0	4.0
339766	9.0	344.0
55861	233.0	84.0
55860	2691.0	3681.0
79830	240.0	919.0
105377240	0.0	0.0
340745	1.0	33.0
79832	1057.0	7766.0
80821	792.0	1599.0
533	5928.0	5060.0
80820	715.0	2199.0
79831	292.0	267.0
102723680	0.0	0.0
55863	1280.0	2396.0
79834	4236.0	2205.0
534	26.0	102.0
535	5321.0	6287.0
55862	3847.0	2541.0
79833	487.0	2417.0
340749	3.0	2.0
105377243	0.0	0.0
55869	735.0	2349.0
79836	491.0	58.0
537	12544.0	19826.0
79838	6764.0	729.0
538	737.0	1846.0
55867	2.0	34.0
79837	3387.0	12933.0
539	3356.0	3614.0
79839	301.0	327.0
594855	0.0	0.0
7512	39.0	23.0
594857	0.0	0.0
7511	1987.0	5292.0
339751	20.0	15.0
55872	35.0	3943.0
256933	4.0	1.0
540	487.0	758.0
55871	551.0	1454.0
55870	2950.0	5382.0
541	2.0	1.0
542	0.0	0.0
55876	465.0	2140.0
543	0.0	0.0
79820	72.0	97.0
544	0.0	0.0
79823	275.0	416.0
545	805.0	4160.0
546	2485.0	6934.0
79822	166.0	3717.0
79825	1049.0	432.0
547	21.0	6109.0
7503	4.0	4.0
100505616	38.0	235.0
55879	2.0	230.0
549	486.0	508.0
79827	594.0	149.0
7504	234.0	975.0
79829	639.0	4591.0
7507	648.0	1836.0
79828	337.0	1870.0
641700	543.0	113.0
7508	2585.0	2147.0
100505619	0.0	0.0
101927150	11.0	9.0
653707	0.0	0.0
101927152	0.0	4.0
101927155	37.0	106.0
7520	10585.0	31918.0
92822	723.0	1047.0
80835	11.0	104.0
101927158	11.0	13.0
80834	0.0	0.0
80833	2981.0	420.0
339742	0.0	6.0
653702	198.0	324.0
339745	1235.0	2072.0
550	5714.0	16244.0
79850	1827.0	7486.0
551	0.0	2.0
339736	0.0	0.0
79852	215.0	66.0
552	24.0	27.0
256987	2793.0	4750.0
553	0.0	3.0
554	117.0	11.0
79854	19.0	95.0
79853	0.0	1.0
55885	5491.0	787.0
79856	1298.0	444.0
55884	3913.0	7262.0
100652885	1.0	1.0
7514	3725.0	27727.0
79858	1070.0	989.0
558	4689.0	707.0
92815	102.0	837.0
7516	32.0	2414.0
55889	1.0	0.0
7515	2122.0	4959.0
55888	117.0	306.0
7518	239.0	487.0
7517	760.0	4060.0
7532	8431.0	31467.0
100422821	0.0	0.0
7531	24461.0	77515.0
7534	27953.0	108801.0
100422823	0.0	0.0
7533	9049.0	11173.0
101927167	185.0	821.0
100422824	0.0	4.0
65217	49.0	18.0
80824	6809.0	7807.0
100422826	0.0	0.0
340719	59.0	82.0
80823	134.0	2303.0
100422827	1.0	0.0
100422828	0.0	0.0
55890	4313.0	4364.0
80829	2862.0	7025.0
100422829	0.0	1.0
144097	865.0	5610.0
55894	0.0	0.0
55893	2453.0	5680.0
55892	699.0	4456.0
563	960.0	120.0
79841	324.0	871.0
55891	1.0	26.0
79840	23.0	50.0
80832	1017.0	776.0
79843	83.0	28.0
55898	4142.0	9430.0
80831	0.0	0.0
55897	30.0	86.0
566	76.0	8.0
79842	265.0	457.0
79845	517.0	1806.0
567	161777.0	42158.0
80830	3691.0	2953.0
79844	559.0	559.0
79847	773.0	869.0
7525	2631.0	9721.0
79846	487.0	403.0
79849	16.0	7.0
79848	1096.0	777.0
7526	66.0	17.0
7529	16026.0	22095.0
7528	5100.0	14266.0
101927171	6.0	666.0
92806	228.0	402.0
65220	2943.0	3765.0
92840	290.0	516.0
7541	599.0	2326.0
100422830	0.0	0.0
100422831	0.0	0.0
7543	977.0	3475.0
7542	311.0	699.0
101927176	0.0	0.0
100422833	0.0	0.0
7545	2.0	546.0
100422834	0.0	0.0
7544	525.0	405.0
100422835	0.0	1.0
102723647	7.0	23.0
653720	5.0	1.0
100422837	0.0	0.0
80856	1108.0	6015.0
100422838	0.0	0.0
100422839	0.0	0.0
102723644	0.0	0.0
570	29.0	10.0
79870	490.0	409.0
571	1592.0	2991.0
572	2288.0	3417.0
79872	1220.0	2258.0
573	5741.0	3421.0
79871	629.0	1714.0
79874	1329.0	4008.0
102723641	22.0	3.0
575	69.0	363.0
79873	491.0	1575.0
79876	1356.0	6192.0
576	204.0	789.0
340706	444.0	531.0
577	89.0	121.0
79875	2551.0	2058.0
80864	44.0	267.0
578	935.0	3113.0
80863	114.0	1426.0
579	1.0	9.0
79877	1724.0	6664.0
80862	221.0	683.0
7536	12877.0	17829.0
79879	71.0	387.0
7535	103.0	75.0
7538	39117.0	15658.0
7539	91.0	274.0
7552	114.0	3110.0
101927186	0.0	0.0
100422841	4.0	5.0
7551	1510.0	3830.0
100422842	0.0	0.0
100422843	0.0	0.0
7554	381.0	1151.0
7553	879.0	1446.0
100422844	0.0	0.0
100422845	0.0	0.0
7556	472.0	513.0
7555	15267.0	56271.0
100422846	1.0	3.0
100422847	0.0	0.0
100422848	0.0	0.0
100422849	0.0	0.0
580	226.0	1787.0
581	3045.0	6236.0
582	126.0	283.0
583	1292.0	2502.0
79861	18.0	11.0
79863	734.0	1289.0
585	918.0	1392.0
100652899	1.0	0.0
586	2955.0	2066.0
79862	141.0	367.0
102723631	0.0	0.0
587	2286.0	4847.0
79865	98.0	98.0
80854	2844.0	3886.0
80853	1919.0	1385.0
79864	548.0	1059.0
80852	21.0	431.0
79867	1757.0	3194.0
254312	0.0	1.0
79866	78.0	895.0
80851	1480.0	2659.0
79869	4124.0	9097.0
7547	0.0	164.0
7546	5.0	1038.0
79868	1196.0	4744.0
7549	276.0	555.0
256979	6.0	6.0
101927193	0.0	4.0
7561	383.0	723.0
7562	213.0	631.0
7565	244.0	352.0
101927111	37.0	42.0
7564	431.0	596.0
7567	335.0	231.0
7566	378.0	2310.0
101927112	0.0	0.0
101927117	6.0	26.0
590	203.0	3099.0
339822	2.0	20.0
593	268.0	283.0
594	558.0	1308.0
595	13002.0	12289.0
596	500.0	1986.0
597	969.0	117.0
598	10654.0	8958.0
599	3376.0	5107.0
7559	1035.0	3067.0
7572	3569.0	14581.0
7571	67.0	106.0
7574	733.0	1682.0
101929780	44.0	82.0
7576	405.0	1095.0
7577	0.0	9.0
101927126	7.0	10.0
101927125	2.0	17.0
101927129	0.0	0.0
7570	1331.0	1080.0
339804	94.0	56.0
7569	314.0	1013.0
7568	53.0	62.0
101978719	1.0	4.0
7582	1422.0	1114.0
7584	405.0	513.0
7587	1152.0	974.0
7586	2542.0	6073.0
7589	168.0	626.0
101927134	0.0	0.0
7581	1873.0	736.0
7580	1289.0	2182.0
100652988	375.0	32.0
7579	80.0	142.0
7594	540.0	857.0
7593	1239.0	2004.0
7596	484.0	927.0
7597	498.0	1990.0
101927149	1.0	2.0
7592	473.0	547.0
100652974	0.0	0.0
254359	1110.0	3492.0
100133005	15.0	3.0
101929730	58.0	2.0
101929736	10.0	32.0
55803	473.0	622.0
55802	1678.0	1799.0
55801	0.0	0.0
55800	58.0	172.0
55806	95.0	3522.0
100420113	0.0	1.0
55805	920.0	268.0
55809	290.0	786.0
55808	1380.0	605.0
100652909	0.0	0.0
101929746	10.0	4.0
101929743	4.0	0.0
100133024	0.0	2.0
55810	1827.0	5042.0
55814	1267.0	2122.0
55813	1438.0	6444.0
55812	521.0	569.0
100652918	0.0	0.0
55811	11.0	78.0
55818	1932.0	14899.0
55816	20.0	10.0
55815	411.0	179.0
55819	4964.0	4501.0
254394	813.0	1407.0
100419149	0.0	0.0
100133036	6.0	11.0
55821	0.0	14.0
101930749	0.0	0.0
100133037	2.0	0.0
100133038	6.0	5.0
55825	618.0	1018.0
101930745	0.0	0.0
55824	1624.0	359.0
101930746	0.0	1.0
55823	2816.0	4081.0
101930747	0.0	0.0
55829	3908.0	4330.0
55827	3653.0	5418.0
101930744	0.0	0.0
100420143	0.0	3.0
101929760	14.0	40.0
101927102	2.0	13.0
101927101	0.0	4.0
101929768	11.0	69.0
101929765	1.0	9.0
100133040	0.0	0.0
100419158	5.0	20.0
101929769	9.0	148.0
100133044	1.0	0.0
55832	3669.0	9423.0
254398	0.0	0.0
55831	3600.0	2881.0
55830	2270.0	3536.0
55835	241.0	1747.0
100652939	43359.0	20288.0
100420149	0.0	0.0
55833	2117.0	4303.0
55839	191.0	1940.0
55837	1800.0	3526.0
90167	1.0	1.0
677679	0.0	1.0
90161	221.0	3053.0
134637	339.0	598.0
388701	226.0	6.0
100420159	17.0	20.0
100420158	0.0	0.0
388707	17.0	15.0
100420155	1.0	1.0
677681	3.0	5.0
100419178	0.0	1.0
43847	87.0	153.0
101929701	0.0	0.0
43849	19.0	233.0
28227	426.0	4157.0
122631	0.0	0.0
90187	8.0	2613.0
100419187	0.0	0.0
100419185	21.0	20.0
101929716	6.0	5.0
122622	438.0	1425.0
388722	70.0	252.0
100420178	0.0	0.0
132001	305.0	596.0
388714	26.0	756.0
122618	86.0	91.0
388719	2.0	1.0
122616	1004.0	3414.0
100420190	0.0	0.0
100037280	7.0	15.0
388743	2258.0	834.0
768097	11.0	31.0
768096	43.0	91.0
90199	0.0	1.0
90193	12.0	12.0
90196	3397.0	2696.0
100505591	2.0	3.0
100505592	114.0	29.0
388730	99.0	237.0
768086	5.0	0.0
119032	1832.0	1037.0
122665	1.0	1.0
388762	0.0	0.0
122664	5.0	10.0
388761	0.0	0.0
104413892	0.0	0.0
104413890	1.0	0.0
104413891	14.0	18.0
388753	645.0	8010.0
122651	0.0	0.0
119016	48.0	197.0
388759	15.0	87.0
90321	811.0	1964.0
90324	3289.0	5092.0
100270916	0.0	0.0
100270917	0.0	0.0
100270918	0.0	7.0
100270919	0.0	0.0
100270912	1.0	2.0
124790	79.0	534.0
100270913	0.0	7.0
100270914	0.0	2.0
100270915	0.0	0.0
388428	1.0	10.0
100270920	5.0	12.0
641638	2055.0	651.0
401967	1.0	2.0
100270921	3.0	1.0
100270922	0.0	0.0
148753	5.0	9.0
148756	1.0	5.0
92979	1362.0	10516.0
90316	0.0	0.0
340485	108.0	155.0
134121	2026.0	36.0
90317	435.0	1227.0
653619	0.0	0.0
161725	140.0	325.0
340481	1212.0	2673.0
100270909	0.0	0.0
92973	168.0	118.0
90313	1244.0	8190.0
100270905	1.0	1.0
124783	25.0	37.0
100270906	0.0	0.0
401960	1.0	1.0
100270907	0.0	3.0
100270908	0.0	0.0
146110	10.0	4.0
100270903	0.0	0.0
641649	583.0	1039.0
124773	5.0	2.0
641648	0.0	0.0
388419	0.0	2.0
401959	0.0	0.0
158104	12.0	22.0
90342	47.0	25.0
161753	341.0	256.0
339483	275.0	297.0
653643	1.0	0.0
339487	959.0	1606.0
339488	62.0	55.0
653645	0.0	0.0
28396	52.0	129.0
28394	14.0	7.0
401944	192.0	62.0
28395	152.0	1503.0
653650	1.0	8.0
90338	1231.0	3566.0
92999	1495.0	646.0
641654	0.0	0.0
28392	93.0	63.0
28393	6.0	89.0
28391	22.0	46.0
653639	0.0	1.0
90332	201.0	94.0
134145	381.0	413.0
161742	3216.0	2760.0
90333	547.0	1042.0
340460	0.0	0.0
134147	1070.0	1223.0
339476	0.0	0.0
653635	42.0	257.0
339479	26.0	3.0
401934	96.0	219.0
124751	14.0	86.0
148789	185.0	1126.0
653641	0.0	0.0
90326	615.0	4430.0
90362	322.0	813.0
100505761	695.0	1023.0
100505767	12.0	32.0
388474	32.0	67.0
148713	7.0	21.0
28374	0.0	0.0
28373	0.0	0.0
28378	1.0	1.0
388468	0.0	2.0
28376	0.0	0.0
28377	0.0	0.0
102216268	2.0	2.0
340441	0.0	1.0
100505768	1.0	3.0
28370	0.0	0.0
28371	0.0	0.0
90352	0.0	1.0
90353	142.0	369.0
100505755	2.0	18.0
90355	376.0	978.0
100505753	0.0	0.0
339451	140.0	890.0
339453	46.0	96.0
653656	0.0	0.0
339456	40.0	257.0
653657	0.0	0.0
653658	38.0	51.0
28385	7.0	28.0
28383	0.0	1.0
600	11.0	11.0
28387	0.0	5.0
28388	327.0	613.0
601	0.0	0.0
602	10922.0	5471.0
604	7881.0	9134.0
605	1150.0	5940.0
100505758	16.0	35.0
28381	0.0	0.0
606	6.0	681.0
607	961.0	2616.0
28382	1.0	1.0
608	15.0	14.0
28380	2.0	1.0
100505785	1.0	2.0
219623	21.0	11.0
100505783	302.0	550.0
219621	801.0	16.0
401994	0.0	0.0
401993	0.0	0.0
339442	1.0	0.0
401992	0.0	0.0
28358	0.0	0.0
653689	75.0	832.0
148741	225.0	368.0
28359	0.0	0.0
90381	45.0	2510.0
339448	661.0	2019.0
28352	0.0	0.0
28353	0.0	0.0
653691	7.0	0.0
148738	3.0	5.0
28351	0.0	0.0
122145	0.0	0.0
28356	0.0	0.0
610	13.0	52.0
28357	0.0	0.0
611	182.0	143.0
28354	0.0	0.0
28355	0.0	0.0
613	4542.0	8443.0
616	0.0	1.0
617	750.0	1747.0
618	53.0	508.0
90378	1386.0	4236.0
376497	1976.0	1576.0
90379	1096.0	2964.0
100505776	0.0	8.0
401983	2.0	1.0
401982	0.0	0.0
401981	0.0	1.0
653677	27.0	24.0
28369	0.0	0.0
28363	0.0	0.0
28364	0.0	0.0
28361	0.0	0.0
28362	0.0	0.0
388478	0.0	1.0
28368	0.0	0.0
622	720.0	4469.0
28365	0.0	0.0
623	38.0	19.0
340419	124.0	7.0
401973	0.0	0.0
28366	0.0	0.0
624	1058.0	316.0
627	179.0	1211.0
134111	8.0	2.0
629	337.0	433.0
28360	0.0	0.0
101927074	0.0	0.0
101927075	1.0	0.0
146183	24.0	13.0
339416	143.0	5.0
79931	2145.0	57.0
55964	193.0	1811.0
631	214.0	1060.0
79930	967.0	392.0
632	18.0	70.0
79933	28.0	55.0
633	20225.0	5229.0
634	559.0	2511.0
79932	6632.0	5979.0
55968	4526.0	14740.0
79935	14.0	3.0
635	3.0	5.0
79934	2584.0	3749.0
636	307.0	3801.0
55967	1450.0	4033.0
637	1158.0	5609.0
79937	71.0	161.0
100505724	0.0	0.0
55966	58.0	127.0
158172	0.0	2.0
638	155.0	788.0
639	554.0	4376.0
79939	3978.0	5109.0
101927081	0.0	0.0
55969	755.0	1935.0
101927084	16.0	17.0
158158	3787.0	348.0
219654	1711.0	458.0
100422900	0.0	0.0
100422901	0.0	0.0
100422902	0.0	3.0
100422903	0.0	0.0
100422904	0.0	0.0
100422905	0.0	0.0
100422907	0.0	0.0
146198	1007.0	1911.0
100422908	0.0	0.0
100422909	0.0	0.0
55971	3513.0	5379.0
55970	4455.0	2647.0
640	28.0	26.0
100270998	2.0	5.0
641	52.0	2562.0
642	1403.0	18669.0
55975	1078.0	3579.0
100270992	0.0	0.0
158160	155.0	142.0
643	9.0	2.0
55974	1577.0	7263.0
122199	19.0	24.0
55973	3466.0	3097.0
644	3557.0	4223.0
100270994	0.0	0.0
79922	250.0	2446.0
55972	485.0	1023.0
645	5046.0	7218.0
79921	4100.0	19697.0
388499	3.0	6.0
79924	86.0	2342.0
646	31.0	771.0
79923	0.0	6.0
648	1599.0	2505.0
79925	1018.0	1776.0
649	2313.0	3900.0
79927	472.0	98.0
79929	145.0	1586.0
100505718	0.0	3.0
100505741	31.0	31.0
7620	238.0	228.0
100422911	0.0	0.0
7621	201.0	1125.0
100422913	10.0	15.0
100422914	0.0	0.0
102725509	81.0	588.0
339400	55.0	79.0
100422916	0.0	0.0
100270978	0.0	0.0
100422917	0.0	0.0
100270979	1.0	0.0
100422918	0.0	0.0
339403	2.0	11.0
100422919	0.0	0.0
650	5106.0	1854.0
100270986	0.0	0.0
651	907.0	73.0
652	349.0	527.0
79953	12.0	215.0
653	530.0	155.0
100270981	0.0	0.0
654	717.0	5594.0
100270982	0.0	1.0
655	198.0	5906.0
79955	41.0	57.0
100270983	0.0	0.0
79954	1223.0	5520.0
656	175.0	924.0
100270984	0.0	0.0
657	1690.0	2473.0
79957	113.0	679.0
79956	2076.0	4414.0
658	545.0	37.0
79959	190.0	1544.0
659	6169.0	4569.0
100505746	86.0	134.0
92912	1450.0	4158.0
79958	2075.0	1102.0
100270980	0.0	0.0
7617	46.0	121.0
100422920	0.0	0.0
7633	222.0	448.0
100422922	1.0	0.0
100422923	0.0	0.0
100422924	0.0	0.0
100422925	0.0	0.0
219670	1207.0	40.0
100422926	0.0	0.0
100422927	0.0	0.0
100422929	0.0	1.0
122183	0.0	0.0
660	211.0	601.0
100270974	2.0	24.0
661	884.0	2949.0
100270975	0.0	0.0
662	579.0	615.0
79940	61.0	114.0
100270976	3.0	1.0
663	3598.0	4959.0
100270977	0.0	1.0
55997	1.0	0.0
664	1895.0	7260.0
665	5839.0	20080.0
53335	174.0	2867.0
79944	199.0	1367.0
666	2586.0	2992.0
100270972	0.0	0.0
667	9087.0	87823.0
79943	248.0	455.0
79946	603.0	88.0
668	2.0	2145.0
53339	2922.0	4662.0
669	3166.0	1675.0
100505738	378.0	820.0
79948	568.0	47.0
53336	5.0	0.0
7626	605.0	1625.0
55999	1.0	2.0
79947	1700.0	1802.0
55998	2.0	0.0
7625	403.0	4222.0
92906	1929.0	4227.0
7628	0.0	0.0
79949	1982.0	29.0
7627	817.0	2120.0
100505739	0.0	0.0
7629	1715.0	3724.0
161779	134.0	531.0
101929693	292.0	195.0
104533120	7.0	29.0
100422930	0.0	0.0
101927034	3.0	7.0
100422931	0.0	0.0
7644	558.0	349.0
106903081	47.0	85.0
7643	114.0	18.0
100422934	0.0	3.0
100422935	0.0	0.0
100422936	2.0	16.0
219681	1324.0	55.0
100422938	0.0	0.0
100422939	0.0	0.0
670	474.0	2045.0
671	51.0	1.0
79971	4822.0	5480.0
100270963	2.0	5.0
672	221.0	4966.0
79970	537.0	1322.0
53342	283.0	114.0
100270964	21.0	40.0
673	1738.0	2966.0
79973	237.0	122.0
53340	1581.0	923.0
675	91.0	1338.0
53345	8.0	77.0
79974	1012.0	41.0
53346	247.0	35.0
676	3.0	7.0
79977	1364.0	5164.0
53343	2401.0	2053.0
677	14452.0	35417.0
100270961	0.0	0.0
678	8566.0	4113.0
53344	479.0	735.0
100270962	0.0	1.0
53349	1105.0	1908.0
79979	587.0	3209.0
92935	327.0	1004.0
158131	0.0	2.0
7634	3.0	0.0
53347	43.0	9.0
7637	955.0	2799.0
7639	77.0	577.0
7638	25.0	35.0
158135	238.0	190.0
100422940	0.0	0.0
219699	1983.0	446.0
100422942	0.0	0.0
7652	0.0	1.0
100422943	6.0	6.0
100422944	0.0	5.0
100422945	2.0	5.0
101927049	1.0	1.0
100422947	1.0	4.0
100422948	0.0	0.0
100422949	0.0	0.0
105375192	0.0	0.0
680	0.0	0.0
79960	2760.0	1054.0
682	30836.0	40031.0
401914	0.0	1.0
683	449.0	80.0
53353	4.0	737.0
100270953	0.0	1.0
684	4611.0	1061.0
79962	15.0	64.0
79961	2606.0	2336.0
685	429.0	835.0
401911	4.0	2.0
686	1093.0	485.0
687	6620.0	1031.0
79963	70.0	111.0
688	5086.0	32392.0
79966	2354.0	5652.0
53354	156.0	251.0
100270950	0.0	0.0
689	14070.0	37426.0
100270951	0.0	1.0
79968	147.0	77.0
92922	767.0	1051.0
53358	1156.0	719.0
79969	382.0	2932.0
92960	370.0	684.0
100422950	0.0	0.0
100422951	0.0	0.0
5000	959.0	3352.0
7661	0.0	6.0
100422952	0.0	0.0
5001	431.0	1869.0
100422953	0.0	0.0
5002	830.0	3529.0
100422954	0.0	0.0
5003	31.0	76.0
100422955	0.0	0.0
5004	307.0	55.0
100270938	0.0	0.0
100422957	1.0	0.0
100422959	0.0	0.0
146167	1.0	7.0
690	1.0	0.0
79991	1866.0	1597.0
653604	2.0	4.0
79990	1154.0	2105.0
100270937	0.0	79.0
79993	750.0	1255.0
401903	0.0	0.0
694	6762.0	22273.0
641616	2.0	1.0
79992	74.0	7.0
695	1026.0	125.0
100270943	2.0	0.0
696	3.0	3.0
699	107.0	4327.0
79998	152.0	91.0
100505704	0.0	13.0
134187	1.0	3.0
100505702	127.0	59.0
641613	4.0	3.0
401904	14.0	43.0
641614	1.0	6.0
100422960	0.0	0.0
5010	385.0	314.0
7673	109.0	195.0
100422962	0.0	0.0
100422963	0.0	0.0
7675	1328.0	6189.0
101927067	13.0	41.0
100422964	0.0	0.0
5013	50.0	1461.0
100422965	5.0	16.0
100422966	0.0	1.0
5015	1.0	2.0
100422967	0.0	1.0
100422969	0.0	2.0
100270923	2.0	1.0
53371	1116.0	3019.0
146177	863.0	30.0
100270924	0.0	0.0
79980	511.0	3009.0
100270925	0.0	0.0
100270926	2.0	17.0
79982	1751.0	2903.0
79981	2.0	0.0
79983	200.0	3053.0
53373	3655.0	1753.0
80975	21.0	54.0
79986	95.0	16.0
100420308	2.0	1.0
100420307	11.0	17.0
79987	1982.0	526.0
5005	97.0	36.0
79989	911.0	1230.0
5007	3500.0	5503.0
100420303	0.0	3.0
5008	110.0	22.0
5009	48.0	6.0
100420300	56.0	113.0
92949	172.0	1652.0
7682	2.0	2.0
100422850	1.0	1.0
5020	0.0	1.0
7681	3.0	1707.0
100422851	0.0	0.0
5021	187.0	89.0
100422852	0.0	0.0
7683	3.0	9.0
100422853	0.0	0.0
5023	475.0	58.0
100422854	0.0	0.0
5024	3.0	1.0
100422855	1.0	0.0
5025	2039.0	3994.0
101929651	0.0	5.0
100422856	0.0	0.0
5026	17.0	220.0
100422857	0.0	0.0
100422858	0.0	1.0
100422859	0.0	1.0
101929655	4.0	11.0
5016	135.0	59.0
5017	152.0	3497.0
7678	135.0	417.0
5018	3983.0	7619.0
5019	725.0	2002.0
5030	3.0	6.0
7693	907.0	1711.0
100422861	0.0	1.0
7692	741.0	3158.0
5031	57.0	199.0
100422862	0.0	0.0
7695	528.0	850.0
5032	444.0	593.0
100422863	0.0	0.0
5033	2548.0	4682.0
7694	195.0	358.0
100422864	1.0	3.0
5034	34850.0	118340.0
7697	142.0	941.0
101929664	66.0	7.0
7696	83.0	170.0
101929665	3.0	8.0
100422866	0.0	0.0
5036	5250.0	30064.0
7699	608.0	1307.0
101927003	2.0	46.0
100422867	0.0	0.0
5037	19625.0	8558.0
101929663	0.0	0.0
100422868	0.0	0.0
100422869	0.0	0.0
101929669	0.0	0.0
101927007	0.0	0.0
101927006	0.0	3.0
7691	201.0	149.0
7690	803.0	3290.0
254013	134.0	334.0
100420207	1.0	3.0
5027	408.0	226.0
100420206	0.0	0.0
5028	543.0	4805.0
5029	566.0	458.0
100420203	6.0	18.0
100420200	0.0	2.0
100422860	12.0	40.0
5042	15.0	31.0
100422873	0.0	3.0
100422874	0.0	0.0
5045	10630.0	16935.0
100422876	0.0	0.0
5046	489.0	635.0
5047	24.0	286.0
100292290	0.0	2.0
100422878	0.0	0.0
5048	8613.0	15294.0
100422879	0.0	0.0
101927015	19.0	5.0
101927017	0.0	0.0
105377880	0.0	2.0
256646	0.0	14.0
256643	583.0	1507.0
55902	5491.0	4224.0
55901	432.0	197.0
55900	1021.0	2254.0
55906	364.0	37.0
100420213	0.0	0.0
55905	3789.0	6751.0
55904	3955.0	4591.0
5052	12253.0	5976.0
100422883	0.0	0.0
55909	908.0	1593.0
5053	0.0	50.0
100422884	0.0	0.0
5054	7330.0	7247.0
55908	5.0	10.0
55907	1088.0	8073.0
5055	47.0	9412.0
100422886	0.0	0.0
100422887	0.0	0.0
100422888	0.0	0.0
5058	1921.0	29669.0
101929684	0.0	0.0
100422889	0.0	0.0
101929685	0.0	0.0
101929688	0.0	3.0
5050	468.0	4059.0
5051	989.0	872.0
5049	4999.0	9154.0
55911	2944.0	289.0
55917	2028.0	2711.0
100420224	0.0	0.0
55916	772.0	2401.0
100420223	0.0	0.0
101929690	0.0	6.0
100422880	0.0	1.0
55915	1011.0	2224.0
100422881	0.0	0.0
55914	2535.0	5289.0
5063	177.0	25.0
100422894	1.0	0.0
5064	1788.0	2502.0
100422895	0.0	0.0
100422896	0.0	0.0
5066	9562.0	7237.0
5067	172.0	16.0
100422898	0.0	0.0
5068	0.0	1.0
100422899	0.0	0.0
5069	130.0	998.0
100419246	0.0	0.0
254050	496.0	217.0
5062	4758.0	14332.0
55920	3343.0	27502.0
254048	1081.0	2398.0
55924	1227.0	1163.0
55922	386.0	2598.0
100422891	0.0	0.0
100422892	1.0	4.0
5074	1927.0	6781.0
5075	5.0	396.0
5076	4.0	15.0
5077	0.0	3.0
55929	1517.0	2275.0
5078	1.0	0.0
101929620	0.0	0.0
5079	12.0	97.0
101929624	0.0	1.0
254065	557.0	2858.0
101929623	21.0	9.0
5071	173.0	265.0
5073	2588.0	7235.0
55930	3687.0	3577.0
55937	144.0	323.0
100420253	20.0	10.0
5087	2913.0	3737.0
5088	3.0	11.0
5089	3519.0	8951.0
5080	165.0	2149.0
5081	0.0	369.0
101929639	54.0	31.0
5082	872.0	2448.0
256691	1131.0	90.0
5083	246.0	2193.0
101929637	0.0	2.0
102725541	3.0	18.0
79913	434.0	1294.0
79912	653.0	1326.0
79915	141.0	2453.0
100420259	2.0	4.0
100420258	4.0	10.0
100420257	3.0	7.0
79917	450.0	320.0
79919	1604.0	975.0
79918	487.0	1373.0
5096	1115.0	8475.0
5097	3695.0	3625.0
5098	1060.0	2004.0
5099	412.0	743.0
100420260	0.0	0.0
254042	174.0	787.0
5090	1457.0	3008.0
5091	672.0	4326.0
5092	3435.0	3328.0
5093	8669.0	23967.0
