id	9ccbd5f1-d73c-4e77-b876-4cca362218b7	f3bc810a-edc7-4412-9e09-006c0bcf2550
202051	80.0	96.0
170524	0.0	0.0
145567	894.0	1023.0
202052	710.0	341.0
170523	0.0	0.0
4642	4080.0	4388.0
4643	1133.0	2922.0
253639	184.0	40.0
4644	1277.0	2079.0
4645	1340.0	2200.0
4646	3315.0	1652.0
4647	83.0	550.0
253635	1194.0	527.0
4648	85.0	37.0
4649	1803.0	1184.0
4660	4651.0	1532.0
4661	12.0	2.0
2001	168.0	174.0
2000	1087.0	1924.0
170517	0.0	0.0
170516	0.0	5.0
145581	42.0	23.0
169522	2.0	0.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	2.0
170513	0.0	0.0
4653	104.0	22.0
4654	0.0	0.0
4656	0.0	0.0
4659	2995.0	2683.0
4670	3834.0	5215.0
4671	48.0	16.0
4673	23827.0	16781.0
4674	200.0	308.0
2012	6604.0	17144.0
2011	1019.0	1701.0
2010	1839.0	2038.0
2009	1702.0	857.0
170542	0.0	0.0
2006	2071.0	6307.0
170541	2.0	3.0
2005	1606.0	2635.0
170548	0.0	6.0
2004	3691.0	3871.0
170547	0.0	0.0
2003	0.0	0.0
2002	1048.0	1148.0
4664	1841.0	1920.0
4665	486.0	1701.0
4666	25399.0	31207.0
4668	3131.0	2876.0
170540	0.0	0.0
4669	1154.0	971.0
157567	2377.0	782.0
4680	32180.0	3476.0
4681	3058.0	5895.0
4682	615.0	654.0
4683	3447.0	2082.0
4684	214.0	59.0
4685	717.0	223.0
2023	30530.0	70527.0
2022	16144.0	7732.0
2021	105.0	227.0
170539	2.0	5.0
2020	1.0	29.0
170533	5.0	2.0
2019	2.0	60.0
2018	18.0	38.0
2017	3374.0	4548.0
2016	0.0	41.0
170537	1.0	7.0
2015	1403.0	107.0
170536	5.0	2.0
2014	3725.0	3458.0
170535	0.0	0.0
2013	47654.0	16044.0
4675	183.0	298.0
100134934	3.0	1.0
157570	41.0	285.0
4676	3524.0	4114.0
4677	5004.0	5570.0
4678	1418.0	3313.0
100134938	35.0	155.0
157574	58.0	14.0
4690	2794.0	2654.0
4691	10779.0	20862.0
4692	2013.0	1453.0
4693	3.0	16.0
4694	3763.0	5210.0
4695	2971.0	2549.0
4696	1759.0	2710.0
2034	57762.0	6649.0
2033	2568.0	3482.0
2030	2574.0	1454.0
100288165	42.0	8.0
2029	7360.0	6362.0
2028	1028.0	793.0
2027	44.0	37.0
2026	1111.0	2412.0
2025	0.0	0.0
4686	1441.0	2359.0
4688	6905.0	3317.0
4689	1366.0	919.0
348487	1.0	20.0
2045	38.0	508.0
2044	11.0	8.0
2043	634.0	1598.0
2042	308.0	553.0
2041	240.0	1467.0
2040	37884.0	9183.0
2039	1250.0	2186.0
2038	6.0	3.0
2037	4724.0	2817.0
2036	2524.0	3029.0
2035	1504.0	1018.0
4697	11424.0	6409.0
4698	4160.0	2702.0
735301	26.0	95.0
4699	0.0	0.0
2056	0.0	1.0
2055	515.0	703.0
2054	1263.0	558.0
2053	1355.0	494.0
100288149	0.0	1.0
2052	17461.0	5929.0
2051	220.0	3424.0
2050	1849.0	956.0
100288142	17.0	30.0
253650	13.0	10.0
2049	284.0	2098.0
2048	256.0	702.0
2047	25.0	674.0
2046	0.0	0.0
2067	1707.0	2919.0
2066	201.0	5.0
2065	3722.0	5671.0
2064	3273.0	2904.0
2063	667.0	1043.0
2060	5129.0	3506.0
253665	1.0	3.0
100288130	0.0	0.0
2059	3911.0	1420.0
2058	4228.0	4256.0
2057	345.0	124.0
2070	326.0	78.0
649446	229.0	249.0
2078	2699.0	612.0
2077	564.0	1210.0
2074	435.0	445.0
2073	845.0	882.0
2072	493.0	267.0
100288122	15.0	0.0
2071	1562.0	1057.0
2069	41.0	9.0
2068	509.0	525.0
2081	1159.0	657.0
649458	0.0	0.0
2086	489.0	274.0
105751187	3.0	0.0
100288111	0.0	0.0
2079	4518.0	5590.0
170591	17.0	4.0
2091	2675.0	6908.0
2099	285.0	171.0
2098	5637.0	3328.0
100653515	3.0	1.0
64951	184.0	147.0
64949	735.0	906.0
64960	2342.0	3323.0
64963	875.0	824.0
64965	939.0	914.0
64968	1909.0	1112.0
64969	1421.0	1465.0
100132372	4.0	6.0
64975	559.0	1280.0
64976	1677.0	1914.0
64979	674.0	1319.0
100132380	0.0	2.0
64978	88.0	78.0
100132382	0.0	0.0
100132386	0.0	0.0
64981	2142.0	1593.0
64983	1622.0	1233.0
100132396	0.0	2.0
100132399	0.0	0.0
100616668	20.0	8.0
287015	0.0	0.0
100506299	24.0	20.0
121512	1484.0	445.0
100288083	0.0	0.0
101060200	123.0	137.0
100288077	3.0	5.0
100288072	7.0	3.0
121504	23.0	15.0
121506	1285.0	47.0
101060233	0.0	0.0
121551	73.0	205.0
100506246	0.0	0.0
133558	3.0	1.0
100506244	0.0	0.0
157506	1042.0	1118.0
100506243	39.0	17.0
121549	0.0	7.0
101060211	0.0	0.0
100533851	1.0	2.0
170506	2463.0	2239.0
100506275	0.0	0.0
170504	0.0	0.0
170503	4.0	0.0
100132308	0.0	0.0
121536	1601.0	1498.0
101060226	92.0	118.0
64900	187.0	321.0
64902	18.0	0.0
64901	154.0	41.0
145553	106.0	81.0
100132311	0.0	0.0
157530	14.0	2.0
100506211	120.0	218.0
100506215	67.0	22.0
121599	0.0	6.0
100132321	0.0	0.0
100132322	0.0	0.0
100533844	0.0	0.0
100506205	0.0	0.0
101060280	0.0	0.0
64922	60.0	6.0
64921	1481.0	551.0
64924	2606.0	1963.0
100533849	0.0	0.0
64926	397.0	483.0
64925	840.0	520.0
64919	304.0	1700.0
100132332	1.0	0.0
133522	147.0	366.0
100506233	171.0	227.0
104644205	0.0	0.0
100506237	103.0	0.0
4705	2554.0	2424.0
64928	4552.0	1934.0
4706	1838.0	1854.0
64927	621.0	598.0
100132341	171.0	92.0
4707	2439.0	2327.0
4708	3440.0	3438.0
4709	1863.0	1359.0
100132346	0.0	1.0
145501	0.0	47.0
145508	131.0	201.0
4700	2770.0	3551.0
4701	104.0	132.0
4702	1586.0	3390.0
4703	36.0	336.0
4704	1865.0	2428.0
101060264	19.0	2.0
100506229	13.0	0.0
64940	475.0	374.0
64943	1067.0	1070.0
64946	132.0	539.0
204777	0.0	0.0
4716	2117.0	2384.0
4717	1702.0	2396.0
100132352	320.0	108.0
4718	2134.0	2161.0
4719	3396.0	2401.0
100132355	0.0	0.0
100132358	4.0	1.0
4710	3839.0	7284.0
4711	5426.0	6383.0
4712	2136.0	1484.0
4713	2317.0	2311.0
4714	1600.0	1972.0
4715	5374.0	7152.0
100506412	0.0	4.0
407039	0.0	0.0
407036	0.0	1.0
407037	0.0	0.0
100506413	2.0	0.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	3.0	0.0
407033	0.0	0.0
4728	1799.0	2897.0
4729	625.0	830.0
4720	2689.0	2523.0
4722	2591.0	2798.0
4723	1828.0	1428.0
4724	2199.0	1484.0
4725	3550.0	6391.0
4726	934.0	1981.0
407027	0.0	0.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	0.0
407022	0.0	0.0
4738	3580.0	3207.0
4739	14515.0	1763.0
100506409	0.0	2.0
4730	54.0	63.0
4731	1384.0	1302.0
4733	2636.0	3112.0
4734	921.0	764.0
4735	24671.0	15938.0
4736	31564.0	18748.0
407016	1.0	0.0
407017	0.0	0.0
100506433	2.0	0.0
407014	1.0	0.0
407015	0.0	0.0
4750	733.0	488.0
407018	0.0	0.0
100506436	18.0	9.0
4751	36.0	414.0
407019	0.0	0.0
407013	1.0	0.0
407010	1.0	0.0
407011	1.0	0.0
192217	6.0	9.0
4741	17.0	1.0
4744	45.0	104.0
4745	0.0	46.0
4747	118.0	79.0
407006	0.0	8.0
407003	0.0	0.0
100506421	2.0	0.0
650368	113.0	54.0
407004	0.0	0.0
407009	0.0	0.0
4760	5.0	0.0
4761	0.0	1.0
407007	0.0	1.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	14.0	39.0
649395	4.0	1.0
348180	203.0	275.0
407001	0.0	1.0
407002	0.0	0.0
407000	0.0	0.0
4752	265.0	155.0
4753	568.0	1820.0
100506428	74.0	89.0
4756	2257.0	2856.0
4758	3873.0	2814.0
4759	0.0	0.0
4771	967.0	1554.0
4772	554.0	906.0
4773	858.0	934.0
348174	0.0	2.0
2110	769.0	585.0
2108	3522.0	2952.0
2107	6833.0	5861.0
2104	98.0	8.0
2103	4.0	0.0
2101	519.0	468.0
4763	2168.0	2629.0
4764	0.0	0.0
4768	0.0	0.0
2109	1020.0	1739.0
4780	6324.0	9765.0
4781	4317.0	2957.0
4782	4488.0	6037.0
4783	938.0	819.0
4784	5340.0	3176.0
2122	3306.0	865.0
2121	836.0	977.0
2120	1025.0	2499.0
143282	26.0	38.0
2119	5249.0	2614.0
2118	39.0	1173.0
100303743	0.0	3.0
2117	1519.0	1469.0
2116	37.0	88.0
100303745	0.0	0.0
2115	5486.0	1380.0
2114	10465.0	2594.0
167227	1355.0	1630.0
2113	9472.0	5408.0
143279	522.0	437.0
4774	1987.0	1268.0
4775	1419.0	1270.0
4776	306.0	789.0
4778	111.0	10.0
4779	8247.0	12300.0
4790	2675.0	1950.0
348158	33.0	1.0
4791	767.0	1690.0
4792	10064.0	8268.0
4793	287.0	712.0
348156	27.0	24.0
4794	677.0	1099.0
4795	261.0	207.0
407052	0.0	0.0
2132	4639.0	4712.0
407053	0.0	0.0
2131	2616.0	3591.0
407050	0.0	0.0
2130	2989.0	3815.0
407051	0.0	0.0
407056	0.0	0.0
407054	0.0	0.0
407055	0.0	0.0
2128	0.0	2.0
2125	757.0	3474.0
2124	3993.0	2368.0
2123	2442.0	1293.0
255919	867.0	806.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	0.0	0.0
407042	11.0	3.0
407040	0.0	0.0
2140	769.0	939.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	114.0	739.0
2138	30.0	10.0
2137	1157.0	1482.0
2135	904.0	604.0
2134	19.0	11.0
4796	64.0	205.0
100303728	33.0	37.0
4798	856.0	660.0
4799	1545.0	1032.0
255928	0.0	38.0
255926	0.0	0.0
2155	2.0	16.0
2153	62.0	420.0
2152	4892.0	1701.0
2151	40.0	311.0
2150	571.0	1073.0
253314	0.0	0.0
2149	3652.0	3784.0
100288042	0.0	0.0
2147	0.0	0.0
2146	86.0	642.0
2145	1518.0	643.0
348120	0.0	0.0
2166	493.0	55.0
2165	0.0	0.0
100288038	3.0	2.0
2162	3577.0	4597.0
2161	10.0	88.0
2160	300.0	3.0
100288035	1.0	0.0
2159	337.0	54.0
2158	0.0	0.0
2157	4503.0	524.0
652959	4.0	2.0
348110	1998.0	1732.0
2177	194.0	223.0
2176	398.0	444.0
2175	135.0	235.0
2173	1.0	5.0
2172	88.0	16.0
2171	4123.0	1073.0
2170	237.0	599.0
338799	40.0	122.0
100288022	0.0	0.0
100303755	191.0	130.0
2169	0.0	0.0
2168	0.0	0.0
2167	12980.0	91.0
2180	7127.0	5054.0
2188	616.0	730.0
2187	13.0	70.0
2186	1658.0	1558.0
2185	1849.0	1209.0
2184	1216.0	486.0
338785	0.0	2.0
2182	9457.0	3180.0
2181	3918.0	3269.0
100288013	0.0	0.0
2178	224.0	357.0
255967	1040.0	679.0
2191	568.0	2065.0
649324	0.0	0.0
2199	1240.0	12186.0
652972	49.0	20.0
100288008	0.0	0.0
2197	19502.0	13907.0
2196	6.0	1190.0
338773	1834.0	6273.0
652974	0.0	0.0
2195	1750.0	4346.0
652975	0.0	0.0
2194	5072.0	1858.0
2193	1066.0	1586.0
2192	14733.0	38767.0
104355140	0.0	0.0
652978	0.0	1.0
104355141	0.0	0.0
104355143	1.0	0.0
104355145	0.0	0.0
104355146	0.0	0.0
104355147	0.0	0.0
652980	0.0	0.0
2189	285.0	360.0
104355148	0.0	0.0
104355149	0.0	0.0
121916	0.0	0.0
652968	92.0	52.0
652969	0.0	2.0
652960	2.0	2.0
649330	0.0	0.0
652961	0.0	0.0
338761	3.0	11.0
652963	0.0	0.0
652965	0.0	0.0
652966	0.0	0.0
338758	94.0	151.0
104355133	0.0	0.0
104355135	11.0	6.0
104355136	1.0	0.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	4.0	5.0
121906	0.0	0.0
192286	2359.0	3316.0
652995	0.0	69.0
338751	0.0	0.0
338755	0.0	0.0
101290508	0.0	0.0
652985	1.0	2.0
101290506	12.0	22.0
101290504	0.0	0.0
101290503	0.0	0.0
104355150	0.0	0.0
101290502	0.0	1.0
104355151	0.0	0.0
104355152	1.0	0.0
338739	2.0	0.0
652991	0.0	0.0
101290501	0.0	1.0
101290500	0.0	0.0
100132247	11.0	19.0
121838	10.0	4.0
100132251	0.0	0.0
145814	0.0	1.0
100132264	0.0	0.0
100132268	0.0	2.0
145820	56.0	80.0
157807	2.0	6.0
338821	0.0	0.0
100132273	27.0	28.0
338811	108.0	27.0
338817	9.0	17.0
145837	21.0	5.0
375719	0.0	0.0
100132288	10.0	63.0
100132289	0.0	0.0
338809	3.0	0.0
101060321	0.0	0.0
100132291	3.0	0.0
375704	25.0	9.0
100132295	0.0	0.0
50484	3597.0	1522.0
50486	709.0	143.0
50485	1184.0	1165.0
50488	2874.0	1773.0
50487	85.0	86.0
50489	70.0	21.0
387712	20.0	7.0
387718	1.0	0.0
387715	0.0	0.0
652904	0.0	0.0
101060301	1.0	0.0
387700	177.0	2.0
387707	0.0	0.0
387703	3.0	3.0
107063611	0.0	0.0
100506377	0.0	0.0
100506376	3.0	2.0
107063612	0.0	0.0
101060351	0.0	0.0
375759	6.0	0.0
399726	56.0	50.0
101928969	650.0	9.0
375757	489.0	910.0
387733	0.0	0.0
100533990	58.0	21.0
375743	1829.0	1091.0
100506365	1457.0	488.0
101928971	0.0	0.0
157869	1422.0	170.0
143241	3.0	0.0
375748	585.0	328.0
169841	58.0	59.0
387723	83.0	42.0
375775	224.0	61.0
100506392	31.0	96.0
399708	0.0	0.0
100506390	1.0	0.0
399706	0.0	0.0
101928989	0.0	0.0
100506394	81.0	61.0
143244	138.0	264.0
387755	31.0	2.0
387751	824.0	376.0
100533970	28.0	16.0
387758	1792.0	1168.0
101928991	0.0	0.0
100506380	213.0	179.0
100506385	55.0	91.0
101928999	0.0	0.0
399717	1.0	1.0
387745	12.0	3.0
170850	19.0	45.0
387742	0.0	0.0
387747	3.0	2.0
387748	0.0	0.0
100506334	147.0	194.0
100533955	2.0	1.0
100533952	1.0	1.0
100506330	39.0	20.0
101928922	0.0	0.0
4804	49.0	1189.0
387778	1.0	0.0
4807	2.0	4.0
4808	29.0	2.0
100132201	2.0	2.0
4809	5558.0	5349.0
387775	1.0	1.0
100134869	19.0	8.0
4800	1108.0	1050.0
4801	2550.0	1882.0
4802	1769.0	2459.0
4803	76.0	120.0
133874	3.0	12.0
399774	0.0	0.0
100506328	2.0	26.0
100506325	101.0	37.0
101928931	14.0	0.0
4815	1650.0	301.0
4817	1202.0	897.0
4818	2425.0	1761.0
387763	790.0	281.0
145853	289.0	238.0
375791	13.0	95.0
145858	1.0	0.0
375790	3280.0	4976.0
4810	104.0	733.0
4811	3036.0	4600.0
4814	2136.0	3571.0
373159	0.0	1.0
100506356	0.0	0.0
101060376	3.0	19.0
399746	0.0	0.0
373156	6183.0	4951.0
157855	0.0	0.0
170825	0.0	0.0
101928941	22.0	0.0
399748	15.0	9.0
4826	28.0	7.0
4828	218.0	137.0
4829	4.0	2.0
169834	51.0	525.0
145864	231.0	2370.0
4820	753.0	758.0
4821	1.0	0.0
4824	99.0	529.0
4825	0.0	28.0
100506343	15.0	7.0
157848	0.0	0.0
4837	6465.0	8115.0
4838	1.0	1.0
145873	0.0	14.0
4839	481.0	1802.0
387787	42.0	50.0
100132234	2.0	0.0
4830	630.0	1802.0
4831	1740.0	2296.0
4832	770.0	679.0
4833	1105.0	1457.0
4835	1395.0	1655.0
4836	4165.0	4353.0
650236	0.0	0.0
102467146	27.0	14.0
4850	948.0	1050.0
4848	2469.0	2740.0
4849	826.0	1794.0
143187	669.0	823.0
4841	8616.0	10134.0
4842	346.0	394.0
4843	119.0	40.0
155185	5.0	23.0
155184	1.0	0.0
4846	283.0	345.0
192111	1019.0	1512.0
4860	1318.0	1145.0
4861	21.0	85.0
167153	1948.0	1470.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	1063.0	1768.0
4852	0.0	0.0
4853	4341.0	5627.0
4854	2250.0	15170.0
100506527	0.0	0.0
100421096	1.0	1.0
4855	932.0	558.0
100421097	4.0	5.0
4856	390.0	962.0
4857	64.0	53.0
4858	427.0	104.0
100506555	8.0	2.0
4871	0.0	1.0
2210	159.0	196.0
649264	1.0	1.0
2207	7119.0	7993.0
2206	1041.0	70.0
2205	499.0	16.0
101928904	0.0	0.0
2204	38.0	13.0
2203	8741.0	3574.0
2202	16122.0	3431.0
2201	22.0	2720.0
2200	3984.0	19493.0
4862	150.0	1150.0
4863	1070.0	654.0
4864	2144.0	2415.0
4867	297.0	124.0
2209	953.0	1456.0
4868	1.0	2.0
2208	9.0	11.0
4869	21658.0	17010.0
100506542	49.0	0.0
4880	2.0	791.0
4881	1045.0	142.0
4882	600.0	424.0
4883	2123.0	5395.0
2220	0.0	0.0
101928913	29.0	9.0
100506540	14.0	21.0
2218	489.0	625.0
2217	10533.0	3833.0
2216	0.0	0.0
2215	123.0	7.0
2214	15996.0	7840.0
2213	557.0	781.0
2212	7794.0	3071.0
4874	1.0	1.0
4875	23.0	10.0
4878	2.0	1.0
4879	0.0	1.0
2219	1582.0	582.0
4891	2682.0	1268.0
4892	0.0	0.0
4893	3793.0	3514.0
2232	242.0	340.0
2231	4.0	1.0
2230	1969.0	1414.0
649288	0.0	0.0
2229	0.0	0.0
2228	1.0	1.0
2227	0.0	2.0
204474	0.0	0.0
2224	4927.0	2649.0
2222	7742.0	11244.0
4884	41.0	170.0
4885	15.0	361.0
4886	209.0	59.0
4887	0.0	0.0
4888	18.0	0.0
4889	22.0	0.0
131177	137.0	463.0
2243	70.0	0.0
2242	643.0	330.0
2241	1043.0	1193.0
649299	0.0	1.0
143162	20.0	5.0
2239	3975.0	1707.0
2237	371.0	1353.0
2236	0.0	0.0
2235	1232.0	797.0
4897	357.0	1370.0
4898	3940.0	6186.0
4899	693.0	533.0
131185	2.0	1.0
2254	41.0	43.0
2253	0.0	1.0
2252	2282.0	894.0
2251	0.0	0.0
2250	0.0	4.0
2249	0.0	0.0
2248	0.0	0.0
2247	1017.0	319.0
2246	312.0	288.0
2245	348.0	780.0
2244	5.0	0.0
100506516	6.0	46.0
2264	3279.0	178.0
348262	2080.0	2189.0
2263	3139.0	4226.0
2262	210.0	0.0
2261	635.0	865.0
2260	2595.0	3886.0
169792	272.0	559.0
613227	2.0	2.0
2259	469.0	430.0
2258	390.0	571.0
167127	7.0	9.0
2257	79.0	851.0
2256	1.0	3.0
2255	287.0	106.0
100506506	0.0	0.0
348254	2.0	2.0
2275	517.0	1225.0
2274	496.0	1460.0
2273	24244.0	7388.0
2272	248.0	152.0
2271	2121.0	2325.0
100132086	0.0	0.0
253430	807.0	800.0
2268	1875.0	1476.0
2267	1.0	0.0
2266	1680.0	0.0
348249	6.0	1.0
2287	1706.0	2792.0
2286	696.0	1022.0
2284	0.0	1.0
2283	0.0	0.0
2281	403.0	71.0
2280	12252.0	13908.0
2277	4848.0	15.0
2290	0.0	11.0
348235	2001.0	1809.0
2298	11.0	6.0
2297	13.0	215.0
2296	309.0	840.0
2295	948.0	355.0
2294	1338.0	216.0
2289	3343.0	2875.0
2288	2402.0	10947.0
2299	3.0	1.0
338879	0.0	0.0
338870	0.0	0.0
652873	1.0	1.0
253461	5462.0	3211.0
338872	3.0	3.0
192134	0.0	0.0
104054213	2.0	1.0
338862	0.0	0.0
338864	0.0	2.0
192146	1.0	0.0
100132121	1.0	0.0
100846978	24.0	4.0
100132124	0.0	0.0
100132132	1.0	0.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	1.0	0.0
100846996	0.0	0.0
100132142	2.0	2.0
100846999	0.0	0.0
338949	0.0	0.0
100132153	0.0	0.0
100132159	5.0	72.0
107063536	0.0	0.0
107063538	0.0	0.0
107063537	0.0	1.0
107063539	0.0	0.0
399804	30.0	17.0
399806	8.0	0.0
100132163	0.0	1.0
100132166	0.0	0.0
100132169	0.0	0.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	0.0
399818	593.0	402.0
399814	0.0	0.0
100132173	0.0	0.0
338917	0.0	0.0
387804	5.0	35.0
375850	0.0	0.0
387837	3.0	2.0
387836	0.0	1.0
100132195	0.0	0.0
121727	0.0	0.0
157753	11.0	4.0
133789	3.0	0.0
101928840	0.0	0.0
100421008	0.0	0.0
100506492	0.0	0.0
613210	0.0	0.0
613211	0.0	0.0
613212	5.0	0.0
100506495	177.0	39.0
101928846	8.0	9.0
387856	26.0	73.0
387853	0.0	0.0
613209	0.0	0.0
121793	0.0	14.0
145767	191.0	35.0
100073347	0.0	0.0
399857	0.0	0.0
100421018	0.0	0.0
145781	136.0	1.0
613204	0.0	1.0
387845	56.0	16.0
145773	63.0	89.0
170712	0.0	0.0
387841	87.0	92.0
100134713	25.0	32.0
387849	14.0	21.0
157773	98.0	75.0
399823	6.0	0.0
131149	0.0	0.0
157777	56.0	29.0
399829	0.0	1.0
101928869	0.0	1.0
399827	0.0	0.0
4904	18762.0	21201.0
4905	1566.0	1497.0
4907	567.0	1423.0
4908	47.0	484.0
4909	67.0	67.0
145788	76.0	71.0
4900	1808.0	208.0
4901	66.0	46.0
4902	21.0	30.0
155100	0.0	0.0
157769	2391.0	2586.0
399839	0.0	0.0
4914	25.0	26.0
4915	3225.0	23859.0
387867	24.0	13.0
4916	218.0	47.0
4917	2.0	0.0
4919	1524.0	476.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	394.0	182.0
50507	81.0	1120.0
399888	2.0	9.0
100421046	0.0	0.0
50506	95.0	294.0
100421047	1.0	0.0
50509	111.0	1361.0
50508	0.0	0.0
157713	4.0	0.0
100506457	1.0	2.0
133746	772.0	1273.0
100506451	125.0	82.0
4925	3439.0	5194.0
4926	3307.0	4760.0
4927	1482.0	1299.0
4928	3487.0	3971.0
4929	600.0	216.0
387895	22.0	12.0
387893	588.0	1761.0
50512	113.0	280.0
50511	12.0	0.0
4920	224.0	850.0
4921	3651.0	2447.0
50514	7.0	4.0
4922	45.0	27523.0
4923	4.0	15.0
4924	13681.0	15612.0
50515	2049.0	2645.0
100421045	3.0	13.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	2.0	0.0
387890	44.0	42.0
157708	3.0	1.0
4938	3841.0	4865.0
4939	6406.0	8027.0
387885	54.0	7.0
387882	793.0	2894.0
4931	711.0	560.0
100421055	0.0	2.0
4935	107.0	35.0
100506475	0.0	0.0
157739	1.0	15.0
4947	3593.0	2805.0
4948	41.0	41.0
145741	5.0	101.0
100132100	0.0	0.0
101928827	0.0	1.0
100132101	1.0	0.0
100132103	0.0	0.0
100132104	0.0	0.0
169714	398.0	572.0
4940	4989.0	6061.0
145748	211.0	278.0
4942	4323.0	3514.0
4943	625.0	521.0
4946	32675.0	23997.0
399876	1.0	0.0
100506465	2.0	5.0
157724	0.0	0.0
100506469	56.0	86.0
131118	1370.0	2219.0
100506462	39.0	53.0
4958	351.0	2891.0
100132116	35.0	94.0
4951	0.0	0.0
100421072	0.0	0.0
4952	1495.0	977.0
4953	3912.0	7914.0
399881	2.0	0.0
100421075	0.0	0.0
4954	4.0	6.0
4956	0.0	1.0
4957	696.0	1295.0
100847022	0.0	0.0
100847023	0.0	0.0
100847020	0.0	0.0
286887	3.0	1266.0
100847021	0.0	0.0
100847026	1.0	0.0
100847027	0.0	0.0
100847024	0.0	0.0
259266	39.0	616.0
100847025	0.0	0.0
100847028	0.0	0.0
100847029	0.0	0.0
4969	1414.0	593.0
2306	35.0	38.0
2305	62.0	1284.0
2304	1.0	6613.0
2303	30.0	90.0
2302	317.0	41.0
284217	45.0	93.0
2301	0.0	0.0
2300	112.0	105.0
284215	8.0	5.0
2309	2579.0	3646.0
4967	4911.0	3749.0
2308	1911.0	1930.0
4968	682.0	397.0
2307	90.0	267.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	552.0	167.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	0.0
100847036	0.0	0.0
100862664	0.0	1.0
100862665	0.0	0.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	3813.0	5441.0
2316	26404.0	20717.0
2315	9.0	5.0
2314	4040.0	3058.0
100862662	3.0	2.0
2313	2213.0	1354.0
284207	733.0	1249.0
2312	14.0	23.0
2311	0.0	0.0
2310	15.0	21.0
284203	0.0	0.0
4973	11327.0	1271.0
4974	586.0	82.0
4975	0.0	0.0
4976	1852.0	4746.0
2319	5322.0	4481.0
4978	1.0	5.0
2318	413.0	227.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	0.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	1.0
4993	4.0	2.0
100847043	0.0	0.0
2331	4918.0	8736.0
100862678	0.0	2.0
100847048	0.0	0.0
2330	2727.0	65.0
100862679	0.0	0.0
100847049	0.0	0.0
100847046	0.0	0.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	2188.0	402.0
100862670	0.0	0.0
2327	23958.0	2086.0
2326	107.0	599.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	546.0	286.0
2323	121.0	167.0
259239	0.0	0.0
2322	73.0	37.0
2321	3201.0	2110.0
4983	583.0	229.0
4985	15.0	13.0
4986	22.0	1.0
4987	88.0	66.0
4988	0.0	0.0
2329	315.0	350.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	1.0
2342	575.0	1009.0
100847059	0.0	0.0
2341	0.0	1.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	3270.0	4221.0
2335	88760.0	176059.0
2334	242.0	260.0
104502416	2.0	2.0
259249	0.0	1.0
2332	1903.0	1521.0
100862680	0.0	0.0
4994	1.0	1.0
4995	0.0	3.0
104502417	7.0	0.0
4998	11.0	197.0
4999	765.0	729.0
260294	23.0	14.0
100847062	0.0	0.0
260293	818.0	902.0
100847063	0.0	0.0
284260	0.0	1.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	10662.0	3104.0
2352	194.0	0.0
100847068	0.0	0.0
2350	1719.0	1381.0
100847069	0.0	0.0
100862692	0.0	0.0
2348	13192.0	83.0
2346	96.0	851.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	214.0	2538.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	1.0	0.0
100847078	0.0	0.0
100847075	1.0	0.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	18.0	11.0
729798	3.0	6.0
2359	2000.0	2232.0
2358	839.0	87.0
2357	774.0	198.0
2356	1286.0	1543.0
2355	2134.0	10048.0
2354	5669.0	335.0
