id	f490e7cb-8d67-47af-85c0-5dd5c7139efd	a998a5b1-397d-4497-a58c-9b9e1c7f491e
106479112	0.0	1.0
106479111	2.0	0.0
106479110	0.0	0.0
345757	2121.0	774.0
50613	0.0	0.0
50612	0.0	0.0
50615	389.0	158.0
50614	1.0	4.0
50617	32.0	352.0
729894	0.0	0.0
50616	0.0	0.0
50619	1441.0	1440.0
50618	5629.0	4520.0
106479109	0.0	0.0
106479108	2.0	1.0
106479107	0.0	0.0
106479106	8.0	0.0
106479105	36.0	7.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	7.0	0.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	88.0	25.0
646839	0.0	4.0
50626	1974.0	3911.0
646837	35.0	85.0
50628	1435.0	2052.0
646851	603.0	19.0
260332	0.0	0.0
23089	6687.0	134.0
260334	17.0	52.0
260337	0.0	1.0
260338	0.0	0.0
23081	1209.0	526.0
23082	3970.0	4913.0
100272228	234.0	34.0
23085	4198.0	1710.0
23086	2805.0	1573.0
23087	1013.0	827.0
50631	28.0	46.0
50632	4.0	0.0
646849	0.0	0.0
23080	2240.0	5416.0
50636	64.0	168.0
50639	2.0	1.0
729830	317.0	2390.0
644202	12.0	5.0
646864	0.0	0.0
646862	2.0	68.0
729838	11.0	2.0
23092	2438.0	3097.0
23093	1688.0	1493.0
23094	3804.0	5598.0
23095	4278.0	6056.0
23096	1379.0	270.0
23097	1857.0	1444.0
729828	9.0	50.0
23098	381.0	62.0
50640	2719.0	3394.0
23099	1168.0	1033.0
730811	0.0	0.0
23090	637.0	128.0
23091	4906.0	1854.0
11081	12.0	0.0
50649	1075.0	9274.0
11080	1814.0	522.0
11083	4269.0	3468.0
729862	0.0	0.0
11082	226.0	92.0
11085	0.0	0.0
644213	6.0	0.0
100286844	43.0	19.0
646875	1.0	2.0
644214	1.0	1.0
11086	34.0	0.0
646873	1.0	0.0
23067	2041.0	2211.0
23060	4143.0	2898.0
23061	7484.0	6308.0
23062	11864.0	3324.0
23063	4701.0	4001.0
23064	7773.0	4150.0
23065	3336.0	8070.0
50651	65.0	21.0
100272205	68.0	76.0
23066	382.0	78.0
50650	4781.0	1045.0
50652	2.0	0.0
11092	1679.0	342.0
644220	7.0	6.0
11091	1311.0	3612.0
11094	1505.0	844.0
729852	1286.0	644.0
11093	146.0	177.0
11096	309.0	447.0
11095	2245.0	11.0
11098	6506.0	5066.0
11097	1028.0	2195.0
646884	0.0	1.0
23078	2334.0	1055.0
729857	7.0	1.0
23070	3452.0	2510.0
23071	5239.0	3412.0
23072	15.0	39.0
164380	0.0	0.0
23074	1740.0	1130.0
23075	7216.0	2559.0
23076	1947.0	3041.0
23077	4935.0	3818.0
11099	7196.0	466.0
646879	0.0	0.0
644218	2.0	0.0
646877	0.0	1.0
100130972	1.0	1.0
100379220	3.0	0.0
100130970	0.0	0.0
284339	16.0	17.0
284338	22.0	114.0
100129983	1.0	0.0
100129982	2.0	2.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	35.0	89.0
100129976	0.0	0.0
100130963	0.0	0.0
100130962	0.0	1.0
284325	958.0	797.0
100129972	0.0	0.0
284323	658.0	250.0
100129969	0.0	4.0
100130958	31.0	8.0
693187	1.0	1.0
693188	0.0	0.0
693189	2.0	1.0
100130954	4.0	1.0
2444	1233.0	1738.0
100379249	16.0	1.0
693190	0.0	0.0
100129961	51.0	17.0
284312	19.0	0.0
693191	0.0	0.0
100129960	0.0	0.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	1.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	0.0
693177	0.0	0.0
693178	1.0	1.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	933.0	559.0
284307	237.0	41.0
284306	77.0	42.0
693180	0.0	0.0
693181	6.0	0.0
693182	2.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	1.0	0.0
284382	0.0	0.0
100130935	0.0	2.0
100130934	32.0	3.0
100130933	262.0	8.0
100130932	46.0	19.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	631.0	275.0
284370	469.0	294.0
100130923	0.0	0.0
100130922	1.0	0.0
100129937	0.0	0.0
100129933	1.0	0.0
2483	1292.0	1464.0
284369	0.0	0.0
2475	3635.0	5836.0
284367	155.0	11.0
284366	0.0	19.0
284361	5506.0	3889.0
50801	0.0	0.0
50804	1119.0	15.0
50805	0.0	70.0
100129926	0.0	2.0
50808	5014.0	2009.0
100129921	0.0	0.0
50807	3635.0	3750.0
100129920	1.0	1.0
50809	10968.0	8697.0
2496	6.0	4.0
2495	42187.0	27577.0
2494	199.0	71.0
2492	0.0	0.0
100129929	0.0	0.0
2491	58.0	577.0
2488	0.0	0.0
2487	707.0	77.0
284359	41.0	27.0
284358	79.0	260.0
284355	0.0	0.0
284353	5.0	336.0
284352	1210.0	1078.0
50813	3913.0	3207.0
50814	1405.0	2278.0
100129919	0.0	0.0
284349	235.0	148.0
2499	18.0	13.0
284348	317.0	223.0
2498	52.0	46.0
2497	48.0	46.0
284346	112.0	59.0
284340	12362.0	479.0
23207	5125.0	6046.0
693121	0.0	0.0
100093625	0.0	0.0
23208	2362.0	349.0
693122	3.0	2.0
100093626	0.0	0.0
23209	202.0	71.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	74.0	134.0
693126	0.0	0.0
693127	0.0	1.0
693128	0.0	0.0
25862	546.0	282.0
693129	0.0	0.0
23200	4057.0	14540.0
25861	518.0	731.0
644191	1.0	0.0
23201	3473.0	2614.0
25864	716.0	185.0
23203	2264.0	2187.0
25865	4278.0	2667.0
23204	7836.0	8647.0
23205	165.0	42.0
644192	146.0	7.0
11228	4151.0	138.0
84166	5711.0	1639.0
11221	788.0	571.0
84168	11377.0	3431.0
11223	129.0	7.0
100093630	1722.0	1593.0
84167	444.0	298.0
11222	2301.0	5000.0
100093631	567.0	723.0
84162	6298.0	3350.0
11224	15326.0	20582.0
84164	3124.0	6019.0
11227	3385.0	882.0
11226	1374.0	1813.0
84163	197.0	41.0
23218	7758.0	4020.0
23219	2558.0	2864.0
402093	0.0	0.0
100862704	21.0	5.0
11230	935.0	1113.0
23210	1547.0	2364.0
25873	12685.0	12991.0
100379298	0.0	0.0
23211	2545.0	1587.0
25875	2539.0	933.0
23212	706.0	1959.0
23213	1678.0	6132.0
25874	2048.0	1599.0
23214	4916.0	7871.0
25876	525.0	14.0
23215	11535.0	13938.0
23216	4261.0	876.0
25879	1512.0	3325.0
100379296	0.0	0.0
25878	2139.0	5030.0
23217	48.0	1.0
84159	3774.0	4343.0
25871	2101.0	1373.0
25870	7646.0	10384.0
142940	971.0	1550.0
11232	404.0	428.0
11231	6048.0	4641.0
84154	1142.0	2552.0
11234	4719.0	1388.0
11236	1896.0	2335.0
11235	2191.0	4972.0
11238	704.0	274.0
84153	1129.0	1122.0
11237	2076.0	1936.0
84152	1201.0	33.0
693120	0.0	0.0
100093624	0.0	0.0
166929	9175.0	1720.0
25847	2978.0	2884.0
84182	284.0	42.0
84181	3554.0	2692.0
25849	7782.0	412.0
25840	12045.0	548.0
25842	1419.0	1650.0
25841	277.0	544.0
25844	6531.0	3161.0
25843	2012.0	2506.0
11209	91.0	30.0
84188	4602.0	2235.0
84187	5094.0	1692.0
11201	1304.0	418.0
11200	351.0	1572.0
84189	1176.0	1.0
11202	0.0	936.0
84186	1055.0	811.0
25859	12.0	444.0
25858	0.0	1.0
84171	834.0	74.0
284391	748.0	54.0
284390	134.0	20.0
100862726	0.0	0.0
100862727	1.0	1.0
100862728	2.0	0.0
25851	2356.0	1507.0
25850	272.0	76.0
25853	3173.0	2798.0
25852	2728.0	1846.0
100862725	0.0	0.0
25855	1701.0	6234.0
25854	547.0	13.0
402077	0.0	0.0
11218	1115.0	997.0
11217	164.0	3.0
11219	29.0	238.0
139324	268.0	15.0
84176	25.0	9.0
11212	3213.0	4799.0
139322	1557.0	1440.0
84179	765.0	140.0
11211	80.0	498.0
84173	1034.0	691.0
11214	17395.0	6700.0
11213	3023.0	248.0
84172	896.0	2813.0
284385	204.0	225.0
11216	1960.0	2136.0
11215	5486.0	1546.0
84174	490.0	19.0
284383	0.0	0.0
25826	0.0	3.0
693165	0.0	0.0
25825	3291.0	542.0
693166	0.0	0.0
25828	3330.0	5004.0
693167	0.0	0.0
25827	897.0	52.0
693168	0.0	0.0
693169	0.0	0.0
25829	4551.0	5734.0
441669	0.0	0.0
392214	1.0	2.0
25820	4948.0	4594.0
127343	4.0	0.0
25822	761.0	1060.0
25821	1323.0	2075.0
25824	15103.0	10157.0
441662	0.0	0.0
106479099	0.0	0.0
25823	14.0	2.0
106479098	0.0	0.0
106480097	2.0	0.0
106479097	0.0	0.0
115361	16881.0	1344.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1308.0	792.0
115362	3458.0	252.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	1.0	1.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	2.0	0.0
414059	3.0	3.0
106480093	1.0	1.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	1.0
693174	5.0	10.0
693175	11.0	12.0
106480094	5.0	1.0
84191	1989.0	1905.0
25837	32.0	40.0
693154	0.0	0.0
84190	350.0	63.0
25836	5001.0	3694.0
693155	50.0	93.0
25839	3740.0	3652.0
84193	5330.0	4153.0
693156	0.0	3.0
693157	0.0	0.0
693158	26.0	3.0
693159	0.0	0.0
392225	0.0	0.0
25831	8747.0	10455.0
25830	4.0	0.0
441654	0.0	1.0
25833	281.0	114.0
100379250	0.0	0.0
106479089	7.0	0.0
25832	337.0	192.0
106479088	0.0	0.0
25834	20.0	3.0
106479087	0.0	0.0
100379251	70.0	19.0
106479086	0.0	0.0
115350	148.0	3.0
106479085	1.0	0.0
414061	0.0	17.0
106479084	0.0	0.0
115352	152.0	5.0
106479083	0.0	0.0
414062	17.0	30.0
115353	1430.0	2084.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	1.0	0.0
693162	0.0	0.0
84197	97.0	550.0
693163	1.0	0.0
84196	3189.0	3493.0
693164	1.0	0.0
25804	2792.0	18109.0
693143	1.0	0.0
25803	182.0	8.0
693144	5.0	1.0
25806	5.0	56.0
25805	730.0	71.0
693146	0.0	2.0
693147	0.0	0.0
25807	613.0	1249.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	596.0	234.0
100130995	2.0	3.0
100379287	4.0	0.0
100130994	0.0	1.0
441687	33.0	3.0
25800	2918.0	7249.0
25802	2894.0	148.0
25801	2645.0	338.0
154907	0.0	0.0
106480075	0.0	1.0
106480074	0.0	0.0
106480077	1.0	49.0
106480076	0.0	0.0
106480079	7.0	0.0
106480078	0.0	0.0
142910	3.0	1.0
106480071	0.0	0.0
100380272	6.0	0.0
693151	3.0	0.0
142913	22.0	28.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	0.0
693153	96.0	5.0
106480072	0.0	0.0
693132	0.0	0.0
25814	5676.0	8305.0
693133	1.0	0.0
693134	0.0	0.0
25817	177.0	70.0
25816	2126.0	1979.0
100130988	0.0	0.0
693135	0.0	0.0
25819	469.0	1567.0
693136	0.0	0.0
100129998	0.0	0.0
130940	176.0	6.0
25818	6.0	98.0
693137	0.0	0.0
693138	2.0	1.0
693139	1.0	3.0
100130980	0.0	2.0
25813	2139.0	2878.0
392209	3.0	0.0
25812	0.0	2.0
106480086	0.0	0.0
106480085	4.0	0.0
106480088	0.0	0.0
115330	480.0	43.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	1.0
106480080	1.0	1.0
100129995	1.0	17.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	2.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	7217.0	3673.0
154881	1208.0	711.0
11182	963.0	587.0
11181	19.0	4.0
646770	0.0	0.0
11184	1037.0	183.0
392133	0.0	1.0
11183	3250.0	2811.0
392132	0.0	0.0
11186	2708.0	775.0
139249	0.0	1.0
11185	10593.0	80.0
23166	4799.0	3334.0
23167	6091.0	4727.0
106480049	0.0	1.0
23168	4110.0	5834.0
106479059	1.0	3.0
23169	1091.0	759.0
166863	0.0	0.0
392138	0.0	0.0
106479058	0.0	0.0
729920	210.0	224.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	4688.0	6670.0
106479054	1.0	2.0
142891	2294.0	2640.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	1911.0	5635.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	2788.0	3136.0
115286	890.0	438.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1922.0	1454.0
106480057	0.0	0.0
23163	2959.0	4889.0
106480056	0.0	0.0
152217	536.0	3738.0
23164	12813.0	4672.0
106480059	0.0	0.0
23165	2773.0	9681.0
106480058	0.0	0.0
11188	6552.0	2264.0
11187	1131.0	5441.0
11189	7.0	1.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	1.0	0.0
11191	69.0	56.0
392140	4.0	4.0
11190	1823.0	2770.0
404672	1503.0	1857.0
11193	1241.0	453.0
154872	3.0	0.0
11194	1696.0	2585.0
11197	9486.0	15.0
11196	3100.0	2617.0
23177	1952.0	3221.0
402016	0.0	0.0
23178	760.0	483.0
106479049	0.0	0.0
23179	4130.0	1283.0
106479048	0.0	0.0
127255	110.0	49.0
106479047	0.0	0.0
127254	3030.0	0.0
106479046	0.0	0.0
646780	1.0	7.0
127253	1286.0	1206.0
106479045	0.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	1.0	0.0
106479042	14.0	16.0
23170	1466.0	17516.0
115273	137.0	105.0
106480063	0.0	0.0
729909	1.0	2.0
106479041	0.0	0.0
23171	6429.0	1605.0
106479040	0.0	2.0
106480066	2.0	4.0
23172	1396.0	1485.0
106480065	0.0	0.0
23173	2495.0	8340.0
106480068	0.0	0.0
23174	2701.0	2079.0
106480067	0.0	0.0
23175	2684.0	1101.0
23176	3076.0	3278.0
106480069	0.0	0.0
11199	2.0	2.0
11198	5748.0	9290.0
106480060	4.0	0.0
106480062	3.0	0.0
106480061	0.0	0.0
11160	3415.0	14392.0
644131	206.0	16.0
404663	0.0	0.0
11162	117.0	58.0
646799	1.0	2.0
11161	3189.0	4079.0
404665	16.0	3.0
11164	2864.0	3161.0
11163	2057.0	1562.0
23144	1022.0	3005.0
127247	0.0	0.0
106480028	0.0	0.0
23145	108.0	13.0
106480027	2.0	3.0
106480029	0.0	1.0
23148	349.0	96.0
106479079	0.0	0.0
646791	2.0	4.0
23149	453.0	197.0
441641	3.0	0.0
106479078	0.0	2.0
106479077	4.0	4.0
106479076	0.0	0.0
84108	418.0	563.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	1.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	1.0	1069.0
106480032	0.0	0.0
106479072	1.0	0.0
23140	4371.0	1697.0
115265	47.0	15.0
106480035	0.0	0.0
106479071	6.0	0.0
84103	0.0	0.0
23141	4746.0	5463.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	1762.0	1474.0
84106	1840.0	115.0
106480037	0.0	0.0
84105	465.0	465.0
23143	2924.0	626.0
106480036	1.0	0.0
84100	589.0	99.0
11166	50.0	1778.0
140258	0.0	0.0
644129	0.0	0.0
11165	1487.0	1677.0
84102	762.0	105.0
11168	4888.0	983.0
84101	551.0	8.0
11167	13212.0	5238.0
644128	116.0	64.0
11169	294.0	1603.0
11171	4723.0	3787.0
11170	5520.0	52.0
11173	468.0	250.0
441639	0.0	0.0
11172	7.0	0.0
343296	0.0	0.0
11174	249.0	39.0
644146	3.0	1.0
23155	1148.0	1257.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2503.0	850.0
23158	5843.0	3564.0
106479069	0.0	0.0
441631	1345.0	444.0
106479068	0.0	2.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	1.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	3739.0	1629.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1973.0	3867.0
106479060	1.0	0.0
106480046	0.0	0.0
23152	5380.0	2595.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1258.0	1767.0
106480047	0.0	0.0
11177	4215.0	5431.0
11176	7957.0	5020.0
11179	1282.0	1305.0
644138	7.0	14.0
11178	466.0	368.0
644139	5.0	0.0
139285	432.0	842.0
106480040	3.0	0.0
103695364	0.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7259.0	5254.0
644159	0.0	0.0
103695365	13.0	0.0
11142	4919.0	558.0
166824	438.0	25.0
106479019	0.0	0.0
11141	0.0	0.0
130872	2891.0	1245.0
106479018	0.0	0.0
644157	26.0	132.0
23122	3572.0	1160.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	7.0	6.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	28.0	5.0
23125	3753.0	1640.0
106480007	0.0	0.0
25786	111.0	191.0
106479014	0.0	0.0
25789	49.0	11.0
644150	226.0	78.0
23126	4982.0	2946.0
106479013	0.0	0.0
25788	65.0	233.0
23127	405.0	1089.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	11112.0	3654.0
106479010	0.0	0.0
84129	61.0	13.0
106480011	8.0	1.0
106480010	0.0	0.0
84126	7.0	9.0
106480013	0.0	0.0
84125	1406.0	0.0
25780	1610.0	448.0
106480012	0.0	1.0
84128	1700.0	3812.0
23120	7.0	1965.0
106480015	0.0	0.0
25782	2611.0	2487.0
106480014	0.0	0.0
11144	29.0	70.0
11143	2773.0	2486.0
139212	388.0	0.0
84124	1170.0	1442.0
11146	356.0	650.0
11145	3684.0	112.0
11148	825.0	3.0
86781	15.0	33.0
11147	267.0	144.0
11149	273.0	172.0
392181	2.0	1.0
127294	18.0	62.0
644165	148.0	8.0
11151	4838.0	1448.0
166815	286.0	740.0
392188	0.0	0.0
106479009	0.0	0.0
11153	527.0	324.0
106479008	0.0	0.0
644168	91.0	0.0
11152	1588.0	1427.0
106479007	1.0	0.0
25796	1793.0	2226.0
130888	709.0	219.0
23133	2108.0	2812.0
106479006	10.0	0.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	6240.0	2245.0
25798	7387.0	4822.0
106479004	0.0	0.0
106480019	1.0	0.0
23136	4743.0	531.0
25797	417.0	124.0
106479003	1.0	1.0
106480018	0.0	0.0
23137	3112.0	1588.0
106479002	0.0	0.0
25799	480.0	368.0
402055	760.0	1242.0
23138	644.0	498.0
106479001	0.0	0.0
23139	1831.0	3108.0
106479000	0.0	0.0
644160	1.0	0.0
106480020	0.0	0.0
25790	1753.0	31.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4501.0	5873.0
106480024	0.0	4.0
25791	131.0	50.0
23130	1980.0	2818.0
106480023	0.0	0.0
23131	3457.0	3396.0
25794	44.0	26.0
106480026	0.0	0.0
25793	8556.0	3003.0
23132	1979.0	1310.0
106480025	0.0	0.0
11155	291.0	10.0
11154	723.0	430.0
11157	1120.0	1618.0
11156	2654.0	2006.0
11159	1121.0	210.0
139221	98.0	57.0
11158	2170.0	876.0
392193	1.0	0.0
23108	1383.0	1128.0
23109	4.0	98.0
127281	1190.0	2138.0
441608	0.0	0.0
154860	5.0	8.0
11120	3197.0	921.0
343263	131.0	2.0
154865	418.0	5.0
25763	0.0	3.0
106479039	0.0	0.0
23101	96.0	162.0
106479038	52.0	38.0
23102	4449.0	1820.0
106479037	2.0	1.0
25764	149.0	104.0
106479036	0.0	0.0
106479035	5.0	0.0
23105	194.0	382.0
25766	412.0	263.0
106479034	0.0	0.0
25769	1.0	94.0
106479033	0.0	1.0
23107	2729.0	3393.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1346.0	907.0
106479030	0.0	0.0
84148	2268.0	1783.0
84144	673.0	147.0
11122	1861.0	3.0
84146	2864.0	1921.0
11124	2596.0	3144.0
11123	2426.0	1854.0
11126	176.0	6.0
84140	399.0	351.0
11128	1242.0	2022.0
84142	522.0	429.0
84141	2212.0	92.0
139231	2805.0	2517.0
11127	1652.0	787.0
23119	296.0	760.0
644186	4.0	13.0
11131	62.0	59.0
11130	287.0	2946.0
106479029	0.0	0.0
23111	5118.0	290.0
106479028	0.0	0.0
25774	1.0	4.0
23112	2581.0	1224.0
106479027	0.0	0.0
25776	1557.0	1402.0
23113	2044.0	1140.0
106479026	1.0	0.0
25775	18.0	4.0
23114	1768.0	204.0
106479025	5.0	0.0
25778	2089.0	1801.0
106479024	0.0	1.0
25777	8512.0	6223.0
23116	1511.0	966.0
106479023	3.0	0.0
23117	58.0	30.0
106479022	0.0	0.0
23118	6385.0	3593.0
106479021	0.0	0.0
115294	5992.0	1532.0
106479020	7.0	7.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	1.0
106480001	0.0	0.0
152206	362.0	14.0
106480004	0.0	0.0
25771	2164.0	2843.0
84138	314.0	369.0
106480003	1.0	4.0
11133	369.0	405.0
84133	5.0	15.0
84132	1017.0	1485.0
11132	705.0	490.0
11135	5523.0	6527.0
84135	680.0	1351.0
84134	693.0	1636.0
11137	2284.0	3729.0
115290	454.0	147.0
11136	9.0	1.0
84131	1164.0	1029.0
11138	2156.0	1403.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	2107.0	8.0
729993	24.0	2.0
50717	4282.0	2635.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	4.0	0.0
729991	946.0	488.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	29.0	20.0
100884155	0.0	1.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	3.0	0.0
730974	1.0	0.0
392194	0.0	9.0
392197	4.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	0.0	0.0
729962	1.0	0.0
729967	1496.0	691.0
2504	24.0	20.0
2503	37.0	25.0
284418	0.0	0.0
2502	23.0	20.0
284417	566.0	56.0
2501	117.0	79.0
2500	129.0	90.0
284415	19.0	0.0
404635	0.0	0.0
619190	5.0	1.0
404636	731.0	1502.0
2509	39.0	22.0
646723	9.0	8.0
2508	58.0	56.0
2507	26.0	7.0
619189	0.0	0.0
164237	6.0	0.0
729956	0.0	147.0
140290	41.0	6.0
729952	0.0	3.0
2515	0.0	0.0
284408	77.0	4.0
2512	316151.0	84952.0
284406	217.0	23.0
2510	3.0	5.0
284403	257.0	1024.0
284402	35.0	21.0
2519	3439.0	1919.0
2518	0.0	0.0
2517	4211.0	2402.0
2516	1.0	0.0
646755	4.0	1.0
646754	0.0	0.0
646753	0.0	0.0
260434	0.0	1.0
23189	2622.0	4124.0
260436	6.0	1043.0
23180	5768.0	767.0
2526	564.0	98.0
23181	2349.0	1157.0
2525	186.0	2145.0
2524	222.0	1629.0
2523	787.0	813.0
23184	3284.0	4982.0
2521	10203.0	10700.0
23185	5670.0	6890.0
23186	3268.0	3537.0
2520	1.0	43.0
23187	3912.0	848.0
2529	38.0	37.0
2528	24.0	289.0
2527	0.0	1.0
152273	5448.0	718.0
644100	9.0	0.0
646766	11.0	10.0
644101	2.0	7.0
23199	5944.0	2707.0
260425	5194.0	1256.0
729974	0.0	0.0
260429	7.0	1.0
2537	8158.0	7340.0
23191	10015.0	10209.0
23192	2513.0	1919.0
23193	17980.0	30721.0
2535	383.0	112.0
2534	4227.0	1288.0
23194	1080.0	215.0
2533	3540.0	656.0
23195	2930.0	4810.0
23196	11059.0	12615.0
2532	3579.0	181.0
23197	3482.0	3239.0
2531	4165.0	4763.0
2530	1397.0	791.0
23198	4424.0	8441.0
345829	2.0	3.0
646759	0.0	0.0
646758	2.0	2.0
2539	3501.0	22234.0
2538	1.0	1.0
23190	7916.0	5748.0
25903	1234.0	1835.0
25902	966.0	3043.0
25904	1619.0	1133.0
100129866	0.0	1.0
25907	108.0	909.0
100130855	58.0	57.0
25906	625.0	979.0
25909	2151.0	3447.0
100127206	0.0	0.0
100129867	1.0	1.0
2551	2462.0	867.0
2550	1970.0	566.0
25901	2326.0	638.0
25900	1185.0	227.0
2548	11701.0	15466.0
223075	9.0	3.0
2547	15263.0	23854.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	31.0	1.0
2542	1183.0	1600.0
100874403	0.0	0.0
100874402	0.0	1.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	1.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3564.0	2923.0
100874404	0.0	0.0
25914	629.0	603.0
100130848	0.0	0.0
25913	1123.0	885.0
100129858	38.0	30.0
25915	2811.0	1600.0
25917	1608.0	1454.0
2562	269.0	61.0
2561	117.0	1.0
2560	0.0	0.0
25912	10343.0	11958.0
25911	1048.0	734.0
2559	0.0	0.0
2558	4.0	0.0
2557	5.0	0.0
2556	10.0	140.0
2555	53.0	0.0
2554	0.0	0.0
2553	2007.0	1813.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	15.0	20.0
2572	0.0	1.0
2571	79.0	3.0
2570	15.0	8.0
2569	3.0	317.0
2568	125.0	20.0
2567	6.0	3.0
2566	1.0	0.0
2565	0.0	0.0
2564	794.0	4274.0
2563	49.0	52.0
100874425	0.0	0.0
100874424	2.0	0.0
100874423	0.0	0.0
100129842	251.0	91.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	17.0	1.0
100129836	2.0	44.0
100874410	0.0	1.0
286676	669.0	226.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	806.0	2185.0
2583	60.0	812.0
2582	1671.0	2320.0
2581	4173.0	307.0
2580	5359.0	3314.0
100874419	0.0	0.0
100874414	0.0	0.0
100874413	0.0	1.0
100874412	0.0	2.0
100874411	0.0	0.0
100874418	2.0	0.0
223082	1217.0	1854.0
100874417	2.0	1.0
100874416	1.0	0.0
100874415	0.0	0.0
100129827	25.0	5.0
100874443	0.0	0.0
100874442	0.0	1.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	3.0	0.0
2595	2126.0	471.0
2593	318.0	848.0
100379300	0.0	0.0
2592	1398.0	648.0
2591	2261.0	2921.0
441389	12.0	29.0
2590	3348.0	4104.0
441386	1.0	9.0
127617	1.0	0.0
2589	4917.0	6364.0
2588	1856.0	2125.0
2587	0.0	0.0
441391	18.0	10.0
284018	373.0	1139.0
2585	1122.0	854.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	614.0	88.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	4.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	7.0	2.0
100874430	0.0	0.0
100129813	2.0	4.0
441377	0.0	0.0
441376	318.0	2.0
441381	0.0	0.0
127602	215.0	18.0
2597	32094.0	73442.0
2596	2.0	1.0
100874436	0.0	0.0
284004	1236.0	743.0
