id	8ff70f54-8735-40b1-a556-b96e8889cc0f	5a491f56-a9a5-4bae-a85a-c4c316a6b282
145978	2.0	2.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	0.0	2.0
101926888	57.0	238.0
100130197	6.0	6.0
100130196	0.0	0.0
170949	0.0	0.0
100130192	2.0	7.0
100130190	1.0	3.0
145989	0.0	6.0
100423001	1.0	1.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	0.0
101926890	2.0	1.0
100423019	0.0	0.0
101926895	9.0	23.0
101926896	14.0	4.0
100130187	0.0	0.0
442097	10.0	7.0
442098	0.0	1.0
100129193	0.0	2.0
100129196	46.0	60.0
100129195	383.0	415.0
100129192	0.0	0.0
100423012	0.0	0.0
100423011	1.0	1.0
100423014	0.0	0.0
100129199	0.0	1.0
100423013	0.0	0.0
647187	5.0	19.0
6906	0.0	0.0
202134	60.0	9.0
6905	1403.0	2708.0
6908	943.0	861.0
6907	2971.0	5553.0
6909	9903.0	979.0
6900	5.0	6.0
6902	3008.0	3846.0
6901	1453.0	4721.0
6904	6532.0	15246.0
6903	1604.0	1174.0
253714	681.0	1089.0
100288436	0.0	2.0
647195	0.0	0.0
100288432	221.0	99.0
6917	3775.0	6685.0
100462767	3.0	1.0
6916	5487.0	1312.0
6919	1503.0	5485.0
6918	0.0	0.0
647190	1.0	0.0
100653489	2.0	0.0
6911	130.0	589.0
6910	2557.0	504.0
6913	16.0	856.0
253724	39.0	50.0
6915	369.0	219.0
253725	2512.0	2129.0
100288428	13.0	141.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	2449.0	74.0
6927	3.0	2.0
6929	2978.0	7523.0
202151	188.0	97.0
6920	3240.0	799.0
6922	10.0	26.0
6921	1844.0	4456.0
6924	8333.0	6848.0
6923	6186.0	8157.0
6926	6319.0	548.0
100462732	0.0	0.0
6925	10809.0	5880.0
6940	622.0	439.0
100288413	248.0	2745.0
6939	53.0	6.0
6938	6018.0	7941.0
6932	1150.0	1480.0
6935	6317.0	1196.0
6934	4445.0	1974.0
6936	1289.0	2045.0
100288405	1.0	0.0
100462790	0.0	0.0
6950	8466.0	11000.0
165055	197.0	403.0
6949	3519.0	4654.0
100462799	1.0	1.0
6942	4795.0	5672.0
100132601	1.0	2.0
100462792	3.0	7.0
6941	749.0	2371.0
6944	2232.0	3649.0
100462794	65.0	438.0
6943	4479.0	195.0
100462793	0.0	0.0
6945	5914.0	4244.0
192670	4459.0	2016.0
100462795	3.0	2.0
100132606	0.0	0.0
6948	6604.0	5370.0
6947	17.0	416.0
100462797	1.0	1.0
6960	0.0	0.0
6962	0.0	36.0
4300	1831.0	810.0
6961	0.0	0.0
6953	0.0	0.0
6954	8.0	7.0
6956	14.0	7.0
100132617	0.0	5.0
6959	0.0	0.0
100132618	16.0	2.0
253769	333.0	373.0
192683	299.0	4153.0
6958	0.0	0.0
100132619	0.0	3.0
107075180	2.0	0.0
6971	1.0	0.0
107075181	1.0	0.0
6970	0.0	0.0
107075182	1.0	0.0
6973	0.0	0.0
107075183	0.0	0.0
4311	9696.0	1490.0
6972	26.0	0.0
107075184	0.0	0.0
107075185	1.0	0.0
107075186	0.0	0.0
107075187	0.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	95.0	83.0
100144604	94.0	23.0
100144603	30.0	83.0
100144602	0.0	83.0
4301	19094.0	2817.0
253738	12.0	63.0
4302	19775.0	5459.0
4303	3713.0	1523.0
6966	138.0	12.0
100462772	39.0	18.0
6968	0.0	0.0
4306	3100.0	2279.0
6967	494.0	45.0
4308	5.0	0.0
6969	0.0	0.0
6980	12.0	0.0
107075190	1.0	2.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	69.0	21957.0
6981	87.0	9.0
107075193	0.0	1.0
6984	33.0	5.0
107075194	0.0	0.0
4321	60.0	5275.0
4322	65.0	11164.0
6983	12.0	0.0
107075195	1.0	1.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	0.0	2.0
100462788	0.0	0.0
192666	0.0	1.0
100132630	0.0	0.0
192668	1532.0	528.0
192669	2347.0	2371.0
6975	0.0	0.0
153090	15334.0	4489.0
4312	105.0	28753.0
4313	17582.0	47506.0
6974	24.0	5.0
4314	20.0	733.0
6977	13.0	2.0
6976	15.0	7.0
100462782	0.0	0.0
4316	895.0	3998.0
6979	1.0	1.0
100462785	0.0	0.0
4317	38.0	28.0
6978	19.0	7.0
4318	1649.0	10769.0
100462787	0.0	0.0
4319	8.0	31720.0
100462786	0.0	0.0
6991	38.0	55.0
100616468	0.0	0.0
6990	2794.0	2574.0
647107	0.0	58.0
100616469	0.0	0.0
6993	3888.0	4408.0
4330	911.0	13480.0
4331	645.0	2386.0
6992	6643.0	4353.0
107075160	0.0	0.0
100616467	5.0	1.0
4332	5717.0	579.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	1.0
100616465	0.0	0.0
107075163	1.0	0.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	3.0	2.0
107075166	0.0	0.0
107075167	0.0	0.0
107075168	0.0	1.0
107075169	0.0	0.0
100873958	0.0	0.0
100873957	0.0	0.0
4323	11623.0	51787.0
6986	2.0	1.0
100873952	2.0	1.0
4324	3763.0	3733.0
6985	0.0	0.0
100873951	0.0	0.0
6988	4510.0	3909.0
4325	17.0	174.0
100873950	0.0	0.0
4326	38.0	116.0
6987	2.0	1.0
4327	3892.0	1193.0
100873956	12.0	5.0
100873955	0.0	39.0
4329	4238.0	2501.0
100873954	3.0	0.0
100873953	3.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1533.0	2161.0
4340	2.0	1.0
100616458	0.0	0.0
107075170	0.0	1.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	0.0	1.0
100616456	0.0	0.0
4343	3507.0	9589.0
107075172	31.0	22.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	3.0
64689	4862.0	2320.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	0.0
107075179	1.0	0.0
650747	37.0	1.0
100873949	7.0	23.0
100873948	0.0	3.0
100873947	0.0	0.0
100873946	4.0	5.0
100873941	4.0	2.0
6997	11.0	10.0
4335	2161.0	2695.0
6996	1182.0	2346.0
100873940	0.0	3.0
6999	62.0	358.0
4336	14.0	17.0
4337	2609.0	445.0
6998	1.0	0.0
4338	2425.0	1817.0
100873945	0.0	0.0
100873944	1.0	1.0
100873943	1.0	0.0
100873942	4.0	0.0
100616448	0.0	0.0
100616449	0.0	0.0
4350	1403.0	2018.0
100616446	0.0	0.0
4351	2264.0	8377.0
64693	0.0	2.0
100616447	0.0	0.0
4352	49.0	28.0
100873970	0.0	0.0
4353	136.0	20.0
647123	1.0	0.0
4354	4233.0	993.0
4355	124.0	705.0
107075141	4254.0	2172.0
100616440	0.0	0.0
64699	741.0	258.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	1.0
647121	53.0	127.0
107075144	0.0	1.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	1.0
107075148	0.0	12.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	30.0	25.0
4345	787.0	720.0
100873974	9.0	20.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	0.0	6.0
100873977	3.0	0.0
100873976	1.0	3.0
100873975	2.0	6.0
100616437	0.0	0.0
4360	54604.0	1969.0
100616438	0.0	0.0
4361	1874.0	1364.0
100616435	0.0	0.0
4362	0.0	0.0
100616436	0.0	0.0
4363	8513.0	12509.0
100616433	0.0	0.0
100616434	1.0	0.0
647135	321.0	133.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	0.0	0.0
100616430	1.0	2.0
107075154	0.0	0.0
107075155	0.0	1.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	1.0	10.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	3.0	0.0
100288493	0.0	0.0
253782	1763.0	3573.0
100653423	0.0	0.0
4356	436.0	156.0
100873963	0.0	0.0
4357	3680.0	4733.0
100873962	39.0	7.0
4358	3191.0	11892.0
4359	96.0	122.0
100873960	0.0	0.0
100873967	0.0	1.0
100873966	0.0	0.0
100873965	42.0	3.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	0.0	1.0
647144	0.0	0.0
100873991	19.0	7.0
650794	80.0	99.0
100873990	5.0	2.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	0.0
107075116	32.0	24.0
107075117	6.0	1.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	0.0
100873994	1.0	1.0
100873993	1.0	1.0
100873998	6.0	7.0
100873997	0.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	14.0	4.0
100616495	0.0	0.0
107075131	6.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	1.0	0.0
107075134	0.0	1.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	36.0	90.0
107075137	0.0	0.0
100616490	1.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	41.0	71.0
100873984	0.0	1.0
100873983	0.0	0.0
100873982	1.0	0.0
100873989	0.0	0.0
100873988	1.0	2.0
100873987	0.0	22.0
100873986	0.0	0.0
647166	2.0	0.0
100616488	0.0	0.0
647167	17.0	5.0
100616489	0.0	0.0
100616486	1.0	0.0
647169	0.0	0.0
100616487	0.0	0.0
647162	0.0	0.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	1.0	0.0
107075100	1.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	0.0
100616481	0.0	1.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	19.0	12.0
647177	0.0	0.0
100616477	35.0	21.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	15.0	10.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	1.0	0.0
107075113	0.0	0.0
100616470	0.0	0.0
107075114	0.0	0.0
107075115	0.0	0.0
107075105	0.0	2.0
100288451	0.0	1.0
107075108	6.0	0.0
107075109	0.0	0.0
348654	567.0	1604.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	1.0	0.0
107075202	0.0	0.0
107075203	0.0	0.0
100129061	0.0	0.0
118672	183.0	292.0
100129060	110.0	70.0
118670	0.0	0.0
348645	300.0	118.0
100129067	1.0	2.0
64601	2209.0	11871.0
64600	0.0	4.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	12.0	1.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	0.0	1.0
107075204	1.0	0.0
118663	14.0	10.0
143630	34.0	19.0
107075205	0.0	0.0
100129050	1.0	0.0
107075206	0.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	3.0	1.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	2.0	2.0
100130029	0.0	0.0
373509	0.0	5.0
100129031	0.0	0.0
100129032	2.0	2.0
100130017	0.0	1.0
100130015	31.0	29.0
100130014	1.0	1.0
131601	2829.0	3570.0
100129023	1.0	0.0
100130009	9.0	22.0
128025	3.0	2.0
64641	19.0	480.0
100130006	0.0	0.0
100616530	12.0	33.0
64645	5164.0	5948.0
116039	104.0	668.0
100130003	61.0	203.0
100130002	0.0	0.0
64648	0.0	0.0
131616	775.0	827.0
100129013	0.0	0.0
100129008	0.0	0.0
64651	26240.0	3406.0
100129007	0.0	0.0
100129009	3.0	8.0
116028	104.0	1522.0
204801	0.0	10.0
100129004	0.0	0.0
100129005	0.0	34.0
64663	0.0	0.0
128077	3897.0	3614.0
167681	217.0	579.0
100132641	0.0	0.0
100132645	0.0	0.0
116092	1710.0	9996.0
116093	1.0	11.0
128061	452.0	1077.0
100132656	1.0	1.0
116085	0.0	0.0
204851	12218.0	7321.0
116071	1536.0	281.0
167691	911.0	449.0
116064	4434.0	5986.0
100132672	1.0	0.0
100132673	0.0	2.0
116068	3627.0	1328.0
100132677	2.0	26.0
100130099	0.0	0.0
100130097	26.0	12.0
143662	3497.0	682.0
100132681	0.0	0.0
100132683	0.0	5.0
100130090	0.0	0.0
100130086	0.0	0.0
100129094	12.0	21.0
143678	9.0	7.0
100132699	0.0	0.0
100130079	0.0	0.0
100130074	5.0	2.0
143684	788.0	627.0
100129086	1.0	2.0
100129080	0.0	0.0
143689	157.0	194.0
143686	4671.0	22200.0
153020	9168.0	1059.0
100130067	0.0	0.0
100130064	0.0	1.0
100129075	73.0	342.0
100130060	0.0	0.0
202243	1330.0	847.0
100129074	1.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	8431.0	3820.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	1.0	0.0
647076	8.0	9.0
100462880	45.0	9.0
100462881	0.0	0.0
100462886	0.0	1.0
100288307	0.0	0.0
647085	1.0	0.0
100653396	0.0	0.0
647087	2551.0	6885.0
647081	0.0	0.0
100462857	0.0	1.0
100462851	0.0	0.0
100462850	1.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	58.0	49.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	1.0	0.0
100616391	0.0	0.0
100462866	2.0	11.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	7013.0	1920.0
202299	10.0	11.0
104355426	64.0	275.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	11.0	5.0
4430	22622.0	10955.0
100132501	99.0	71.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	32.0	52.0
346085	0.0	6.0
100132510	0.0	0.0
4435	18.0	28.0
4436	1547.0	4262.0
4437	1187.0	1063.0
4438	7.0	2.0
4439	40.0	123.0
253868	10.0	7.0
64793	756.0	2026.0
100616347	0.0	0.0
64792	1132.0	3473.0
100616348	0.0	0.0
64795	6817.0	8640.0
64794	1424.0	831.0
100616346	0.0	0.0
100616343	0.0	0.0
100616344	0.0	0.0
64799	142.0	292.0
100616341	0.0	0.0
64798	841.0	3877.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	158.0	41.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	0.0	2.0
100616337	0.0	0.0
103625681	11.0	22.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	87.0	102.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	28.0	96.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	7.0	3.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	0.0	2.0
100628307	0.0	0.0
100288380	7.0	0.0
86123	72.0	144.0
100616329	0.0	0.0
4481	36087.0	2203.0
100616317	2.0	0.0
4482	1576.0	348.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	69.0	263.0
647013	2.0	1.0
100616313	0.0	0.0
4486	1705.0	230.0
100616310	0.0	0.0
4487	255.0	202.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	9.0	5665.0
4478	122847.0	24261.0
4479	29.0	6.0
647009	84.0	201.0
100616318	39.0	21.0
100616319	0.0	0.0
4493	1483.0	523.0
4494	205.0	694.0
4495	63.0	118.0
100616389	0.0	0.0
647024	2301.0	899.0
4496	2.0	30.0
100616387	0.0	0.0
4498	9.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	1.0	0.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	2.0	1.0
4490	0.0	1.0
100616380	0.0	2.0
4488	98.0	47.0
4489	78.0	14.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	35.0	32.0
100616374	1.0	5.0
100616375	0.0	0.0
647033	4.0	13.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	97.0	41.0
4499	588.0	93.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	2.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	32.0	45.0
100288346	0.0	12.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	0.0	0.0
118611	0.0	27.0
346007	67.0	609.0
100616358	0.0	0.0
100616359	4.0	2.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	1.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	47.0	47.0
647051	0.0	2.0
100288330	0.0	3.0
100303491	48.0	4.0
64711	17.0	42.0
64710	23441.0	19499.0
64714	0.0	22.0
64708	1945.0	3532.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	0.0	33.0
348761	0.0	1.0
100506084	16.0	13.0
64726	1.0	1.0
64725	2.0	0.0
64718	851.0	573.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	24.0	49.0
348751	147.0	393.0
131544	3588.0	1856.0
64735	0.0	0.0
103283057	0.0	3.0
100533695	0.0	5.0
64744	6665.0	5296.0
64743	5705.0	5907.0
64746	5310.0	4742.0
64745	1258.0	1948.0
64748	1584.0	3218.0
64747	10056.0	6658.0
348738	2.0	26.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	1.0
100616424	0.0	0.0
100616425	1.0	0.0
100533675	0.0	0.0
100616422	1.0	3.0
64750	5226.0	3796.0
100616423	1.0	0.0
100533676	4.0	3.0
64753	66.0	202.0
100616420	0.0	0.0
100616421	0.0	0.0
64755	2712.0	3555.0
64754	386.0	924.0
64757	1692.0	885.0
100506050	0.0	0.0
64756	3325.0	3764.0
64759	38342.0	6249.0
100506054	248.0	1074.0
100533671	0.0	0.0
100533672	1.0	0.0
100533674	0.0	0.0
100616428	0.0	0.0
100616429	1.0	0.0
100506049	0.0	0.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3804.0	3810.0
100616413	0.0	0.0
100616414	0.0	3.0
100506046	65.0	39.0
64762	1662.0	3220.0
64761	5385.0	4449.0
64764	10135.0	14465.0
64763	1636.0	1903.0
100616410	1.0	0.0
64766	1239.0	2044.0
64768	357.0	353.0
64769	4285.0	5153.0
100533682	0.0	0.0
100616417	2.0	2.0
100616404	0.0	1.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	18906.0	12349.0
100616402	0.0	0.0
64770	1562.0	1443.0
100616403	0.0	0.0
64773	1544.0	7963.0
100616400	0.0	0.0
64772	1015.0	846.0
100616401	2.0	5.0
64777	3454.0	2568.0
64776	752.0	638.0
64779	1030.0	1175.0
64778	10614.0	14050.0
100506080	13.0	7.0
88745	2480.0	3242.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	4879.0	2027.0
100533668	0.0	35.0
64782	2334.0	2241.0
64781	4769.0	4772.0
100506068	15.0	7.0
64784	6290.0	4128.0
100533664	1.0	5.0
64783	1417.0	1048.0
100533665	0.0	12.0
64786	4583.0	2047.0
100533666	0.0	0.0
64785	357.0	836.0
64788	974.0	1112.0
64787	9499.0	4270.0
100506061	0.0	1.0
64789	401.0	413.0
100506060	51.0	79.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	5.0	0.0
100506013	5.0	125.0
100506012	73.0	54.0
167555	104.0	78.0
100132520	0.0	0.0
100132526	10.0	30.0
100132529	5.0	11.0
100533646	0.0	40.0
100506003	17.0	1.0
100533642	81.0	129.0
100506007	50.0	44.0
100506001	10.0	26.0
100506000	0.0	2.0
204962	36.0	1538.0
100462800	1.0	0.0
100132534	0.0	0.0
100132537	1.0	0.0
100506035	12.0	2.0
202309	327.0	122.0
100506039	0.0	0.0
100506033	825.0	678.0
100533619	2.0	29.0
100132541	2.0	0.0
100533624	0.0	0.0
100506025	2.0	10.0
100506020	11.0	6.0
131566	5057.0	9386.0
100462829	1.0	14.0
100462833	0.0	0.0
202333	331.0	1003.0
100462832	0.0	0.0
100132562	1.0	0.0
100132565	0.0	0.0
100462838	0.0	0.0
100462830	0.0	1.0
131572	0.0	1.0
131578	157.0	6474.0
100462843	3.0	0.0
131583	1106.0	1332.0
100462809	2.0	0.0
143570	477.0	606.0
100132580	13.0	10.0
100462811	0.0	2.0
100462810	4.0	3.0
100462813	3.0	2.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	35.0	2.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	12.0	2482.0
170689	592.0	179.0
170688	0.0	0.0
100462990	0.0	1.0
155061	1768.0	3214.0
131096	16.0	120.0
155066	1733.0	9132.0
170680	5.0	4.0
100533800	0.0	0.0
169693	24.0	3.0
170679	232.0	81.0
100036567	0.0	0.0
155051	2.0	217.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	282.0	462.0
143098	3768.0	2798.0
4507	2286.0	1444.0
4508	211332.0	79071.0
4509	20471.0	6557.0
100462977	6.0	3.0
4500	210.0	62.0
4501	1474.0	4576.0
4502	6513.0	4031.0
4503	15.0	5.0
4504	1.0	337.0
4520	3930.0	2505.0
4519	366724.0	99629.0
170690	28.0	826.0
4511	14.0	5.0
4512	670197.0	345540.0
100462981	0.0	1.0
4513	269998.0	172165.0
4514	273607.0	173388.0
100462983	2.0	0.0
4515	68.0	353.0
170692	1.0	816.0
100462985	1.0	1.0
170691	225.0	1814.0
253512	1925.0	1113.0
4521	524.0	3322.0
4522	5006.0	8724.0
157680	4061.0	3995.0
4523	5.0	26.0
4524	5956.0	4208.0
4528	1721.0	4685.0
155006	555.0	295.0
4540	409157.0	57227.0
4541	121295.0	18227.0
157667	1.0	1.0
4542	8201.0	1423.0
4534	2327.0	960.0
4535	256109.0	76503.0
4536	276431.0	107428.0
4537	73029.0	31710.0
4538	601898.0	316585.0
4539	42709.0	17040.0
157697	1541.0	651.0
4550	356443.0	143298.0
155038	10172.0	685.0
4552	4409.0	2301.0
4553	0.0	0.0
4543	0.0	2.0
4544	0.0	1.0
4547	27.0	31.0
100036575	10.0	18.0
4548	6387.0	2421.0
100036574	0.0	0.0
4549	39662.0	16128.0
131076	387.0	1118.0
4563	2.0	0.0
4564	0.0	0.0
4555	0.0	0.0
4556	3.0	0.0
4558	8.0	3.0
157695	1608.0	1115.0
157693	21.0	20.0
4570	0.0	0.0
348378	44.0	57.0
4571	3318.0	2212.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	0.0
100288287	0.0	0.0
100288283	1.0	1.0
4565	0.0	0.0
4566	0.0	0.0
4567	16.0	4.0
4568	0.0	0.0
253559	35.0	26.0
4569	3.0	2.0
253558	1253.0	4958.0
4580	841.0	1737.0
4581	158.0	868.0
4582	50293.0	5980.0
4583	11.0	5.0
4584	179.0	95.0
4585	1720.0	1786.0
4586	10.0	3933.0
4576	14.0	3.0
4577	5.0	1.0
4578	0.0	0.0
4579	21.0	6.0
4591	1866.0	2782.0
4593	206.0	21.0
4594	3059.0	2477.0
4595	568.0	1343.0
4597	2367.0	3333.0
100288264	0.0	2.0
4588	24.0	152.0
4589	0.0	68.0
100288252	5.0	4.0
4598	1956.0	3871.0
4599	9422.0	2909.0
100288248	0.0	1.0
650560	1.0	1.0
348327	216.0	436.0
100288235	1.0	0.0
100288227	0.0	0.0
253582	2.0	3.0
100288222	0.0	0.0
64834	7596.0	8283.0
64838	112.0	3177.0
64837	1615.0	1904.0
100132487	0.0	2.0
64841	1022.0	2177.0
64840	735.0	1413.0
64843	8.0	219.0
64844	6208.0	4105.0
64847	3321.0	5657.0
64849	180.0	640.0
64848	2023.0	1173.0
64839	2341.0	1343.0
64850	0.0	5.0
64852	775.0	1077.0
64854	1648.0	8607.0
64853	2815.0	1897.0
64856	5020.0	23097.0
64855	45547.0	19694.0
64858	1149.0	1358.0
64857	1812.0	4852.0
64859	2035.0	2145.0
387911	7.0	4.0
387914	1557.0	9494.0
100144494	1.0	0.0
64860	811.0	695.0
64863	718.0	527.0
133619	5859.0	4490.0
64864	2456.0	2472.0
64866	5769.0	845.0
133615	0.0	0.0
100506172	0.0	0.0
387933	9.0	9.0
100533794	0.0	0.0
387934	5.0	1.0
100533790	2.0	10.0
100506169	33.0	5.0
64881	13.0	2.0
375940	0.0	0.0
399939	0.0	0.0
100506161	50.0	300.0
100506164	6.0	2.0
399937	0.0	0.0
387921	3126.0	2336.0
100288198	99.0	62.0
100288195	0.0	0.0
387923	193.0	139.0
387924	2.0	3.0
64895	1686.0	2508.0
100506195	0.0	1.0
64897	1436.0	1168.0
399909	5748.0	10452.0
100288185	0.0	0.0
100288179	2.0	1.0
121601	15.0	3.0
100288173	0.0	0.0
100506190	6626.0	5319.0
399965	8.0	66.0
399967	0.0	5.0
101060111	0.0	0.0
100506134	1.0	0.0
100533754	0.0	0.0
157638	6572.0	4868.0
399968	0.0	1.0
169611	5042.0	16439.0
145645	0.0	1.0
100132402	1.0	0.0
100132403	5.0	3.0
100132406	149.0	72.0
387978	0.0	0.0
100506126	1.0	1.0
399972	98.0	251.0
157627	0.0	0.0
399979	7862.0	5673.0
121665	5352.0	6419.0
100132415	14.0	8.0
100132417	33.0	7.0
133688	5.0	30.0
399942	17.0	41.0
100506157	28.0	60.0
100533731	0.0	0.0
133686	1388.0	2287.0
157657	296.0	352.0
399940	0.0	0.0
170627	0.0	133.0
170626	6.0	1.0
399947	1.0	5.0
399949	234.0	278.0
399948	1924.0	411.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	3426.0	2111.0
133690	134.0	262.0
131034	150.0	104.0
399950	0.0	2.0
101060105	25.0	1.0
387990	13.0	8.0
100506144	654.0	431.0
399959	53.0	10.0
121643	2.0	2.0
121642	419.0	1082.0
100132439	0.0	0.0
542767	15.0	30.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	1.0
100132441	4.0	0.0
100462957	0.0	0.0
100533725	4.0	0.0
100533721	0.0	0.0
101060160	2.0	3.0
64801	1188.0	865.0
64800	163.0	188.0
64802	786.0	1063.0
