id	fa0419a3-7d4d-40fe-aceb-3d70965387e3	7ed7a392-2f66-4187-85bf-b902a8065bc5
11162	101.0	115.0
646799	0.0	8.0
11161	4307.0	7111.0
404665	7.0	6.0
11164	2695.0	3858.0
11163	1656.0	2361.0
23144	1457.0	2334.0
127247	0.0	0.0
106480028	0.0	0.0
23145	44.0	165.0
106480027	2.0	3.0
106480029	0.0	0.0
23148	381.0	108.0
106479079	0.0	0.0
646791	5.0	3.0
23149	716.0	550.0
441641	0.0	1.0
106479078	0.0	0.0
106479077	2.0	0.0
106479076	0.0	0.0
84108	290.0	859.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	27.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	1.0	177.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	4687.0	1982.0
115265	49.0	48.0
106480035	0.0	0.0
106479071	2.0	0.0
84103	0.0	2.0
23141	3254.0	11491.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	1186.0	967.0
84106	1913.0	116.0
106480037	0.0	0.0
84105	421.0	573.0
23143	1838.0	1183.0
106480036	0.0	1.0
84100	383.0	171.0
11166	57.0	1849.0
140258	0.0	0.0
644129	0.0	0.0
11165	1263.0	2540.0
84102	1096.0	757.0
11168	3110.0	2002.0
84101	570.0	16.0
11167	8630.0	11354.0
644128	79.0	15.0
11169	242.0	1731.0
11171	4065.0	22079.0
11170	12593.0	187.0
11173	332.0	422.0
441639	0.0	0.0
11172	1.0	1.0
343296	0.0	0.0
11174	29.0	43.0
644146	0.0	3.0
23155	1044.0	852.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2015.0	2805.0
23158	4709.0	1072.0
106479069	0.0	0.0
441631	643.0	489.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	1.0
23150	3517.0	1362.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	2780.0	3077.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	6078.0	3690.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1672.0	924.0
106480047	0.0	0.0
11177	1977.0	4788.0
11176	8922.0	6428.0
11179	954.0	1240.0
644138	2.0	6.0
11178	394.0	474.0
644139	3.0	1.0
139285	486.0	1828.0
106480040	1.0	0.0
103695364	1.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7425.0	8550.0
644159	0.0	0.0
103695365	0.0	0.0
11142	4082.0	2682.0
166824	424.0	153.0
106479019	0.0	0.0
11141	6.0	0.0
130872	535.0	1813.0
106479018	0.0	0.0
644157	110.0	136.0
23122	2708.0	1185.0
106480006	0.0	0.0
106479017	0.0	1.0
106479016	0.0	0.0
106480005	0.0	1.0
25784	2.0	0.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	4.0	21.0
23125	4483.0	2497.0
106480007	0.0	0.0
25786	109.0	21.0
106479014	0.0	0.0
25789	59.0	9.0
644150	188.0	1142.0
23126	3789.0	5375.0
106479013	0.0	1.0
25788	49.0	321.0
23127	287.0	945.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	13295.0	2857.0
106479010	0.0	0.0
84129	42.0	25.0
106480011	2.0	3.0
106480010	0.0	0.0
84126	8.0	5.0
106480013	0.0	0.0
84125	679.0	37.0
25780	788.0	342.0
106480012	0.0	0.0
84128	1069.0	3711.0
23120	14.0	283.0
106480015	0.0	1.0
25782	2151.0	2391.0
106480014	0.0	0.0
11144	22.0	186.0
11143	2841.0	3437.0
139212	279.0	7.0
84124	1039.0	3305.0
11146	182.0	864.0
11145	3702.0	870.0
11148	431.0	92.0
86781	16.0	65.0
11147	246.0	327.0
11149	311.0	501.0
392181	1.0	1.0
127294	24.0	111.0
644165	81.0	9.0
11151	2234.0	7182.0
166815	342.0	494.0
392188	0.0	0.0
106479009	0.0	0.0
11153	655.0	462.0
106479008	0.0	4.0
644168	110.0	0.0
11152	1768.0	4757.0
106479007	0.0	0.0
25796	2078.0	6729.0
130888	613.0	297.0
23133	2310.0	3572.0
106479006	1.0	2.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	4614.0	2185.0
25798	7872.0	8088.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	4415.0	514.0
25797	220.0	205.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	1747.0	1619.0
106479002	0.0	2.0
25799	556.0	460.0
402055	791.0	929.0
23138	1268.0	424.0
106479001	0.0	0.0
23139	2097.0	2482.0
106479000	0.0	0.0
644160	3.0	3.0
106480020	0.0	0.0
25790	1215.0	115.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4899.0	5462.0
106480024	0.0	0.0
25791	138.0	547.0
23130	2841.0	2292.0
106480023	0.0	0.0
23131	3313.0	2778.0
25794	76.0	21.0
106480026	0.0	0.0
25793	7032.0	5767.0
23132	1858.0	1118.0
106480025	0.0	0.0
11155	282.0	84.0
11154	555.0	839.0
11157	682.0	1925.0
11156	2315.0	3285.0
11159	724.0	257.0
139221	94.0	1.0
11158	1477.0	1202.0
392193	0.0	0.0
23108	992.0	1115.0
23109	4.0	208.0
127281	1579.0	2477.0
441608	0.0	0.0
154860	0.0	70.0
11120	1617.0	1133.0
343263	78.0	1.0
154865	202.0	29.0
25763	0.0	122.0
106479039	0.0	0.0
23101	42.0	556.0
106479038	68.0	14.0
23102	4337.0	1641.0
106479037	6.0	24.0
25764	72.0	44.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	237.0	300.0
25766	385.0	1054.0
106479034	0.0	0.0
25769	0.0	59.0
106479033	0.0	0.0
23107	2705.0	3234.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	880.0	2247.0
106479030	0.0	0.0
84148	2178.0	2660.0
84144	528.0	128.0
11122	1210.0	9.0
84146	1789.0	2943.0
11124	2473.0	2993.0
11123	1896.0	1778.0
11126	33.0	21.0
84140	234.0	550.0
11128	1212.0	1599.0
84142	471.0	350.0
84141	2012.0	1007.0
139231	2198.0	2471.0
11127	975.0	758.0
23119	539.0	343.0
644186	13.0	31.0
11131	30.0	95.0
11130	166.0	5311.0
106479029	0.0	0.0
23111	3614.0	1838.0
106479028	0.0	0.0
25774	0.0	0.0
23112	2284.0	1452.0
106479027	0.0	0.0
25776	1455.0	1712.0
23113	1798.0	1700.0
106479026	2.0	1.0
25775	8.0	4.0
23114	1430.0	303.0
106479025	8.0	1.0
25778	2092.0	1054.0
106479024	0.0	1.0
25777	19231.0	7595.0
23116	1252.0	631.0
106479023	4.0	0.0
23117	31.0	56.0
106479022	0.0	0.0
23118	5462.0	3469.0
106479021	0.0	0.0
115294	3635.0	1648.0
106479020	1.0	13.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	278.0	19.0
106480004	0.0	0.0
25771	2747.0	3154.0
84138	243.0	500.0
106480003	0.0	0.0
11133	382.0	868.0
84133	39.0	17.0
84132	741.0	1215.0
11132	801.0	944.0
11135	6159.0	8610.0
84135	479.0	1121.0
84134	678.0	1778.0
11137	1941.0	7057.0
115290	396.0	1668.0
11136	5.0	27.0
84131	646.0	1735.0
11138	1988.0	1733.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	3.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	1489.0	38.0
729993	8.0	77.0
50717	2989.0	4153.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	2.0	4.0
729991	800.0	1589.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	24.0	66.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	0.0	0.0
730974	0.0	0.0
392194	0.0	16.0
392197	0.0	0.0
646702	1.0	0.0
646701	3.0	0.0
646721	0.0	1.0
729962	0.0	0.0
729967	908.0	1509.0
2504	15.0	15.0
2503	41.0	12.0
284418	0.0	0.0
2502	10.0	9.0
284417	1076.0	163.0
2501	69.0	40.0
2500	132.0	59.0
284415	3.0	1.0
404635	0.0	4.0
619190	0.0	1.0
404636	638.0	988.0
2509	24.0	8.0
646723	3.0	3.0
2508	157.0	36.0
2507	9.0	7.0
619189	0.0	0.0
164237	5.0	1.0
729956	2.0	3.0
140290	29.0	26.0
729952	0.0	0.0
2515	0.0	0.0
284408	47.0	128.0
2512	417069.0	257413.0
284406	181.0	391.0
2510	1.0	0.0
284403	145.0	2379.0
284402	33.0	49.0
2519	3282.0	4126.0
2518	0.0	0.0
2517	5410.0	3082.0
2516	4.0	3.0
646755	0.0	0.0
646754	0.0	0.0
646753	1.0	1.0
260434	0.0	42.0
23189	3448.0	1579.0
260436	0.0	1907.0
23180	7480.0	2570.0
2526	568.0	606.0
23181	1768.0	1322.0
2525	740.0	857.0
2524	267.0	1941.0
2523	856.0	741.0
23184	2850.0	3794.0
2521	9922.0	14919.0
23185	6163.0	3666.0
23186	3902.0	2995.0
2520	0.0	122.0
23187	3173.0	1889.0
2529	17.0	92.0
2528	51.0	48.0
2527	0.0	0.0
152273	5781.0	631.0
644100	4.0	0.0
646766	15.0	21.0
644101	0.0	2.0
23199	6541.0	2963.0
260425	3703.0	463.0
729974	0.0	0.0
260429	8.0	5.0
2537	3821.0	21770.0
23191	10996.0	7147.0
23192	2079.0	4665.0
23193	22683.0	26976.0
2535	385.0	521.0
2534	2410.0	2642.0
23194	818.0	946.0
2533	987.0	1808.0
23195	2438.0	1943.0
23196	11296.0	10427.0
2532	1650.0	256.0
23197	3794.0	3572.0
2531	4757.0	3589.0
2530	1602.0	2676.0
23198	3288.0	9365.0
345829	1.0	3.0
646759	0.0	0.0
646758	2.0	0.0
2539	4504.0	12775.0
2538	2.0	3.0
23190	5723.0	7300.0
25903	863.0	1244.0
25902	1272.0	2295.0
25904	1302.0	1806.0
100129866	1.0	0.0
25907	18.0	912.0
100130855	22.0	51.0
25906	776.0	619.0
25909	1776.0	3115.0
100127206	0.0	0.0
100129867	0.0	1.0
2551	1845.0	808.0
2550	363.0	1719.0
25901	2017.0	903.0
25900	830.0	453.0
2548	21416.0	17102.0
223075	6.0	0.0
2547	15541.0	25139.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	6.0	8.0
2542	1156.0	3487.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3209.0	651.0
100874404	0.0	0.0
25914	518.0	476.0
100130848	0.0	0.0
25913	918.0	1962.0
100129858	27.0	21.0
25915	3110.0	5284.0
25917	1335.0	2634.0
2562	229.0	21.0
2561	52.0	3.0
2560	0.0	0.0
25912	10162.0	22678.0
25911	927.0	1345.0
2559	0.0	0.0
2558	0.0	26.0
2557	9.0	0.0
2556	2.0	610.0
2555	8.0	0.0
2554	0.0	0.0
2553	1543.0	2721.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	10.0	6.0
2572	0.0	0.0
2571	2.0	39.0
2570	5.0	8.0
2569	3.0	367.0
2568	129.0	744.0
2567	3.0	79.0
2566	1.0	3.0
2565	1.0	2.0
2564	249.0	1167.0
2563	32.0	165.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	265.0	88.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	8.0	1.0
100129836	0.0	0.0
100874410	1.0	1.0
286676	1013.0	1201.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	902.0	2301.0
2583	29.0	2028.0
2582	2328.0	2401.0
2581	3835.0	285.0
2580	5672.0	4023.0
100874419	0.0	0.0
100874414	0.0	3.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	0.0	3.0
223082	837.0	1346.0
100874417	3.0	10.0
100874416	0.0	1.0
100874415	0.0	0.0
100129827	7.0	5.0
100874443	0.0	1.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	2507.0	828.0
2593	250.0	1004.0
100379300	0.0	0.0
2592	883.0	2040.0
2591	2020.0	2721.0
441389	23.0	1.0
2590	6044.0	12785.0
441386	2.0	13.0
127617	1.0	0.0
2589	3797.0	30045.0
2588	1860.0	2538.0
2587	0.0	0.0
441391	4.0	5.0
284018	300.0	775.0
2585	959.0	567.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	1.0
284013	1064.0	168.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	3.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	1.0	2.0
100874430	0.0	0.0
100129813	1.0	3.0
441377	1.0	5.0
441376	478.0	4.0
441381	0.0	0.0
127602	96.0	746.0
2597	43518.0	660575.0
2596	5.0	213.0
100874436	0.0	0.0
284004	760.0	1462.0
100874435	0.0	0.0
100874434	3.0	0.0
100874433	1.0	2.0
284001	1170.0	1222.0
100874439	0.0	0.0
100874438	1.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	5.0	0.0
100874464	0.0	0.0
100874462	1.0	0.0
100129801	0.0	0.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	0.0	1.0
100874466	0.0	1.0
100874450	0.0	0.0
50937	1377.0	283.0
100874454	0.0	0.0
50939	6.0	5.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	5.0
100874457	0.0	0.0
100874456	1.0	1.0
50940	11.0	29.0
100874455	1.0	2.0
50943	93.0	885.0
50945	0.0	0.0
50944	16.0	9.0
100874459	0.0	0.0
23328	5065.0	561.0
23329	633.0	776.0
84281	87.0	162.0
84280	1373.0	2211.0
644076	0.0	0.0
11340	632.0	1636.0
644079	0.0	2.0
25983	1165.0	3490.0
127665	1.0	2.0
23321	3017.0	3594.0
115677	762.0	54.0
644070	0.0	0.0
23322	489.0	424.0
25984	121.0	279.0
23324	6809.0	3660.0
25987	1068.0	7786.0
23325	2993.0	2641.0
23326	11799.0	8108.0
25989	1361.0	2497.0
23327	11124.0	3691.0
25988	747.0	1013.0
25981	1021.0	262.0
25980	3073.0	8450.0
11342	6251.0	6561.0
84287	2372.0	3921.0
84286	1197.0	896.0
11341	11.0	4.0
284058	3872.0	3119.0
84289	1115.0	994.0
11344	3454.0	2737.0
11343	26959.0	1369.0
84288	447.0	101.0
84283	240.0	3002.0
11346	20793.0	6028.0
11345	4596.0	4230.0
84282	1804.0	3117.0
84285	1153.0	2253.0
84284	1875.0	3904.0
23339	6143.0	3468.0
84270	692.0	1330.0
23331	2636.0	701.0
25994	2196.0	2697.0
23332	3174.0	2656.0
25996	1829.0	2496.0
23333	2653.0	1948.0
23334	2666.0	978.0
25998	3300.0	2116.0
23335	1662.0	706.0
23336	2388.0	624.0
441332	0.0	0.0
644082	0.0	1.0
23338	4178.0	5727.0
25999	846.0	498.0
441331	0.0	0.0
84279	725.0	1845.0
25992	1913.0	333.0
84276	1058.0	394.0
84275	387.0	1141.0
284047	20.0	50.0
84278	140.0	329.0
84277	662.0	1494.0
84272	3303.0	5144.0
84271	6995.0	5968.0
84274	1198.0	3326.0
84273	1275.0	1587.0
23306	929.0	4233.0
23307	5368.0	2918.0
284040	30.0	28.0
23308	13.0	29.0
23309	2486.0	2410.0
25961	119.0	77.0
25960	2283.0	856.0
25963	8790.0	4286.0
23300	2787.0	3950.0
23301	1841.0	3663.0
25962	2945.0	3203.0
23302	366.0	52.0
23303	4599.0	554.0
644096	448.0	1776.0
23304	3301.0	2182.0
25966	1285.0	1296.0
23305	36.0	51.0
644094	0.0	0.0
11328	7555.0	14656.0
11329	2761.0	4201.0
11320	2794.0	1068.0
137012	0.0	0.0
113000	765.0	3238.0
11322	5051.0	6747.0
11321	1638.0	6378.0
284034	9.0	0.0
11326	24268.0	917.0
11325	6514.0	6092.0
23317	2955.0	1359.0
84290	21.0	644.0
25979	1770.0	2812.0
23318	1487.0	1368.0
84292	306.0	596.0
25972	1538.0	3588.0
23310	1143.0	2821.0
441359	0.0	0.0
25974	333.0	660.0
23312	1699.0	667.0
25973	237.0	507.0
23313	4978.0	13264.0
25976	8311.0	2217.0
23314	163.0	213.0
25975	1576.0	1619.0
441355	1.0	11.0
25978	3235.0	2265.0
23315	1887.0	1203.0
25977	2082.0	4978.0
23316	5.0	2.0
11339	19.0	457.0
11338	6388.0	13129.0
441362	0.0	0.0
441361	0.0	0.0
140660	5.0	4.0
115650	28.0	269.0
127623	4.0	0.0
25970	2423.0	1686.0
284029	174.0	227.0
115653	0.0	0.0
84298	884.0	2590.0
11331	6956.0	55616.0
11330	1.0	2.0
11333	4224.0	25417.0
152641	75.0	37.0
11332	1792.0	4713.0
84299	1794.0	5399.0
11335	4159.0	12178.0
84294	1030.0	1125.0
11334	1652.0	1751.0
84293	2906.0	10140.0
84296	61.0	413.0
11337	4200.0	3785.0
284021	296.0	175.0
84295	986.0	2403.0
11336	3254.0	4635.0
25946	2606.0	8387.0
25949	2291.0	2127.0
25948	3408.0	3093.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	1.0	6.0
25941	3682.0	14405.0
25940	1406.0	3303.0
100130892	2.0	7.0
25943	2836.0	1051.0
25942	4515.0	3313.0
100130890	59.0	60.0
25945	1251.0	261.0
11309	20419.0	1740.0
284099	2.0	7.0
284098	343.0	928.0
25957	2358.0	2804.0
140609	6423.0	2375.0
25959	14221.0	1649.0
100130889	3.0	3.0
100130887	4.0	1.0
25950	160.0	463.0
25953	5893.0	3770.0
25956	77.0	112.0
11317	0.0	5.0
11316	4985.0	14959.0
11319	1390.0	2560.0
11318	43.0	14.0
100379378	0.0	0.0
11311	1507.0	3004.0
11313	3335.0	3035.0
140603	0.0	1.0
11315	6061.0	10832.0
284086	647.0	410.0
11314	668.0	638.0
25925	597.0	288.0
284085	2.0	2.0
25924	166.0	8.0
25927	952.0	272.0
284083	0.0	2.0
100130879	1.0	0.0
25926	1517.0	5120.0
139628	0.0	0.0
25929	1337.0	1272.0
25928	1756.0	342.0
441328	0.0	1.0
127687	899.0	2214.0
100130873	0.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	6725.0	8067.0
441323	0.0	0.0
25920	4287.0	5531.0
25923	6744.0	6543.0
140612	468.0	421.0
100129880	0.0	0.0
284076	147.0	18.0
100129882	3.0	5.0
25936	1128.0	1839.0
25938	1705.0	743.0
25937	7286.0	4419.0
284071	13.0	15.0
100130866	0.0	0.0
25939	22569.0	7374.0
113026	1563.0	1848.0
441317	0.0	0.0
441315	0.0	0.0
25930	4758.0	3607.0
441314	0.0	0.0
441313	0.0	0.0
25932	14413.0	7839.0
127671	0.0	0.0
25934	1435.0	1056.0
127670	0.0	0.0
284069	46.0	162.0
140623	9.0	26.0
140625	0.0	0.0
284067	1.0	2.0
100129871	0.0	0.0
140628	157.0	31.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	0.0
406983	1.0	1.0
406986	0.0	4.0
406985	0.0	0.0
406988	2.0	11.0
406987	0.0	0.0
23287	1953.0	907.0
23288	2492.0	1488.0
406980	0.0	0.0
84206	101.0	55.0
23281	29.0	1.0
84203	0.0	2.0
23283	2292.0	3238.0
23284	734.0	49.0
140596	0.0	0.0
23285	309.0	207.0
152579	728.0	959.0
140597	226.0	8.0
23286	6301.0	1211.0
152578	1.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	352.0	9.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	2.0
406972	0.0	14.0
406974	0.0	0.0
406977	0.0	1.0
406976	0.0	0.0
23299	3601.0	4908.0
201725	330.0	917.0
23291	3598.0	1909.0
23293	1927.0	1212.0
23294	6339.0	1574.0
23295	7072.0	4554.0
406968	1.0	1.0
406967	0.0	0.0
646658	152.0	5.0
152586	6.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	14.0	208.0
406962	8.0	1.0
646672	0.0	2.0
11280	45.0	3.0
406961	0.0	0.0
11283	0.0	0.0
406964	0.0	0.0
11282	6012.0	5822.0
406963	1.0	0.0
644016	3.0	3.0
11285	1115.0	3207.0
406966	0.0	0.0
11284	1098.0	3760.0
406965	0.0	0.0
23265	4120.0	4355.0
23266	4403.0	1019.0
23268	2058.0	1599.0
23269	2004.0	1549.0
84229	631.0	13.0
164592	8.0	16.0
59269	1063.0	1128.0
84225	1143.0	225.0
23261	1416.0	1752.0
84224	349.0	330.0
23262	1560.0	1025.0
23263	1285.0	1819.0
23264	9968.0	6032.0
84226	75.0	138.0
84221	277.0	751.0
406957	0.0	0.0
84220	0.0	0.0
406956	0.0	0.0
84223	1551.0	5809.0
406959	0.0	0.0
406958	0.0	0.0
84222	108.0	196.0
646685	0.0	0.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	4.0	3.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1440.0	909.0
23277	3789.0	5461.0
23279	3164.0	2098.0
59277	8551.0	1445.0
59272	153.0	1049.0
59271	1150.0	928.0
59274	1636.0	1485.0
84218	0.0	0.0
84217	386.0	92.0
23270	1755.0	716.0
23271	2891.0	2288.0
84219	669.0	1195.0
23272	3659.0	3091.0
23274	3189.0	1631.0
84216	141.0	1409.0
84215	44.0	4.0
23275	1240.0	1836.0
406946	0.0	0.0
84210	4.0	3.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	13551.0	4905.0
644037	3.0	16.0
11260	2866.0	11440.0
646698	0.0	1.0
11262	262.0	419.0
23243	2597.0	1219.0
23244	6257.0	5572.0
59286	3821.0	11036.0
23245	297.0	406.0
23246	1160.0	5311.0
23247	2374.0	986.0
59283	7.0	2.0
23248	4122.0	4699.0
644030	0.0	0.0
59285	487.0	11.0
59284	1.0	0.0
84247	3019.0	2012.0
23240	1522.0	1456.0
84246	841.0	2521.0
84249	9.0	1.0
23241	3888.0	4581.0
23242	4881.0	544.0
84248	3365.0	12739.0
84243	2017.0	3888.0
11264	5823.0	876.0
84245	837.0	2207.0
11267	2212.0	5789.0
11266	427.0	1905.0
11269	1149.0	1052.0
84240	680.0	1229.0
11270	647.0	3772.0
644042	0.0	0.0
11272	18.0	121.0
11274	365.0	591.0
11273	5581.0	11613.0
23254	1335.0	1139.0
23255	282.0	1239.0
23256	2106.0	2652.0
23258	7438.0	2564.0
23259	2184.0	1662.0
644041	31.0	0.0
84239	4583.0	77.0
23250	17826.0	1396.0
84236	1867.0	1583.0
23251	17.0	24.0
23252	674.0	467.0
140564	170.0	1151.0
23253	2301.0	1353.0
84232	6526.0	8545.0
11276	3048.0	1989.0
11275	1708.0	742.0
84231	3867.0	10261.0
49861	6.0	20.0
11278	601.0	260.0
49860	0.0	1.0
84233	539.0	1098.0
11277	0.0	0.0
11279	701.0	828.0
84230	1832.0	1958.0
23229	1318.0	622.0
49856	852.0	2392.0
644054	0.0	0.0
49855	1301.0	405.0
644059	0.0	0.0
49854	1673.0	763.0
11240	228.0	238.0
23221	11088.0	453.0
25884	56.0	51.0
23223	1856.0	3003.0
25886	140.0	1052.0
23224	7634.0	5331.0
25885	2937.0	4100.0
23225	2834.0	12549.0
25888	490.0	691.0
23228	707.0	351.0
644050	0.0	0.0
201780	57.0	41.0
84269	724.0	1167.0
152559	613.0	1017.0
25880	375.0	726.0
84268	1109.0	1651.0
23220	6542.0	1220.0
140576	3620.0	43610.0
84265	1588.0	1568.0
11243	1334.0	2867.0
139599	17.0	0.0
84264	112.0	271.0
140578	30.0	377.0
84267	1344.0	719.0
11245	445.0	469.0
84266	1408.0	2400.0
11244	1979.0	1780.0
84261	674.0	1109.0
11247	36.0	1788.0
139596	779.0	663.0
84260	838.0	1584.0
84263	4826.0	1615.0
11249	6.0	2.0
84262	666.0	5350.0
11248	659.0	48.0
345557	190.0	2.0
406993	0.0	0.0
406992	2.0	2.0
406995	0.0	0.0
406994	0.0	0.0
11250	1.0	2.0
406997	0.0	1.0
406996	0.0	0.0
11252	9107.0	4270.0
406999	0.0	0.0
11251	58.0	7.0
406998	0.0	0.0
23232	735.0	557.0
25895	423.0	491.0
23233	1696.0	3289.0
25894	497.0	4398.0
25897	3596.0	4128.0
23234	472.0	2014.0
25896	1085.0	2523.0
23235	5766.0	2131.0
23236	572.0	697.0
25898	1213.0	744.0
23237	515.0	49.0
644063	9.0	15.0
406991	0.0	0.0
23239	1395.0	1343.0
406990	0.0	0.0
25891	419.0	1130.0
84258	41.0	28.0
25890	5919.0	487.0
25893	156.0	1.0
23230	1740.0	1018.0
23231	6950.0	7422.0
84259	533.0	3046.0
84254	892.0	842.0
11254	3463.0	127.0
84253	219.0	191.0
11253	3773.0	9777.0
406989	0.0	0.0
84256	1481.0	4040.0
11255	0.0	0.0
84255	1533.0	2601.0
84250	280.0	600.0
11258	2283.0	3401.0
11257	610.0	2158.0
84251	389.0	327.0
11259	2894.0	895.0
100874483	0.0	0.0
100874482	0.0	0.0
100874480	0.0	0.0
406900	0.0	4.0
100874484	3.0	1.0
201799	916.0	1379.0
201798	55.0	33.0
50831	0.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	5.0	8.0
50835	1.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	0.0	0.0
102465138	0.0	0.0
50839	1.0	4.0
100874470	0.0	0.0
102465137	0.0	1.0
50838	1.0	4.0
102465136	3.0	2.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	44.0	196.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	13.0	12.0
100499183	229.0	283.0
50848	13495.0	31579.0
2601	3.0	33.0
100499177	941.0	1480.0
102465141	0.0	2.0
50853	1440.0	175.0
2609	0.0	3.0
102465140	0.0	0.0
50852	61.0	156.0
50855	301.0	291.0
50854	3397.0	6348.0
100499171	0.0	0.0
50856	307.0	261.0
50859	69.0	5.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	1.0	1.0
100874492	0.0	0.0
100874491	0.0	1.0
100874498	0.0	0.0
646600	1.0	14.0
100874497	3.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	287.0	383.0
2613	0.0	4.0
2611	1.0	8.0
50862	3330.0	2638.0
50861	572.0	2393.0
2619	489.0	861.0
50863	90.0	481.0
100874499	0.0	0.0
2618	2110.0	4684.0
50865	2936.0	6747.0
2617	3240.0	9210.0
2616	13.0	285.0
2615	11282.0	1098.0
406940	3.0	3.0
406942	0.0	0.0
646612	9.0	4.0
406941	0.0	0.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	435.0	222.0
2624	2296.0	146.0
2623	26.0	8.0
2622	1471.0	1373.0
2621	15742.0	6855.0
2620	45.0	10.0
406935	1.0	0.0
406934	0.0	0.0
646603	1.0	40.0
406937	0.0	0.0
406936	0.0	0.0
2629	2871.0	6541.0
406939	0.0	0.0
646609	1.0	0.0
2628	284.0	676.0
406938	0.0	0.0
2627	2175.0	167.0
2626	2.0	449.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	1.0
406932	1.0	0.0
646620	0.0	0.0
2636	0.0	3.0
2635	1766.0	1435.0
2634	4421.0	6902.0
2633	3751.0	16174.0
2632	1988.0	1188.0
