id	5e010a9a-7f65-434b-ae4c-43948461187c	84f304ea-8b50-41e9-89c8-bfca6668b746
84286	2042.0	1309.0
11341	68.0	1.0
284058	5646.0	3910.0
84289	1634.0	1196.0
11344	4335.0	2081.0
11343	26110.0	3338.0
84288	760.0	205.0
84283	514.0	4074.0
11346	60386.0	12029.0
11345	7540.0	4697.0
84282	2707.0	2026.0
84285	2228.0	2598.0
84284	3337.0	3406.0
23339	10299.0	5835.0
84270	1242.0	3636.0
23331	8604.0	1163.0
25994	3245.0	1942.0
23332	6168.0	5599.0
25996	3027.0	3087.0
23333	4535.0	2535.0
23334	4498.0	1767.0
25998	5466.0	3600.0
23335	2885.0	808.0
23336	8722.0	2181.0
441332	0.0	1.0
644082	0.0	0.0
23338	7522.0	1365.0
25999	2237.0	560.0
441331	0.0	0.0
84279	1188.0	836.0
25992	4169.0	331.0
84276	1944.0	449.0
84275	559.0	620.0
284047	46.0	80.0
84278	250.0	339.0
84277	1011.0	1256.0
84272	5341.0	4248.0
84271	11318.0	9275.0
84274	1942.0	2270.0
84273	2126.0	2251.0
23306	2442.0	3762.0
23307	8116.0	5851.0
284040	25.0	15.0
23308	9.0	6.0
23309	4603.0	1353.0
25961	194.0	110.0
25960	8701.0	1251.0
25963	10083.0	13028.0
23300	5582.0	5424.0
23301	3835.0	7197.0
25962	5640.0	6847.0
23302	646.0	19.0
23303	7139.0	937.0
644096	672.0	736.0
23304	6029.0	4562.0
25966	3465.0	1263.0
23305	119.0	65.0
644094	0.0	0.0
11328	19750.0	22523.0
11329	4972.0	6210.0
11320	6183.0	310.0
137012	6.0	8.0
113000	1146.0	1429.0
11322	6475.0	3909.0
11321	2857.0	4601.0
284034	39.0	0.0
11326	15562.0	741.0
11325	11829.0	6939.0
23317	5766.0	3347.0
84290	19.0	979.0
25979	2584.0	1908.0
23318	2686.0	2043.0
84292	467.0	445.0
25972	2262.0	2609.0
23310	1883.0	3172.0
441359	0.0	0.0
25974	548.0	565.0
23312	2936.0	1397.0
25973	335.0	541.0
23313	6971.0	19407.0
25976	7663.0	6874.0
23314	287.0	739.0
25975	5038.0	1852.0
441355	2.0	24.0
25978	3770.0	1808.0
23315	2399.0	1731.0
25977	3104.0	2849.0
23316	59.0	4.0
11339	40.0	415.0
11338	10918.0	12780.0
441362	0.0	0.0
441361	0.0	0.0
140660	2.0	0.0
115650	41.0	339.0
127623	0.0	0.0
25970	3344.0	1536.0
284029	334.0	169.0
115653	0.0	0.0
84298	1461.0	2102.0
11331	11356.0	22658.0
11330	7.0	17.0
11333	7388.0	14975.0
152641	140.0	58.0
11332	1948.0	7936.0
84299	2216.0	4048.0
11335	7207.0	13212.0
84294	1735.0	2186.0
11334	2593.0	1022.0
84293	3413.0	17446.0
84296	166.0	748.0
11337	5918.0	3317.0
284021	501.0	71.0
84295	2047.0	2005.0
11336	5096.0	10345.0
25946	3863.0	9128.0
25949	3776.0	4179.0
25948	6708.0	4947.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	3.0	16.0
25941	6262.0	11429.0
25940	2524.0	2103.0
100130892	1.0	3.0
25943	6358.0	3844.0
25942	7885.0	5779.0
100130890	126.0	110.0
25945	1583.0	697.0
11309	29153.0	1434.0
284099	1.0	4.0
284098	701.0	897.0
25957	4223.0	3597.0
140609	11823.0	4045.0
25959	36103.0	2432.0
100130889	12.0	38.0
100130887	32.0	59.0
25950	257.0	506.0
25953	5710.0	2875.0
25956	230.0	83.0
11317	0.0	0.0
11316	6953.0	9709.0
11319	2320.0	2370.0
11318	198.0	7.0
100379378	0.0	0.0
11311	2663.0	1856.0
11313	3855.0	5902.0
140603	0.0	0.0
11315	10368.0	11990.0
284086	554.0	163.0
11314	1892.0	425.0
25925	2182.0	347.0
284085	3.0	4.0
25924	904.0	14.0
25927	2701.0	291.0
284083	3.0	1.0
100130879	1.0	1.0
25926	2733.0	3927.0
139628	0.0	0.0
25929	2449.0	1292.0
25928	6494.0	2754.0
441328	0.0	2.0
127687	1876.0	2346.0
100130873	1.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	12140.0	14537.0
441323	0.0	0.0
25920	7117.0	10438.0
25923	11602.0	11593.0
140612	923.0	358.0
100129880	0.0	0.0
284076	155.0	1.0
100129882	5.0	1.0
25936	2061.0	1804.0
25938	2882.0	1518.0
25937	14731.0	12490.0
284071	29.0	21.0
100130866	0.0	0.0
25939	28732.0	1763.0
113026	2941.0	4402.0
441317	0.0	0.0
441315	0.0	0.0
25930	7714.0	3469.0
441314	0.0	0.0
441313	0.0	0.0
25932	44413.0	14779.0
127671	0.0	0.0
25934	2513.0	2889.0
127670	2.0	5.0
284069	314.0	262.0
140623	15.0	15.0
140625	0.0	0.0
284067	2.0	6.0
100129871	0.0	0.0
140628	608.0	10.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	2.0
406983	3.0	3.0
406986	0.0	3.0
406985	0.0	0.0
406988	0.0	10.0
406987	0.0	0.0
23287	3297.0	2829.0
23288	3654.0	4149.0
406980	0.0	0.0
84206	243.0	488.0
23281	59.0	39.0
84203	13.0	4.0
23283	4092.0	3077.0
23284	707.0	1863.0
140596	0.0	0.0
23285	386.0	317.0
152579	1624.0	1433.0
140597	653.0	4.0
23286	6857.0	595.0
152578	1.0	3.0
406979	0.0	0.0
406978	0.0	0.0
152573	646.0	17.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	1.0	0.0
406976	0.0	2.0
23299	6495.0	20803.0
201725	598.0	333.0
23291	6534.0	2429.0
23293	3950.0	1907.0
23294	11526.0	3892.0
23295	10513.0	9467.0
406968	1.0	0.0
406967	0.0	0.0
646658	231.0	1.0
152586	3.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	6.0	1045.0
406962	7.0	4.0
646672	1.0	2.0
11280	48.0	5.0
406961	0.0	0.0
11283	0.0	2.0
406964	0.0	0.0
11282	10925.0	12458.0
406963	0.0	0.0
644016	3.0	2.0
11285	1663.0	1996.0
406966	0.0	0.0
11284	1389.0	2177.0
406965	0.0	0.0
23265	7652.0	3554.0
23266	24616.0	2611.0
23268	2716.0	3255.0
23269	3761.0	2828.0
84229	475.0	1.0
164592	16.0	14.0
59269	2514.0	602.0
84225	924.0	72.0
23261	2959.0	1728.0
84224	678.0	845.0
23262	2884.0	1264.0
23263	2702.0	1928.0
23264	17466.0	7158.0
84226	146.0	70.0
84221	404.0	188.0
406957	0.0	0.0
84220	0.0	1.0
406956	0.0	0.0
84223	1575.0	1775.0
406959	0.0	0.0
406958	0.0	0.0
84222	133.0	250.0
646685	0.0	0.0
644022	2.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	7.0	10.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	2333.0	962.0
23277	6024.0	7327.0
23279	5714.0	4805.0
59277	11667.0	848.0
59272	199.0	407.0
59271	2266.0	930.0
59274	4822.0	2392.0
84218	0.0	0.0
84217	330.0	26.0
23270	3535.0	1384.0
23271	6384.0	4208.0
84219	1049.0	860.0
23272	6300.0	2860.0
23274	5035.0	950.0
84216	304.0	1918.0
84215	88.0	8.0
23275	2257.0	2494.0
406946	0.0	0.0
84210	5.0	2.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	18696.0	11208.0
644037	12.0	5.0
11260	6404.0	13447.0
646698	2.0	5.0
11262	503.0	62.0
23243	3293.0	1142.0
23244	9926.0	10320.0
59286	5478.0	7362.0
23245	370.0	3549.0
23246	2071.0	5950.0
23247	2746.0	916.0
59283	13.0	3.0
23248	6657.0	4821.0
644030	0.0	1.0
59285	359.0	1.0
59284	1.0	2.0
84247	5181.0	2951.0
23240	2536.0	1097.0
84246	1613.0	6108.0
84249	21.0	11.0
23241	6969.0	5350.0
23242	5755.0	460.0
84248	6934.0	18481.0
84243	3534.0	9101.0
11264	4189.0	139.0
84245	1303.0	2267.0
11267	3814.0	3953.0
11266	898.0	1701.0
11269	1833.0	1422.0
84240	1071.0	1055.0
11270	1604.0	2065.0
644042	1.0	1.0
11272	35.0	41.0
11274	717.0	328.0
11273	8775.0	8679.0
23254	3715.0	2075.0
23255	474.0	980.0
23256	3287.0	3622.0
23258	12569.0	4122.0
23259	4497.0	2546.0
644041	7.0	0.0
84239	6139.0	305.0
23250	28461.0	1781.0
84236	2998.0	2516.0
23251	39.0	90.0
23252	946.0	632.0
140564	652.0	104.0
23253	3940.0	1203.0
84232	9852.0	9925.0
11276	6181.0	2214.0
11275	2987.0	1771.0
84231	7018.0	10776.0
49861	11.0	641.0
11278	1546.0	1622.0
49860	0.0	0.0
84233	848.0	1028.0
11277	0.0	0.0
11279	937.0	1183.0
84230	4930.0	3451.0
23229	2786.0	773.0
49856	1271.0	2318.0
644054	0.0	8.0
49855	1849.0	1315.0
644059	0.0	0.0
49854	2332.0	1299.0
11240	636.0	77.0
23221	12713.0	949.0
25884	94.0	8.0
23223	2398.0	3993.0
25886	257.0	456.0
23224	15550.0	5706.0
25885	4874.0	3126.0
23225	5300.0	6114.0
25888	912.0	1055.0
23228	2067.0	210.0
644050	2.0	0.0
201780	34.0	9.0
84269	900.0	1621.0
152559	946.0	1914.0
25880	654.0	595.0
84268	1493.0	1565.0
23220	9273.0	833.0
140576	8192.0	38670.0
84265	2705.0	819.0
11243	1461.0	1692.0
139599	26.0	1.0
84264	171.0	179.0
140578	35.0	162.0
84267	1822.0	1230.0
11245	1563.0	1014.0
84266	2208.0	1966.0
11244	4050.0	2495.0
84261	652.0	1191.0
11247	32.0	3003.0
139596	1164.0	545.0
84260	1582.0	1055.0
84263	6630.0	4429.0
11249	2.0	4.0
84262	1236.0	10923.0
11248	1425.0	36.0
345557	754.0	13.0
406993	0.0	0.0
406992	0.0	7.0
406995	1.0	0.0
406994	0.0	0.0
11250	3.0	0.0
406997	0.0	0.0
406996	0.0	0.0
11252	11185.0	5746.0
406999	0.0	0.0
11251	263.0	13.0
406998	0.0	0.0
23232	1217.0	583.0
25895	1281.0	1012.0
23233	3583.0	5737.0
25894	703.0	3136.0
25897	8724.0	4952.0
23234	973.0	2230.0
25896	1600.0	2883.0
23235	10430.0	5706.0
23236	1241.0	2226.0
25898	1874.0	1043.0
23237	799.0	16.0
644063	29.0	33.0
406991	0.0	0.0
23239	2262.0	2226.0
406990	0.0	0.0
25891	2560.0	193.0
84258	39.0	19.0
25890	27864.0	185.0
25893	436.0	7.0
23230	2313.0	1471.0
23231	9542.0	10541.0
84259	1014.0	4153.0
84254	977.0	2261.0
11254	2061.0	123.0
84253	640.0	614.0
11253	6284.0	15626.0
406989	0.0	0.0
84256	3152.0	3500.0
11255	1.0	1.0
84255	3106.0	1662.0
84250	689.0	417.0
11258	3513.0	6473.0
11257	818.0	1554.0
84251	1123.0	255.0
11259	14461.0	1761.0
100874483	0.0	0.0
100874482	0.0	1.0
100874480	0.0	0.0
406900	1.0	2.0
100874484	5.0	0.0
201799	1343.0	2981.0
201798	54.0	27.0
50831	0.0	0.0
100874489	0.0	1.0
100874488	0.0	0.0
50833	0.0	0.0
50832	25.0	7.0
50835	1.0	0.0
50834	0.0	1.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	1.0	1.0
102465138	1.0	0.0
50839	5.0	1.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	0.0	0.0
102465136	1.0	0.0
100874476	2.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	39.0	52.0
100874479	0.0	2.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	186.0	4.0
100499183	314.0	414.0
50848	18086.0	27012.0
2601	5.0	8.0
100499177	1746.0	2982.0
102465141	0.0	0.0
50853	1366.0	179.0
2609	1.0	5.0
102465140	0.0	0.0
50852	188.0	5.0
50855	383.0	147.0
50854	7117.0	9835.0
100499171	1.0	0.0
50856	724.0	132.0
50859	44.0	1461.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	2.0	1.0
100874498	0.0	0.0
646600	1.0	78.0
100874497	3.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	1215.0	112.0
2613	0.0	3.0
2611	1.0	4.0
50862	5360.0	5869.0
50861	3467.0	4074.0
2619	1331.0	1048.0
50863	6433.0	1712.0
100874499	0.0	0.0
2618	3727.0	6986.0
50865	5017.0	4113.0
2617	5982.0	15906.0
2616	273.0	1263.0
2615	17956.0	1025.0
406940	0.0	1.0
406942	0.0	0.0
646612	9.0	14.0
406941	0.0	2.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	1104.0	58.0
2624	5939.0	185.0
2623	62.0	7.0
2622	2096.0	639.0
2621	37397.0	12175.0
2620	166.0	20.0
406935	9.0	0.0
406934	0.0	0.0
646603	5.0	0.0
406937	0.0	0.0
406936	0.0	0.0
2629	4275.0	3934.0
406939	0.0	0.0
646609	4.0	1.0
2628	1140.0	535.0
406938	0.0	0.0
2627	3561.0	377.0
2626	1.0	6.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	0.0
406932	0.0	0.0
646620	1.0	0.0
2636	0.0	1.0
2635	4326.0	1098.0
2634	10562.0	2261.0
2633	13390.0	2166.0
2632	3829.0	3437.0
2631	5217.0	7905.0
2630	146.0	136.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	9.0	0.0
406928	0.0	0.0
2639	1295.0	1399.0
406927	0.0	0.0
646619	1.0	0.0
2638	7.0	0.0
2637	0.0	42.0
406929	0.0	0.0
646630	0.0	2.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1502.0	1613.0
2647	1892.0	1727.0
2646	5.0	7.0
2645	39.0	20.0
2644	478.0	277.0
2643	2151.0	644.0
2642	0.0	13.0
2641	0.0	0.0
406913	5.0	0.0
646627	2.0	8.0
406912	0.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	345.0	336.0
406919	0.0	0.0
2648	1524.0	4214.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	1.0	0.0
406910	0.0	0.0
2661	24.0	49.0
2660	18.0	5.0
2658	48.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	189.0	323.0
2652	0.0	0.0
2651	2444.0	1172.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	0.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	47.0	3.0
2672	403.0	132.0
106144578	0.0	0.0
2671	1098.0	707.0
2670	16.0	2.0
106144575	2.0	0.0
2669	5252.0	795.0
2668	59.0	330.0
2667	0.0	0.0
100874529	0.0	1.0
2665	19362.0	23346.0
2664	12360.0	13436.0
2662	5065.0	4.0
100874524	13.0	4.0
100874523	1.0	0.0
100129743	0.0	0.0
100874522	0.0	0.0
100874528	0.0	11.0
100129738	2.0	0.0
100129739	1.0	40.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	20371.0	9843.0
106144568	0.0	0.0
2681	2757.0	109.0
2679	5.0	3.0
2678	2107.0	221.0
100874519	0.0	0.0
2677	6662.0	3056.0
100874518	1.0	0.0
2676	529.0	20.0
2675	749.0	38.0
2674	2783.0	82.0
2673	7097.0	5458.0
101056700	12.0	7.0
100874512	0.0	1.0
100874511	1.0	0.0
100129731	1.0	0.0
100874510	0.0	1.0
100874517	0.0	0.0
100130719	0.0	3.0
100874516	0.0	0.0
100130718	0.0	0.0
100874515	0.0	0.0
100130717	7.0	22.0
100874514	0.0	0.0
100129727	205.0	6.0
100129726	9.0	12.0
100129723	0.0	0.0
100129722	3.0	3.0
2694	0.0	0.0
2693	2.0	0.0
2692	8.0	2.0
2691	1.0	2.0
2690	1416.0	1900.0
2689	0.0	0.0
2688	4.0	0.0
2687	4901.0	2327.0
2686	1971.0	944.0
100130708	1.0	0.0
100129716	49.0	37.0
106144540	0.0	1.0
100874531	1.0	0.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	5.0	0.0
106144542	0.0	9.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	4.0	5.0
106144538	22.0	8.0
2697	16773.0	108827.0
106144539	0.0	0.0
2696	135.0	130.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	1.0
284131	962.0	873.0
115509	1440.0	510.0
259197	215.0	15.0
284129	1688.0	775.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	12.0	5.0
106144595	0.0	0.0
286749	41.0	5.0
106144598	0.0	0.0
106144599	1.0	0.0
284119	98891.0	20332.0
284116	30.0	1185.0
284114	700.0	859.0
284111	14.0	5762.0
284110	173.0	127.0
259173	4464.0	2015.0
106144584	38.0	7.0
286753	11.0	1.0
106144585	0.0	0.0
106144586	20.0	3.0
284106	1990.0	2032.0
284100	3.0	0.0
284184	688.0	1127.0
127544	5014.0	6616.0
23443	2759.0	3966.0
115557	2042.0	1221.0
127540	0.0	0.0
23446	13706.0	25785.0
115560	353.0	82.0
23440	0.0	1.0
127534	29.0	1407.0
139538	0.0	0.0
23452	9437.0	4671.0
441459	10.0	180.0
441457	4.0	16.0
23456	1979.0	1667.0
115548	5066.0	1042.0
23457	279.0	393.0
441452	0.0	0.0
441461	13.0	21.0
152503	19098.0	3092.0
23450	12969.0	16056.0
23451	21666.0	18226.0
139542	1.0	0.0
284167	50.0	53.0
23428	5532.0	21980.0
284161	242.0	68.0
23429	6875.0	2087.0
100130799	0.0	0.0
23420	4260.0	4022.0
23421	767.0	694.0
23423	4756.0	8725.0
23424	2796.0	1844.0
23426	125.0	1122.0
152519	52.0	830.0
152518	784.0	805.0
441490	0.0	0.0
23438	2454.0	1743.0
23439	0.0	0.0
100130786	1.0	0.0
23430	4.0	1.0
100130785	0.0	0.0
23431	1587.0	1527.0
23432	2698.0	4069.0
23433	6246.0	2648.0
441478	469.0	6187.0
23434	8.0	0.0
23435	8079.0	7625.0
441476	3.0	2.0
23436	3.0	0.0
441484	1.0	1.0
441481	73.0	23.0
140545	189.0	193.0
100129795	1.0	1.0
139562	0.0	0.0
100129792	342.0	138.0
100129794	189.0	53.0
100129793	0.0	1.0
23405	5981.0	5128.0
23406	20629.0	3016.0
23408	1229.0	1810.0
23409	105.0	42.0
100130776	554.0	1353.0
100130775	3.0	3.0
441425	3.0	0.0
23400	5857.0	6196.0
100130771	273.0	15.0
23401	914.0	1114.0
23403	1291.0	1283.0
441420	0.0	0.0
23404	1359.0	3695.0
127579	32.0	134.0
100129784	0.0	0.0
100129781	30.0	57.0
100129782	0.0	0.0
23416	277.0	18.0
23417	1526.0	380.0
23418	48.0	3.0
100129777	0.0	0.0
441416	64.0	0.0
23410	1806.0	2465.0
23411	2928.0	1017.0
23412	1071.0	1340.0
23413	2406.0	9677.0
441410	0.0	0.0
23414	1658.0	547.0
23415	17.0	3.0
100129772	0.0	1.0
100130758	51.0	31.0
100130756	1.0	4.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	2.0	12.0
100874508	0.0	1.0
100874507	0.0	5.0
115584	7.0	2.0
379024	0.0	0.0
379025	2104.0	1514.0
100874502	1.0	0.0
100874501	1.0	0.0
100874500	1.0	8.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	1.0
100874503	0.0	0.0
284196	1.0	53.0
284194	12.0	3.0
139516	1.0	0.0
100129755	0.0	0.0
100130742	25.0	10.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	2.0
379009	0.0	0.0
127550	1.0	2.0
441432	0.0	0.0
441430	1.0	2.0
115572	2414.0	183.0
379011	0.0	0.0
379012	0.0	0.0
379013	1.0	0.0
284186	34.0	346.0
284185	62.0	40.0
646531	61.0	59.0
100463285	7.0	0.0
84328	2203.0	2530.0
84327	2820.0	331.0
84329	1449.0	248.0
84324	153.0	235.0
84326	1776.0	2813.0
84320	2050.0	3274.0
100500797	0.0	0.0
646527	5.0	4.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	591.0	1336.0
100499227	79.0	68.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	8.0	0.0
127495	25.0	34.0
84309	1777.0	3780.0
84317	4150.0	3961.0
84316	1513.0	1969.0
84319	888.0	2789.0
84318	459.0	981.0
84313	2728.0	4868.0
84312	860.0	1025.0
84315	1097.0	493.0
84314	1023.0	734.0
646538	1.0	0.0
343069	0.0	1.0
84311	2305.0	2450.0
84310	4801.0	8580.0
343068	0.0	0.0
343066	0.0	0.0
100996939	216.0	221.0
23386	10446.0	11497.0
23387	4980.0	2625.0
23389	11689.0	5064.0
441400	5.0	1.0
100996930	2.0	0.0
201853	31.0	675.0
23380	5134.0	1769.0
23381	9340.0	7532.0
23382	14846.0	1056.0
23383	6215.0	4228.0
23384	6782.0	2514.0
23385	15109.0	14813.0
106866914	0.0	0.0
84342	2125.0	1231.0
106866913	4.0	2.0
84343	2179.0	4808.0
60370	2216.0	2639.0
84340	2004.0	2208.0
106866915	0.0	0.0
646567	4.0	3.0
100996928	0.0	1.0
23397	129.0	1367.0
23398	1681.0	1172.0
23399	8415.0	8097.0
23390	2459.0	1365.0
23392	9701.0	13950.0
84335	3119.0	3820.0
23394	8672.0	7450.0
84334	1025.0	2223.0
23395	2003.0	1084.0
84337	2738.0	2978.0
84336	2748.0	2829.0
23396	8107.0	3044.0
60386	842.0	289.0
84331	804.0	1105.0
60385	100.0	18.0
84330	809.0	848.0
84333	7019.0	2732.0
84332	567.0	4.0
152485	1673.0	820.0
646575	0.0	0.0
646572	15.0	12.0
343045	1.0	0.0
646577	2.0	2.0
646576	569.0	33.0
23365	27656.0	8171.0
23366	561.0	587.0
23367	18867.0	12226.0
23368	5558.0	3156.0
23369	12428.0	10368.0
23360	3349.0	3169.0
23361	3661.0	2143.0
140432	1.0	0.0
23362	2724.0	8483.0
23363	5406.0	3991.0
84364	8717.0	6581.0
84366	0.0	0.0
84365	1613.0	6210.0
343035	28.0	2.0
139452	1.0	0.0
646583	2.0	1.0
23376	3028.0	3301.0
23378	1787.0	1311.0
23379	4499.0	6478.0
646581	3.0	1.0
23370	931.0	451.0
23371	27274.0	1460.0
23373	2099.0	935.0
100499261	0.0	1.0
646597	0.0	0.0
646595	8.0	6.0
100499258	0.0	0.0
23344	21740.0	13847.0
23345	17816.0	527.0
201895	11556.0	2553.0
23347	5238.0	1658.0
646592	1.0	0.0
23348	24673.0	3541.0
23349	134.0	517.0
140453	1.0	1.0
23341	2592.0	1978.0
140456	24.0	2.0
140458	21.0	1.0
100499252	8.0	6.0
140459	2149.0	3563.0
100499251	0.0	0.0
23353	10877.0	26757.0
23354	1013.0	1458.0
23355	3031.0	4403.0
23357	2706.0	1421.0
23358	5449.0	3342.0
23359	511.0	7.0
140460	1680.0	1569.0
140461	3031.0	1615.0
140462	547.0	165.0
23350	5281.0	17779.0
140464	0.0	0.0
23351	6273.0	4223.0
140465	1451.0	1527.0
23352	16145.0	10270.0
140467	4449.0	3546.0
140468	1.0	0.0
140469	48.0	126.0
84376	5825.0	3471.0
2702	23397.0	654.0
2701	2975.0	239.0
2700	9.0	430.0
2709	80.0	7761.0
2707	104.0	11253.0
2706	168.0	20970.0
2705	421.0	4.0
2703	3.0	0.0
345651	24.0	5.0
2712	0.0	0.0
106866981	0.0	0.0
2710	1288.0	272.0
106866980	0.0	0.0
2719	24253.0	5372.0
2717	1856.0	3016.0
50964	102.0	2573.0
345643	30.0	38.0
345645	0.0	0.0
286826	439.0	732.0
286827	225.0	1355.0
286828	0.0	0.0
59307	3262.0	676.0
2720	8428.0	4134.0
2729	2387.0	48537.0
100500737	0.0	0.0
345630	49.0	32.0
2735	783.0	1007.0
2734	24486.0	20210.0
2733	3484.0	5696.0
2732	2.0	1.0
2731	102.0	55.0
2730	2278.0	29868.0
2739	10669.0	20615.0
2738	509.0	1261.0
2737	2590.0	1442.0
2736	1047.0	4438.0
106144534	3.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	3.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	12.0	10.0
106144533	0.0	0.0
2746	16039.0	21072.0
2745	3434.0	438.0
2744	11254.0	9942.0
2743	532.0	89.0
60314	2315.0	2830.0
2742	3.0	5.0
60313	11417.0	8666.0
106144527	0.0	0.0
2741	0.0	0.0
259217	644.0	771.0
60312	5699.0	3365.0
106144528	5.0	3.0
2740	60.0	0.0
106144529	15.0	0.0
259215	16.0	6.0
2749	99.0	60.0
345611	4.0	0.0
50999	9149.0	4562.0
2747	182.0	122.0
259236	234.0	102.0
2760	13404.0	12413.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	10.0	4.0
259232	1315.0	57.0
259230	5696.0	2444.0
59339	9271.0	3651.0
59338	8711.0	8520.0
59335	1.0	11.0
2752	76173.0	34476.0
59336	0.0	3.0
2750	0.0	0.0
2771	65123.0	16832.0
59342	13444.0	12869.0
59341	877.0	478.0
2770	4043.0	6142.0
59344	1.0	289.0
59343	3561.0	7365.0
59340	14.0	4.0
84306	232.0	382.0
2768	9518.0	14563.0
2767	13397.0	5464.0
59349	3315.0	4408.0
84305	1914.0	2234.0
2766	1505.0	57.0
2765	0.0	4.0
84307	2516.0	1827.0
84302	2255.0	4933.0
2764	7488.0	4003.0
59345	5322.0	2114.0
84301	4705.0	2936.0
2762	1057.0	1288.0
84304	1223.0	1845.0
59348	765.0	237.0
84303	1038.0	947.0
59347	0.0	0.0
2761	0.0	0.0
84300	993.0	3562.0
646508	0.0	0.0
2769	1822.0	10794.0
646507	0.0	0.0
646520	0.0	3.0
2782	48520.0	39622.0
59353	628.0	34.0
2781	919.0	500.0
59352	1111.0	1263.0
2780	0.0	0.0
59351	2.0	0.0
59350	985.0	298.0
2779	0.0	0.0
2778	93598.0	81916.0
2777	46.0	9.0
2776	16657.0	4752.0
2775	421.0	203.0
2774	543.0	499.0
2773	7868.0	19250.0
60343	3309.0	3391.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	3.0	0.0
105370308	0.0	0.0
2793	548.0	65.0
100379584	0.0	0.0
2792	0.0	468.0
2791	12545.0	566.0
2790	903.0	1139.0
105369316	9.0	0.0
2789	0.0	0.0
2788	2167.0	75.0
2787	6416.0	5356.0
2786	19.0	2119.0
441194	282.0	540.0
2785	2.0	7.0
2784	29.0	63.0
2783	20082.0	25072.0
441191	1109.0	1947.0
100129622	0.0	0.0
100130606	3.0	0.0
286410	1824.0	639.0
100130603	0.0	0.0
286411	10.0	13.0
100130600	478.0	154.0
100379571	330.0	179.0
441177	0.0	0.0
2799	33939.0	10847.0
2798	9.0	18.0
2797	5.0	4.0
2796	33.0	53.0
2794	7714.0	3682.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	1.0	0.0
100129604	0.0	0.0
286430	1.0	3.0
105369343	1.0	3.0
286436	0.0	4.0
100379592	10.0	4.0
441154	0.0	1.0
441151	4.0	7.0
441150	357.0	389.0
191585	18.0	4.0
105370357	0.0	2.0
441133	0.0	0.0
100142659	9.0	25.0
100379564	0.0	1.0
441168	736.0	169.0
441166	23.0	14.0
101730217	15.0	5.0
441161	15.0	0.0
441160	2.0	4.0
646498	1.0	0.0
441108	850.0	78.0
23562	6.0	27.0
23563	8.0	3.0
359948	13166.0	11984.0
23564	7970.0	2274.0
