id	306df79f-3f2c-4631-b527-7d79336bc573	d1b9c517-43bc-47c3-b533-a21c1f2d5fff
100129067	0.0	4.0
64601	2227.0	4393.0
64600	0.0	4.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	6.0	12.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	2.0	2.0
107075204	1.0	22.0
118663	16.0	1.0
143630	40.0	65.0
107075205	0.0	0.0
100129050	0.0	3.0
107075206	0.0	0.0
107075207	1.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	5.0	50.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	1.0	2.0
100129031	0.0	0.0
100129032	5.0	17.0
100130017	0.0	0.0
100130015	53.0	36.0
100130014	1.0	13.0
131601	2957.0	7576.0
100129023	0.0	0.0
100130009	35.0	69.0
128025	5.0	14.0
64641	72.0	13.0
100130006	0.0	2.0
100616530	53.0	7.0
64645	4174.0	4220.0
116039	93.0	18.0
100130003	68.0	267.0
100130002	2.0	2.0
64648	0.0	0.0
131616	1135.0	811.0
100129013	0.0	1.0
100129008	0.0	0.0
64651	11334.0	1086.0
100129007	0.0	0.0
100129009	4.0	7.0
116028	162.0	5384.0
204801	3.0	4754.0
100129004	0.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	2492.0	840.0
167681	154.0	2.0
100132641	1.0	1.0
100132645	0.0	0.0
116092	1890.0	3760.0
116093	0.0	1.0
128061	469.0	1106.0
100132656	1.0	2.0
116085	0.0	0.0
204851	8099.0	5907.0
116071	826.0	528.0
167691	1179.0	746.0
116064	2992.0	11340.0
100132672	1.0	5.0
100132673	4.0	2.0
116068	2178.0	1019.0
100132677	8.0	76.0
100130099	0.0	0.0
100130097	23.0	45.0
143662	4990.0	222.0
100132681	0.0	0.0
100132683	0.0	0.0
100130090	1.0	4.0
100130086	0.0	0.0
100129094	9.0	13.0
143678	0.0	37.0
100132699	0.0	0.0
100130079	0.0	0.0
100130074	5.0	5.0
143684	961.0	3151.0
100129086	4.0	2.0
100129080	0.0	62.0
143689	185.0	163.0
143686	3429.0	2353.0
153020	4432.0	1246.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	76.0	110.0
100130060	0.0	0.0
202243	1540.0	1473.0
100129074	14.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	6133.0	7323.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	3.0	3.0
647076	19.0	22.0
100462880	34.0	14.0
100462881	0.0	0.0
100462886	0.0	2.0
100288307	0.0	0.0
647085	0.0	2.0
100653396	0.0	0.0
647087	3057.0	5348.0
647081	0.0	0.0
100462857	0.0	0.0
100462851	0.0	1.0
100462850	1.0	0.0
100616398	2.0	0.0
100616399	1.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	72.0	153.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	0.0
100462866	1.0	14.0
100462865	1.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	4842.0	233.0
202299	18.0	4.0
104355426	144.0	344.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	4.0	0.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	11.0	31.0
4430	23303.0	6167.0
100132501	78.0	11.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	84.0	4532.0
346085	2.0	10.0
100132510	7.0	2.0
4435	33.0	15.0
4436	1418.0	15435.0
4437	1163.0	1405.0
4438	5.0	8.0
4439	98.0	201.0
253868	12.0	7.0
64793	742.0	5489.0
100616347	0.0	0.0
64792	2156.0	2223.0
100616348	0.0	2.0
64795	4130.0	12771.0
64794	977.0	2885.0
100616346	0.0	0.0
100616343	0.0	1.0
100616344	0.0	0.0
64799	443.0	484.0
100616341	1.0	0.0
64798	226.0	381.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	93.0	89.0
103625683	0.0	0.0
100616336	0.0	0.0
103625684	1.0	1.0
100616337	0.0	0.0
103625681	13.0	25.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	115.0	43.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	34.0	134.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	3.0	14.0
100616321	0.0	0.0
100616322	2.0	0.0
647000	1.0	2.0
100628307	0.0	0.0
100288380	6.0	5.0
86123	43.0	127.0
100616329	0.0	0.0
4481	20369.0	2079.0
100616317	0.0	0.0
4482	1472.0	1024.0
100616314	0.0	0.0
100616315	0.0	1.0
647012	0.0	0.0
100616312	0.0	0.0
4485	253.0	447.0
647013	0.0	3.0
100616313	0.0	0.0
4486	2047.0	1931.0
100616310	0.0	0.0
4487	95.0	66.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	905.0	187.0
4478	67001.0	37688.0
4479	18.0	11.0
647009	52.0	81.0
100616318	28.0	39.0
100616319	0.0	0.0
4493	1741.0	1428.0
4494	217.0	804.0
4495	61.0	1314.0
100616389	0.0	0.0
647024	2747.0	5792.0
4496	4.0	220.0
100616387	0.0	0.0
4498	16.0	3.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	1.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	0.0	1.0
4490	0.0	6.0
100616380	0.0	3.0
4488	44.0	99.0
4489	69.0	4.0
100616378	0.0	0.0
100616379	0.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	37.0	21.0
100616374	0.0	0.0
100616375	0.0	0.0
647033	6.0	5.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	214.0	526.0
4499	492.0	258.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	0.0	1.0
100616365	0.0	1.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	60.0	88.0
100288346	0.0	15.0
100616361	0.0	0.0
647044	1.0	1.0
100616362	4.0	0.0
100616360	0.0	1.0
100288343	5.0	1.0
118611	0.0	23.0
346007	50.0	44.0
100616358	0.0	0.0
100616359	1.0	1.0
100616356	0.0	0.0
100616354	3.0	0.0
100288339	1.0	1.0
100288337	0.0	0.0
100616352	2.0	3.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	132.0	239.0
647051	2.0	109.0
100288330	0.0	11.0
100303491	40.0	15.0
64711	145.0	13.0
64710	18443.0	66699.0
64714	4.0	94.0
64708	1801.0	5169.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	3.0	5.0
348761	0.0	82.0
100506084	40.0	96.0
64726	1.0	2.0
64725	1.0	42.0
64718	959.0	2424.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	104.0	84.0
348751	150.0	294.0
131544	1440.0	331.0
64735	1.0	0.0
103283057	0.0	1.0
100533695	3.0	1.0
64744	5037.0	5069.0
64743	6916.0	8322.0
64746	4212.0	3909.0
64745	1873.0	2554.0
64748	1448.0	3144.0
64747	7621.0	6485.0
348738	6.0	367.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	0.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	0.0	1.0
64750	4018.0	3292.0
100616423	0.0	0.0
100533676	3.0	5.0
64753	75.0	358.0
100616420	0.0	0.0
100616421	2.0	0.0
64755	2818.0	3784.0
64754	448.0	530.0
64757	1569.0	2621.0
100506050	0.0	0.0
64756	2795.0	7798.0
64759	28250.0	5008.0
100506054	216.0	380.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	2.0
100616428	2.0	0.0
100616429	2.0	0.0
100506049	1.0	1.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	3575.0	3867.0
100616413	0.0	0.0
100616414	1.0	0.0
100506046	66.0	174.0
64762	1313.0	449.0
64761	5029.0	3202.0
64764	5227.0	1320.0
64763	1243.0	2341.0
100616410	0.0	0.0
64766	1427.0	7348.0
64768	219.0	878.0
64769	4976.0	9602.0
100533682	0.0	2.0
100616417	1.0	4.0
100616404	0.0	1.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	12902.0	8255.0
100616402	0.0	0.0
64770	2069.0	21817.0
100616403	0.0	0.0
64773	1656.0	3197.0
100616400	0.0	0.0
64772	1796.0	1343.0
100616401	3.0	4.0
64777	2799.0	2812.0
64776	983.0	532.0
64779	1102.0	1408.0
64778	6449.0	5278.0
100506080	27.0	52.0
88745	1923.0	3166.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	4837.0	2760.0
100533668	0.0	1.0
64782	889.0	3747.0
64781	3077.0	6800.0
100506068	8.0	16.0
64784	3717.0	5186.0
100533664	0.0	17.0
64783	544.0	1272.0
100533665	1.0	0.0
64786	4032.0	4546.0
100533666	0.0	0.0
64785	284.0	1271.0
64788	1202.0	576.0
64787	14702.0	9816.0
100506061	1.0	1.0
64789	342.0	1340.0
100506060	63.0	184.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	6.0	2.0
100506013	23.0	53.0
100506012	88.0	108.0
167555	105.0	100.0
100132520	0.0	4.0
100132526	8.0	1.0
100132529	25.0	12.0
100533646	2.0	15.0
100506003	0.0	0.0
100533642	22.0	269.0
100506007	50.0	38.0
100506001	26.0	51.0
100506000	0.0	2.0
204962	82.0	3721.0
100462800	2.0	2.0
100132534	2.0	0.0
100132537	3.0	1.0
100506035	20.0	1.0
202309	255.0	106.0
100506039	0.0	2.0
100506033	1098.0	1955.0
100533619	0.0	147.0
100132541	1.0	1.0
100533624	0.0	0.0
100506025	2.0	0.0
100506020	26.0	20.0
131566	4349.0	5849.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	221.0	278.0
100462832	0.0	0.0
100132562	3.0	2.0
100132565	0.0	0.0
100462838	0.0	0.0
100462830	0.0	0.0
131572	0.0	0.0
131578	51.0	235.0
100462843	1.0	1.0
131583	325.0	5476.0
100462809	2.0	0.0
143570	1027.0	1566.0
100132580	13.0	20.0
100462811	1.0	0.0
100462810	1.0	0.0
100462813	2.0	4.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	55.0	2.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	11.0	270.0
170689	596.0	114.0
170688	0.0	0.0
100462990	26.0	3.0
155061	1457.0	1484.0
131096	16.0	727.0
155066	1644.0	4461.0
170680	2.0	2.0
100533800	2.0	0.0
169693	24.0	2.0
170679	185.0	14.0
100036567	0.0	0.0
155051	5.0	12.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	262.0	447.0
143098	3269.0	330.0
4507	2012.0	5743.0
4508	142978.0	62271.0
4509	21432.0	9931.0
100462977	5.0	5.0
4500	227.0	32.0
4501	933.0	1905.0
4502	4354.0	11109.0
4503	6.0	18.0
4504	19.0	222.0
4520	1823.0	2261.0
4519	238343.0	78634.0
170690	20.0	371.0
4511	23.0	9.0
4512	643503.0	325685.0
100462981	0.0	1.0
4513	202642.0	94342.0
4514	274187.0	198648.0
100462983	1.0	1.0
4515	78.0	223.0
170692	3.0	413.0
100462985	2.0	1.0
170691	204.0	642.0
253512	1785.0	963.0
4521	537.0	2342.0
4522	3017.0	8179.0
157680	2663.0	4985.0
4523	3.0	21.0
4524	3498.0	2639.0
4528	1487.0	2724.0
155006	175.0	7.0
4540	162599.0	31139.0
4541	70220.0	9736.0
157667	2.0	8.0
4542	5267.0	1914.0
4534	1875.0	1981.0
4535	172452.0	106827.0
4536	149480.0	56406.0
4537	76138.0	32065.0
4538	407159.0	234139.0
4539	31067.0	19623.0
157697	1333.0	1110.0
4550	259276.0	246644.0
155038	7370.0	810.0
4552	4349.0	3493.0
4553	0.0	0.0
4543	2.0	42.0
4544	0.0	1.0
4547	46.0	207.0
100036575	0.0	5.0
4548	3657.0	4176.0
100036574	0.0	0.0
4549	23716.0	12746.0
131076	490.0	2143.0
4563	0.0	0.0
4564	3.0	0.0
4555	0.0	0.0
4556	1.0	1.0
4558	47.0	9.0
157695	2015.0	1745.0
157693	9.0	14.0
4570	0.0	0.0
348378	46.0	60.0
4571	2668.0	2140.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	0.0	2.0
100288287	0.0	0.0
100288283	2.0	3.0
4565	0.0	2.0
4566	0.0	0.0
4567	5.0	4.0
4568	0.0	0.0
253559	88.0	98.0
4569	1.0	2.0
253558	703.0	3232.0
4580	1059.0	1994.0
4581	56.0	724.0
4582	47722.0	3907.0
4583	3.0	10.0
4584	97.0	89.0
4585	3314.0	3712.0
4586	1202.0	604.0
4576	4.0	5.0
4577	0.0	0.0
4578	0.0	0.0
4579	14.0	14.0
4591	1665.0	3739.0
4593	51.0	5.0
4594	3140.0	2725.0
4595	688.0	3222.0
4597	4321.0	2811.0
100288264	0.0	0.0
4588	23.0	677.0
4589	0.0	0.0
100288252	3.0	4.0
4598	2107.0	1613.0
4599	8479.0	9901.0
100288248	0.0	0.0
650560	1.0	0.0
348327	208.0	1053.0
100288235	0.0	1.0
100288227	0.0	0.0
253582	0.0	2.0
100288222	0.0	0.0
64834	7089.0	2646.0
64838	119.0	160.0
64837	1716.0	2524.0
100132487	0.0	0.0
64841	779.0	1552.0
64840	612.0	1373.0
64843	8.0	7.0
64844	5625.0	8507.0
64847	2907.0	3806.0
64849	283.0	3192.0
64848	2041.0	2470.0
64839	2104.0	1504.0
64850	0.0	0.0
64852	788.0	2242.0
64854	1260.0	1552.0
64853	2056.0	882.0
64856	6806.0	2414.0
64855	44352.0	13273.0
64858	808.0	1712.0
64857	1066.0	4207.0
64859	1226.0	961.0
387911	3.0	2.0
387914	794.0	283.0
100144494	1.0	0.0
64860	840.0	894.0
64863	627.0	1394.0
133619	4108.0	4535.0
64864	1249.0	3104.0
64866	2556.0	5567.0
133615	0.0	0.0
100506172	0.0	0.0
387933	13.0	32.0
100533794	0.0	0.0
387934	5.0	1.0
100533790	1.0	57.0
100506169	38.0	16.0
64881	26.0	0.0
375940	0.0	0.0
399939	0.0	0.0
100506161	60.0	148.0
100506164	5.0	17.0
399937	0.0	3.0
387921	2504.0	2049.0
100288198	154.0	209.0
100288195	0.0	0.0
387923	259.0	134.0
387924	3.0	9.0
64895	1220.0	2957.0
100506195	2.0	5.0
64897	1099.0	1396.0
399909	4055.0	15918.0
100288185	1.0	1.0
100288179	2.0	6.0
121601	36.0	13.0
100288173	0.0	0.0
100506190	4957.0	4775.0
399965	9.0	41.0
399967	0.0	9.0
101060111	0.0	0.0
100506134	6.0	2.0
100533754	0.0	2.0
157638	4033.0	5290.0
399968	2.0	2.0
169611	2822.0	1444.0
145645	1.0	1.0
100132402	0.0	3.0
100132403	5.0	11.0
100132406	132.0	134.0
387978	0.0	0.0
100506126	2.0	16.0
399972	138.0	189.0
157627	0.0	0.0
399979	5640.0	5861.0
121665	4284.0	7085.0
100132415	4.0	27.0
100132417	63.0	34.0
133688	3.0	347.0
399942	26.0	102.0
100506157	82.0	42.0
100533731	0.0	0.0
133686	1595.0	4402.0
157657	331.0	465.0
399940	0.0	0.0
170627	0.0	0.0
170626	7.0	0.0
399947	2.0	3.0
399949	1823.0	29.0
399948	2198.0	5747.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	4553.0	2567.0
133690	1648.0	7.0
131034	101.0	77.0
399950	0.0	1.0
101060105	1.0	0.0
387990	13.0	4.0
100506144	563.0	383.0
399959	36.0	5.0
121643	10.0	390.0
121642	553.0	1591.0
100132439	0.0	0.0
542767	22.0	8.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	0.0	0.0
100533718	0.0	0.0
100462954	0.0	1.0
100132441	3.0	8.0
100462957	0.0	0.0
100533725	4.0	4.0
100533721	0.0	0.0
101060160	3.0	1.0
64801	1404.0	1539.0
64800	707.0	205.0
64802	660.0	1142.0
64805	323.0	51.0
100132450	2.0	9.0
100144435	0.0	0.0
100506115	3665.0	312.0
399988	6.0	3.0
100506119	190.0	7353.0
64816	4.0	5.0
64806	2.0	1.0
100132463	7.0	3.0
100132464	0.0	1.0
145624	6.0	2.0
100132467	0.0	7.0
101060146	81.0	41.0
101060144	2.0	0.0
100506108	6.0	3.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	32.0
101060192	0.0	0.0
101060195	329.0	380.0
4606	18.0	79.0
4607	34.0	9.0
4608	6.0	16.0
4609	1543.0	4901.0
4600	1682.0	2490.0
4601	3720.0	4401.0
4602	815.0	20569.0
4603	245.0	216.0
4604	10.0	7.0
4605	111.0	23525.0
202018	4411.0	4249.0
4617	0.0	0.0
170555	0.0	0.0
4618	0.0	0.0
170554	3.0	0.0
4619	39.0	1.0
170552	0.0	1.0
170559	4.0	19.0
202020	110.0	85.0
170556	3.0	1.0
4610	591.0	1477.0
4611	0.0	2.0
4613	23.0	1262.0
170550	0.0	1.0
4615	6886.0	2626.0
4616	6989.0	1769.0
100506311	332.0	1220.0
101060176	0.0	0.0
101060171	2.0	19.0
4628	20281.0	17138.0
4629	14299.0	765.0
170589	8.0	32.0
4620	101.0	6.0
4621	142.0	303.0
4622	0.0	2.0
4624	0.0	13.0
4625	1.0	6.0
4626	4.0	6.0
4627	89249.0	38322.0
432369	20.0	18.0
100506301	66.0	0.0
101060189	0.0	0.0
100506305	65.0	18.0
4640	91.0	28.0
4641	36656.0	5657.0
170575	2421.0	464.0
4632	4.0	0.0
4633	1.0	1.0
4634	74.0	10.0
4635	38.0	7.0
170572	313.0	2.0
4636	505.0	555.0
4637	86116.0	32224.0
4638	13300.0	6474.0
157556	10.0	1.0
133584	72.0	73.0
4650	7506.0	9208.0
4651	6448.0	9618.0
170529	1.0	6.0
170527	0.0	0.0
170526	3.0	3.0
202051	259.0	348.0
170524	0.0	0.0
145567	1721.0	1431.0
202052	896.0	945.0
170523	0.0	0.0
4642	9424.0	7827.0
4643	2228.0	3342.0
253639	292.0	795.0
4644	2635.0	1858.0
4645	5945.0	7566.0
4646	8086.0	8942.0
4647	249.0	1053.0
253635	1351.0	1787.0
4648	713.0	41.0
4649	4485.0	1361.0
4660	4852.0	1920.0
4661	12.0	318.0
2001	1219.0	14.0
2000	2957.0	9723.0
170517	1.0	1.0
170516	5.0	5.0
145581	48.0	7.0
169522	1.0	11.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	0.0
170513	0.0	0.0
4653	170.0	1.0
4654	0.0	17.0
4656	0.0	1.0
4659	4147.0	4046.0
4670	13195.0	35441.0
4671	101.0	58.0
4673	20162.0	48320.0
4674	232.0	67.0
2012	11684.0	25024.0
2011	4378.0	6634.0
2010	3750.0	10275.0
2009	2961.0	573.0
170542	0.0	0.0
2006	6855.0	3093.0
170541	4.0	6.0
2005	2852.0	3514.0
170548	0.0	3.0
2004	4555.0	2073.0
170547	0.0	0.0
2003	0.0	0.0
2002	1724.0	9258.0
4664	2599.0	3686.0
4665	1743.0	2345.0
4666	27828.0	35168.0
4668	4992.0	3495.0
170540	0.0	3.0
4669	3771.0	1665.0
157567	1633.0	2163.0
4680	77964.0	1521.0
4681	5066.0	1389.0
4682	1351.0	974.0
4683	3742.0	6799.0
4684	218.0	1605.0
4685	483.0	94.0
2023	51365.0	126429.0
2022	25088.0	2862.0
2021	312.0	117.0
170539	8.0	40.0
2020	1.0	4.0
170533	1.0	2.0
2019	2.0	1755.0
2018	3.0	26.0
2017	12926.0	12053.0
2016	0.0	14.0
170537	3.0	5.0
2015	436.0	30.0
170536	2.0	8.0
2014	5926.0	1345.0
170535	0.0	0.0
2013	142152.0	15607.0
4675	157.0	38.0
100134934	7.0	16.0
157570	49.0	1181.0
4676	7449.0	23128.0
4677	8208.0	13640.0
4678	3841.0	30411.0
100134938	3.0	3.0
157574	109.0	208.0
4690	2265.0	2711.0
4691	27215.0	59030.0
4692	2436.0	3481.0
4693	16.0	12.0
4694	5021.0	9091.0
4695	3710.0	3596.0
4696	2862.0	3099.0
2034	167645.0	3284.0
2033	6771.0	7746.0
2030	4249.0	13310.0
100288165	65.0	166.0
2029	13810.0	107916.0
2028	1605.0	96.0
2027	201.0	539.0
2026	3321.0	12619.0
2025	0.0	0.0
4686	2040.0	16399.0
4688	10159.0	1553.0
4689	1752.0	545.0
348487	1.0	130.0
2045	78.0	1.0
2044	9.0	14.0
2043	735.0	6398.0
2042	133.0	18.0
2041	930.0	1012.0
2040	28533.0	2875.0
2039	5944.0	6411.0
2038	25.0	9.0
2037	7227.0	1425.0
2036	5528.0	7317.0
2035	3045.0	16632.0
4697	12429.0	11850.0
4698	4910.0	2931.0
735301	237.0	803.0
4699	0.0	0.0
2056	4.0	2.0
2055	1570.0	1095.0
2054	2556.0	909.0
2053	1597.0	1347.0
100288149	0.0	0.0
2052	28944.0	4865.0
2051	818.0	1466.0
2050	6456.0	6798.0
100288142	90.0	256.0
253650	71.0	111.0
2049	918.0	16634.0
2048	392.0	6318.0
2047	35.0	3528.0
2046	2.0	164.0
2067	2948.0	3658.0
2066	1341.0	27.0
2065	13540.0	13132.0
2064	15336.0	12138.0
2063	2571.0	4869.0
2060	6222.0	6760.0
253665	1.0	0.0
100288130	0.0	0.0
2059	5322.0	5064.0
2058	6522.0	11774.0
2057	1397.0	747.0
2070	1259.0	19.0
649446	353.0	1029.0
2078	3414.0	307.0
2077	2500.0	4810.0
2074	810.0	844.0
2073	1923.0	2416.0
2072	691.0	1035.0
100288122	24.0	3.0
2071	3506.0	5718.0
2069	112.0	26.0
2068	1354.0	1993.0
2081	3241.0	1870.0
649458	0.0	0.0
2086	1163.0	4397.0
105751187	2.0	1.0
100288111	0.0	0.0
2079	4792.0	12104.0
170591	16.0	6.0
2091	5115.0	14610.0
2099	385.0	115.0
2098	6476.0	3297.0
100653515	5.0	14.0
64951	530.0	657.0
64949	2175.0	6926.0
64960	2891.0	6738.0
64963	1178.0	2480.0
64965	1441.0	1939.0
64968	1825.0	3405.0
64969	3009.0	2859.0
100132372	0.0	1.0
64975	1742.0	1941.0
64976	2030.0	1767.0
64979	684.0	3543.0
100132380	0.0	7.0
64978	447.0	613.0
100132382	2.0	2.0
100132386	0.0	0.0
64981	2499.0	2544.0
64983	1733.0	1958.0
100132396	0.0	1.0
100132399	0.0	0.0
100616668	42.0	40.0
287015	0.0	1.0
100506299	39.0	193.0
121512	3390.0	1225.0
100288083	0.0	18.0
101060200	333.0	1183.0
100288077	2.0	66.0
100288072	32.0	20.0
121504	65.0	211.0
121506	1130.0	1503.0
101060233	0.0	0.0
121551	66.0	116.0
100506246	0.0	0.0
133558	5.0	0.0
100506244	4.0	0.0
157506	2160.0	12525.0
100506243	28.0	15.0
121549	1.0	107.0
101060211	0.0	0.0
100533851	4.0	1.0
170506	3447.0	10134.0
100506275	1.0	1.0
170504	0.0	7.0
170503	3.0	2.0
100132308	0.0	0.0
121536	2201.0	5599.0
101060226	572.0	894.0
64900	1139.0	1952.0
64902	1.0	3.0
64901	534.0	830.0
145553	123.0	69.0
100132311	0.0	0.0
157530	8.0	13.0
100506211	361.0	1874.0
100506215	136.0	239.0
121599	1.0	2.0
100132321	0.0	0.0
100132322	0.0	0.0
100533844	0.0	1.0
100506205	1.0	1.0
101060280	1.0	2.0
64922	37.0	27.0
64921	2407.0	1200.0
64924	3564.0	4231.0
100533849	0.0	0.0
64926	1087.0	1233.0
64925	1769.0	1451.0
64919	330.0	1095.0
100132332	0.0	0.0
133522	570.0	649.0
100506233	407.0	1122.0
104644205	0.0	0.0
100506237	381.0	18.0
4705	4662.0	5531.0
64928	6458.0	4035.0
4706	2660.0	5361.0
64927	1309.0	644.0
100132341	1460.0	1775.0
4707	2760.0	2984.0
4708	4785.0	3023.0
4709	2151.0	3457.0
100132346	2.0	1.0
145501	1.0	14.0
145508	333.0	477.0
4700	3165.0	2871.0
4701	150.0	272.0
4702	2120.0	5097.0
4703	152.0	167.0
4704	1887.0	5778.0
101060264	32.0	111.0
100506229	3.0	0.0
64940	279.0	273.0
64943	2248.0	18893.0
64946	198.0	2111.0
204777	0.0	0.0
4716	3892.0	4744.0
4717	2565.0	2450.0
100132352	441.0	835.0
4718	2143.0	4161.0
4719	5115.0	8257.0
100132355	0.0	0.0
100132358	0.0	0.0
4710	4211.0	12204.0
4711	4352.0	7214.0
4712	2252.0	5498.0
4713	4438.0	6234.0
4714	1855.0	1405.0
4715	6606.0	8341.0
100506412	1.0	0.0
407039	0.0	0.0
407036	0.0	0.0
407037	1.0	2.0
100506413	7.0	0.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	21.0	0.0
407033	0.0	0.0
4728	3561.0	5971.0
4729	750.0	1058.0
4720	5055.0	16413.0
4722	3737.0	8008.0
4723	6876.0	13264.0
4724	2421.0	1601.0
4725	5293.0	8874.0
4726	2780.0	11964.0
407027	0.0	0.0
407028	0.0	1.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	1.0	0.0
407022	0.0	0.0
4738	4383.0	3533.0
4739	24226.0	2452.0
100506409	1.0	40.0
4730	43.0	71.0
4731	2496.0	2900.0
4733	2580.0	3201.0
4734	1053.0	870.0
4735	32088.0	34354.0
4736	25827.0	18744.0
407016	0.0	0.0
407017	2.0	0.0
100506433	2.0	0.0
407014	11.0	42.0
407015	0.0	0.0
4750	1494.0	946.0
407018	9.0	1.0
100506436	52.0	320.0
4751	107.0	4510.0
407019	10.0	0.0
407013	4.0	0.0
407010	14.0	0.0
407011	6.0	0.0
192217	5.0	25.0
4741	3.0	52.0
4744	57.0	60.0
4745	8.0	1491.0
4747	15.0	244.0
407006	4.0	0.0
407003	0.0	9.0
100506421	0.0	4.0
650368	105.0	36.0
407004	0.0	0.0
407009	0.0	0.0
4760	1.0	0.0
4761	9.0	6.0
407007	1.0	0.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	69.0	52.0
649395	0.0	2.0
348180	603.0	874.0
407001	0.0	0.0
407002	3.0	4.0
407000	0.0	0.0
4752	648.0	353.0
4753	1235.0	1242.0
100506428	311.0	148.0
4756	6192.0	6871.0
4758	5600.0	4421.0
4759	0.0	0.0
4771	2605.0	2861.0
4772	1736.0	3625.0
4773	1475.0	2170.0
348174	5.0	3.0
2110	1151.0	961.0
2108	3878.0	5584.0
2107	11476.0	9381.0
2104	241.0	664.0
2103	19.0	74.0
2101	2598.0	1921.0
4763	4033.0	8873.0
4764	0.0	0.0
4768	0.0	0.0
2109	3851.0	2764.0
4780	11668.0	11521.0
4781	6119.0	10075.0
4782	12848.0	6704.0
4783	1612.0	3382.0
4784	15153.0	10485.0
2122	7174.0	410.0
2121	2274.0	1551.0
2120	2735.0	11097.0
143282	149.0	85.0
2119	9077.0	6186.0
2118	113.0	3018.0
100303743	0.0	0.0
2117	3610.0	10592.0
2116	64.0	112.0
100303745	0.0	0.0
2115	6102.0	502.0
2114	17649.0	3429.0
167227	2493.0	7252.0
2113	10304.0	4706.0
143279	645.0	490.0
4774	2891.0	4488.0
4775	2557.0	4366.0
4776	627.0	3595.0
