id	5cf4c664-9f98-4e1e-a623-317660ee7f6a	e81fc37c-f65b-4e69-b03a-e522fc76ec08
100873946	1.0	0.0
100873941	3.0	7.0
6997	26.0	0.0
4335	2644.0	3101.0
6996	1197.0	1547.0
100873940	2.0	5.0
6999	1664.0	2232.0
4336	40.0	0.0
4337	1741.0	4191.0
6998	0.0	0.0
4338	1838.0	1139.0
100873945	0.0	0.0
100873944	2.0	1.0
100873943	0.0	0.0
100873942	0.0	0.0
100616448	0.0	0.0
100616449	1.0	0.0
4350	1496.0	1702.0
100616446	1.0	1.0
4351	2694.0	2914.0
64693	0.0	0.0
100616447	0.0	0.0
4352	25.0	9.0
100873970	0.0	0.0
4353	46.0	18.0
647123	0.0	0.0
4354	3181.0	1574.0
4355	288.0	473.0
107075141	3845.0	2571.0
100616440	0.0	0.0
64699	228.0	83.0
107075142	0.0	0.0
100616441	0.0	0.0
107075143	0.0	0.0
647121	74.0	81.0
107075144	1.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	1.0
107075148	2.0	5.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	43.0	6.0
4345	2875.0	1188.0
100873974	10.0	11.0
100873973	0.0	7.0
100873972	0.0	2.0
100873978	8.0	6.0
100873977	2.0	0.0
100873976	1.0	0.0
100873975	3.0	0.0
100616437	0.0	0.0
4360	14382.0	5897.0
100616438	1.0	0.0
4361	1174.0	1486.0
100616435	0.0	0.0
4362	1.0	0.0
100616436	0.0	0.0
4363	6570.0	10830.0
100616433	0.0	0.0
100616434	1.0	2.0
647135	202.0	211.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	1.0	0.0
107075152	0.0	0.0
107075153	1.0	0.0
100616430	1.0	0.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	0.0	4.0
107075159	0.0	1.0
107075149	0.0	0.0
100873969	2.0	0.0
100288493	0.0	0.0
253782	1106.0	2250.0
100653423	0.0	0.0
4356	637.0	646.0
100873963	0.0	0.0
4357	2262.0	2797.0
100873962	13.0	15.0
4358	3010.0	3189.0
4359	117.0	54.0
100873960	0.0	0.0
100873967	1.0	0.0
100873966	0.0	0.0
100873965	12.0	12.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	4.0	6.0
647144	0.0	0.0
100873991	10.0	17.0
650794	52.0	70.0
100873990	4.0	4.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	0.0
100288483	0.0	0.0
107075116	276.0	115.0
107075117	6.0	9.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	0.0
100873994	2.0	1.0
100873993	2.0	0.0
100873998	6.0	4.0
100873997	0.0	0.0
348567	0.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	8.0	8.0
100616495	0.0	0.0
107075131	1.0	0.0
107075132	0.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	1.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	7.0	170.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	0.0	0.0
100288470	0.0	0.0
100873985	42.0	44.0
100873984	0.0	2.0
100873983	1.0	0.0
100873982	0.0	1.0
100873989	0.0	0.0
100873988	0.0	0.0
100873987	0.0	0.0
100873986	0.0	0.0
647166	0.0	0.0
100616488	0.0	0.0
647167	11.0	9.0
100616489	0.0	0.0
100616486	0.0	1.0
647169	0.0	0.0
100616487	0.0	0.0
647162	1.0	0.0
100616484	0.0	2.0
100616485	0.0	0.0
100616482	3.0	1.0
107075100	0.0	1.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	0.0
107075102	0.0	1.0
100616481	0.0	0.0
100288463	0.0	1.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	32.0	52.0
647177	0.0	0.0
100616477	16.0	30.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	9.0	10.0
100616474	3.0	0.0
647175	0.0	0.0
100616471	1.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	0.0	4.0
107075113	0.0	0.0
100616470	0.0	0.0
107075114	1.0	0.0
107075115	2.0	0.0
107075105	2.0	1.0
100288451	0.0	0.0
107075108	0.0	0.0
107075109	0.0	1.0
348654	761.0	1000.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	1.0	0.0
107075201	4.0	0.0
107075202	0.0	0.0
107075203	0.0	1.0
100129061	0.0	0.0
118672	137.0	153.0
100129060	165.0	125.0
118670	0.0	0.0
348645	364.0	101.0
100129067	0.0	0.0
64601	2704.0	6286.0
64600	3.0	348.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	6.0	4.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	1.0	0.0
107075214	0.0	0.0
107075204	5.0	1.0
118663	4.0	4.0
143630	69.0	16.0
107075205	0.0	0.0
100129050	0.0	0.0
107075206	0.0	0.0
107075207	1.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	16.0	3.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	1.0
100130029	0.0	0.0
373509	5.0	3.0
100129031	0.0	0.0
100129032	1.0	2.0
100130017	0.0	0.0
100130015	44.0	41.0
100130014	3.0	3.0
131601	3000.0	3542.0
100129023	1.0	0.0
100130009	6.0	7.0
128025	5.0	3.0
64641	310.0	34.0
100130006	1.0	1.0
100616530	10.0	15.0
64645	4444.0	5197.0
116039	249.0	242.0
100130003	81.0	47.0
100130002	1.0	0.0
64648	0.0	10.0
131616	647.0	696.0
100129013	0.0	0.0
100129008	0.0	0.0
64651	9323.0	2499.0
100129007	0.0	0.0
100129009	2.0	3.0
116028	160.0	443.0
204801	1.0	1.0
100129004	3.0	3.0
100129005	0.0	0.0
64663	0.0	6.0
128077	3228.0	2455.0
167681	148.0	21.0
100132641	0.0	0.0
100132645	0.0	0.0
116092	1886.0	2357.0
116093	1.0	28.0
128061	506.0	1052.0
100132656	0.0	0.0
116085	0.0	0.0
204851	6895.0	6343.0
116071	672.0	424.0
167691	705.0	428.0
116064	2699.0	4541.0
100132672	0.0	0.0
100132673	0.0	1.0
116068	1957.0	1310.0
100132677	3.0	1.0
100130099	0.0	0.0
100130097	10.0	5.0
143662	260.0	233.0
100132681	0.0	0.0
100132683	2.0	0.0
100130090	1.0	3.0
100130086	2.0	4.0
100129094	12.0	25.0
143678	6.0	2.0
100132699	0.0	0.0
100130079	0.0	5.0
100130074	4.0	0.0
143684	842.0	781.0
100129086	0.0	1.0
100129080	0.0	1.0
143689	157.0	282.0
143686	3839.0	13583.0
153020	2552.0	1866.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	93.0	135.0
100130060	0.0	0.0
202243	790.0	397.0
100129074	2.0	0.0
647060	0.0	0.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	4549.0	7229.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	3.0	0.0
647076	8.0	5.0
100462880	12.0	32.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	0.0	1.0
647085	0.0	0.0
100653396	0.0	0.0
647087	3353.0	6919.0
647081	1.0	1.0
100462857	0.0	0.0
100462851	0.0	0.0
100462850	4.0	0.0
100616398	0.0	0.0
100616399	0.0	0.0
100616396	0.0	0.0
100616397	0.0	1.0
100616394	0.0	0.0
647099	39.0	34.0
100616395	0.0	0.0
100616392	0.0	1.0
100616393	0.0	0.0
647094	0.0	1.0
100616390	0.0	1.0
100616391	0.0	0.0
100462866	2.0	1.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	6320.0	4908.0
202299	8.0	15.0
104355426	156.0	236.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	0.0	1.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	4.0	6.0
4430	22029.0	19862.0
100132501	61.0	116.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	46.0	128.0
346085	3.0	7.0
100132510	3.0	2.0
4435	23.0	10.0
4436	964.0	1214.0
4437	924.0	1207.0
4438	9.0	8.0
4439	129.0	135.0
253868	39.0	4.0
64793	758.0	1155.0
100616347	0.0	0.0
64792	897.0	955.0
100616348	0.0	1.0
64795	2823.0	3039.0
64794	1142.0	940.0
100616346	0.0	0.0
100616343	4.0	1.0
100616344	0.0	0.0
64799	108.0	210.0
100616341	0.0	0.0
64798	431.0	343.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	1.0	0.0
100616339	0.0	0.0
650623	114.0	136.0
103625683	0.0	1.0
100616336	0.0	0.0
103625684	2.0	3.0
100616337	0.0	0.0
103625681	4.0	2.0
100616334	0.0	0.0
100616335	0.0	0.0
100616332	0.0	1.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	296.0	756.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	35.0	16.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	3.0	2.0
100616321	1.0	1.0
100616322	0.0	0.0
647000	2.0	0.0
100628307	0.0	0.0
100288380	2.0	3.0
86123	30.0	41.0
100616329	0.0	0.0
4481	8152.0	4252.0
100616317	0.0	0.0
4482	1059.0	370.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	172.0	244.0
647013	0.0	1.0
100616313	0.0	0.0
4486	1500.0	1206.0
100616310	0.0	0.0
4487	501.0	129.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	2.0	47.0
4478	75284.0	62055.0
4479	7.0	10.0
647009	58.0	42.0
100616318	15.0	22.0
100616319	0.0	0.0
4493	2915.0	3793.0
4494	330.0	1326.0
4495	1519.0	818.0
100616389	0.0	0.0
647024	2539.0	5012.0
4496	68.0	109.0
100616387	0.0	0.0
4498	40.0	4.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	1.0	0.0
100616383	0.0	0.0
100616384	0.0	3.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	1.0	2.0
4490	0.0	0.0
100616380	0.0	2.0
4488	205.0	1304.0
4489	2009.0	49.0
100616378	0.0	0.0
100616379	1.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	33.0	30.0
100616374	7.0	9.0
100616375	0.0	0.0
647033	7.0	1.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	249.0	137.0
4499	1599.0	337.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	3.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	29.0	88.0
100288346	3.0	0.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	2.0	3.0
118611	2.0	3.0
346007	45.0	56.0
100616358	0.0	0.0
100616359	1.0	0.0
100616356	0.0	0.0
100616354	0.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	2.0	1.0
100616353	0.0	1.0
100616350	0.0	1.0
100616351	0.0	0.0
100288332	191.0	141.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	44.0	20.0
64711	9.0	6.0
64710	18246.0	24896.0
64714	19.0	52.0
64708	2110.0	2520.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	50.0	58.0
348761	3.0	1.0
100506084	25.0	13.0
64726	0.0	3.0
64725	1.0	1.0
64718	766.0	1279.0
100144597	0.0	0.0
100144596	0.0	0.0
131540	101.0	1.0
348751	86.0	55.0
131544	2514.0	2708.0
64735	0.0	0.0
103283057	2.0	11.0
100533695	4.0	9.0
64744	3872.0	3765.0
64743	5499.0	4950.0
64746	4454.0	6931.0
64745	1905.0	1707.0
64748	2911.0	2774.0
64747	6366.0	9170.0
348738	10.0	27.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	1.0	1.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	0.0	0.0
100616422	7.0	15.0
64750	4245.0	2093.0
100616423	0.0	0.0
100533676	4.0	20.0
64753	104.0	129.0
100616420	2.0	7.0
100616421	1.0	2.0
64755	2635.0	4165.0
64754	223.0	816.0
64757	393.0	202.0
100506050	0.0	0.0
64756	2291.0	2146.0
64759	10557.0	22011.0
100506054	128.0	125.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	0.0	0.0
100616428	1.0	0.0
100616429	1.0	0.0
100506049	0.0	1.0
100616415	0.0	0.0
100616416	0.0	0.0
64760	5229.0	4436.0
100616413	0.0	0.0
100616414	1.0	2.0
100506046	33.0	38.0
64762	1634.0	1490.0
64761	4546.0	5024.0
64764	9107.0	8960.0
64763	1340.0	1873.0
100616410	0.0	0.0
64766	1420.0	2157.0
64768	343.0	590.0
64769	2926.0	3001.0
100533682	1.0	1.0
100616417	4.0	3.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	2.0	0.0
64771	10916.0	18286.0
100616402	0.0	0.0
64770	1886.0	3018.0
100616403	0.0	0.0
64773	2613.0	5023.0
100616400	0.0	0.0
64772	1783.0	1746.0
100616401	1.0	1.0
64777	2706.0	1628.0
64776	454.0	417.0
64779	976.0	835.0
64778	11685.0	21730.0
100506080	17.0	6.0
88745	2543.0	2471.0
100616408	0.0	0.0
100616409	0.0	1.0
100616407	0.0	0.0
64780	4523.0	3889.0
100533668	0.0	0.0
64782	3221.0	2527.0
64781	2756.0	6118.0
100506068	10.0	16.0
64784	5171.0	3839.0
100533664	2.0	0.0
64783	702.0	948.0
100533665	0.0	1.0
64786	3228.0	2607.0
100533666	0.0	0.0
64785	250.0	308.0
64788	1179.0	694.0
64787	6109.0	7017.0
100506061	0.0	0.0
64789	357.0	334.0
100506060	74.0	129.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	2.0	3.0
100506013	0.0	140.0
100506012	30.0	29.0
167555	102.0	110.0
100132520	0.0	0.0
100132526	4.0	6.0
100132529	3.0	0.0
100533646	4.0	0.0
100506003	16.0	8.0
100533642	31.0	78.0
100506007	16.0	20.0
100506001	38.0	40.0
100506000	3.0	31.0
204962	13.0	2072.0
100462800	4.0	1.0
100132534	0.0	0.0
100132537	0.0	0.0
100506035	19.0	5.0
202309	247.0	63.0
100506039	0.0	3.0
100506033	542.0	1069.0
100533619	0.0	1.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	5.0	2.0
100506020	47.0	66.0
131566	4895.0	5157.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	281.0	162.0
100462832	0.0	0.0
100132562	2.0	2.0
100132565	0.0	4.0
100462838	0.0	0.0
100462830	0.0	0.0
131572	0.0	0.0
131578	762.0	21315.0
100462843	0.0	1.0
131583	2116.0	903.0
100462809	2.0	1.0
143570	880.0	1036.0
100132580	8.0	2.0
100462811	1.0	2.0
100462810	1.0	2.0
100462813	3.0	2.0
100462812	1.0	0.0
100132591	0.0	1.0
100462821	0.0	0.0
100132594	18.0	7.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	0.0
100132598	1.0	0.0
100462820	0.0	0.0
170685	44.0	93.0
170689	6039.0	3165.0
170688	0.0	1.0
100462990	1.0	1.0
155061	1713.0	1916.0
131096	20.0	49.0
155066	1116.0	355.0
170680	0.0	6.0
100533800	2.0	1.0
169693	24.0	0.0
170679	159.0	108.0
100036567	0.0	0.0
155051	10.0	75.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	200.0	170.0
143098	1356.0	1009.0
4507	1876.0	3134.0
4508	182233.0	123308.0
4509	22462.0	17489.0
100462977	6.0	4.0
4500	286.0	467.0
4501	6475.0	4273.0
4502	20347.0	17360.0
4503	22.0	12.0
4504	3.0	31.0
4520	2225.0	2743.0
4519	287597.0	134618.0
170690	5890.0	345.0
4511	17.0	17.0
4512	567646.0	382300.0
100462981	0.0	0.0
4513	203388.0	201643.0
4514	251562.0	183024.0
100462983	1.0	3.0
4515	75.0	77.0
170692	90.0	29.0
100462985	2.0	0.0
170691	245.0	340.0
253512	1435.0	1118.0
4521	525.0	1130.0
4522	3327.0	2736.0
157680	2380.0	3810.0
4523	4.0	17.0
4524	3562.0	2450.0
4528	1383.0	1955.0
155006	199.0	10.0
4540	156357.0	80994.0
4541	60886.0	23101.0
157667	1.0	1.0
4542	5777.0	2821.0
4534	1143.0	891.0
4535	171848.0	64750.0
4536	206977.0	111386.0
4537	70507.0	40859.0
4538	499467.0	405671.0
4539	28689.0	28191.0
157697	1394.0	806.0
4550	214195.0	290168.0
155038	4245.0	903.0
4552	4641.0	3192.0
4553	0.0	0.0
4543	1.0	1.0
4544	0.0	5.0
4547	11.0	14.0
100036575	2.0	0.0
4548	4083.0	3480.0
100036574	0.0	0.0
4549	31649.0	28282.0
131076	540.0	821.0
4563	0.0	0.0
4564	0.0	0.0
4555	0.0	0.0
4556	1.0	0.0
4558	1.0	0.0
157695	1092.0	490.0
157693	5.0	71.0
4570	0.0	0.0
348378	43.0	36.0
4571	1876.0	2185.0
4572	0.0	0.0
4573	0.0	1.0
4574	0.0	0.0
4575	2.0	0.0
100288287	0.0	0.0
100288283	1.0	1.0
4565	0.0	1.0
4566	0.0	0.0
4567	1.0	1.0
4568	3.0	0.0
253559	3.0	18.0
4569	0.0	2.0
253558	980.0	1231.0
4580	916.0	1146.0
4581	76.0	229.0
4582	37070.0	5825.0
4583	2.0	10.0
4584	577.0	57.0
4585	4475.0	389.0
4586	38.0	2.0
4576	6.0	10.0
4577	0.0	0.0
4578	0.0	0.0
4579	4.0	15.0
4591	1677.0	1889.0
4593	108.0	6.0
4594	1482.0	1952.0
4595	793.0	600.0
4597	4243.0	1771.0
100288264	1.0	0.0
4588	16.0	8.0
4589	0.0	0.0
100288252	2.0	5.0
4598	1490.0	1274.0
4599	6005.0	5049.0
100288248	2.0	0.0
650560	0.0	1.0
348327	174.0	305.0
100288235	1.0	1.0
100288227	0.0	0.0
253582	1.0	7.0
100288222	0.0	0.0
64834	7634.0	6051.0
64838	687.0	811.0
64837	2530.0	2189.0
100132487	0.0	0.0
64841	1554.0	947.0
64840	633.0	3170.0
64843	13.0	46.0
64844	5397.0	5438.0
64847	1051.0	1041.0
64849	228.0	193.0
64848	2344.0	1449.0
64839	1462.0	1486.0
64850	1.0	0.0
64852	964.0	641.0
64854	963.0	2362.0
64853	1921.0	2529.0
64856	10736.0	5877.0
64855	44624.0	26430.0
64858	809.0	724.0
64857	5391.0	3513.0
64859	3227.0	8105.0
387911	6.0	1.0
387914	257.0	461.0
100144494	5.0	0.0
64860	717.0	569.0
64863	637.0	454.0
133619	5073.0	5267.0
64864	1733.0	1881.0
64866	3642.0	10052.0
133615	0.0	0.0
100506172	0.0	0.0
387933	6.0	11.0
100533794	0.0	0.0
387934	2.0	19.0
100533790	2.0	6.0
100506169	31.0	13.0
64881	13.0	1.0
375940	0.0	0.0
399939	0.0	0.0
100506161	35.0	114.0
100506164	0.0	0.0
399937	0.0	1.0
387921	1595.0	1895.0
100288198	163.0	142.0
100288195	0.0	0.0
387923	151.0	100.0
387924	6.0	4.0
64895	1201.0	2006.0
100506195	2.0	0.0
64897	1476.0	928.0
399909	6275.0	7675.0
100288185	1.0	1.0
100288179	0.0	1.0
121601	17.0	201.0
100288173	2.0	0.0
100506190	6599.0	2039.0
399965	3.0	10.0
399967	0.0	5.0
101060111	1.0	0.0
100506134	0.0	4.0
100533754	0.0	1.0
157638	2891.0	1020.0
399968	0.0	3.0
169611	1206.0	4076.0
145645	0.0	0.0
100132402	0.0	0.0
100132403	8.0	9.0
100132406	135.0	148.0
387978	0.0	0.0
100506126	0.0	2.0
399972	177.0	242.0
157627	0.0	0.0
399979	6469.0	7081.0
121665	3299.0	4090.0
100132415	8.0	13.0
100132417	107.0	50.0
133688	0.0	0.0
399942	16.0	9.0
100506157	30.0	24.0
100533731	0.0	0.0
133686	1282.0	2488.0
157657	181.0	194.0
399940	0.0	0.0
170627	0.0	0.0
170626	1.0	8.0
399947	4.0	11.0
399949	105.0	9.0
399948	512.0	140.0
100132420	0.0	0.0
100132421	0.0	0.0
170622	2733.0	3544.0
133690	90.0	19.0
131034	49.0	5.0
399950	1.0	4.0
101060105	0.0	0.0
387990	16.0	1.0
100506144	423.0	359.0
399959	64.0	26.0
121643	1.0	0.0
121642	804.0	446.0
100132439	0.0	0.0
542767	22.0	9.0
100533713	0.0	0.0
100533714	0.0	0.0
100533717	1.0	0.0
100533718	0.0	0.0
100462954	0.0	0.0
100132441	2.0	0.0
100462957	0.0	0.0
100533725	5.0	12.0
100533721	0.0	0.0
101060160	2.0	2.0
64801	850.0	1162.0
64800	151.0	105.0
64802	631.0	637.0
64805	120.0	34.0
100132450	4.0	2.0
100144435	0.0	0.0
100506115	3779.0	757.0
399988	4.0	0.0
100506119	486.0	720.0
64816	3.0	7.0
64806	0.0	0.0
100132463	1.0	7.0
100132464	0.0	0.0
145624	2.0	1.0
100132467	3.0	1.0
101060146	70.0	132.0
101060144	1.0	0.0
100506108	2.0	0.0
100132476	0.0	0.0
100132479	0.0	0.0
649489	0.0	0.0
650474	0.0	1.0
101060192	0.0	0.0
101060195	337.0	190.0
4606	201.0	68.0
4607	97.0	38.0
4608	34.0	27.0
4609	5937.0	6288.0
4600	1677.0	2383.0
4601	1997.0	4664.0
4602	231.0	89.0
4603	335.0	391.0
4604	1.0	1.0
4605	309.0	2153.0
202018	2447.0	1090.0
4617	0.0	3.0
170555	0.0	0.0
4618	0.0	5.0
170554	0.0	0.0
4619	35.0	12.0
170552	0.0	5.0
170559	3.0	9.0
202020	90.0	272.0
170556	9.0	15.0
4610	217.0	1237.0
4611	0.0	0.0
4613	52.0	118.0
170550	1.0	1.0
4615	8713.0	3437.0
4616	11764.0	1794.0
100506311	407.0	872.0
101060176	0.0	0.0
101060171	2.0	1.0
4628	19497.0	12889.0
4629	41884.0	12630.0
170589	2.0	1.0
4620	76.0	9.0
4621	285.0	180.0
4622	2.0	11.0
4624	0.0	0.0
4625	0.0	1.0
4626	3.0	22.0
4627	130284.0	233602.0
432369	5.0	3.0
100506301	46.0	5.0
101060189	0.0	0.0
100506305	23.0	1776.0
4640	31.0	17.0
4641	27903.0	19568.0
170575	1595.0	432.0
4632	2.0	0.0
4633	5.0	3.0
4634	45.0	30.0
4635	51.0	14.0
170572	41.0	4.0
4636	498.0	619.0
4637	62843.0	50910.0
4638	19305.0	32100.0
157556	9.0	7.0
133584	651.0	547.0
4650	9482.0	10836.0
4651	6515.0	10165.0
170529	0.0	0.0
170527	2.0	1.0
170526	2.0	2.0
202051	102.0	97.0
170524	0.0	2.0
145567	1617.0	1312.0
202052	913.0	522.0
170523	0.0	0.0
4642	7654.0	11319.0
4643	3795.0	6965.0
253639	234.0	57.0
4644	3471.0	7455.0
4645	2774.0	548.0
4646	6206.0	5460.0
4647	851.0	613.0
253635	803.0	813.0
4648	498.0	143.0
4649	3352.0	2404.0
4660	8828.0	2876.0
4661	7.0	12.0
2001	614.0	42.0
2000	3618.0	4999.0
170517	3.0	4.0
170516	10.0	6.0
145581	218.0	57.0
169522	5.0	5.0
170511	0.0	0.0
170510	0.0	0.0
170514	1.0	0.0
170513	0.0	0.0
4653	105.0	3.0
4654	0.0	0.0
4656	0.0	6.0
4659	5453.0	4069.0
4670	14538.0	11777.0
4671	117.0	140.0
4673	18574.0	14478.0
4674	175.0	288.0
2012	37043.0	25931.0
2011	4820.0	5665.0
2010	4264.0	3128.0
2009	1681.0	1814.0
170542	0.0	0.0
2006	30225.0	1828.0
170541	4.0	11.0
2005	4242.0	5354.0
170548	1.0	1.0
2004	7610.0	6025.0
170547	0.0	0.0
2003	1.0	0.0
2002	2572.0	3562.0
4664	2973.0	4790.0
4665	3736.0	3098.0
4666	22709.0	23112.0
4668	4865.0	4631.0
170540	0.0	0.0
4669	3103.0	3070.0
157567	1081.0	975.0
4680	33267.0	3674.0
4681	12276.0	13559.0
4682	1315.0	727.0
4683	3697.0	2138.0
4684	765.0	90.0
4685	969.0	438.0
2023	80522.0	136213.0
2022	38140.0	12730.0
2021	242.0	112.0
170539	4.0	0.0
2020	3.0	188.0
170533	2.0	1.0
2019	0.0	119.0
2018	5.0	0.0
2017	16740.0	17441.0
2016	2.0	78.0
170537	5.0	9.0
2015	223.0	204.0
170536	3.0	4.0
2014	10183.0	3851.0
170535	0.0	0.0
2013	60910.0	11521.0
4675	283.0	193.0
100134934	7.0	15.0
157570	66.0	177.0
4676	6319.0	9622.0
4677	7921.0	9245.0
4678	5339.0	5384.0
100134938	34.0	62.0
157574	89.0	36.0
4690	2054.0	4348.0
4691	35653.0	36480.0
4692	2293.0	2696.0
4693	4.0	12.0
4694	3033.0	3118.0
4695	1974.0	1490.0
4696	2097.0	2964.0
2034	90894.0	20685.0
2033	7655.0	10367.0
2030	3872.0	3475.0
100288165	68.0	9.0
2029	9196.0	8867.0
2028	1788.0	1460.0
2027	291.0	294.0
2026	4053.0	7839.0
2025	0.0	0.0
4686	2662.0	2101.0
4688	7342.0	2965.0
4689	2828.0	1132.0
348487	3.0	35.0
2045	73.0	1.0
2044	29.0	1.0
2043	1191.0	3139.0
2042	986.0	366.0
2041	676.0	2218.0
2040	46366.0	10375.0
2039	2562.0	279.0
2038	20.0	3.0
2037	10089.0	6319.0
2036	3948.0	2360.0
2035	2728.0	2512.0
4697	6663.0	6856.0
4698	2816.0	2658.0
735301	168.0	132.0
4699	0.0	0.0
2056	10.0	11.0
2055	1508.0	1182.0
2054	1440.0	1327.0
2053	598.0	413.0
100288149	0.0	1.0
2052	12550.0	5274.0
2051	1125.0	254.0
2050	6348.0	5193.0
100288142	98.0	135.0
253650	38.0	0.0
2049	916.0	4770.0
2048	1649.0	1752.0
2047	105.0	63.0
2046	2.0	1.0
2067	3074.0	4042.0
2066	440.0	22.0
2065	3958.0	2695.0
2064	8743.0	8533.0
2063	2062.0	1862.0
2060	5846.0	4870.0
253665	4.0	4.0
100288130	0.0	0.0
2059	7436.0	1676.0
2058	7161.0	10226.0
2057	721.0	444.0
2070	217.0	458.0
649446	319.0	332.0
2078	4430.0	628.0
2077	3770.0	7351.0
2074	726.0	1237.0
2073	1471.0	1708.0
2072	603.0	617.0
100288122	18.0	0.0
2071	2728.0	2607.0
2069	477.0	128.0
2068	1427.0	2352.0
2081	3493.0	3324.0
649458	0.0	0.0
2086	815.0	3162.0
105751187	4.0	6.0
100288111	0.0	1.0
2079	4165.0	3036.0
170591	30.0	15.0
2091	5370.0	7724.0
2099	555.0	514.0
2098	5128.0	4130.0
100653515	18.0	11.0
64951	321.0	685.0
64949	1970.0	1947.0
64960	3098.0	3384.0
64963	1181.0	1250.0
64965	1169.0	1141.0
64968	1507.0	2793.0
64969	3250.0	2496.0
100132372	1.0	2.0
64975	1454.0	1140.0
64976	1399.0	1586.0
64979	768.0	1093.0
100132380	1.0	3.0
64978	394.0	425.0
100132382	4.0	1.0
100132386	0.0	0.0
64981	1718.0	1381.0
64983	2078.0	2178.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	31.0	24.0
287015	0.0	0.0
100506299	21.0	10.0
121512	1896.0	886.0
100288083	1.0	4.0
