id	93b1f14d-cdb5-474f-aeda-b20e3ea8f2fb	c021cbb0-388a-4c5d-8cf3-edc5335a0113
693142	0.0	0.0
106480083	0.0	2.0
11180	7040.0	4147.0
154881	610.0	783.0
11182	650.0	378.0
11181	33.0	10.0
646770	0.0	0.0
11184	804.0	424.0
392133	1.0	0.0
11183	2440.0	2614.0
392132	1.0	0.0
11186	2446.0	704.0
139249	0.0	0.0
11185	17476.0	313.0
23166	2902.0	1361.0
23167	4003.0	3286.0
106480049	0.0	1.0
23168	3638.0	3879.0
106479059	0.0	5.0
23169	703.0	891.0
166863	0.0	5.0
392138	0.0	0.0
106479058	0.0	1.0
729920	222.0	55.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	6.0
127262	3895.0	2607.0
106479054	0.0	2.0
142891	2001.0	1592.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	1362.0	3485.0
106480055	0.0	0.0
106479051	1.0	1.0
23161	2095.0	2846.0
115286	977.0	380.0
106480054	1.0	0.0
106479050	1.0	0.0
23162	2573.0	3372.0
106480057	0.0	0.0
23163	2933.0	2113.0
106480056	0.0	0.0
152217	566.0	1380.0
23164	15815.0	5406.0
106480059	0.0	0.0
23165	1924.0	2929.0
106480058	0.0	0.0
11188	6800.0	2195.0
11187	1858.0	2703.0
11189	4.0	3.0
106480051	0.0	0.0
644109	1.0	0.0
106480050	0.0	0.0
646784	7.0	1.0
11191	45.0	415.0
392140	1.0	4.0
11190	1358.0	3011.0
404672	866.0	635.0
11193	1028.0	925.0
154872	0.0	1.0
11194	1984.0	1344.0
11197	8050.0	6030.0
11196	2031.0	4311.0
23177	1816.0	2039.0
402016	5.0	3.0
23178	514.0	1706.0
106479049	0.0	0.0
23179	3158.0	2437.0
106479048	0.0	0.0
127255	10.0	17.0
106479047	0.0	0.0
127254	100.0	4.0
106479046	0.0	0.0
646780	7.0	9.0
127253	986.0	1491.0
106479045	1.0	4.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	2.0	0.0
106480064	0.0	0.0
106479042	12.0	3.0
23170	1357.0	6611.0
115273	106.0	446.0
106480063	0.0	0.0
729909	3.0	0.0
106479041	0.0	0.0
23171	5923.0	1081.0
106479040	0.0	0.0
106480066	3.0	0.0
23172	1080.0	1035.0
106480065	0.0	0.0
23173	1584.0	2773.0
106480068	0.0	0.0
23174	2534.0	4388.0
106480067	0.0	0.0
23175	2023.0	2621.0
23176	2713.0	3163.0
106480069	0.0	3.0
11199	6.0	2.0
11198	4564.0	11503.0
106480060	0.0	1.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	2618.0	4089.0
644131	1008.0	56.0
404663	0.0	1.0
11162	145.0	107.0
646799	0.0	1.0
11161	2317.0	3118.0
404665	21.0	15.0
11164	1740.0	2477.0
11163	1276.0	967.0
23144	1436.0	1779.0
127247	0.0	0.0
106480028	1.0	0.0
23145	196.0	384.0
106480027	5.0	6.0
106480029	0.0	1.0
23148	197.0	435.0
106479079	0.0	0.0
646791	65.0	51.0
23149	400.0	532.0
441641	0.0	2.0
106479078	0.0	1.0
106479077	2.0	0.0
106479076	0.0	0.0
84108	266.0	470.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	38.0
106479074	0.0	0.0
106480030	2.0	0.0
106479073	0.0	0.0
106480033	0.0	1.0
84109	8.0	128.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	4230.0	2648.0
115265	48.0	222.0
106480035	0.0	0.0
106479071	3.0	6.0
84103	1.0	0.0
23141	3550.0	3779.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	1115.0	1195.0
84106	1220.0	29.0
106480037	0.0	0.0
84105	415.0	331.0
23143	2161.0	1720.0
106480036	0.0	0.0
84100	333.0	186.0
11166	22.0	342.0
140258	0.0	0.0
644129	0.0	0.0
11165	1069.0	1643.0
84102	357.0	297.0
11168	3681.0	2859.0
84101	419.0	484.0
11167	11647.0	29892.0
644128	74.0	59.0
11169	204.0	1970.0
11171	3405.0	6025.0
11170	11128.0	253.0
11173	844.0	2516.0
441639	0.0	0.0
11172	1.0	0.0
343296	0.0	0.0
11174	109.0	68.0
644146	3.0	2.0
23155	975.0	1184.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1209.0	2954.0
23158	4787.0	2582.0
106479069	0.0	1.0
441631	418.0	2178.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	3.0
23150	3263.0	656.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	2513.0	5762.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	5592.0	14249.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1103.0	1768.0
106480047	0.0	0.0
11177	1940.0	2440.0
11176	8569.0	8704.0
11179	976.0	353.0
644138	0.0	6.0
11178	466.0	1495.0
644139	1.0	0.0
139285	409.0	947.0
106480040	2.0	3.0
103695364	1.0	7.0
103695363	1.0	2.0
644153	0.0	0.0
11140	8367.0	4319.0
644159	0.0	0.0
103695365	2.0	0.0
11142	5127.0	1576.0
166824	329.0	367.0
106479019	0.0	0.0
11141	1.0	8.0
130872	1930.0	1799.0
106479018	0.0	5.0
644157	35.0	120.0
23122	2598.0	1454.0
106480006	0.0	0.0
106479017	1.0	1.0
106479016	0.0	1.0
106480005	0.0	0.0
25784	10.0	8.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	3.0	43.0
23125	4027.0	1496.0
106480007	0.0	0.0
25786	166.0	127.0
106479014	0.0	0.0
25789	10.0	2658.0
644150	52.0	970.0
23126	3820.0	5560.0
106479013	0.0	2.0
25788	35.0	188.0
23127	468.0	383.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	16088.0	7414.0
106479010	0.0	0.0
84129	39.0	68.0
106480011	1.0	4.0
106480010	0.0	0.0
84126	11.0	11.0
106480013	0.0	0.0
84125	86.0	111.0
25780	802.0	354.0
106480012	0.0	0.0
84128	952.0	3397.0
23120	2.0	35.0
106480015	0.0	0.0
25782	1864.0	3076.0
106480014	0.0	1.0
11144	18.0	345.0
11143	2719.0	2925.0
139212	11.0	4.0
84124	1068.0	8936.0
11146	190.0	399.0
11145	3290.0	1001.0
11148	56.0	14.0
86781	15.0	29.0
11147	143.0	219.0
11149	352.0	426.0
392181	2.0	0.0
127294	16.0	328.0
644165	104.0	34.0
11151	2379.0	952.0
166815	283.0	624.0
392188	0.0	0.0
106479009	0.0	0.0
11153	353.0	280.0
106479008	0.0	0.0
644168	3.0	7.0
11152	2072.0	1944.0
106479007	0.0	0.0
25796	1557.0	646.0
130888	278.0	365.0
23133	1523.0	2925.0
106479006	4.0	2.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	5078.0	2025.0
25798	8045.0	15722.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	4185.0	2502.0
25797	179.0	703.0
106479003	0.0	0.0
106480018	0.0	2.0
23137	2110.0	3074.0
106479002	0.0	1.0
25799	482.0	956.0
402055	672.0	1660.0
23138	592.0	494.0
106479001	0.0	0.0
23139	1645.0	2814.0
106479000	0.0	0.0
644160	1.0	1.0
106480020	0.0	0.0
25790	247.0	68.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4894.0	3618.0
106480024	0.0	1.0
25791	23.0	985.0
23130	2631.0	3645.0
106480023	0.0	0.0
23131	3528.0	4390.0
25794	99.0	93.0
106480026	0.0	1.0
25793	7520.0	6263.0
23132	1885.0	1053.0
106480025	1.0	0.0
11155	169.0	37.0
11154	485.0	392.0
11157	705.0	301.0
11156	2153.0	2541.0
11159	389.0	366.0
139221	96.0	159.0
11158	716.0	1410.0
392193	2.0	0.0
23108	1797.0	1343.0
23109	5.0	173.0
127281	914.0	2729.0
441608	0.0	0.0
154860	2.0	76.0
11120	2229.0	1249.0
343263	85.0	8.0
154865	34.0	18.0
25763	0.0	0.0
106479039	0.0	0.0
23101	43.0	916.0
106479038	49.0	18.0
23102	4107.0	1923.0
106479037	6.0	12.0
25764	88.0	148.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	326.0	186.0
25766	348.0	745.0
106479034	0.0	0.0
25769	0.0	10.0
106479033	0.0	0.0
23107	1955.0	1904.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1934.0	3395.0
106479030	0.0	0.0
84148	2674.0	2297.0
84144	787.0	622.0
11122	39.0	63.0
84146	1653.0	2475.0
11124	1841.0	3752.0
11123	1361.0	2228.0
11126	45.0	21.0
84140	152.0	1390.0
11128	940.0	2591.0
84142	389.0	488.0
84141	2131.0	252.0
139231	1811.0	1836.0
11127	791.0	597.0
23119	307.0	1852.0
644186	14.0	13.0
11131	27.0	11.0
11130	152.0	4129.0
106479029	0.0	0.0
23111	3132.0	2742.0
106479028	0.0	0.0
25774	1.0	0.0
23112	2058.0	4483.0
106479027	0.0	0.0
25776	1189.0	1241.0
23113	1846.0	2109.0
106479026	0.0	0.0
25775	3.0	6.0
23114	1556.0	379.0
106479025	6.0	4.0
25778	1780.0	1918.0
106479024	0.0	2.0
25777	16996.0	9847.0
23116	882.0	1662.0
106479023	0.0	2.0
23117	49.0	58.0
106479022	0.0	0.0
23118	5329.0	5280.0
106479021	0.0	0.0
115294	4078.0	2048.0
106479020	4.0	3.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	1.0	1.0
106480001	0.0	0.0
152206	74.0	23.0
106480004	0.0	0.0
25771	2728.0	2844.0
84138	288.0	422.0
106480003	0.0	0.0
11133	419.0	1468.0
84133	16.0	89.0
84132	636.0	1264.0
11132	1078.0	949.0
11135	4107.0	5742.0
84135	550.0	491.0
84134	609.0	696.0
11137	1903.0	2941.0
115290	612.0	1743.0
11136	4.0	32.0
84131	522.0	1749.0
11138	1099.0	2343.0
730993	0.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	91.0	37.0
729993	1.0	360.0
50717	3803.0	2681.0
102465257	1.0	0.0
102465256	0.0	0.0
102465255	3.0	0.0
729991	776.0	593.0
102465254	1.0	0.0
102465253	0.0	0.0
164284	13.0	3091.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	2.0	1.0
102465251	0.0	0.0
102465250	1.0	1.0
730974	0.0	0.0
392194	0.0	2.0
392197	1.0	2.0
646702	1.0	0.0
646701	0.0	0.0
646721	0.0	0.0
729962	0.0	1.0
729967	351.0	304.0
2504	19.0	4.0
2503	83.0	13.0
284418	0.0	5.0
2502	43.0	4.0
284417	501.0	27.0
2501	126.0	15.0
2500	135.0	18.0
284415	13.0	1.0
404635	0.0	2.0
619190	0.0	0.0
404636	523.0	488.0
2509	39.0	4.0
646723	1.0	10.0
2508	103.0	7.0
2507	10.0	2.0
619189	0.0	0.0
164237	15.0	0.0
729956	2.0	352.0
140290	11.0	27.0
729952	0.0	1.0
2515	6.0	0.0
284408	94.0	56.0
2512	237008.0	47998.0
284406	217.0	431.0
2510	2.0	0.0
284403	126.0	2151.0
284402	43.0	44.0
2519	2623.0	1500.0
2518	0.0	3.0
2517	2831.0	1504.0
2516	1.0	334.0
646755	1.0	0.0
646754	0.0	0.0
646753	0.0	0.0
260434	0.0	66.0
23189	2821.0	2073.0
260436	0.0	2.0
23180	5206.0	1102.0
2526	474.0	522.0
23181	1889.0	1853.0
2525	173.0	49.0
2524	32.0	477.0
2523	469.0	1003.0
23184	2114.0	2520.0
2521	11022.0	18651.0
23185	5095.0	4504.0
23186	2697.0	3466.0
2520	0.0	6.0
23187	6112.0	3103.0
2529	27.0	6.0
2528	3.0	24.0
2527	0.0	0.0
152273	6541.0	2483.0
644100	7.0	1.0
646766	17.0	6.0
644101	8.0	4.0
23199	6190.0	10345.0
260425	4476.0	1108.0
729974	0.0	0.0
260429	11.0	12.0
2537	3318.0	855.0
23191	8965.0	8721.0
23192	2296.0	3147.0
23193	16689.0	37718.0
2535	619.0	2165.0
2534	3391.0	2431.0
23194	1284.0	1725.0
2533	863.0	104.0
23195	2128.0	5543.0
23196	7327.0	7782.0
2532	3350.0	132.0
23197	2538.0	3332.0
2531	4135.0	2394.0
2530	781.0	1353.0
23198	2535.0	5501.0
345829	5.0	0.0
646759	0.0	0.0
646758	1.0	3.0
2539	3152.0	3471.0
2538	0.0	1.0
23190	4994.0	6355.0
25903	874.0	738.0
25902	864.0	2636.0
25904	1086.0	1295.0
100129866	2.0	0.0
25907	104.0	228.0
100130855	29.0	64.0
25906	667.0	485.0
25909	1682.0	3526.0
100127206	1.0	2.0
100129867	2.0	1.0
2551	1713.0	1562.0
2550	1742.0	2714.0
25901	1763.0	665.0
25900	1534.0	149.0
2548	14632.0	4605.0
223075	4.0	17.0
2547	11307.0	25095.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	12.0	39.0
2542	917.0	1287.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	1.0	0.0
100874406	1.0	1.0
100874405	0.0	0.0
2549	4008.0	680.0
100874404	0.0	0.0
25914	450.0	1349.0
100130848	0.0	0.0
25913	766.0	822.0
100129858	52.0	19.0
25915	2529.0	1389.0
25917	1064.0	1131.0
2562	86.0	664.0
2561	155.0	35.0
2560	0.0	152.0
25912	8954.0	7250.0
25911	448.0	618.0
2559	0.0	0.0
2558	0.0	516.0
2557	14.0	1082.0
2556	0.0	513.0
2555	13.0	508.0
2554	0.0	1.0
2553	1640.0	1843.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	11.0	153.0
2572	0.0	65.0
2571	9.0	2078.0
2570	17.0	77.0
2569	1.0	5.0
2568	24.0	21.0
2567	0.0	214.0
2566	0.0	1.0
2565	0.0	4.0
2564	921.0	493.0
2563	17.0	160.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	233.0	13.0
100874422	0.0	0.0
100874429	0.0	1.0
100874428	0.0	1.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	17.0	10.0
100129836	7.0	7.0
100874410	0.0	0.0
286676	394.0	399.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	1609.0	861.0
2583	36.0	716.0
2582	1402.0	1130.0
2581	2680.0	1819.0
2580	5302.0	3097.0
100874419	0.0	0.0
100874414	1.0	1.0
100874413	0.0	0.0
100874412	0.0	2.0
100874411	1.0	4.0
100874418	0.0	0.0
223082	597.0	578.0
100874417	4.0	1.0
100874416	0.0	1.0
100874415	0.0	0.0
100129827	5.0	10.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	3.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	1944.0	735.0
2593	208.0	809.0
100379300	0.0	0.0
2592	1461.0	2025.0
2591	941.0	1578.0
441389	77.0	4.0
2590	2957.0	5606.0
441386	5.0	1.0
127617	1.0	0.0
2589	3289.0	3218.0
2588	1020.0	1203.0
2587	2.0	27.0
441391	8.0	14.0
284018	241.0	545.0
2585	781.0	1191.0
100874447	0.0	0.0
100874446	3.0	0.0
100874445	0.0	0.0
284013	517.0	36.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	2.0	1.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	2.0	7.0
100874430	0.0	0.0
100129813	0.0	1.0
441377	0.0	0.0
441376	141.0	209.0
441381	1.0	0.0
127602	120.0	586.0
2597	29553.0	72507.0
2596	8.0	745.0
100874436	0.0	1.0
284004	1480.0	959.0
100874435	0.0	0.0
100874434	11.0	8.0
100874433	2.0	2.0
284001	1632.0	2379.0
100874439	2.0	0.0
100874438	0.0	1.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	3.0	7.0
100874464	0.0	0.0
100874462	0.0	2.0
100129801	1.0	1.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	5.0	4.0
100874466	1.0	0.0
100874450	0.0	0.0
50937	1177.0	1723.0
100874454	0.0	0.0
50939	16.0	28.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	5.0
50940	6.0	557.0
100874455	1.0	2.0
50943	36.0	70.0
50945	0.0	53.0
50944	9.0	953.0
100874459	0.0	0.0
23328	8640.0	3226.0
23329	462.0	1092.0
84281	202.0	129.0
84280	1145.0	1234.0
644076	0.0	0.0
11340	745.0	1104.0
644079	2.0	2.0
25983	1384.0	1765.0
127665	1.0	11.0
23321	1112.0	1470.0
115677	1520.0	166.0
644070	0.0	1.0
23322	183.0	916.0
25984	22.0	333.0
23324	4977.0	1521.0
25987	1312.0	1996.0
23325	2828.0	2092.0
23326	8856.0	8657.0
25989	1759.0	1571.0
23327	10664.0	3042.0
25988	845.0	1159.0
25981	909.0	338.0
25980	2381.0	2385.0
11342	5436.0	3012.0
84287	1931.0	1567.0
84286	1598.0	452.0
11341	3.0	1.0
284058	3015.0	4034.0
84289	1238.0	1571.0
11344	2474.0	1019.0
11343	22656.0	4660.0
84288	218.0	93.0
84283	215.0	459.0
11346	24141.0	4210.0
11345	4091.0	2307.0
84282	1354.0	595.0
84285	1106.0	1467.0
84284	1655.0	1422.0
23339	5785.0	4201.0
84270	952.0	699.0
23331	3357.0	3184.0
25994	1716.0	816.0
23332	2561.0	4120.0
25996	2011.0	1659.0
23333	1729.0	1628.0
23334	2482.0	3298.0
25998	1476.0	1279.0
23335	1322.0	1441.0
23336	1962.0	1120.0
441332	0.0	0.0
644082	0.0	0.0
23338	2977.0	800.0
25999	503.0	1944.0
441331	0.0	0.0
84279	465.0	223.0
25992	1796.0	2114.0
84276	1072.0	231.0
84275	344.0	732.0
284047	87.0	117.0
84278	150.0	221.0
84277	562.0	761.0
84272	2824.0	2014.0
84271	5425.0	9290.0
84274	935.0	1011.0
84273	867.0	1438.0
23306	784.0	3628.0
23307	4223.0	2085.0
284040	40.0	33.0
23308	8.0	10.0
23309	2765.0	1600.0
25961	149.0	109.0
25960	2617.0	3685.0
25963	6120.0	3715.0
23300	2184.0	3548.0
23301	2750.0	5239.0
25962	2522.0	4546.0
23302	467.0	325.0
23303	3782.0	998.0
644096	596.0	586.0
23304	3460.0	2179.0
25966	1203.0	1329.0
23305	39.0	8.0
644094	0.0	0.0
11328	9146.0	8005.0
11329	2376.0	2263.0
11320	3176.0	1071.0
137012	2.0	7.0
113000	718.0	1678.0
11322	4113.0	3125.0
11321	1281.0	1854.0
284034	11.0	0.0
11326	12309.0	226.0
11325	6800.0	8906.0
23317	2789.0	2512.0
84290	1.0	20.0
25979	1175.0	277.0
23318	1594.0	3854.0
84292	319.0	253.0
25972	1510.0	1056.0
23310	828.0	3277.0
441359	0.0	0.0
25974	171.0	1040.0
23312	1875.0	3519.0
25973	124.0	477.0
23313	3626.0	5056.0
25976	4463.0	1780.0
23314	114.0	2766.0
25975	1608.0	1397.0
441355	0.0	42.0
25978	2117.0	1134.0
23315	1632.0	1481.0
25977	1498.0	2252.0
23316	7.0	1951.0
11339	15.0	334.0
11338	5384.0	10657.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	4.0
115650	10.0	508.0
127623	2.0	1.0
25970	3352.0	1766.0
284029	123.0	36.0
115653	0.0	0.0
84298	798.0	1136.0
11331	5741.0	7711.0
11330	9.0	4.0
11333	4478.0	48974.0
152641	206.0	71.0
11332	1354.0	1998.0
84299	1409.0	1074.0
11335	4039.0	7384.0
84294	703.0	1123.0
11334	1320.0	533.0
84293	1321.0	3060.0
84296	40.0	940.0
11337	2983.0	1589.0
284021	221.0	25.0
84295	825.0	2500.0
11336	2976.0	7261.0
25946	1620.0	2780.0
25949	2946.0	2383.0
25948	2762.0	2589.0
441308	0.0	0.0
139604	0.0	8.0
100130898	0.0	0.0
100130894	5.0	7.0
25941	3580.0	3901.0
25940	939.0	1819.0
100130892	8.0	7.0
25943	2907.0	1719.0
25942	3937.0	6816.0
100130890	74.0	57.0
25945	984.0	646.0
11309	11634.0	755.0
284099	4.0	2.0
284098	242.0	861.0
25957	4349.0	4087.0
140609	7438.0	2368.0
25959	21984.0	3455.0
100130889	12.0	2.0
100130887	21.0	11.0
25950	174.0	217.0
25953	3666.0	3179.0
25956	516.0	117.0
11317	1.0	266.0
11316	3853.0	6888.0
11319	1240.0	1662.0
11318	35.0	20.0
100379378	0.0	0.0
11311	1498.0	1629.0
11313	2240.0	3419.0
140603	0.0	1.0
11315	5497.0	5346.0
284086	538.0	338.0
11314	489.0	300.0
25925	914.0	1457.0
284085	2.0	2.0
25924	177.0	38.0
25927	942.0	156.0
284083	6.0	1.0
100130879	1.0	0.0
25926	1336.0	2900.0
139628	0.0	96.0
25929	1388.0	1123.0
25928	5126.0	221.0
441328	0.0	0.0
127687	849.0	763.0
100130873	0.0	1.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	4936.0	5415.0
441323	0.0	0.0
25920	3942.0	4931.0
25923	5532.0	3083.0
140612	500.0	707.0
100129880	0.0	0.0
284076	41.0	16.0
100129882	10.0	1.0
25936	812.0	1339.0
25938	1573.0	800.0
25937	7957.0	12730.0
284071	10.0	540.0
100130866	0.0	0.0
25939	11704.0	1631.0
113026	1933.0	1028.0
441317	0.0	0.0
441315	0.0	0.0
25930	4383.0	3534.0
441314	0.0	0.0
441313	0.0	0.0
25932	15231.0	11356.0
127671	0.0	0.0
25934	1278.0	592.0
127670	1.0	11.0
284069	83.0	1179.0
140623	24.0	5.0
140625	0.0	0.0
284067	7.0	7.0
100129871	0.0	0.0
140628	116.0	703.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	0.0
406983	4.0	0.0
406986	0.0	0.0
406985	0.0	1.0
406988	0.0	2.0
406987	0.0	0.0
23287	2763.0	1199.0
23288	1743.0	1130.0
406980	0.0	0.0
84206	83.0	953.0
23281	71.0	2232.0
84203	3.0	10.0
23283	1346.0	2973.0
23284	734.0	406.0
140596	0.0	0.0
23285	240.0	220.0
152579	589.0	2654.0
140597	356.0	771.0
23286	5139.0	1108.0
152578	0.0	2.0
406979	0.0	0.0
406978	0.0	0.0
152573	199.0	95.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	4.0
406972	0.0	8.0
406974	0.0	0.0
406977	0.0	1.0
406976	4.0	0.0
23299	3506.0	2764.0
201725	270.0	625.0
23291	2963.0	1674.0
23293	1910.0	1000.0
23294	8412.0	3115.0
23295	6151.0	3997.0
406968	2.0	3.0
406967	0.0	0.0
646658	248.0	9.0
152586	0.0	1.0
406969	0.0	0.0
406960	0.0	0.0
11281	1.0	363.0
406962	21.0	5.0
646672	3.0	0.0
11280	8.0	5.0
406961	0.0	0.0
11283	1.0	1.0
406964	0.0	0.0
11282	6840.0	2474.0
406963	0.0	0.0
644016	4.0	2.0
11285	979.0	1145.0
406966	0.0	0.0
11284	1108.0	4312.0
406965	0.0	0.0
23265	3746.0	3435.0
23266	10025.0	6484.0
23268	1948.0	1988.0
23269	1771.0	4228.0
84229	42.0	29.0
164592	16.0	70.0
59269	1099.0	1155.0
84225	989.0	68.0
23261	1299.0	1536.0
84224	345.0	730.0
23262	1423.0	1644.0
23263	1011.0	3677.0
23264	8127.0	13595.0
84226	31.0	115.0
84221	146.0	504.0
406957	0.0	0.0
84220	1.0	1.0
406956	1.0	1.0
84223	446.0	2797.0
406959	0.0	0.0
406958	0.0	0.0
84222	136.0	115.0
646685	0.0	0.0
644022	0.0	1.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	4.0	2.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	1.0
23276	1052.0	598.0
23277	3399.0	3913.0
23279	2350.0	5791.0
59277	6591.0	2041.0
59272	41.0	5.0
59271	1088.0	380.0
59274	1472.0	1066.0
84218	0.0	0.0
84217	98.0	9.0
23270	1357.0	2327.0
23271	3338.0	2356.0
84219	581.0	1405.0
23272	3121.0	2465.0
23274	2426.0	2244.0
84216	91.0	566.0
84215	67.0	564.0
23275	1514.0	2457.0
406946	0.0	0.0
84210	1.0	8.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	7897.0	4407.0
644037	4.0	8.0
11260	2549.0	5494.0
646698	3.0	10.0
11262	247.0	25.0
23243	2668.0	2610.0
23244	5014.0	4064.0
59286	3570.0	1579.0
23245	73.0	2231.0
23246	1063.0	4213.0
23247	1345.0	1486.0
59283	24.0	474.0
23248	2619.0	3977.0
644030	1.0	1.0
59285	32.0	124.0
59284	0.0	78.0
84247	2065.0	8605.0
23240	1097.0	623.0
84246	990.0	3744.0
84249	7.0	99.0
23241	4470.0	4170.0
23242	4760.0	1283.0
84248	2654.0	9217.0
84243	1411.0	1591.0
11264	3116.0	857.0
84245	1016.0	969.0
11267	1859.0	2639.0
11266	588.0	778.0
11269	1099.0	795.0
84240	608.0	471.0
11270	651.0	1975.0
644042	1.0	0.0
11272	49.0	110.0
11274	296.0	1093.0
11273	4925.0	8659.0
23254	1977.0	2127.0
23255	426.0	1128.0
23256	1854.0	3275.0
23258	5891.0	2505.0
23259	2585.0	2317.0
644041	6.0	1.0
84239	4242.0	124.0
23250	15765.0	5564.0
84236	1300.0	1237.0
23251	11.0	544.0
23252	651.0	2073.0
140564	162.0	396.0
23253	2706.0	1664.0
84232	5394.0	5041.0
11276	2856.0	2896.0
11275	1672.0	732.0
84231	2698.0	8362.0
49861	22.0	25.0
11278	843.0	759.0
49860	0.0	1.0
84233	492.0	248.0
11277	0.0	0.0
11279	776.0	720.0
84230	1810.0	1405.0
23229	1213.0	1447.0
49856	951.0	2400.0
644054	0.0	0.0
49855	1343.0	1038.0
644059	0.0	0.0
49854	1128.0	938.0
11240	177.0	293.0
23221	11371.0	1251.0
25884	26.0	145.0
23223	1578.0	5993.0
25886	114.0	402.0
23224	12936.0	9121.0
25885	1857.0	2335.0
23225	1790.0	6097.0
25888	311.0	1310.0
23228	838.0	684.0
644050	2.0	74.0
201780	18.0	225.0
84269	743.0	660.0
152559	472.0	1368.0
25880	359.0	504.0
84268	1245.0	785.0
23220	5143.0	1674.0
140576	4371.0	2162.0
84265	1546.0	635.0
11243	1559.0	1189.0
139599	12.0	1.0
84264	113.0	693.0
140578	26.0	69.0
84267	874.0	1234.0
11245	480.0	2168.0
84266	1307.0	561.0
11244	1941.0	1618.0
84261	375.0	387.0
11247	11.0	3212.0
139596	648.0	370.0
84260	783.0	1468.0
84263	3215.0	1414.0
11249	1.0	49.0
84262	616.0	1507.0
11248	1284.0	257.0
345557	557.0	120.0
406993	0.0	0.0
406992	6.0	2.0
406995	0.0	0.0
406994	1.0	0.0
11250	1.0	6.0
406997	0.0	2.0
406996	0.0	0.0
11252	7995.0	5931.0
406999	0.0	0.0
11251	48.0	56.0
406998	0.0	0.0
23232	658.0	811.0
25895	380.0	777.0
23233	1815.0	2130.0
25894	590.0	7387.0
25897	4199.0	2800.0
23234	454.0	1195.0
25896	673.0	1672.0
23235	6346.0	3322.0
23236	717.0	2129.0
25898	1055.0	1037.0
23237	636.0	607.0
644063	38.0	27.0
406991	0.0	0.0
23239	1235.0	1369.0
406990	0.0	0.0
25891	278.0	149.0
84258	13.0	783.0
25890	12549.0	189.0
25893	270.0	5.0
23230	1826.0	2228.0
23231	3795.0	2574.0
84259	542.0	1557.0
84254	743.0	510.0
11254	1569.0	211.0
84253	356.0	184.0
11253	3571.0	5520.0
406989	0.0	0.0
84256	2593.0	1520.0
11255	0.0	3.0
84255	1556.0	1778.0
